职业ID,职业名称,技能页ID,技能页名称,技能ID,技能名称
56,闇影武士,5104,闇影刀技能,3815605,【 墮落的力量 】
56,闇影武士,5104,闇影刀技能,3815606,【 生存本能 】
56,闇影武士,5104,闇影刀技能,3815607,【 傳奇 II 】
60,混血天神,6001,魔法權杖技能,8007101,熟練魔法權杖[初級]
60,混血天神,6001,魔法權杖技能,1759101,神力重擊
60,混血天神,6001,魔法權杖技能,1759102,聖魔刺
60,混血天神,6001,魔法權杖技能,1759104,疾馳
60,混血天神,6001,魔法權杖技能,8007102,熟練魔法權杖[中級]
60,混血天神,6001,魔法權杖技能,1759103,神力斬
60,混血天神,6001,魔法權杖技能,1759105,聖光流擊
60,混血天神,6001,魔法權杖技能,1759106,神怒擊
60,混血天神,6001,魔法權杖技能,1759107,聖憤魄擊
60,混血天神,6001,魔法權杖技能,8007103,熟練魔法權杖[高級]
60,混血天神,6001,魔法權杖技能,1759108,借力強擊
60,混血天神,6001,魔法權杖技能,1759109,神魔掃殺
60,混血天神,6001,魔法權杖技能,8007104,熟練魔法權杖[最高級]
60,混血天神,6001,魔法權杖技能,1760101,光爆進擊
60,混血天神,6001,魔法權杖技能,1760102,聖魔錮殺
60,混血天神,6001,魔法權杖技能,5000941,[特殊]混血天神
60,混血天神,6001,魔法權杖技能,1802421,[無限]旋風狂擊
60,混血天神,6001,魔法權杖技能,3806001,【 魔幻力量 】
60,混血天神,6001,魔法權杖技能,3806002,【 超越之力 】
60,混血天神,6001,魔法權杖技能,3806003,【 武裝魔力 】
60,混血天神,6001,魔法權杖技能,3806004,【 覺醒 】
60,混血天神,6001,魔法權杖技能,3806005,【 死亡咒語 】
60,混血天神,6001,魔法權杖技能,3806006,【 最終威力 】
60,混血天神,6001,魔法權杖技能,3806007,【 傳奇 】
60,混血天神,6001,魔法權杖技能,3816001,【 隱藏能力 】
60,混血天神,6001,魔法權杖技能,3816002,【 極限力量 】
60,混血天神,6001,魔法權杖技能,3816003,【 必死攻擊 】
60,混血天神,6001,魔法權杖技能,3816004,【 覺醒 II 】
60,混血天神,6001,魔法權杖技能,3816005,【 墮落的力量 】
60,混血天神,6001,魔法權杖技能,3816006,【 生存本能 】
60,混血天神,6001,魔法權杖技能,3816007,【 傳奇 II 】
64,炙焰天,6401,爆焰巨錘技能,8008101,熟練爆焰巨錘[初級]
64,炙焰天,6401,爆焰巨錘技能,1801301,巨焱狂掃
64,炙焰天,6401,爆焰巨錘技能,1801302,巨焱狂刃
64,炙焰天,6401,爆焰巨錘技能,1801303,巨焱一擊
64,炙焰天,6401,爆焰巨錘技能,1801304,巨焱毀滅
64,炙焰天,6401,爆焰巨錘技能,1801317,巨焱突進
64,炙焰天,6401,爆焰巨錘技能,1801315,巨焱猛攻
64,炙焰天,6401,爆焰巨錘技能,8008102,熟練爆焰巨錘[中級]
64,炙焰天,6401,爆焰巨錘技能,1801305,火焰揮擊
64,炙焰天,6401,爆焰巨錘技能,1801306,火焰爆擊
64,炙焰天,6401,爆焰巨錘技能,1801307,火焰毀滅
64,炙焰天,6401,爆焰巨錘技能,8008103,熟練爆焰巨錘[高級]
64,炙焰天,6401,爆焰巨錘技能,1801308,岩漿爆發
64,炙焰天,6401,爆焰巨錘技能,1801309,岩漿爆焱
64,炙焰天,6401,爆焰巨錘技能,8008104,熟練爆焰巨錘[最高級]
64,炙焰天,6401,爆焰巨錘技能,1801312,但丁地獄
64,炙焰天,6401,爆焰巨錘技能,5000942,[特殊]炙焰天
64,炙焰天,6401,爆焰巨錘技能,1802422,[無限]火焰熔融
64,炙焰天,6401,爆焰巨錘技能,3806401,【 物理威力 】
64,炙焰天,6401,爆焰巨錘技能,3806402,【 決鬥大師 】
64,炙焰天,6401,爆焰巨錘技能,3806403,【 鑲嵌武器 】
64,炙焰天,6401,爆焰巨錘技能,3806404,【 覺醒 】
64,炙焰天,6401,爆焰巨錘技能,3806405,【 巨焱大師 】
64,炙焰天,6401,爆焰巨錘技能,3806406,【 巨焰獵人 】
64,炙焰天,6401,爆焰巨錘技能,3806407,【 傳奇 】
64,炙焰天,6401,爆焰巨錘技能,3816401,【 隱藏能力 】
64,炙焰天,6401,爆焰巨錘技能,3816402,【 極限力量 】
64,炙焰天,6401,爆焰巨錘技能,3816403,【 必死攻擊 】
64,炙焰天,6401,爆焰巨錘技能,3816404,【 覺醒 II 】
64,炙焰天,6401,爆焰巨錘技能,3816405,【 墮落的力量 】
64,炙焰天,6401,爆焰巨錘技能,3816406,【 生存本能 】
64,炙焰天,6401,爆焰巨錘技能,3816407,【 傳奇 II 】
68,黑暗追擊者,6801,鎖鏈劍技能,8008201,熟練鎖鏈劍[初級]
68,黑暗追擊者,6801,鎖鏈劍技能,8008202,熟練鎖鏈劍[中級]
68,黑暗追擊者,6801,鎖鏈劍技能,8008203,熟練鎖鏈劍[高級]
68,黑暗追擊者,6801,鎖鏈劍技能,8008204,熟練鎖鏈劍[最高級]
68,黑暗追擊者,6801,鎖鏈劍技能,5000943,[特殊]黑暗追擊者
68,黑暗追擊者,6801,鎖鏈劍技能,1802423,[無限]熾烈旋擊
68,黑暗追擊者,6801,鎖鏈劍技能,1802308,箭步突刺
68,黑暗追擊者,6801,鎖鏈劍技能,1802309,位移
68,黑暗追擊者,6801,鎖鏈劍技能,1802316,後騰空翻
68,黑暗追擊者,6801,鎖鏈劍技能,1802301,凱利溫上鉤拳
68,黑暗追擊者,6801,鎖鏈劍技能,1802310,致命重擊
68,黑暗追擊者,6801,鎖鏈劍技能,1802303,凱利溫狂刃
68,黑暗追擊者,6801,鎖鏈劍技能,1802311,死亡之章
68,黑暗追擊者,6801,鎖鏈劍技能,1802312,三重連爆
68,黑暗追擊者,6801,鎖鏈劍技能,1802318,三擊拳
68,黑暗追擊者,6801,鎖鏈劍技能,1802302,凱利溫猛擊
68,黑暗追擊者,6801,鎖鏈劍技能,1802313,紊亂無章
68,黑暗追擊者,6801,鎖鏈劍技能,1802315,劍氣揚塵
68,黑暗追擊者,6801,鎖鏈劍技能,3806801,【 物理威力 】
68,黑暗追擊者,6801,鎖鏈劍技能,3806802,【 決鬥大師 】
68,黑暗追擊者,6801,鎖鏈劍技能,3806803,【 暗黑獵人 】
68,黑暗追擊者,6801,鎖鏈劍技能,3806804,【覺醒】
68,黑暗追擊者,6801,鎖鏈劍技能,3806805,【 鎖鏈之極 】
68,黑暗追擊者,6801,鎖鏈劍技能,3806806,【 凱利溫的血統 】
68,黑暗追擊者,6801,鎖鏈劍技能,3806807,【 傳奇 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816801,【 隱藏能力 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816802,【 極限力量 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816803,【 必死攻擊 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816804,【覺醒II 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816805,【 墮落的力量 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816806,【 生存本能 】
68,黑暗追擊者,6801,鎖鏈劍技能,3816807,【 傳奇 II 】
69,寶石之星,691,寶石短錐技能,2406902,石榴石 [紅]
69,寶石之星,691,寶石短錐技能,2406903,紫水晶 [紫]
69,寶石之星,691,寶石短錐技能,2406904,綠寶石 [綠]
69,寶石之星,691,寶石短錐技能,2406901,巨石狂暴 [綠]
69,寶石之星,691,寶石短錐技能,2406905,魔法寶石陣 [紫]
69,寶石之星,691,寶石短錐技能,2406906,寶石魅惑 [紅]
69,寶石之星,691,寶石短錐技能,2406908,芙尼克斯 [彩虹]
69,寶石之星,691,寶石短錐技能,2406907,猛衝
69,寶石之星,691,寶石短錐技能,3806901,【 魔幻力量 】
69,寶石之星,691,寶石短錐技能,3806902,【 超越之力 】
69,寶石之星,691,寶石短錐技能,3806903,【 神擊斬 】
69,寶石之星,691,寶石短錐技能,3806904,【 覺醒 】
69,寶石之星,691,寶石短錐技能,3806905,【 祈福武器 】
69,寶石之星,691,寶石短錐技能,3806906,【 爆擊 】
69,寶石之星,691,寶石短錐技能,3806907,【 傳奇 】
69,寶石之星,691,寶石短錐技能,3816901,【 隱藏能力 】
69,寶石之星,691,寶石短錐技能,3816902,【 極限力量 】
69,寶石之星,691,寶石短錐技能,3816903,【 必死攻擊 】
69,寶石之星,691,寶石短錐技能,3816904,【 覺醒 II 】
69,寶石之星,691,寶石短錐技能,3816905,【 專業技巧 】
69,寶石之星,691,寶石短錐技能,3816906,【 生存本能 】
69,寶石之星,691,寶石短錐技能,3816907,【 傳奇 II 】
73,暗影行者,7301,魔法矛槍技能,8008501,熟練矛槍[初級]
73,暗影行者,7301,魔法矛槍技能,8008502,熟練矛槍[中級]
73,暗影行者,7301,魔法矛槍技能,8008503,熟練矛槍[高級]
73,暗影行者,7301,魔法矛槍技能,8008504,熟練矛槍[最高級]
73,暗影行者,7301,魔法矛槍技能,5000944,[特殊]暗影行者
73,暗影行者,7301,魔法矛槍技能,1802424,[無限]怒刺破壞
73,暗影行者,7301,魔法矛槍技能,1803301,雙重猛擊
73,暗影行者,7301,魔法矛槍技能,1803303,碎碎殺
73,暗影行者,7301,魔法矛槍技能,1803302,躍襲
73,暗影行者,7301,魔法矛槍技能,1803305,噴射
73,暗影行者,7301,魔法矛槍技能,1803309,猛衝
73,暗影行者,7301,魔法矛槍技能,1803311,暗影步
73,暗影行者,7301,魔法矛槍技能,1803414,暗影步[精通]
73,暗影行者,7301,魔法矛槍技能,1803410,暗影猛擊[精通]
73,暗影行者,7301,魔法矛槍技能,1803411,闇黑重擊[精通]
73,暗影行者,7301,魔法矛槍技能,1803416,黑暗噬者[不死]
73,暗影行者,7301,魔法矛槍技能,1803415,黑暗噬者[保護]
73,暗影行者,7301,魔法矛槍技能,1803412,黑暗之魂[精通]
73,暗影行者,7301,魔法矛槍技能,1803413,闇黑爆破[精通]
73,暗影行者,7301,魔法矛槍技能,3807301,【 物理威力 】
73,暗影行者,7301,魔法矛槍技能,3807302,【 決鬥大師 】
73,暗影行者,7301,魔法矛槍技能,3807303,【 鑲嵌武器 】
73,暗影行者,7301,魔法矛槍技能,3807304,【 覺醒 】
73,暗影行者,7301,魔法矛槍技能,3807305,【 神擊斬 】
73,暗影行者,7301,魔法矛槍技能,3807306,【 爆擊 】
73,暗影行者,7301,魔法矛槍技能,3807307,【 傳奇 】
73,暗影行者,7301,魔法矛槍技能,3817301,【 隱藏能力 】
73,暗影行者,7301,魔法矛槍技能,3817302,【 極限力量 】
73,暗影行者,7301,魔法矛槍技能,3817303,【 必死攻擊 】
73,暗影行者,7301,魔法矛槍技能,3817304,【 覺醒 II 】
73,暗影行者,7301,魔法矛槍技能,3817305,【 墮落的力量 】
73,暗影行者,7301,魔法矛槍技能,3817306,【 生存本能 】
73,暗影行者,7301,魔法矛槍技能,3817307,【 傳奇 II 】
74,御風引者,7401,扇子技能,1803507,猛衝
74,御風引者,7401,扇子技能,1803503,順風 : 突擊
74,御風引者,7401,扇子技能,1803500,飛行攻擊 : 突擊
74,御風引者,7401,扇子技能,1803501,狂風刃 : 突擊
74,御風引者,7401,扇子技能,1803506,強風 : 突擊
74,御風引者,7401,扇子技能,1803504,旋風 : 釋放
74,御風引者,7401,扇子技能,1803505,狂風暴 : 釋放
74,御風引者,7401,扇子技能,1803502,暴風狂擊 : 釋放
74,御風引者,7401,扇子技能,1803508,狂風步
74,御風引者,7401,扇子技能,3807401,【 物理威力 】
74,御風引者,7401,扇子技能,3807402,【 超越之力 】
74,御風引者,7401,扇子技能,3807403,【 神擊斬 】
74,御風引者,7401,扇子技能,3807404,【 覺醒 】
74,御風引者,7401,扇子技能,3807405,【 祈福武器 】
74,御風引者,7401,扇子技能,3807406,【 爆擊 】
74,御風引者,7401,扇子技能,3807407,【 傳奇 】
74,御風引者,7401,扇子技能,3817401,【 隱藏能力 】
74,御風引者,7401,扇子技能,3817402,【 極限力量 】
74,御風引者,7401,扇子技能,3817403,【 必死攻擊 】
74,御風引者,7401,扇子技能,3817404,【 覺醒 II 】
74,御風引者,7401,扇子技能,3817405,【 專業技巧 】
74,御風引者,7401,扇子技能,3817406,【 生存本能 】
74,御風引者,7401,扇子技能,3817407,【 傳奇 II 】
75,喚雨淨使,7501,雨傘技能,1803701,投擲武器
75,喚雨淨使,7501,雨傘技能,1803707,水漾爆擊
75,喚雨淨使,7501,雨傘技能,1803706,水力加農砲
75,喚雨淨使,7501,雨傘技能,1803702,強力漩渦
75,喚雨淨使,7501,雨傘技能,1803700,搖擺波浪
75,喚雨淨使,7501,雨傘技能,1803705,巨浪
75,喚雨淨使,7501,雨傘技能,1803708,猛衝
75,喚雨淨使,7501,雨傘技能,1803704,水炸彈
75,喚雨淨使,7501,雨傘技能,1803703,水力防護
75,喚雨淨使,7501,雨傘技能,1803709,後步伐
75,喚雨淨使,7501,雨傘技能,3807501,【 魔幻力量 】
75,喚雨淨使,7501,雨傘技能,3807502,【 超越之力 】
75,喚雨淨使,7501,雨傘技能,3807503,【 神擊斬 】
75,喚雨淨使,7501,雨傘技能,3807504,【 覺醒 】
75,喚雨淨使,7501,雨傘技能,3807505,【 祈福武器 】
75,喚雨淨使,7501,雨傘技能,3807506,【 爆擊 】
75,喚雨淨使,7501,雨傘技能,3807507,【 傳奇 】
75,喚雨淨使,7501,雨傘技能,3817501,【 隱藏能力 】
75,喚雨淨使,7501,雨傘技能,3817502,【 極限力量 】
75,喚雨淨使,7501,雨傘技能,3817503,【 必死攻擊 】
75,喚雨淨使,7501,雨傘技能,3817504,【 覺醒 II 】
75,喚雨淨使,7501,雨傘技能,3817505,【 專業技巧  】
75,喚雨淨使,7501,雨傘技能,3817506,【 生存本能 】
75,喚雨淨使,7501,雨傘技能,3817507,【 傳奇 II 】
