任務ID,任務名稱,任務目標,NPC位置,NPC名稱,EXP獎勵,ELY獎勵,道具獎勵
162000105,乾淨俐落的回收(3),"請消滅位於""魔石實驗室""的 [薩拉曼德]後回收 <薩拉曼德的魔石破片>。",梅林島,艾皮斯,1976000000.0,0,
162000106,乾淨俐落的回收(4),"請消滅位於""魔石實驗室""的 [變種鯊]後回收 <變種鯊的魔石破片>。",梅林島,艾皮斯,1976000000.0,0,
162000107,擊退正規軍,"請前往""立佩拉市政府""消滅所有 [立佩拉正規軍]。",自由貿易都市立佩拉,伊娃,1976000000.0,0,
162000108,擊退特戰隊,"請前往""立佩拉市政府""消滅所有 [立佩拉特戰隊]。",自由貿易都市立佩拉,伊娃,1976000000.0,0,
162000109,那個男人的象徵物,"請消滅""立佩拉市政府""的 [迪特]後回收 <迪特的手術刀>。",自由貿易都市立佩拉,伊娃,1976000000.0,0,
162000110,力量和權力的象徵,"請消滅""立佩拉市政府""的 [傑凱]後回收 <市長的公章>。",自由貿易都市立佩拉,伊娃,1976000000.0,0,
162006001,蕾蕾的測試(1),"請消滅""龍祭城""裡的 [龍京軍武將] 30名後向 ""龍祭城""的 [蕾蕾]報告。",龍祭城,蕾蕾,0.0,0,銀甜椒 X2
162006002,蕾蕾的測試(2),"請消滅""龍祭城""裡的 [隨行侍女] 60名後向 ""龍祭城""的 [蕾蕾]報告。",龍祭城,蕾蕾,0.0,0,銀甜椒 X3
162006003,飾品小偷,"請消滅位於""菇菇森林""的 [綠葉龍龍] 30隻後向 ""特洛里""的 [貝麗泰]報告。",特洛里,貝麗泰,0.0,0,銀甜椒 X2
162006004,保衛特洛里村莊,"請消滅位於""菇菇森林""的 [黑暗精靈弓箭手] 60名後向 ""特洛里""的 [費勒迪南德]報告。",特洛里,費勒迪南德,0.0,0,銀甜椒 X3
162006005,梅林島的珍貴材料,"請消滅位於""梅林島""的 [紅色兔子打擊隊] 30隻後向 ""自由貿易都市立佩拉""的 [羅希雅]報告。",自由貿易都市立佩拉,羅希雅,0.0,0,銀甜椒 X2
162006006,背殼的用途,"請消滅位於""梅林島""的 [生鐵背殼偵查隊] 60隻後向 ""自由貿易都市立佩拉""的 [馬勒泰利]報告。",自由貿易都市立佩拉,馬勒泰利,0.0,0,銀甜椒 X3
162006007,月華院的和平,"請消滅位於""月華院""的 [月華院主]後向 ""龍祭城""的 [吉恩蒂亞]報告。",龍祭城,吉恩蒂亞,0.0,0,黃金甜椒 X3
162006008,龍皇城的和平,"請消滅位於""龍皇城""的 [泰姆]後向 ""龍祭城""的 [吉恩蒂亞]報告。",龍祭城,吉恩蒂亞,0.0,0,黃金甜椒 X3
162006009,不死的存在,"請消滅位於""隱藏洞窟""的 [奈潘斯]後向 ""菇菇森林""的 [海雷斯]報告。",特洛里,海雷斯,0.0,0,黃金甜椒 X4
162006010,怪物的首腦,"請消滅位於""毀滅之城""的 [凱米努茲]後向 ""毀滅之城入口""的 [亞凱殷]報告。",特洛里,亞凱殷,0.0,0,黃金甜椒 X5
162006011,惡之元兇-傑凱,"請消滅位於""立佩拉市政府""的 [傑凱]後向 ""梅林島的 [艾皮斯]報告。",梅林島,艾皮斯,0.0,0,黃金甜椒 X3
162006012,魔石實驗室調查,"請消滅位於""魔石實驗室""的 [奧莉安]後向""梅林島""的 [艾皮斯]報告。",梅林島,艾皮斯,0.0,0,黃金甜椒 X5
162008000,彩虹島物語的祝福,請向加油隊長愛麗絲完成任務。,彩虹夏季狂歡城,加油隊長愛麗絲,0.0,0,[已刪除數據]_2017年彩虹島物語的祝福 X1
162008001,愛的彩虹島物語博物館,參觀博物館後向加油隊長愛麗絲完成任務。,彩虹夏季狂歡城,加油隊長愛麗絲,0.0,0,[已刪除數據]_2017年經驗值滿滿!票券 X1
162008002,請努力尋找寶物看看~!,請向加油隊長愛麗絲完成任務。,彩虹夏季狂歡城,加油隊長愛麗絲,0.0,0,
162008003,回憶彩虹島世界,請向加油隊長卡茲諾完成任務。,彩虹夏季狂歡城,加油隊長卡茲諾,0.0,0,
162008004,狂歡城超級瑪琍,請向超級瑪琍最後地點的加油隊長雷比完成任務。,彩虹夏季狂歡城,加油隊長雷比 2,0.0,0,"[已刪除數據]_2017年經驗值滿滿!票券 X5
[已刪除數據]_2017年紀念票券 X1
[已刪除數據]_狂歡城超級瑪琍武器兌換券 X1"
162008005,獲勝吧~剪刀、石頭、布~!,請完成任務後獲得獎勵。,彩虹夏季狂歡城,黃色阿飛歐,0.0,0,"[已刪除數據]_2017年力量滾滾!票券 X1
[已刪除數據]_2017年紀念票券 X1"
162008006,保衛守護者~!,接收任務後完成的話，可以獲得獎勵。,彩虹夏季狂歡城,加油隊長愛麗絲,0.0,0,"[已刪除數據]_2017年黃金出來吧!砰咚!票券 X10
[已刪除數據]_2017年紀念票券 X1
[已刪除數據]_2017年感謝的愛情妙藥 X1"
162008007,回憶尼奧爾德跳繩,接收任務後立即完成的話，將會移動到跳繩等待房。,彩虹夏季狂歡城,加油隊長奇毅,0.0,0,
162008008,2017年紀念馬拉松,請向位於紀念馬拉松最後地點的藍色阿飛歐完成任務。,彩虹夏季狂歡城,藍色阿飛歐,0.0,0,"[已刪除數據]_2017年黃金出來吧!砰咚!票券 X5
透明肥宅快樂水 X5
[已刪除數據]_2017年紀念票券 X1"
162008011,2017年祝賀! 巨大的蛋糕房~!,接收任務後立即完成的話，將會移動到巨大的蛋糕房。,彩虹夏季狂歡城,加油隊長卡茲諾,0.0,0,
162008901,姜太公的成長秘訣書,"請帶去給 ""彩虹釣魚場"" 的 [釣魚達人夏奴伊]，或是在任務視窗即時完成任務。",彩虹釣魚場,釣魚達人夏奴伊,1000000000.0,0,
163001000,控制惡魔之山的存在們 (1),"請在 ""惡魔之山""消滅 [暗黑暗黑華爾基莉]。",惡魔之山,莉希歐奈,858600000.0,168000,
163001001,控制惡魔之山的存在們 (2),"請在 ""惡魔之山""消滅 [冰凍古蜥蜴人]。",惡魔之山,莉希歐奈,858600000.0,168000,
163001002,控制惡魔之山的存在們 (3),"請在 ""惡魔之山""消滅 [冰凍綠龍]。",惡魔之山,莉希歐奈,858600000.0,168000,
163001003,控制惡魔之山的存在們 (4),"請在 ""惡魔之山""消滅 [暗黑巨人]。",惡魔之山,莉希歐奈,858600000.0,168000,
163001004,神秘的殿堂收復戰 (1),"請在 ""神秘的殿堂""消滅 [密斯緹]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001005,神秘的殿堂收復戰 (2),"請在 ""神秘的殿堂""消滅 [狂怒石頭泥人]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001006,神秘的殿堂收復戰 (3),"請在 ""神秘的殿堂""消滅 [閃電沙魯]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001007,神秘的殿堂收復戰 (4),"請在 ""神秘的殿堂""消滅 [風電鷹身女妖]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001008,神秘的殿堂收復戰 (5),"請在 ""神秘的殿堂""消滅 [拉歐諾]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001009,神秘的殿堂收復戰 (6),"請在 ""神秘的殿堂""消滅 [閃電妖精]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001010,神秘的殿堂收復戰 (7),"請在 ""神秘的殿堂""消滅 [狂怒幽靈狼]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001011,神秘的殿堂收復戰 (8),"請在 ""神秘的殿堂""消滅 [神秘綠凍凍]。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001012,凱魯斯的右臂,"請在 ""神秘的殿堂""消滅 [露比亞]。",惡魔之山,莉希歐奈,1287900000.0,652800,"靈藥兌換券 X15
增幅的魔石 X30"
163001013,凱魯斯的左臂,"請在 ""神秘的殿堂""消滅 [米奈勒帕]。",惡魔之山,莉希歐奈,1717200000.0,816000,"靈藥兌換券 X15
精靈契約証物 X30"
163001014,往峽谷內 (1),"請在 ""惡魔的峽谷""消滅 [墮落的貝爾德波尼爾] 和 [黑之守護者]。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001015,往峽谷內 (2),"請在 ""惡魔的峽谷""消滅 [特穆拉]、[冰之守護者] 和 [地獄守護者]。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001016,十惡不赦的惡魔,"請在 ""惡魔的峽谷""消滅 [凱魯斯]。",惡魔之山,莉希歐奈,3334000000.0,852000,"增幅劑箱子II X10
凱魯斯之角 X30"
163001017,享受殘酷的惡魔們,"請在 ""惡魔之山""消滅 [暗黑華爾基莉]，並收集<寒氣鐵錘>。",惡魔之山,莉希歐奈,858600000.0,171200,
163001018,力量與權威的象徵,"請在 ""惡魔之山""消滅 [冰凍古蜥蜴人]，並收集<酷寒武器>。",惡魔之山,莉希歐奈,858600000.0,171200,
163001019,冰冷的臼齒,"請在 ""惡魔之山""消滅 [冰凍綠龍]，並收集<冰凍綠龍的臼齒>。",惡魔之山,莉希歐奈,858600000.0,171200,
163001020,殘忍的斧頭,"請在 ""惡魔之山""消滅 [暗黑巨人]，並收集<暗黑巨人的斧頭>。",惡魔之山,莉希歐奈,858600000.0,171200,
163001021,解除酷寒的詛咒 (1),"請在 ""神秘的殿堂""消滅 [密斯緹]，並收集<魔界焰火>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001022,沾染一族之血的東西 (1),"請在 ""神秘的殿堂""消滅 [狂怒石頭泥人]，並收集<赤核>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001023,沾染一族之血的東西 (2),"請在 ""神秘的殿堂""消滅 [閃電沙魯]，並收集<沾染魔氣的黑暗鐮刀>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001024,沾染一族之血的東西 (3),"請在 ""神秘的殿堂""消滅 [風電鷹身女妖]，並收集<無敵犄角>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001025,解除酷寒的詛咒 (2),"請在 ""神秘的殿堂""消滅 [拉歐諾]，並收集<拉歐諾的魔法粉末>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001026,墮落的精靈們,"請在 ""神秘的殿堂""消滅 [閃電妖精]，並收集<雷電初級精靈石>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001027,魔石為什麼在這裡…？,"請在 ""神秘的殿堂""消滅 [狂怒幽靈狼]，並收集<屬性傷害魔石>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001028,解除酷寒的詛咒 (3),"請在 ""神秘的殿堂""消滅 [神秘綠凍凍]，並收集<酸性魔盒碎片>。",惡魔之山,莉希歐奈,1116180000.0,489600,
163001029,軍長露比亞,"請在 ""神秘的殿堂""消滅 [露比亞]，並收集<蘊含賽蕾斯氣息的手鐲>。",惡魔之山,莉希歐奈,1287900000.0,652800,"靈藥兌換券 X15
吸收的魔石 X30"
163001030,雷電的根源,"請在 ""神秘的殿堂""消滅 [米奈勒帕]，並收集<墮落的雷電高級精靈石>。",惡魔之山,莉希歐奈,1717200000.0,816000,"靈藥兌換券 X15
軍團的象徵 X30"
163001031,這裡的魔石？,"請在 ""惡魔的峽谷""消滅 [墮落的貝爾德波尼爾]，並收集<劇毒羽毛>。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001032,魔氣的元凶,"請在 ""惡魔的峽谷""消滅 [黑之守護者]，並收集<星星的意識體>。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001033,有著奇異力量的魔法石,"請在 ""惡魔的峽谷""消滅 [特穆拉]，並收集<特穆拉的魔法石>。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001034,讓山生病的東西,"請在 ""惡魔的峽谷""消滅 [地獄守護者]，並收集<魔氣精髓>。",惡魔之山,莉希歐奈,2167100000.0,511200,
163001035,殺了凱魯斯。,"請在 ""惡魔的峽谷""消滅 [凱魯斯]，並收集<酷寒心臟> 和 <酷寒之劍>。",惡魔之山,莉希歐奈,3334000000.0,852000,"增幅劑箱子II X10
凱魯斯之瞳 X30"
163001036,殺了凱魯斯。,"請在 ""惡魔的峽谷""消滅 [凱魯斯]，並收集<酷寒心臟>。",惡魔之山,莉希歐奈,2167100000.0,0,
163001037,墮落精靈的根源,"請在 ""神秘的殿堂""消滅 [米奈勒帕]，並收集<墮落的雷電高級精靈石>。",惡魔之山,莉希歐奈,1116180000.0,0,
163001038,精靈兵器,"請在 ""神秘的殿堂""消滅 [米奈勒帕]，並收集<冽極斧>。",惡魔之山,莉希歐奈,1116180000.0,0,
163005000,對萬聖節迷宮感到好奇嗎？,請與萬聖節強尼船長對話後，移動至迷宮等候室。\n※ 請向NPC德雷歐交換 '萬聖節打怪拳'後入場！！,GM活動地圖,萬聖節強尼船長,0.0,0,
163005001,逃出萬聖節迷宮吧！,請向萬聖節海樂妮完成任務。,艱難的尋路,萬聖節海樂妮,0.0,0,[已刪除數據]_小地瓜 X30
163005003,萬聖節迷宮-往選擇房間,請消滅萬聖節的憤怒蝙蝠、萬聖節的憤怒精靈戰士、萬聖節的憤怒精靈弓箭手各 10隻。,怒懼,萬聖節蕾蕾,0.0,0,
163005004,萬聖節迷宮-往選擇房間,請消滅 20隻萬聖節的可怕復仇女妖。,怒懼,萬聖節蕾蕾,0.0,0,
164005001,[Pack] 奴安的月曆,請取得30個<奴安的月曆>。,貝斯物品店,奴安,525000.0,0,
164005002,[Pack] 海樂妮的照片,請取得30個<海樂妮的照片>,艾利亞斯王宮,海樂妮,570000.0,0,
164005003,[Pack] 惠宗的玉璽,請取得30個<惠宗的玉璽>,艾利亞斯王宮,惠宗,633000.0,0,
164005004,[Pack] 柳香帥的機車鑰匙,請取得30個<柳香帥的摩托車鑰匙>,龍京街道,柳香帥,79800.0,0,
164005005,[Pack] 暴風監視者硬幣,請取得30個<暴風監視者硬幣>,聯合公會,愛因斯特,0.0,0,
164005006,[Pack] 暴風監視者的標誌,請取得30個<暴風監視者的標誌>。,聯合公會,愛因斯特,0.0,0,
164005007,[Pack] 無限迴廊移動方針,請取得30個<無限迴廊移動方針>。,無限迴廊,傑伊特,0.0,0,
164005008,[Pack] 無限迴廊移動秘笈,請取得30個<無限迴廊移動秘笈>。,無限迴廊,傑伊特,0.0,0,
164005009,[Pack] 銀枝果實,請取得30個<銀枝果實>。,銀光住宅,達比,0.0,0,
164005010,[Pack] 銀枝牌妙藥,請取得30個<銀枝牌妙藥>。,銀光住宅,達比,0.0,0,
164005011,[Pack] 貝爾法閱覽室鑰匙,請取得30個<貝爾法閱覽室鑰匙>。,貝爾法圖書館,莉茲,0.0,0,
164005012,[Pack] 貝爾法最上位魔法書,請取得30個<貝爾法最上位魔法書>。,貝爾法圖書館,莉茲,0.0,0,
164005013,[Pack] 銀色腳趾小小的禮包,請取得30個<銀色腳趾小小的禮包>。,公會旅館,雷娜夏伊蓮,0.0,0,
164005014,[Pack] 銀色腳趾禮包,請取得30個<銀色腳趾禮包>。,公會旅館,雷娜夏伊蓮,0.0,0,
164005015,[Pack] 怪物攻略集 GET!,請取得30個<怪物攻略集 GET!>。,大蘋果之城,阿爾藍,0.0,0,
164005016,[Pack] 星星守護者的後裔 I,請取得30個<星星守護者的後裔 I>。,銀光住宅,達比,0.0,0,
164005017,[Pack] 星星守護者的後裔 II,請取得30個<星星守護者的後裔 II>。,銀光住宅,達比,0.0,0,
164005018,[Pack] 星星守護者的後裔 III,請取得30個<星星守護者的後裔 III>。,銀光住宅,達比,0.0,0,
164005019,[Pack] 星星守護者的後裔 IV,請取得30個<星星守護者的後裔 IV>。,銀光住宅,達比,0.0,0,
164005020,[Pack] 星星守護者的後裔 V,請取得30個<星星守護者的後裔 V>。,銀光住宅,達比,0.0,0,星之守護者特殊兌換卷 X300
164005101,確保沃爾丁40年洋酒材料,"請於""挑戰! 極地迷宮(高級)""中，獲得<冰凍葡萄果實>， 從""水耕農場"" 沃參手中獲得<彩虹柿>。",貝羅斯村莊,沃爾丁,0.0,0,沃爾丁 40年洋酒兌換優惠券 X1
164005102,確保特製炒小章魚材料,"請從""佈滿青苔的小章魚神殿"" 的綠色海螺殼小章魚手中獲得<極品生小章魚>，從""大亂鬥"" MD手中獲得<MD特製寡糖>。",艾利亞斯酒館,貝倫,0.0,0,特製炒小章魚兌換優惠券 X1
164005103,確保拉希特香料材料,"請從""歐若拉森林"" 的花草叢怪手中獲得<花叢種子>， 從""彼翠樹林"" 的禦守蒲公英手中獲得 <禦守蒲公英的根莖>。",阿法酒館,拉希特,0.0,0,拉希特香料兌換優惠券 X1
164005104,確保蘭蒂安特製火鍋材料,"請從""艾爾亞諾勒平原南部""的小豆羊手中獲得<新鮮的小豆羊肉>，於""奧爾卡海邊""使用[挖掘]技能，獲得<1級生牡蠣>。",龍京酒館,蘭蒂安,0.0,0,蘭蒂安特製火鍋兌換優惠券 X1
164005105,確保凱伊特製丼飯材料,"請從""菇菇森林""的楓葉龍龍手中戶獲得<楓葉龍龍的肉>，從""癩蛤蟆樹林""的巨型野豬手中獲得<巨型野豬肉>。",奧亦奇村莊,凱伊,0.0,0,凱伊特製丼飯兌換優惠券 X1
164005106,確保榴槤果昔材料,"請從""雨林地帶""的森林金剛手中獲得<黃金榴槤>，從""歐若拉蜜蜂的庭院""的歐若拉蜜蜂弓箭手手中獲得<歐若拉蜜蜂的蜂蜜罐>。",貝斯酒館,貝拉,0.0,0,榴槤果昔兌換優惠券 X1
164005107,確保日相錶材料,"請從""飛空艇墜落地帶""的修理用魔道泥人手中獲得<精巧的齒輪零件>，從""菇菇森林""的多帕茲卡麥隆手中獲得<最高級黃玉>，從石英洞窟""的紅寶石泥人手中獲得<最高級紅寶石>。",亞特蘭提斯,瑪利,0.0,0,日相錶兌換優惠券 X1
164003001,清掃路口 (1),"請在""賽蕾斯的神殿路口""，消滅 [小鬼搜索隊], [小鬼追捕隊]。",收復軍臨時營地,愛伊琳,1844000000.0,179200,
164003002,清掃路口 (2),"請在""賽蕾斯的神殿路口""，消滅 [青色沼澤部族獵人], [青色沼澤部族突擊隊]。",收復軍臨時營地,愛伊琳,1844000000.0,179200,
164003003,不想見到的魔族 (1),"請在""賽蕾斯的神殿內部""，消滅 [女妖咒術師], [女妖法師]。",收復軍臨時營地,愛伊琳,1844000000.0,185600,
164003004,不想見到的魔族 (2),"請在""賽蕾斯的神殿內部""， 消滅[蝴蝶騎士搜索者]。",收復軍臨時營地,愛伊琳,1844000000.0,185600,
164003005,不想見到的魔族 (3),"請在""賽蕾斯的神殿內部""，消滅 [精英羊獸人槍騎士], [精英羊獸人鬥士]。",收復軍臨時營地,愛伊琳,1844000000.0,576000,
164003006,玷汙神聖教堂的人們 (1),"請在""神聖教堂""，消滅 [小鬼法師], [青色沼澤部族劍鬥士], [女妖暗殺者]。",賽蕾斯的神殿內部,普雷督斯,2397200000.0,576000,
164003007,玷汙神聖教堂的人們 (2),"請在""神聖教堂""，消滅 [蝴蝶騎士咒術師], [蝴蝶騎士追捕者], [精英羊獸人劍士]。",賽蕾斯的神殿內部,普雷督斯,2397200000.0,576000,
164003008,玷汙神聖教堂的人們 (3),"請在""神聖教堂""，消滅 [黑夜黯影者], [電弧黯影者], [灼之黯影者]。",賽蕾斯的神殿內部,普雷督斯,2397200000.0,576000,
164003009,玷汙神聖教堂的人們 (4),"請在""神聖教堂""，消滅 [夢魔高級暗殺者], [夢魔高級戰士], [夢魔高級法師]。",賽蕾斯的神殿內部,普雷督斯,2397200000.0,576000,
164003010,軍長的心腹,"請在""神聖教堂""，消滅 [巴布梅特]。",賽蕾斯的神殿內部,普雷督斯,2766000000.0,768000,"活動:經驗值的秘藥888% X1
[活動] 道具掉落率 100%靈藥 X1"
164003011,龍螈,"請在""神聖教堂""，消滅 [普拉斯]。",賽蕾斯的神殿內部,普雷督斯,3688000000.0,960000,"蘊含普拉斯魔力的披風 X1
姜太公的祝福 X1"
164003012,有價值的研究材料 (1),"請在""賽蕾斯的神殿路口""，消滅 [小鬼搜索隊]並獲得 <幻夢魔眼>。",收復軍臨時營地,雷歐,1844000000.0,182400,
164003013,靈敏的追擊裝置,"請在""賽蕾斯的神殿路口""， 消滅[小鬼追捕隊]並獲得<追擊者的尾巴>。",收復軍臨時營地,雷歐,1844000000.0,182400,
164003014,讓狂戰士燃燒起來的東西 (1),"請在""賽蕾斯的神殿路口""，消滅 [青色沼澤部族獵人]並獲得<狂戰士的瘋狂鐵錘>。",收復軍臨時營地,雷歐,1844000000.0,182400,
164003015,讓狂戰士燃燒起來的東西 (2),"請在""賽蕾斯的神殿路口""，消滅[青色沼澤部族突擊隊]並獲得<狂戰士的瘋狂大錘>。",收復軍臨時營地,雷歐,1844000000.0,182400,[活動] 道具掉落率 100%靈藥 X1
164003016,妖魔的複製裝備 (1),"請在""賽蕾斯的神殿內部""， 消滅[女妖咒術師]並獲得<妖魔法杖>。",收復軍臨時營地,莉塔妮婭,1844000000.0,188800,
164003017,妖魔的複製裝備 (2),"請在""賽蕾斯的神殿內部""， 消滅[女妖法師]並獲得<妖魔手套>。",收復軍臨時營地,莉塔妮婭,1844000000.0,188800,
164003018,雷歐的魔族裝備研究 (1),"請在""賽蕾斯的神殿內部""， 消滅[蝴蝶騎士搜索者]並獲得<追捕面具>。",收復軍臨時營地,雷歐,1844000000.0,188800,
164003019,雷歐的魔族裝備研究 (2),"請在""賽蕾斯的神殿內部""， 消滅[精英羊獸人槍騎士]，獲得 <絕對貫穿的長矛>。",收復軍臨時營地,雷歐,1844000000.0,188800,
164003020,雷歐的魔族裝備研究 (3),"請在""賽蕾斯的神殿內部""，消滅 [精英羊獸人鬥士]並獲得<蘊含邪惡靈魂的槍>。",收復軍臨時營地,雷歐,1844000000.0,188800,[活動] 道具掉落率 100%靈藥 X1
164003021,莉塔妮婭的治療劑研究 (1),"請在""神聖教堂""，消滅 [小鬼法師]並獲得<劇毒法杖>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003022,讓狂戰士燃燒起來的東西 (3),"請在""神聖教堂""，消滅 [青色沼澤部族劍鬥士]並獲得<狂戰士的瘋狂巨劍>。",收復軍臨時營地,雷歐,2397200000.0,576000,
164003023,莉塔妮婭的治療劑研究 (2),"請在""神聖教堂""，消滅 [女妖暗殺者]並獲得<浸透劇毒的黑暗鐮刀>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003024,還不錯的武器 (1),"請在""神聖教堂""，消滅 [蝴蝶騎士咒術師]並獲得<銳利闊劍>。",收復軍臨時營地,雷歐,2397200000.0,576000,
164003025,還不錯的武器 (2),"請在""神聖教堂""，消滅 [蝴蝶騎士追捕者]並獲得<絕對貫穿的十字弓>。",收復軍臨時營地,雷歐,2397200000.0,576000,
164003026,莉塔妮婭的治療劑研究 (3),"請在""神聖教堂""，消滅 [精英羊獸人劍士]並獲得<鋒利氣息的劍>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003027,莉塔妮婭的治療劑研究 (4),"請在""神聖教堂""，消滅 [黑夜黯影者]並獲得<黯影者的長袍>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003028,莉塔妮婭的治療劑研究 (5),"請在""神聖教堂""，消滅 [電弧黯影者]並獲得<邪惡的靈魂精髓>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003029,莉塔妮婭的治療劑研究 (6),"請在""神聖教堂""，消滅 [灼之黯影者]並獲得<冰凍的靈魂精髓>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003030,莉塔妮婭的治療劑研究 (7),"請在""神聖教堂""，消滅 [夢魔高級暗殺者]並獲得<歡樂精髓>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003031,莉塔妮婭的治療劑研究 (8),"請在""神聖教堂""，消滅 [夢魔高級戰士]並獲得<沸騰的血之巨劍>。",收復軍臨時營地,莉塔妮婭,2397200000.0,576000,
164003032,最棒的治療劑材料 (1),"請在""神聖教堂""，消滅 [普拉斯]並獲得<普拉斯的角>。",收復軍臨時營地,莉塔妮婭,3688000000.0,960000,"蘊含普拉斯魔力的耳環 X1
姜太公的祝福 X1"
164003033,最強的武器,"請在""神聖教堂""，消滅 [普拉斯]並獲得<龍之戰鬥劍>。",收復軍臨時營地,雷歐,3688000000.0,960000,"蘊含普拉斯魔力的戒指 X1
姜太公的祝福 X1"
164003034,最棒的治療劑材料 (2),"請在""神聖教堂""，消滅 [巴布梅特]並獲得<巴布梅特的角>。",收復軍臨時營地,莉塔妮婭,2766000000.0,768000,"活動:經驗值的秘藥888% X1
靈藥兌換券 X2"
164003035,收集魔力的法杖？,"請在""神聖教堂""，消滅 [巴布梅特]並獲得<集魔法杖>。",收復軍臨時營地,雷歐,2766000000.0,768000,"[活動] 經驗值秘藥200% X2
活動:經驗香油 X2"
164003036,最棒的治療劑材料 (3),"請在""神聖教堂""，消滅 [普拉斯]並獲得<普拉斯的角>。",收復軍臨時營地,莉塔妮婭,3688000000.0,0,
164003037,最棒的治療劑材料 (4),"請在""神聖教堂""，消滅 [巴布梅特]並獲得<巴布梅特的角>。",收復軍臨時營地,莉塔妮婭,2766000000.0,0,
164003038,第一次餅乾之亂(1),請消滅巧克力花園的 [葡萄冰棍怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003039,第一次餅乾之亂(2),請消滅巧克力花園的 [草莓冰棍怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003040,第一次餅乾之亂(3),請消滅巧克力花園的 [冰凍鯛魚燒怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003041,第一次餅乾之亂(4),請消滅巧克力花園的 [綠茶鯛魚燒怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003042,第一次餅乾之亂(5),請消滅巧克力花園的 [蔬菜鯛魚燒怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003043,第一次餅乾之亂(6),請消滅巧克力花園的 [炸糯米甜食怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003044,第一次餅乾之亂(7),請消滅巧克力花園的 [白巧克力甜食怪]。,無限迴廊,魔法師,2067000000.0,576000,
164003045,第一次餅乾之亂(8),請消滅巧克力花園的 [突變薑餅人甜食怪]。,無限迴廊,魔法師,2067000000.0,960000,"[活動] 活動覺醒劑 X20
靈藥兌換券 X10"
164003046,第一次餅乾之亂(9),請消滅巧克力花園的 [突變薑餅人甜食怪]。,無限迴廊,魔法師,2067000000.0,0,
164004001,梅林島的珍貴材料,"請消滅位於""梅林島""的[紅色兔子打擊隊] 30隻，並向位於""自由貿易都市立佩拉""的[羅希雅]報告。",自由貿易都市立佩拉,羅希雅,0.0,0,銀甜椒 X2
164004002,佩德斯塔的仇人,"請消滅位於""惡魔之山""的[暗黑華爾基莉] 30隻，並向位於""惡魔之山""的[莉希歐奈]報告。",惡魔之山,莉希歐奈,0.0,0,銀甜椒 X2
164004003,神殿路口的惡魔,"請消滅位於""賽蕾斯的神殿路口""的[小鬼搜索隊] 30隻，並向位於""收復軍臨時營地""的[愛伊琳]報告。",收復軍臨時營地,愛伊琳,0.0,0,銀甜椒 X2
164004004,誘惑的惡魔,"請消滅位於""賽蕾斯的神殿內部""的[女妖咒術師] 30隻，並向位於""收復軍臨時營地""的[愛伊琳]報告。",收復軍臨時營地,愛伊琳,0.0,0,銀甜椒 X2
164004005,背殼的用途,"請消滅位於""梅林島""的[生鐵背殼偵查隊] 60隻，並向位於""自由貿易都市立佩拉""的[馬勒泰利]報告。",自由貿易都市立佩拉,馬勒泰利,0.0,0,銀甜椒 X3
164004006,又強又機靈的怪物,"請消滅位於""惡魔之山""的[冰凍綠龍] 60隻，並向位於""惡魔之山""的[莉希歐奈]報告。",惡魔之山,莉希歐奈,0.0,0,銀甜椒 X3
164004007,削弱戰力的方法,"請消滅位於""賽蕾斯的神殿內部""的[蝴蝶騎士搜索者] 60隻，並向位於""收復軍臨時營地""的[愛伊琳]報告。",收復軍臨時營地,愛伊琳,0.0,0,銀甜椒 X3
