ID,經驗值,ELY掉落率(%),最小ELY,最大ELY
810001298,0,0.0,0,0
810001299,0,0.0,0,0
810001300,0,0.0,0,0
810090139,0,0.0,0,0
810001333,0,0.0,0,0
810001334,0,0.0,0,0
810001358,0,0.0,0,0
810001367,0,0.0,0,0
810001376,0,0.0,0,0
810001377,0,0.0,0,0
810001378,0,0.0,0,0
810001379,0,0.0,0,0
810001380,0,0.0,0,0
810001381,0,0.0,0,0
810001382,0,0.0,0,0
810001383,0,0.0,0,0
810001384,0,0.0,0,0
810001385,0,0.0,0,0
810001386,0,0.0,0,0
810001387,0,0.0,0,0
810001388,0,0.0,0,0
810001389,0,0.0,0,0
810001390,0,0.0,0,0
810001391,0,0.0,0,0
810001392,0,0.0,0,0
810001393,0,0.0,0,0
810001394,0,0.0,0,0
810001395,0,0.0,0,0
810001396,0,0.0,0,0
810001397,0,0.0,0,0
810001398,0,0.0,0,0
810001399,0,0.0,0,0
810001400,0,0.0,0,0
810001412,0,0.0,0,0
810001413,0,0.0,0,0
810001414,0,0.0,0,0
810001415,0,0.0,0,0
810001416,0,0.0,0,0
810001417,0,0.0,0,0
810001418,0,0.0,0,0
810001419,0,0.0,0,0
810001420,0,0.0,0,0
810001421,0,0.0,0,0
810001422,0,0.0,0,0
810001423,0,0.0,0,0
810001424,0,0.0,0,0
810001425,0,0.0,0,0
810001426,0,0.0,0,0
810001427,0,0.0,0,0
810001428,0,0.0,0,0
810001429,0,0.0,0,0
810001430,0,0.0,0,0
810001431,0,0.0,0,0
810001432,0,0.0,0,0
810001433,0,0.0,0,0
810001434,0,0.0,0,0
810001435,0,0.0,0,0
810001436,0,0.0,0,0
810001437,0,0.0,0,0
810001438,0,0.0,0,0
810001439,0,0.0,0,0
810001440,0,0.0,0,0
810001441,0,0.0,0,0
810001442,0,0.0,0,0
810001443,0,0.0,0,0
810001444,0,0.0,0,0
810001445,0,0.0,0,0
810001446,0,0.0,0,0
810001447,0,0.0,0,0
810001448,0,0.0,0,0
810001449,0,0.0,0,0
810001450,0,0.0,0,0
810001451,0,0.0,0,0
810001452,0,0.0,0,0
810001453,0,0.0,0,0
810001454,0,0.0,0,0
810001455,0,0.0,0,0
810001456,0,0.0,0,0
810001457,0,0.0,0,0
810001458,0,0.0,0,0
810001459,0,0.0,0,0
810001460,0,0.0,0,0
810001461,0,0.0,0,0
810001462,0,0.0,0,0
810001463,0,0.0,0,0
810001464,0,0.0,0,0
810001465,0,0.0,0,0
810001466,0,0.0,0,0
810001467,0,0.0,0,0
810001468,0,0.0,0,0
810001469,0,0.0,0,0
810001470,0,0.0,0,0
810001471,0,0.0,0,0
810001472,0,0.0,0,0
810001473,0,0.0,0,0
810001474,0,0.0,0,0
810001475,0,0.0,0,0
810001476,0,0.0,0,0
810001477,0,0.0,0,0
810001478,0,0.0,0,0
810001539,0,0.0,0,0
810001540,0,0.0,0,0
810001541,0,0.0,0,0
810001542,0,0.0,0,0
810001543,0,0.0,0,0
810001544,0,0.0,0,0
810001545,0,0.0,0,0
810001563,0,0.0,0,0
810001564,0,0.0,0,0
810001565,0,0.0,0,0
810001566,0,0.0,0,0
810001567,0,0.0,0,0
810001568,0,0.0,0,0
810001569,0,0.0,0,0
810001649,0,0.0,0,0
810001650,0,0.0,0,0
810001651,0,0.0,0,0
810001652,0,0.0,0,0
810001653,0,0.0,0,0
810001654,0,0.0,0,0
810001655,0,0.0,0,0
810001656,0,0.0,0,0
810001657,0,0.0,0,0
810001658,0,0.0,0,0
810001659,0,0.0,0,0
810001662,0,0.0,0,0
810001663,0,0.0,0,0
810001664,0,0.0,0,0
810001665,0,0.0,0,0
810001666,0,0.0,0,0
810001675,0,0.0,0,0
810001676,0,0.0,0,0
810001677,0,0.0,0,0
810001678,0,0.0,0,0
810001680,0,0.0,0,0
810001681,0,0.0,0,0
810001682,0,0.0,0,0
810001683,0,0.0,0,0
810001684,0,0.0,0,0
810001731,0,0.0,0,0
810001719,0,0.0,0,0
810001722,0,0.0,0,0
810001734,0,0.0,0,0
810001736,0,0.0,0,0
810001737,0,0.0,0,0
810001738,0,0.0,0,0
810001739,0,0.0,0,0
810001822,0,0.0,0,0
810001823,0,0.0,0,0
810001824,0,0.0,0,0
810001825,0,0.0,0,0
810001826,0,0.0,0,0
810001827,0,0.0,0,0
810001828,0,0.0,0,0
810001829,0,0.0,0,0
810001830,0,0.0,0,0
810001831,0,0.0,0,0
810001832,0,0.0,0,0
810001833,0,0.0,0,0
810001834,0,0.0,0,0
810001835,0,0.0,0,0
810001836,0,0.0,0,0
810001837,0,0.0,0,0
810001838,0,0.0,0,0
810001839,0,0.0,0,0
810001840,0,0.0,0,0
810001845,0,0.0,0,0
810001847,0,0.0,0,0
810001848,0,0.0,0,0
810001849,0,0.0,0,0
810001940,0,0.0,0,0
810001941,0,0.0,0,0
810001942,0,0.0,0,0
810001943,0,0.0,0,0
810001945,0,0.0,0,0
810001946,0,0.0,0,0
810001947,0,0.0,0,0
810001948,0,0.0,0,0
810001949,0,0.0,0,0
810001950,0,0.0,0,0
810001951,0,0.0,0,0
810050019,0,0.0,0,0
810001710,0,0.0,0,0
810001711,0,0.0,0,0
810001712,0,0.0,0,0
810001713,0,0.0,0,0
810001718,0,0.0,0,0
810001953,1372,1.0,154,166
810001954,1397,1.0,155,168
810001955,1424,1.0,155,168
810001962,0,0.0,0,0
810001963,0,0.0,0,0
810001964,33158,1.0,10980,13140
810001965,0,0.0,0,0
810001966,0,0.0,0,0
810001967,0,0.0,0,0
810001968,0,0.0,0,0
810001969,0,0.0,0,0
810001970,0,0.0,0,0
810001971,1309,1.0,93,112
810001972,0,0.0,0,0
810001973,0,0.0,0,0
810001974,0,0.0,0,0
810001975,1383,1.0,95,114
810001976,0,0.0,0,0
810001977,0,0.0,0,0
810001978,0,0.0,0,0
810001979,1333,1.0,95,113
810001980,0,0.0,0,0
810001981,0,0.0,0,0
810001982,0,0.0,0,0
810001983,0,0.0,0,0
810001984,0,0.0,0,0
810001985,0,0.0,0,0
810001986,0,0.0,0,0
810001987,0,0.0,0,0
810001988,0,0.0,0,0
810001989,0,0.0,0,0
810001990,0,0.0,0,0
810001991,0,0.0,0,0
810001992,0,0.0,0,0
810001993,0,0.0,0,0
810001994,0,0.0,0,0
810001995,0,0.0,0,0
810001996,0,0.0,0,0
810001997,0,0.0,0,0
810001998,0,0.0,0,0
810001999,0,0.0,0,0
810002000,0,0.0,0,0
810002001,0,0.0,0,0
810002002,0,0.0,0,0
810002003,0,0.0,0,0
810002004,0,0.0,0,0
810002005,0,0.0,0,0
810002006,0,0.0,0,0
810002007,0,0.0,0,0
810002008,0,0.0,0,0
810002009,4623,1.0,399,477
810002010,4623,1.0,399,477
810002011,4623,1.0,399,477
810002012,4623,1.0,399,477
810002013,4623,1.0,399,477
810002014,4623,1.0,399,477
810002015,4623,1.0,399,477
810002016,4623,1.0,399,477
810002017,4623,1.0,399,477
810002018,4623,1.0,399,477
810002019,4623,1.0,399,477
810002020,4623,1.0,399,477
810002021,4623,1.0,399,477
810002022,4623,1.0,399,477
810002023,23089,1.0,399,477
810002024,0,0.0,0,0
810002025,0,0.0,0,0
810002026,19390,1.0,875,1050
810002027,19390,1.0,1750,2100
810002028,19390,1.0,1750,2100
810002029,11711,1.0,525,630
810002030,11711,1.0,525,630
810002031,11711,1.0,525,630
810002032,0,0.0,0,0
810002033,0,0.0,0,0
810002034,19390,1.0,1750,2100
810002035,19390,1.0,1750,2100
810002036,0,0.0,0,0
810002037,19390,1.0,1750,2100
810002038,0,0.0,0,0
810002039,0,0.0,0,0
810002040,0,0.0,0,0
810002041,0,0.0,0,0
810002042,0,0.0,0,0
810002043,19390,1.0,1750,2100
810002044,0,0.0,0,0
810002045,19390,1.0,1750,2100
810002046,0,0.0,0,0
810002047,19390,1.0,1750,2100
810002048,0,0.0,0,0
810002049,11711,1.0,525,630
810002050,11711,1.0,525,630
810002051,11711,1.0,525,630
810002052,11711,1.0,525,630
810002053,11711,1.0,525,630
810002054,11711,1.0,525,630
810002055,11711,1.0,525,630
810002056,11711,1.0,525,630
810002057,11711,1.0,525,630
810002058,0,0.0,0,0
810002059,0,0.0,0,0
810002060,0,0.0,0,0
810002061,0,0.0,0,0
810002062,0,0.0,0,0
810002063,19390,1.0,875,1050
810002064,11711,1.0,525,630
810002065,19390,1.0,875,1050
810002066,11711,1.0,525,630
810002067,19390,1.0,875,1050
810002068,11711,1.0,525,630
810002069,19390,1.0,875,1050
810002070,11711,1.0,525,630
810002071,19390,1.0,875,1050
810002072,11711,1.0,525,630
810002073,19390,1.0,875,1050
810002074,11711,1.0,525,630
810002075,0,0.0,0,0
810002076,0,0.0,0,0
810002077,0,0.0,0,0
810002078,0,0.0,0,0
810002079,0,0.0,0,0
810002080,0,0.0,0,0
810002099,0,0.0,0,0
810002100,0,0.0,0,0
810002085,0,0.0,0,0
810002084,0,0.0,0,0
810002082,0,0.0,0,0
810002083,0,0.0,0,0
810002087,0,0.0,0,0
810002086,0,0.0,0,0
810002088,0,0.0,0,0
810002090,0,0.0,0,0
810002089,0,0.0,0,0
810002091,0,0.0,0,0
810002093,0,0.0,0,0
810002092,0,0.0,0,0
810002094,0,0.0,0,0
810002095,0,0.0,0,0
810002097,0,0.0,0,0
810002096,0,0.0,0,0
810002102,0,0.0,0,0
810002103,0,0.0,0,0
810002104,0,0.0,0,0
810002106,0,0.0,0,0
810002107,0,0.0,0,0
810002108,0,0.0,0,0
810002109,0,0.0,0,0
810002110,0,0.0,0,0
810002111,0,0.0,0,0
810002112,0,0.0,0,0
810002113,0,0.0,0,0
810002114,0,0.0,0,0
810002115,4623,1.0,399,477
810002116,4623,1.0,399,477
810002117,4623,1.0,399,477
810002118,0,0.0,0,0
810002119,4623,1.0,399,477
810002120,4623,1.0,399,477
810002121,4623,1.0,399,477
810002122,0,0.0,0,0
810002123,0,0.0,0,0
810002136,0,0.0,0,0
810002137,0,0.0,0,0
810002138,0,0.0,0,0
810002139,0,0.0,0,0
810002140,0,0.0,0,0
810002141,0,0.0,0,0
810002143,0,0.0,0,0
810002129,457,1.0,108,117
810002130,466,1.0,108,117
810002131,476,1.0,109,117
810002132,486,1.0,109,117
810002133,497,1.0,111,120
810002134,518,1.0,112,121
810002135,507,1.0,112,121
810002146,0,0.0,0,0
810002147,0,0.0,0,0
810002148,15787,1.0,432,516
810002149,15787,1.0,438,525
810002150,0,0.0,0,0
810002151,0,0.0,0,0
810002152,0,0.0,0,0
810002153,0,0.0,0,0
810002154,0,0.0,0,0
810002155,0,0.0,0,0
810002156,0,0.0,0,0
810002158,700000,1.0,100,100
810002159,200000,1.0,100,100
810002160,60000,1.0,100,100
810002161,60000,1.0,100,100
810002162,60000,1.0,100,100
810002163,60000,1.0,100,100
810002164,51706,1.0,100,100
810002165,60000,1.0,100,100
810002166,60000,1.0,100,100
810002167,60000,1.0,100,100
810002168,60000,1.0,100,100
810002169,1372,1.0,154,166
810002170,1397,1.0,155,168
810002171,1424,1.0,155,168
810002172,1450,1.0,157,170
810002173,14770,1.0,158,171
810002180,0,0.0,0,0
810002181,0,0.0,0,0
810002182,0,0.0,0,0
810002183,11,1.0,100,100
810002184,11,1.0,100,100
810002185,0,0.0,0,0
810002186,0,0.0,0,0
810002187,11,1.0,100,100
810002188,11,1.0,100,100
810002189,0,0.0,0,0
810002190,11,1.0,100,100
810002191,11,1.0,100,100
810002192,11,1.0,100,100
810002193,0,0.0,0,0
810002194,0,0.0,0,0
810002195,11,1.0,100,100
810002196,11,1.0,100,100
810002197,0,0.0,0,0
810002198,0,0.0,0,0
810002199,0,0.0,0,0
810002200,0,0.0,0,0
810002201,0,0.0,0,0
810002202,0,0.0,0,0
810002203,0,0.0,0,0
810002204,0,0.0,0,0
810002205,0,0.0,0,0
810002206,0,0.0,0,0
810002207,0,0.0,0,0
810002208,0,0.0,0,0
810002209,0,0.0,0,0
810002210,0,0.0,0,0
810002211,0,0.0,0,0
810002212,0,0.0,0,0
810002213,0,0.0,0,0
810002214,0,0.0,0,0
810002215,0,0.0,0,0
810002216,0,0.0,0,0
810002217,0,0.0,0,0
810002218,0,0.0,0,0
810002219,0,0.0,0,0
810002220,0,0.0,0,0
810002221,0,0.0,0,0
810002222,0,0.0,0,0
810002223,11,1.0,100,100
810002224,11,1.0,100,100
810002225,11,1.0,100,100
810002226,11,1.0,100,100
810002227,11,1.0,100,100
810002228,11,1.0,100,100
810002229,11,1.0,100,100
810002230,11,1.0,100,100
810002231,11,1.0,100,100
810002232,11,1.0,100,100
810002233,11,1.0,100,100
810002234,11,1.0,100,100
810002235,11,1.0,100,100
810002236,0,0.0,0,0
810002237,0,0.0,0,0
810002238,0,0.0,0,0
810002239,0,0.0,0,0
810002240,11,1.0,100,100
810002241,11,1.0,100,100
810002242,11,1.0,100,100
810002243,11,1.0,100,100
810002244,0,0.0,0,0
810002245,0,0.0,0,0
810002246,0,0.0,0,0
810002247,0,0.0,0,0
810002248,0,0.0,0,0
810002249,200000,1.0,100,100
810002250,60000,1.0,100,100
810002251,60000,1.0,100,100
810002252,60000,1.0,100,100
810002253,60000,1.0,100,100
810002254,60000,1.0,100,100
810002255,60000,1.0,100,100
810002256,60000,1.0,100,100
810002257,60000,1.0,100,100
810002258,10930,1.0,100,100
810002259,10930,1.0,100,100
810002260,10930,1.0,100,100
810002261,10930,1.0,100,100
810002262,10930,1.0,100,100
810002264,100000,1.0,100,100
810002265,100000,1.0,100,100
810002266,200000,1.0,100,100
810002267,0,0.0,0,0
810002268,0,0.0,0,0
810002269,0,0.0,0,0
810002270,0,0.0,0,0
810002271,0,0.0,0,0
810002272,11,1.0,100,100
810002273,11,1.0,100,100
810002274,11,1.0,100,100
810002275,11,1.0,100,100
810002276,11,1.0,100,100
810002277,11,1.0,100,100
810002278,11,1.0,100,100
810002279,11,1.0,100,100
810002280,11,1.0,100,100
810002281,11,1.0,100,100
810002282,11,1.0,100,100
810002283,11,1.0,100,100
810002284,0,0.0,0,0
810002285,0,0.0,0,0
812010377,0,0.0,0,0
812010378,0,0.0,0,0
812010379,0,0.0,0,0
812010380,0,0.0,0,0
810002289,0,0.0,0,0
810002290,0,0.0,0,0
810002291,0,0.0,0,0
810002292,0,0.0,0,0
810002303,0,0.0,0,0
810002304,0,0.0,0,0
810002305,0,0.0,0,0
810002306,0,0.0,0,0
810002307,0,0.0,0,0
810002308,0,0.0,0,0
810002309,0,0.0,0,0
810002310,0,0.0,0,0
810002311,0,0.0,0,0
810002293,0,0.0,0,0
810002294,0,0.0,0,0
810002295,0,0.0,0,0
810002296,0,0.0,0,0
810002297,0,0.0,0,0
810002298,0,0.0,0,0
810002299,0,0.0,0,0
810002300,0,0.0,0,0
810002301,0,0.0,0,0
810002302,0,0.0,0,0
810002312,0,0.0,0,0
810002313,60000,1.0,100,100
810002314,60000,1.0,100,100
810002315,0,0.0,0,0
810002316,0,0.0,0,0
810002317,0,0.0,0,0
810002318,0,0.0,0,0
810002319,0,0.0,0,0
810002320,0,0.0,0,0
810002321,0,0.0,0,0
810002322,0,0.0,0,0
810002323,0,0.0,0,0
810002324,0,0.0,0,0
810002325,0,0.0,0,0
810002326,0,0.0,0,0
810002327,0,0.0,0,0
810002379,0,0.0,0,0
810002380,0,0.0,0,0
810002381,0,0.0,0,0
810002382,0,0.0,0,0
810002383,0,0.0,0,0
810002384,0,0.0,0,0
810002337,1015,1.0,141,153
810002338,1055,1.0,143,154
810002334,1096,1.0,144,155
810002340,666268,1.0,1750,1750
810002341,666268,1.0,1750,1750
810002342,666268,1.0,1750,1750
810002343,666268,1.0,1750,1750
810002344,795792,1.0,1830,1830
810002345,795792,1.0,1830,1830
810002346,795792,1.0,1830,1830
810002347,795792,1.0,1830,1830
810002348,55580,1.0,306,306
810002349,55580,1.0,306,306
810002350,55580,1.0,306,306
810002351,55580,1.0,306,306
810002352,948396,1.0,1920,1920
810002353,948396,1.0,1920,1920
810002354,948396,1.0,1920,1920
810002355,948396,1.0,1920,1920
810002356,1127960,1.0,2000,2000
810002357,1127960,1.0,2000,2000
810002358,1127960,1.0,2000,2000
810002359,1127960,1.0,2000,2000
810002360,78780,1.0,334,334
810002361,78780,1.0,334,334
810002362,78780,1.0,334,334
810002363,78780,1.0,334,334
810002364,0,0.0,0,0
810002365,223176,1.0,2090,2090
810002366,0,0.0,0,0
810002367,46534,1.0,292,292
810002368,49094,1.0,294,294
810002369,51782,1.0,300,300
810002370,54608,1.0,304,304
810002371,57576,1.0,310,310
810002372,60692,1.0,314,314
810002373,63966,1.0,316,316
810002374,67404,1.0,320,320
810002375,71012,1.0,326,326
810002376,74802,1.0,330,330
810002377,1127960,1.0,2000,2000
810002378,0,0.0,0,0
810002333,0,0.0,0,0
810002332,0,0.0,0,0
810002385,0,0.0,0,0
810002386,0,0.0,0,0
810002387,0,0.0,0,0
810002388,0,0.0,0,0
810002389,0,0.0,0,0
810002390,0,0.0,0,0
810002391,0,0.0,0,0
810002392,0,0.0,0,0
810002393,0,0.0,0,0
810002394,0,0.0,0,0
810002395,0,0.0,0,0
810002396,0,0.0,0,0
810002397,0,0.0,0,0
810002398,0,0.0,0,0
810002399,0,0.0,0,0
810002400,0,0.0,0,0
810002401,0,0.0,0,0
810002402,0,0.0,0,0
810002403,0,0.0,0,0
810002407,0,0.0,0,0
810002408,0,0.0,0,0
810002409,0,0.0,0,0
810002410,0,0.0,0,0
810002411,0,0.0,0,0
810002412,0,0.0,0,0
810002413,0,0.0,0,0
810002429,7338,1.0,43,51
810002430,8070,1.0,44,53
810002431,180148,1.0,450,540
810002432,8866,1.0,45,54
810002433,9733,1.0,47,56
810002434,216924,1.0,474,567
810002435,10676,1.0,48,57
810002436,11702,1.0,49,59
810002437,260428,1.0,501,600
810002438,16021,1.0,51,60
810002439,17536,1.0,52,62
810002440,311814,1.0,525,630
810002452,7338,1.0,43,51
810002453,8070,1.0,44,53
810002454,8866,1.0,45,54
810002455,9733,1.0,47,56
810002456,10676,1.0,48,57
810002457,11702,1.0,49,59
810002458,12817,1.0,51,60
810002459,14029,1.0,52,62
810002460,0,0.0,0,0
810002461,0,0.0,0,0
810002462,0,0.0,0,0
810002463,0,0.0,0,0
810002464,11528,1.0,44,53
810002465,180148,1.0,450,540
810002466,0,0.0,0,0
810002467,13904,1.0,47,56
810002468,216924,1.0,474,567
810002469,0,0.0,0,0
810002470,16716,1.0,49,59
810002471,260428,1.0,501,600
810002472,0,0.0,0,0
810002473,25051,1.0,52,62
810002474,311814,1.0,525,630
810002475,0,0.0,0,0
810002476,0,0.0,0,0
810002477,0,0.0,0,0
810002478,0,0.0,0,0
810002479,0,0.0,0,0
810002480,0,0.0,0,0
810002481,0,0.0,0,0
810002482,0,0.0,0,0
810002483,0,0.0,0,0
810002484,0,0.0,0,0
810002485,0,0.0,0,0
810002548,0,0.0,0,0
810002549,0,0.0,0,0
810002550,0,0.0,0,0
810002551,0,0.0,0,0
810002552,0,0.0,0,0
810002553,0,0.0,0,0
810002554,1347,1.0,154,166
810002555,1372,1.0,154,166
810002556,1397,1.0,155,168
810002557,1424,1.0,155,168
810002558,0,0.0,0,0
810002559,0,0.0,0,0
810002570,0,0.0,0,0
810002571,0,0.0,0,0
810002590,0,0.0,0,0
810002591,0,0.0,0,0
810002596,116553,1.0,4530,5430
810002597,0,0.0,0,0
810002598,0,0.0,0,0
810002599,0,0.0,0,0
810002600,0,0.0,0,0
810002601,0,0.0,0,0
810002602,0,0.0,0,0
810002609,0,0.0,21,25
810002610,0,0.0,21,25
810002611,0,0.0,21,25
810002615,62456,1.0,100,100
810002616,62456,1.0,100,100
810002617,62456,1.0,100,100
810002618,62456,1.0,100,100
810002619,62456,1.0,100,100
810002620,124912,1.0,100,100
810002621,62456,1.0,100,100
810002622,62456,1.0,100,100
810002623,156136,1.0,100,100
810002624,0,0.0,0,0
810002625,0,0.0,0,0
810002627,0,0.0,0,0
810002628,0,0.0,0,0
810002629,124912,1.0,100,100
810002630,624544,1.0,100,100
810002631,0,0.0,0,0
810002632,0,0.0,0,0
810002633,62456,1.0,100,100
810002634,62456,1.0,100,100
810002635,62456,1.0,100,100
810002636,62456,1.0,100,100
810002637,62456,1.0,100,100
810002638,62456,1.0,100,100
810002639,62456,1.0,100,100
810002640,62456,1.0,100,100
810002641,124912,1.0,100,100
810002642,2123,1.0,175,189
810002643,2123,1.0,175,189
810002644,2123,1.0,175,189
810002645,3232,1.0,95,113
810002646,3232,1.0,95,113
810002647,3232,1.0,95,113
810002648,621907,1.0,100,100
810002649,156136,1.0,100,100
810002650,15614,1.0,100,100
810002651,15614,1.0,100,100
810002652,15614,1.0,100,100
810002653,15614,1.0,100,100
810002654,15614,1.0,100,100
810002655,31228,1.0,100,100
810002656,15614,1.0,100,100
810002657,15614,1.0,100,100
810002659,0,0.0,0,0
810002660,0,0.0,0,0
810002661,0,0.0,0,0
810002662,0,0.0,0,0
810002663,0,0.0,0,0
810002664,80000,1.0,100,100
810002665,80000,1.0,100,100
810002666,400000,1.0,100,100
810002667,80000,1.0,100,100
810002668,80000,1.0,100,100
810002669,0,0.0,0,0
810002670,0,0.0,0,0
810002671,0,0.0,0,0
810002672,0,0.0,0,0
810002673,0,0.0,0,0
810002674,0,0.0,0,0
810002675,0,0.0,0,0
810002676,0,0.0,0,0
810002677,0,0.0,0,0
810002678,0,0.0,0,0
810002679,0,0.0,0,0
810002680,0,0.0,0,0
810002681,0,0.0,0,0
810002682,0,0.0,0,0
810002683,0,0.0,0,0
810002684,0,0.0,0,0
810002685,0,0.0,0,0
810002686,0,0.0,0,0
810002687,0,0.0,0,0
810002688,0,0.0,0,0
810002689,0,0.0,0,0
810002690,0,0.0,0,0
810002691,0,0.0,0,0
810002692,80000,1.0,100,100
810002693,80000,1.0,100,100
810002694,80000,1.0,100,100
810002695,400000,1.0,100,100
810002696,80000,1.0,100,100
810002697,0,0.0,0,0
810002698,0,0.0,0,0
810002699,0,0.0,0,0
810002702,0,0.0,0,0
810002703,0,0.0,0,0
810002704,0,0.0,0,0
810002705,0,0.0,0,0
810002706,0,0.0,0,0
810009000,0,0.0,0,0
810002707,0,0.0,0,0
810002708,0,0.0,0,0
810002709,0,0.0,0,0
810002710,0,0.0,0,0
810002711,0,0.0,0,0
810002712,0,0.0,0,0
810002713,0,0.0,0,0
810002714,0,0.0,0,0
810002715,0,0.0,0,0
810002716,0,0.0,0,0
810002717,0,0.0,0,0
810002718,0,0.0,0,0
810002719,0,0.0,0,0
810002720,0,0.0,0,0
810002721,0,0.0,0,0
810002722,0,0.0,0,0
810002723,0,0.0,0,0
810002724,0,0.0,0,0
810002725,0,0.0,0,0
810002726,0,0.0,0,0
810002727,0,0.0,0,0
810002743,0,0.0,0,0
810002744,0,0.0,0,0
810002742,0,0.0,0,0
815100034,0,0.0,0,0
810002745,0,0.0,0,0
810002746,0,0.0,0,0
810002747,0,0.0,0,0
810002748,941,1.0,137,148
810002749,959,1.0,139,150
810002750,977,1.0,139,150
810002751,996,1.0,140,152
810002752,1015,1.0,141,153
810002753,1035,1.0,141,153
810002754,1055,1.0,143,154
810002755,1075,1.0,143,154
810002756,1096,1.0,144,155
810002757,1117,1.0,146,158
810002758,1138,1.0,146,158
810002759,1159,1.0,147,159
810002760,28000,1.0,1050,1260
810002761,28000,1.0,1050,1260
810002762,28000,1.0,1050,1260
810002763,28000,1.0,1050,1260
810002764,28000,1.0,1050,1260
810002765,100000,1.0,10500,12600
810002766,100000,1.0,10500,12600
810002767,28000,1.0,1050,1260
810002768,11711,1.0,1050,1260
810002769,25000,1.0,1050,1260
810002770,25000,1.0,1050,1260
810002771,25000,1.0,1050,1260
810002772,25000,1.0,1050,1260
810002773,24,1.0,1050,1260
810002774,100000,1.0,10500,12600
810002778,0,0.0,0,0
810002779,10089,1.0,46,46
810002780,10089,1.0,46,46
810002784,0,0.0,0,0
810002785,0,0.0,0,0
810002786,0,0.0,0,0
810002787,0,0.0,0,0
810002788,0,0.0,0,0
810002789,0,0.0,0,0
810002790,0,0.0,0,0
810002791,38,1.0,120,140
810002792,60,1.0,41,49
810002793,69,1.0,45,54
810002794,20,1.0,20,24
810002795,16,1.0,17,20
810002796,16,1.0,17,20
810002797,18,1.0,18,21
810002798,67,1.0,43,51
810002799,67,1.0,43,51
810002800,16,1.0,17,20
810002801,18,1.0,18,21
810002802,6,1.0,13,15
810002803,6,1.0,13,15
810002804,3,1.0,7,8
810002805,60,1.0,41,49
810002806,71,1.0,45,54
810002807,6,1.0,13,15
810002808,6,1.0,13,15
810002809,62,1.0,42,50
810002810,34,1.0,42,50
810002811,3,1.0,8,9
810002812,94,1.0,53,63
810002813,17,1.0,28,33
810002814,7,1.0,15,18
810002815,14,1.0,15,18
810002816,14,1.0,15,18
810002817,14,1.0,15,18
810002818,14,1.0,15,18
810002819,58,1.0,41,49
810002820,58,1.0,41,49
810002821,58,1.0,41,49
810002822,58,1.0,41,49
810002823,60,1.0,41,49
810002824,60,1.0,41,49
810002825,62,1.0,42,50
810002826,62,1.0,42,50
810002827,64,1.0,42,50
810002828,64,1.0,42,50
810002829,25,1.0,24,28
810002877,0,0.0,0,0
810002878,0,0.0,0,0
810002879,0,0.0,0,0
810002880,0,0.0,0,0
810002881,0,0.0,0,0
810002882,0,0.0,0,0
810002883,0,0.0,0,0
810002884,0,0.0,0,0
810002885,0,0.0,0,0
810002886,0,0.0,0,0
810002887,0,0.0,0,0
810002888,0,0.0,0,0
810002889,0,0.0,0,0
810002890,0,0.0,0,0
810002891,0,0.0,0,0
810002892,0,0.0,0,0
810002893,0,0.0,0,0
810002894,0,0.0,0,0
810002895,0,0.0,0,0
810002900,0,0.0,0,0
810002906,0,0.0,0,0
810002907,0,0.0,0,0
810002908,0,0.0,0,0
810002930,28000,1.0,1050,1260
810002909,28000,1.0,1050,1260
810002910,28000,1.0,1050,1260
810002911,28000,1.0,1050,1260
810002912,28000,1.0,1050,1260
810002913,100000,1.0,10500,12600
810002914,30000,1.0,2000,2400
810002915,30000,1.0,2000,2400
810002916,30000,1.0,2000,2400
810002917,30000,0.0,0,0
810002918,30000,1.0,2000,2400
810002919,200000,1.0,12000,14400
810002920,200000,1.0,12000,14400
810002921,1872,1.0,168,181
810002922,1906,1.0,169,182
810002923,1941,1.0,171,185
810002924,1976,1.0,171,185
810002925,2012,1.0,172,186
810002926,2048,1.0,172,186
810002927,2085,1.0,174,188
810002928,2123,1.0,175,189
810002934,0,0.0,0,0
810002935,0,0.0,0,0
810002936,0,0.0,0,0
810002937,0,0.0,0,0
810002938,0,0.0,0,0
810002939,0,0.0,0,0
810002940,0,0.0,0,0
810002941,0,0.0,0,0
810002942,0,0.0,0,0
810002944,59765,1.0,100,120
810002945,60835,1.0,100,120
810002946,61921,1.0,100,120
810002947,68829,1.0,100,120
810002948,70048,1.0,100,120
810002949,71287,1.0,100,120
810002950,75127,1.0,100,120
810002951,75127,1.0,100,120
810002952,76450,1.0,100,120
810002953,65290,1.0,100,120
810002954,65290,1.0,100,120
810002955,66450,1.0,100,120
810002956,61921,1.0,100,120
810002957,63026,1.0,100,120
810002958,64149,1.0,100,120
810002959,76450,1.0,480,575
810002960,76450,1.0,480,575
810002961,58714,1.0,100,120
810002962,72546,1.0,100,120
810002963,57680,1.0,100,120
810002964,67631,1.0,100,120
810002965,67631,1.0,100,120
810002966,68829,1.0,100,120
810002967,54676,1.0,100,120
810002968,55661,1.0,100,120
810002969,56661,1.0,100,120
810002970,72546,1.0,100,120
810002971,73826,1.0,100,120
810002972,73826,1.0,100,120
810002973,76450,1.0,480,575
810002974,76450,1.0,480,575
810002975,76450,1.0,480,575
810002976,76450,1.0,480,575
810002977,76450,1.0,480,575
810002979,498722,1.0,52,63
810002980,498722,1.0,52,63
