ID,道具名稱,鑲嵌類型ID,道具屬性
165300313,烏龜胸針 +12,121,"防禦力+3040
水抵抗力+3040
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +920
一般怪物追加傷害 +940
BOSS怪物追加傷害 +940
所有能力值 +940"
165300314,烏龜胸針 +13,121,"防禦力+3060
水抵抗力+3060
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +930
一般怪物追加傷害 +960
BOSS怪物追加傷害 +960
所有能力值 +960"
165300315,烏龜胸針 +14,121,"防禦力+3080
水抵抗力+3080
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +940
一般怪物追加傷害 +980
BOSS怪物追加傷害 +980
所有能力值 +980"
165300316,烏龜胸針 +15,121,"防禦力+3100
水抵抗力+3100
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +950
一般怪物追加傷害 +1000
BOSS怪物追加傷害 +1000
所有能力值 +1000"
165300317,烏龜胸針 +16,121,"防禦力+3120
水抵抗力+3120
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +960
一般怪物追加傷害 +1020
BOSS怪物追加傷害 +1020
所有能力值 +1020"
165300318,烏龜胸針 +17,121,"防禦力+3140
水抵抗力+3140
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +970
一般怪物追加傷害 +1040
BOSS怪物追加傷害 +1040
所有能力值 +1040"
165300319,烏龜胸針 +18,121,"防禦力+3160
水抵抗力+3160
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +980
一般怪物追加傷害 +1060
BOSS怪物追加傷害 +1060
所有能力值 +1060"
165300320,烏龜胸針 +19,121,"防禦力+3180
水抵抗力+3180
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +990
一般怪物追加傷害 +1080
BOSS怪物追加傷害 +1080
所有能力值 +1080"
165300321,烏龜胸針 +20,121,"防禦力+3200
水抵抗力+3200
道具掉落率+36%
獲得經驗值+62%
特殊計量條 +1000
一般怪物追加傷害 +1100
BOSS怪物追加傷害 +1100
所有能力值 +1100"
165300322,烏龜胸針 +21,121,"防禦力+3230
水抵抗力+3230
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1010
一般怪物追加傷害 +1130
BOSS怪物追加傷害 +1130
所有能力值 +1130"
165300323,烏龜胸針 +22,121,"防禦力+3260
水抵抗力+3260
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1020
一般怪物追加傷害 +1160
BOSS怪物追加傷害 +1160
所有能力值 +1160"
165300324,烏龜胸針 +23,121,"防禦力+3290
水抵抗力+3290
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1030
一般怪物追加傷害 +1190
BOSS怪物追加傷害 +1190
所有能力值 +1190"
165300325,烏龜胸針 +24,121,"防禦力+3320
水抵抗力+3320
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1040
一般怪物追加傷害 +1220
BOSS怪物追加傷害 +1220
所有能力值 +1220"
165300326,烏龜胸針 +25,121,"防禦力+3350
水抵抗力+3350
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1050
一般怪物追加傷害 +1250
BOSS怪物追加傷害 +1250
所有能力值 +1250"
165300327,烏龜胸針 +26,121,"防禦力+3380
水抵抗力+3380
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1060
一般怪物追加傷害 +1280
BOSS怪物追加傷害 +1280
所有能力值 +1280"
165300328,烏龜胸針 +27,121,"防禦力+3410
水抵抗力+3410
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1070
一般怪物追加傷害 +1310
BOSS怪物追加傷害 +1310
所有能力值 +1310"
165300329,烏龜胸針 +28,121,"防禦力+3440
水抵抗力+3440
道具掉落率+37%
獲得經驗值+63%
特殊計量條 +1080
一般怪物追加傷害 +1340
BOSS怪物追加傷害 +1340
所有能力值 +1340"
165300330,烏龜胸針 +29,121,"防禦力+3600
水抵抗力+3600
道具掉落率+38%
獲得經驗值+64%
特殊計量條 +1150
一般怪物追加傷害 +1450
BOSS怪物追加傷害 +1450
所有能力值 +1450"
165300331,烏龜胸針 +30,121,"防禦力+4000
水抵抗力+4000
道具掉落率+40%
獲得經驗值+65%
特殊計量條 +1300
一般怪物追加傷害 +1600
BOSS怪物追加傷害 +1600
所有能力值 +1600"
700108501,小鳳凰 [永久制],25,減少傷害+5%
700107002,糊塗的藍寶怪 [永久制],25,"獲得經驗值+30%
最大HP +5000"
700105931,[活動] 海洋精靈 (15日),0,
10214201,冰封的手套,126,"防禦力+679
物理減少傷害+26
所有能力值 +1900
物理/魔法 爆擊傷害 +79%
物理/魔法 命 中率 +29%
所有能力值 +2%
物理/魔法貫穿力 +16%"
20214201,冰封的護甲,124,"防禦力+1677
物理減少傷害+65
所有能力值 +1900
物理/魔 法最大傷害 +55%
所有能力值 +4%
一般怪物追加傷害 +2500
最大HP +3500
最大HP+11%"
30114201,冰封的褲裙,125,"防禦力+1389
物理減少傷害+67
所有能力值 +1900
物理/魔法最小傷害 +55%
所有能力值 +4%
BOSS怪物追加傷害 +2500
最大HP +3500
最大HP+11%"
70214201,冰封的靴子,127,"防禦力+810
物理減少傷害+38
所有能力值 +1900
移動速度+60%
所有能力值 +4%
物理/魔法傷害 +2500
最小/最大攻擊力 +35
屬性力+35"
90514201,冰封的頭盔,123,"防禦力+944
物理減少傷害+45
所有能力值 +1900
所有能力值 +4%
屬性力+35
最小/最大攻擊力 +35
屬性力+4%
最小/最大 攻擊力 +4%
物理/魔法最小傷害 +55%"
10214212,厄運的手套,126,"防禦力+639
物理減少傷害+25
所有能力值 +1600
物理/魔法 爆擊傷害 +71%
物理/魔法 命 中率 +25%
所有能力值 +1%
物理/魔法貫穿力 +16%"
20214212,厄運的護甲,124,"防禦力+1577
物理減少傷害+63
所有能力值 +1600
物理/魔 法最大傷害 +51%
所有能力值 +3%
一般怪物追加傷害 +2100
最大HP +3100
最大HP+10%"
30114212,厄運的褲裙,125,"防禦力+1309
物理減少傷害+63
所有能力值 +1600
物理/魔法最小傷害 +51%
所有能力值 +3%
BOSS怪物追加傷害 +2100
最大HP +3100
最大HP+10%"
70214212,厄運的靴子,127,"防禦力+770
物理減少傷害+36
所有能力值 +1600
移動速度+60%
所有能力值 +3%
物理/魔法傷害 +2100
最小/最大攻擊力 +31
屬性力+31"
90514212,厄運的頭盔,123,"防禦力+904
物理減少傷害+43
所有能力值 +1600
所有能力值 +3%
屬性力+31
最小/最大攻擊力 +31
屬性力+3%
最小/最大 攻擊力 +3%
物理/魔法最小傷害 +51%"
10214222,厄運的手套 ☆,126,"防禦力+649
物理減少傷害+25
所有能力值 +1650
物理/魔法 爆擊傷害 +73%
物理/魔法 命 中率 +26%
所有能力值 +1%
物理/魔法貫穿力 +16%"
20214222,厄運的護甲 ☆,124,"防禦力+1602
物理減少傷害+63
所有能力值 +1650
物理/魔 法最大傷害 +52%
所有能力值 +3%
一般怪物追加傷害 +2200
最大HP +3200
最大HP+10%"
30114222,厄運的褲裙 ☆,125,"防禦力+1329
物理減少傷害+64
所有能力值 +1650
物理/魔法最小傷害 +52%
所有能力值 +3%
BOSS怪物追加傷害 +2200
最大HP +3200
最大HP+10%"
70214222,厄運的靴子 ☆,127,"防禦力+780
物理減少傷害+37
所有能力值 +1650
移動速度+60%
所有能力值 +3%
物理/魔法傷害 +2200
最小/最大攻擊力 +32
屬性力+32"
90514222,厄運的頭盔 ☆,123,"防禦力+914
物理減少傷害+43
所有能力值 +1650
所有能力值 +3%
屬性力+32
最小/最大攻擊力 +32
屬性力+3%
最小/最大 攻擊力 +3%
物理/魔法最小傷害 +52%"
10214232,厄運的手套 ★,126,"防禦力+659
物理減少傷害+26
所有能力值 +1700
物理/魔法 爆擊傷害 +75%
物理/魔法 命 中率 +27%
所有能力值 +1%
物理/魔法貫穿力 +16%"
20214232,厄運的護甲 ★,124,"防禦力+1627
物理減少傷害+64
所有能力值 +1700
物理/魔 法最大傷害 +53%
所有能力值 +3%
一般怪物追加傷害 +2300
最大HP +3300
最大HP+10%"
30114232,厄運的褲裙 ★,125,"防禦力+1349
物理減少傷害+65
所有能力值 +1700
物理/魔法最小傷害 +53%
所有能力值 +3%
BOSS怪物追加傷害 +2300
最大HP +3300
最大HP+10%"
70214232,厄運的靴子 ★,127,"防禦力+790
物理減少傷害+37
所有能力值 +1700
移動速度+60%
所有能力值 +3%
物理/魔法傷害 +2300
最小/最大攻擊力 +33
屬性力+33"
90514232,厄運的頭盔 ★,123,"防禦力+924
物理減少傷害+44
所有能力值 +1700
所有能力值 +3%
屬性力+33
最小/最大攻擊力 +33
屬性力+3%
最小/最大 攻擊力 +3%
物理/魔法最小傷害 +53%"
10214242,厄運的手套 ★☆,126,"防禦力+669
物理減少傷害+26
所有能力值 +1850
物理/魔法 爆擊傷害 +77%
物理/魔法 命 中率 +28%
所有能力值 +2%
物理/魔法貫穿力 +16%"
20214242,厄運的護甲 ★☆,124,"防禦力+1652
物理減少傷害+64
所有能力值 +1850
物理/魔 法最大傷害 +54%
所有能力值 +4%
一般怪物追加傷害 +2400
最大HP +3400
最大HP+11%"
30114242,厄運的褲裙 ★☆,125,"防禦力+1369
物理減少傷害+66
所有能力值 +1850
物理/魔法最小傷害 +54%
所有能力值 +4%
BOSS怪物追加傷害 +2400
最大HP +3400
最大HP+11%"
70214242,厄運的靴子 ★☆,127,"防禦力+800
物理減少傷害+38
所有能力值 +1850
移動速度+60%
所有能力值 +4%
物理/魔法傷害 +2400
最小/最大攻擊力 +34
屬性力+34"
90514242,厄運的頭盔 ★☆,123,"防禦力+934
物理減少傷害+44
所有能力值 +1850
所有能力值 +4%
屬性力+34
最小/最大攻擊力 +34
屬性力+4%
最小/最大 攻擊力 +4%
物理/魔法最小傷害 +54%"
10214252,厄運的手套 ★★,126,"防禦力+679
物理減少傷害+26
所有能力值 +1900
物理/魔法 爆擊傷害 +79%
物理/魔法 命 中率 +29%
所有能力值 +2%
物理/魔法貫穿力 +16%"
20214252,厄運的護甲 ★★,124,"防禦力+1677
物理減少傷害+65
所有能力值 +1900
物理/魔 法最大傷害 +55%
所有能力值 +4%
一般怪物追加傷害 +2500
最大HP +3500
最大HP+11%"
30114252,厄運的褲裙 ★★,125,"防禦力+1389
物理減少傷害+67
所有能力值 +1900
物理/魔法最小傷害 +55%
所有能力值 +4%
BOSS怪物追加傷害 +2500
最大HP +3500
最大HP+11%"
70214252,厄運的靴子 ★★,127,"防禦力+810
物理減少傷害+38
所有能力值 +1900
移動速度+60%
所有能力值 +4%
物理/魔法傷害 +2500
最小/最大攻擊力 +35
屬性力+35"
90514252,厄運的頭盔 ★★,123,"防禦力+944
物理減少傷害+45
所有能力值 +1900
所有能力值 +4%
屬性力+35
最小/最大攻擊力 +35
屬性力+4%
最小/最大 攻擊力 +4%
物理/魔法最小傷害 +55%"
10214262,厄運的手套 ★★☆,126,"防禦力+689
物理減少傷害+27
所有能力值 +1950
物理/魔法 爆擊傷害 +81%
物理/魔法 命 中率 +30%
所有能力值 +2%
物理/魔法貫穿力 +16%"
20214262,厄運的護甲 ★★☆,124,"防禦力+1702
物理減少傷害+65
所有能力值 +1950
物理/魔 法最大傷害 +56%
所有能力值 +4%
一般怪物追加傷害 +2600
最大HP +3600
最大HP+11%"
30114262,厄運的褲裙 ★★☆,125,"防禦力+1409
物理減少傷害+68
所有能力值 +1950
物理/魔法最小傷害 +56%
所有能力值 +4%
BOSS怪物追加傷害 +2600
最大HP +3600
最大HP+11%"
70214262,厄運的靴子 ★★☆,127,"防禦力+820
物理減少傷害+39
所有能力值 +1950
移動速度+60%
所有能力值 +4%
物理/魔法傷害 +2600
最小/最大攻擊力 +36
屬性力+36"
90514262,厄運的頭盔 ★★☆,123,"防禦力+954
物理減少傷害+46
所有能力值 +1950
所有能力值 +4%
屬性力+36
最小/最大攻擊力 +36
屬性力+4%
最小/最大 攻擊力 +4%
物理/魔法最小傷害 +56%"
10214272,厄運的手套 ★★★,126,"防禦力+699
物理減少傷害+27
所有能力值 +2200
物理/魔法 爆擊傷害 +85%
物理/魔法 命 中率 +35%
所有能力值 +3%
物理/魔法貫穿力 +16%"
20214272,厄運的護甲 ★★★,124,"防禦力+1727
物理減少傷害+66
所有能力值 +2200
物理/魔 法最大傷害 +60%
所有能力值 +5%
一般怪物追加傷害 +2800
最大HP +4000
最大HP+12%"
30114272,厄運的褲裙 ★★★,125,"防禦力+1429
物理減少傷害+69
所有能力值 +2200
物理/魔法最小傷害 +60%
所有能力值 +5%
BOSS怪物追加傷害 +2800
最大HP +4000
最大HP+12%"
70214272,厄運的靴子 ★★★,127,"防禦力+830
物理減少傷害+39
所有能力值 +2200
移動速度+60%
所有能力值 +5%
物理/魔法傷害 +2800
最小/最大攻擊力 +40
屬性力+40"
90514272,厄運的頭盔 ★★★,123,"防禦力+964
物理減少傷害+46
所有能力值 +2200
所有能力值 +5%
屬性力+40
最小/最大攻擊力 +40
屬性力+5%
最小/最大 攻擊力 +5%
物理/魔法最小傷害 +60%"
165500301,暴走的愛麗絲圖騰,0,"所有能力值 +2000
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2300"
165500302,暴走的愛麗絲圖騰 +1,0,"所有能力值 +2020
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2330"
165500303,暴走的愛麗絲圖騰 +2,0,"所有能力值 +2040
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2360"
165500304,暴走的愛麗絲圖騰 +3,0,"所有能力值 +2060
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2390"
165500305,暴走的愛麗絲圖騰 +4,0,"所有能力值 +2080
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2420"
165500306,暴走的愛麗絲圖騰 +5,0,"所有能力值 +2100
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2450"
165500307,暴走的愛麗絲圖騰 +6,0,"所有能力值 +2120
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2480"
165500308,暴走的愛麗絲圖騰 +7,0,"所有能力值 +2140
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2510"
165500309,暴走的愛麗絲圖騰 +8,0,"所有能力值 +2160
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2540"
165500310,暴走的愛麗絲圖騰 +9,0,"所有能力值 +2180
物理/魔法最小傷害 +51%
物理/魔 法最大傷害 +51%
一般怪物追加傷害 +2570"
165500311,暴走的愛麗絲圖騰 +10,0,"所有能力值 +2200
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2600"
165500312,暴走的愛麗絲圖騰 +11,0,"所有能力值 +2220
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2630"
165500313,暴走的愛麗絲圖騰 +12,0,"所有能力值 +2240
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2660"
165500314,暴走的愛麗絲圖騰 +13,0,"所有能力值 +2260
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2690"
165500315,暴走的愛麗絲圖騰 +14,0,"所有能力值 +2280
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2720"
165500316,暴走的愛麗絲圖騰 +15,0,"所有能力值 +2300
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2750"
165500317,暴走的愛麗絲圖騰 +16,0,"所有能力值 +2320
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2780"
165500318,暴走的愛麗絲圖騰 +17,0,"所有能力值 +2340
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2810"
165500319,暴走的愛麗絲圖騰 +18,0,"所有能力值 +2360
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2840"
165500320,暴走的愛麗絲圖騰 +19,0,"所有能力值 +2380
物理/魔法最小傷害 +52%
物理/魔 法最大傷害 +52%
一般怪物追加傷害 +2870"
165500321,暴走的愛麗絲圖騰 +20,0,"所有能力值 +2400
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +2900"
165500322,暴走的愛麗絲圖騰 +21,0,"所有能力值 +2420
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +2930"
165500323,暴走的愛麗絲圖騰 +22,0,"所有能力值 +2440
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +2960"
165500324,暴走的愛麗絲圖騰 +23,0,"所有能力值 +2460
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +2990"
165500325,暴走的愛麗絲圖騰 +24,0,"所有能力值 +2480
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3020"
165500326,暴走的愛麗絲圖騰 +25,0,"所有能力值 +2500
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3050"
165500327,暴走的愛麗絲圖騰 +26,0,"所有能力值 +2520
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3080"
165500328,暴走的愛麗絲圖騰 +27,0,"所有能力值 +2540
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3110"
165500329,暴走的愛麗絲圖騰 +28,0,"所有能力值 +2560
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3140"
165500330,暴走的愛麗絲圖騰 +29,0,"所有能力值 +2580
物理/魔法最小傷害 +53%
物理/魔 法最大傷害 +53%
一般怪物追加傷害 +3170"
165500331,暴走的愛麗絲圖騰 +30,0,"所有能力值 +2600
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3200"
165500332,暴走的愛麗絲圖騰 +31,0,"所有能力值 +2620
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3230"
165500333,暴走的愛麗絲圖騰 +32,0,"所有能力值 +2640
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3260"
165500334,暴走的愛麗絲圖騰 +33,0,"所有能力值 +2660
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3290"
165500335,暴走的愛麗絲圖騰 +34,0,"所有能力值 +2680
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3320"
165500336,暴走的愛麗絲圖騰 +35,0,"所有能力值 +2700
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3350"
165500337,暴走的愛麗絲圖騰 +36,0,"所有能力值 +2720
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3380"
165500338,暴走的愛麗絲圖騰 +37,0,"所有能力值 +2740
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3410"
165500339,暴走的愛麗絲圖騰 +38,0,"所有能力值 +2760
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3440"
165500340,暴走的愛麗絲圖騰 +39,0,"所有能力值 +2780
物理/魔法最小傷害 +54%
物理/魔 法最大傷害 +54%
一般怪物追加傷害 +3470"
165500341,暴走的愛麗絲圖騰 +40,0,"所有能力值 +2800
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3500"
165500342,暴走的愛麗絲圖騰 +41,0,"所有能力值 +2820
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3530"
165500343,暴走的愛麗絲圖騰 +42,0,"所有能力值 +2840
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3560"
165500344,暴走的愛麗絲圖騰 +43,0,"所有能力值 +2860
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3590"
165500345,暴走的愛麗絲圖騰 +44,0,"所有能力值 +2880
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3620"
165500346,暴走的愛麗絲圖騰 +45,0,"所有能力值 +2900
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3650"
165500347,暴走的愛麗絲圖騰 +46,0,"所有能力值 +2920
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3680"
165500348,暴走的愛麗絲圖騰 +47,0,"所有能力值 +2940
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3710"
165500349,暴走的愛麗絲圖騰 +48,0,"所有能力值 +2960
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3740"
165500350,暴走的愛麗絲圖騰 +49,0,"所有能力值 +2980
物理/魔法最小傷害 +55%
物理/魔 法最大傷害 +55%
一般怪物追加傷害 +3770"
165500351,暴走的愛麗絲圖騰 +50,0,"所有能力值 +3500
物理/魔法最小傷害 +60%
物理/魔 法最大傷害 +60%
一般怪物追加傷害 +4000"
164200701,幻影教本,89,"物理/魔 法最大傷害 +36%
物理/魔法爆擊率 +2%
所有能力值 +550
最小/最大攻擊力 +46
屬性力+46
一般怪物追加傷害 +1600"
164200702,幻影教本 +1,89,"物理/魔 法最大傷害 +37%
物理/魔法爆擊率 +2%
所有能力值 +560
最小/最大攻擊力 +47
屬性力+47
一般怪物追加傷害 +1650"
164200703,幻影教本 +2,89,"物理/魔 法最大傷害 +38%
物理/魔法爆擊率 +2%
所有能力值 +570
最小/最大攻擊力 +48
屬性力+48
一般怪物追加傷害 +1700"
164200704,幻影教本 +3,89,"物理/魔 法最大傷害 +39%
物理/魔法爆擊率 +2%
所有能力值 +580
最小/最大攻擊力 +49
屬性力+49
一般怪物追加傷害 +1750"
164200705,幻影教本 +4,89,"物理/魔 法最大傷害 +40%
物理/魔法爆擊率 +2%
所有能力值 +590
最小/最大攻擊力 +50
屬性力+50
一般怪物追加傷害 +1800"
164200706,幻影教本 +5,89,"物理/魔 法最大傷害 +41%
物理/魔法爆擊率 +2%
所有能力值 +600
最小/最大攻擊力 +51
屬性力+51
一般怪物追加傷害 +1850"
164200707,幻影教本 +6,89,"物理/魔 法最大傷害 +42%
物理/魔法爆擊率 +2%
所有能力值 +610
最小/最大攻擊力 +52
屬性力+52
一般怪物追加傷害 +1900"
164200708,幻影教本 +7,89,"物理/魔 法最大傷害 +43%
物理/魔法爆擊率 +2%
所有能力值 +620
最小/最大攻擊力 +53
屬性力+53
一般怪物追加傷害 +1950"
164200709,幻影教本 +8,89,"物理/魔 法最大傷害 +44%
物理/魔法爆擊率 +2%
所有能力值 +630
最小/最大攻擊力 +54
屬性力+54
一般怪物追加傷害 +2000"
164200710,幻影教本 +9,89,"物理/魔 法最大傷害 +45%
物理/魔法爆擊率 +2%
所有能力值 +700
最小/最大攻擊力 +55
屬性力+55
一般怪物追加傷害 +2200"
165600201,[活動] 古代守護的遺物,122,"最小/最大攻擊力 +20
屬性力+20"
700106103,[活動] 布迪噗波 (30日),0,
700108601,雪奈,25,"防禦力+5%
水抵抗力+5%"
700103930,鏘鏘鈕! 扣兔 [永久制],25,
700108602,雪奈 [永久制],25,"防禦力+5%
水抵抗力+5%"
160600701,阿卡修拉的噩夢寶石 +1,97,"所有能力值 +300
物理/魔法 爆擊傷害 +8%
物理/魔 法最大傷害 +11%
最大HP +700
物理/魔法爆擊率 +1%"
160600702,阿卡修拉的噩夢寶石 +2,97,"所有能力值 +400
物理/魔法 爆擊傷害 +9%
物理/魔 法最大傷害 +12%
最大HP +900
物理/魔法爆擊率 +1%"
160600703,阿卡修拉的噩夢寶石 +3,97,"所有能力值 +500
物理/魔法 爆擊傷害 +10%
物理/魔 法最大傷害 +13%
最大HP +1100
物理/魔法爆擊率 +1%"
160600704,阿卡修拉的噩夢寶石 +4,97,"所有能力值 +600
物理/魔法 爆擊傷害 +11%
物理/魔 法最大傷害 +14%
最大HP +1300
物理/魔法爆擊率 +2%"
160600705,阿卡修拉的噩夢寶石 +5,97,"所有能力值 +700
物理/魔法 爆擊傷害 +12%
物理/魔 法最大傷害 +15%
最大HP +1500
物理/魔法爆擊率 +2%"
160600706,阿卡修拉的噩夢寶石 +6,97,"所有能力值 +800
物理/魔法 爆擊傷害 +13%
物理/魔 法最大傷害 +16%
最大HP +1700
物理/魔法爆擊率 +2%"
160600707,阿卡修拉的噩夢寶石 +7,97,"所有能力值 +1000
物理/魔法 爆擊傷害 +15%
物理/魔 法最大傷害 +18%
最大HP +2000
物理/魔法爆擊率 +3%"
160600708,阿卡修拉的噩夢寶石 +8,97,"所有能力值 +1500
物理/魔法 爆擊傷害 +17%
物理/魔 法最大傷害 +20%
最大HP +2500
物理/魔法爆擊率 +3%"
160600709,阿卡修拉的噩夢寶石 +9,97,"所有能力值 +2000
物理/魔法 爆擊傷害 +20%
物理/魔 法最大傷害 +23%
最大HP +3000
物理/魔法爆擊率 +4%"
700108701,小魔女,25,"物理傷害+3000
魔法傷害+3000"
700108702,小魔女 [永久制],25,"物理傷害+3000
魔法傷害+3000"
700108801,海琴,25,"移動速度+30%
所有能力值 +700"
700108802,海琴 [永久制],25,"移動速度+30%
所有能力值 +700"
700106206,想成為英雄的布迪奇娜 (15日),25,"獲得經驗值+150%
獲得錢+30%"
160300701,法老的紅色結晶,73,"最小/最大攻擊力 +31
屬性力+31
所有能力值 +500"
160300702,法老的紅色結晶 +1,73,"最小/最大攻擊力 +32
屬性力+32
所有能力值 +550"
160300703,法老的紅色結晶 +2,73,"最小/最大攻擊力 +33
屬性力+33
所有能力值 +600"
160300704,法老的紅色結晶 +3,73,"最小/最大攻擊力 +34
屬性力+34
所有能力值 +650"
160300705,法老的紅色結晶 +4,73,"最小/最大攻擊力 +35
屬性力+35
所有能力值 +700"
160300706,法老的紅色結晶 +5,73,"最小/最大攻擊力 +36
屬性力+36
所有能力值 +750"
160300707,法老的紅色結晶 +6,73,"最小/最大攻擊力 +37
屬性力+37
所有能力值 +800"
160300708,法老的紅色結晶 +7,73,"最小/最大攻擊力 +38
屬性力+38
所有能力值 +850"
160300709,法老的紅色結晶 +8,73,"最小/最大攻擊力 +39
屬性力+39
所有能力值 +900"
160300710,法老的紅色結晶 +9,73,"最小/最大攻擊力 +40
屬性力+40
所有能力值 +1000"
160400701,法老的黃色結晶,74,"最大HP +2100
防禦力+2100
物理/魔法貫穿力 +15%
所有能力值 +500"
160400702,法老的黃色結晶 +1,74,"最大HP +2200
防禦力+2200
物理/魔法貫穿力 +15%
所有能力值 +550"
160400703,法老的黃色結晶 +2,74,"最大HP +2300
防禦力+2300
物理/魔法貫穿力 +15%
所有能力值 +600"
160400704,法老的黃色結晶 +3,74,"最大HP +2400
防禦力+2400
物理/魔法貫穿力 +15%
所有能力值 +650"
160400705,法老的黃色結晶 +4,74,"最大HP +2500
防禦力+2500
物理/魔法貫穿力 +15%
所有能力值 +700"
160400706,法老的黃色結晶 +5,74,"最大HP +2600
防禦力+2600
物理/魔法貫穿力 +15%
所有能力值 +750"
160400707,法老的黃色結晶 +6,74,"最大HP +2700
防禦力+2700
物理/魔法貫穿力 +15%
所有能力值 +800"
160400708,法老的黃色結晶 +7,74,"最大HP +2800
防禦力+2800
物理/魔法貫穿力 +15%
所有能力值 +850"
