ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810003125,1Stage_1차 허수아비,3,200,0,12647124.0,12647124,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10530,1,0,0,0,1,0,30,0,0,2,1,1
810003126,1Stage_2차 허수아비,3,200,0,12710360.0,12710360,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10542,1,0,0,0,1,0,30,0,0,2,1,1
810003127,2Stage_1차 허수아비,3,200,0,12773912.0,12773912,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10566,1,0,0,0,1,0,30,0,0,2,1,1
810003128,2Stage_2차 허수아비,3,200,0,12837781.0,12837781,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10578,1,0,0,0,1,0,30,0,0,2,1,1
810003129,3Stage_1차 허수아비,3,200,0,12901970.0,12901970,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10602,1,0,0,0,1,0,30,0,0,2,1,1
810003130,3Stage_2차 허수아비,3,200,0,12966480.0,12966480,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10614,1,0,0,0,1,0,30,0,0,2,1,1
810003131,4Stage_1차 허수아비,3,200,0,13031312.0,13031312,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10638,1,0,0,0,1,0,30,0,0,2,1,1
810003132,4Stage_2차 허수아비,3,200,0,13096469.0,13096469,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,1000,1000,1000,1000,1600,30,0,0,0,0,10650,1,0,0,0,1,0,30,0,0,2,1,1
810003123,4분기 시나리오_쁘띠 데고스,3,215,0,2055690.0,2055690,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003124,4분기 시나리오 _투명몹,3,1,0,7.0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,90000000,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,90000000,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003133,이벤트 모울모울,18,1,0,1.0,3,1,1,1,1,0,95,105,95,105,144,-800,10,40,1,0,0,4,11,13,50,50,50,0,1,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14110005,14110005,14110005,14110005,0,1,0,0,0,1,0,30,0,0,2,0,1
810003134,Goal~프리링,18,1,0,20.0,20,11,11,11,11,0,95,105,95,105,60,-400,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1000,30,14510115,0,0,0,0,1,0,500,500,1,0,30,0,0,2,0,1
810003135,인피니티 우분투 스이,18,1,0,1.0,1,159,159,159,159,0,95,105,95,105,0,-800,111,0,0,0,0,74,130,168,50,50,50,0,650,300,2,3,21,21,0,0,20,20,30,200,30,200,1065,0,0,100,100,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003136,인피니티 대포알,16,1,0,0.0,0,1,1,1,1,0,95,105,95,105,400,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,0,0,30,0,0,1,0,1
810003137,몬스터 Goal 죽돌이,3,3,0,1.0,1,0,13,13,13,13,0,95,105,95,105,144,-800,10,0,1,0,0,6,12,13,50,50,50,0,700,500,2,3,0,0,0,0,20,30,25,30,20,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10670,1,0,0,0,0,0,30,0,0,1,1,1
810003138,몬길 리콜시키는 투명몹,0,1,0,100.0,100,1293,1293,1293,2586,0,195,205,95,105,132,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,30,200,30,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,0,1
810003139,몬길 보상상자,3,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81006004,81006004,81006004,81006004,0,1,0,0,0,1,0,30,0,0,2,1,1
810003140,까망양이,18,1,0,20.0,20,1,1,1,1,0,95,105,95,105,156,-800,363,0,90,0,0,130,340,435,50,50,50,0,100,300,2,3,38,38,0,0,20,20,30,200,30,200,1905,0,0,100,100,0,117,0,0,1875,0,0,0,0,0,0,0,0,0,1600,30,14004043,14004043,14004043,14004043,0,1,0,0,0,1,0,30,0,0,2,0,1
810003141,콩알 병사,18,1,0,20.0,20,1,1,1,1,0,95,105,95,105,156,-800,375,0,91,0,0,198,426,525,50,50,50,0,100,450,2,3,57,57,0,0,20,20,30,200,30,200,1935,0,0,100,100,0,119,0,0,1905,0,0,0,0,0,0,0,0,0,1600,30,14004043,14004043,14004043,14004043,0,1,0,0,0,1,0,30,0,0,2,0,1
810003142,호두까기,18,1,0,20.0,20,1,1,1,1,0,115,125,115,125,132,-800,138,0,47,0,0,146,182,219,50,50,50,50,100,600,4,2,131,131,0,0,20,20,30,200,30,200,1050,0,0,100,100,0,60,0,0,884,0,0,0,0,0,0,0,0,0,1600,30,14004043,14004043,14004043,14004043,0,1,0,0,0,1,0,30,0,0,2,0,1
810003143,코볼트,18,1,0,20.0,20,1,1,1,1,0,95,105,95,105,132,-800,12,0,13,0,0,27,33,44,50,50,50,0,100,300,2,3,7,7,0,0,20,20,30,200,30,200,360,0,0,100,100,0,14,0,0,220,0,0,0,0,0,0,0,0,0,1600,30,14004043,14004043,14004043,14004043,0,1,0,0,0,1,0,30,0,0,2,0,1
810003144,보호받아야 하는 셀키,18,1,0,500.0,500,0,13,13,13,13,0,95,105,95,105,144,-800,10,0,1,0,0,6,12,13,50,50,50,0,700,500,2,3,0,0,0,0,20,30,25,30,20,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81006006,81006006,81006006,81006006,0,1,0,0,0,0,0,30,0,0,1,0,1
810003145,디펜스 보상상자,3,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003146,보너스 보상상자,3,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003147,무한 디펜스 퀸 비,18,1,0,2000.0,10000,1,1,1,1,0,95,105,95,105,0,0,10,0,0,0,0,0,0,0,50,50,50,0,1625,750,2,3,68,68,0,0,20,20,30,200,30,200,1395,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81006006,81006006,81006006,81006006,0,1,0,0,0,1,0,30,0,0,2,0,1
810003148,무한 디펜스 하니비 스피어,18,1,0,10.0,20,1,1,1,1,0,95,105,95,105,60,-30,10,0,0,0,0,0,0,0,50,50,50,0,650,300,2,3,27,27,0,0,20,20,30,200,30,200,1365,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14510110,14510110,14510110,14510110,0,1,0,0,0,0,0,30,0,0,1,0,1
810003149,무한 디펜스 하니비 보우,18,1,0,10.0,20,1,1,1,1,0,95,105,95,105,60,-30,10,0,0,0,0,0,0,0,50,50,50,0,650,300,2,3,27,27,0,0,20,20,30,200,30,200,1380,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14510110,14510110,14510110,14510110,0,1,0,0,0,0,0,30,0,0,1,0,1
810003150,무한 디펜스 워리어 비,18,1,0,10.0,20,1,1,1,1,0,95,105,95,105,60,-30,10,0,0,0,0,0,0,0,50,50,50,0,650,300,2,3,27,27,0,0,20,20,30,200,30,200,1395,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14510110,14510110,14510110,14510110,0,1,0,0,0,0,0,30,0,0,1,0,1
810003151,무한 디펜스 소환용1,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003152,무한 디펜스 소환용2,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003153,무한 디펜스 소환용 3,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003154,퀸비 실패 귀환몹,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003155,몬길 버프 몬스터,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003156,몬길 물음표,18,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81006004,81006004,81006004,81006004,10672,1,0,0,0,1,0,30,0,0,2,0,1
810003157,몬길 시작 타임 버프,0,1,0,20.0,20,1,1,1,1,0,95,105,95,105,0,-800,3,0,0,0,0,5,6,9,50,50,50,0,520,240,2,3,0,0,0,0,20,20,30,200,30,200,60,0,0,100,100,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003158,무한 감사! 버섯군,18,1,0,1.0,1,13,13,13,13,0,95,105,95,105,156,-800,3,0,0,0,0,6,6,8,50,50,50,0,650,300,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1600,30,14501601,14501601,14501601,14501601,0,1,0,600,600,0,0,30,0,0,1,0,1
810003159,무한 감사! 보물상자,18,1,0,25.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,14501601,14501601,14501601,14501601,0,1,0,0,0,1,0,30,0,0,2,0,1
810003160,몬길 방해 아수라왕,0,1,0,29997.0,29997,1,1,1,1,0,95,105,95,105,0,0,10,30,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003161,몬길 방해 나무 꼬챙이,0,1,0,29997.0,29997,1,1,1,1,0,95,105,95,105,0,0,10,30,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810003162,무한 디펜스 시작 몬스터,3,3,0,10.0,10,1,13,13,13,13,0,95,105,95,105,144,-800,10,0,1,0,0,6,12,13,50,50,50,0,700,500,2,3,0,0,0,0,20,30,25,30,20,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810003163,디스트로이홀 소환몹,8,190,0,1.0,1,1,1,1,1,0,95,105,95,105,250,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,96,200,96,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,20,20,2,0,30,0,0,1,0,1
810005000,테스트 허수아비 천만,3,1,0,10000000.0,60,1,1,1,1,0,95,105,95,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810005001,테스트 허수아비 1억,3,200,0,100000000.0,60,1,1,1,1,0,95,105,95,105,0,0,1049,0,146,0,0,512,1513,1763,50,50,50,50,0,0,4,2,150,150,0,0,20,20,100,200,100,200,3030,0,0,100,100,0,192,0,0,3000,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810005002,테스트 허수아비 10억,3,1,0,20.0,15300,1,1,1,1,0,95,105,95,105,0,-1200,3,0,90000000,0,0,5,6,9,50,50,50,0,0,1,2,3,1000,1000,0,0,20,20,30,200,30,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,0,1600,30,43006901,43006902,43006903,0,0,1,1,0,0,1,0,30,0,0,1,1,1
810003164,소드댄서 비연파천 소환용,8,1,0,1.0,1,1,1,1,1,0,95,105,95,105,0,0,10,30,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,30,30,3,0,30,0,0,1,0,0
810003165,네이버 온천,0,1,0,29997.0,29997,1,1,1,1,0,95,105,95,105,144,-800,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,1,0,0,0,0,30,0,0,1,0,1
810003166,핫타임 테세우스,3,1,0,1200000000.0,1200000000,1,1,1,1,0,95,105,95,105,200,-800,1,0,0,0,0,1025,2522,2772,50,50,50,50,1,1,1,1,1,1,0,0,20,20,100,200,100,1,0,0,0,100,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003178,이벤트 떡선생,3,1,0,180.0,180,1,1,1,1,0,95,105,95,105,144,-800,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003180,윈드 스토커스킬명: 애로우 트랩1타추가,8,190,0,103914.0,103914,1,1,1,1,0,95,105,95,105,250,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,44,44,3,0,30,0,0,1,0,0
810003181,윈드 스토커스킬명: 애로우 트랩2타추가,8,190,0,103914.0,103914,1,1,1,1,0,95,105,95,105,250,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,44,44,3,0,30,0,0,1,0,0
810003182,윈드 스토커스킬명: 애로우 트랩3차추가,8,190,0,103914.0,103914,1,1,1,1,0,95,105,95,105,250,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,44,44,3,0,30,0,0,1,0,0
810003183,이벤트 간지코인 보상상자,3,1,0,1.0,1,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810003184,해룡왕 죽음 연출 심장,31,1,0,300.0,300,1,1,1,1,0,95,105,95,105,0,0,10,100,1,0,0,4,11,13,50,50,50,0,100,100,2,3,1000,1000,0,0,0,0,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,23040505,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,1
810003185,돌연변이 쭈꾸미 병사(Lv.1),3,1,0,499.0,15300,1,1,1,1,0,95,105,95,105,132,-1200,3,0,90000000,0,0,5,6,9,50,50,50,0,1,1,2,3,1000,1000,0,0,20,20,30,200,30,200,60,0,0,100,100,0,90000000,0,0,9999999,0,0,0,0,0,1000,1000,1000,0,1600,30,43006901,43006902,43006903,0,0,1,1,0,0,1,0,30,0,0,2,1,1
810003186,돌연변이 메카 프링(Lv.180),3,180,0,545529600.0,68191200,2000,4586,4586,4586,0,95,105,95,105,200,-1200,1049,0,146,0,0,1025,1700,1800,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,3030,0,0,100,100,0,192,0,0,3000,0,0,0,0,0,1000,1000,1000,0,1600,30,43006901,43006902,43006903,0,0,1,1,0,0,1,0,30,0,0,2,1,1
810003187,돌연변이 리빙소드(Lv.200),3,230,0,552368610.0,552368610,4617,4617,4617,4617,0,95,105,95,105,360,-1200,1727,0,10000,60,60,1025,2522,2772,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,50000,0,0,100,100,0,10000,0,0,50000,0,0,0,0,0,1000,1000,1000,0,1600,30,81001678,0,0,0,0,1,1,0,0,1,0,30,0,0,2,1,1
810003585,돌연변이 귀신무사,3,230,0,552368610.0,552368610,4617,4617,4617,4617,0,95,105,95,105,360,-1200,1727,0,10000,60,60,1025,2522,2772,50,50,50,50,3250,1500,4,2,300,300,0,0,20,20,100,200,100,200,50000,0,0,100,100,0,10000,0,0,50000,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,0,1,1,0,0,1,0,30,0,0,2,1,1
810003188,이미르 연구소 보물상자,3,1,0,0.0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810003189,꿈의 길 보물상자,3,1,0,0.0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810003190,세계수의 환영 보물상자,3,1,0,0.0,0,1,1,1,1,0,95,105,95,105,144,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,1,1
810003191,해룡왕 머리 - 심장 소환 안하는 버전 ( 이벤트 패스 ),3,85,0,1442700.0,1442700,800,1601,1004,800,0,95,105,95,105,0,0,300,0,60,0,0,450,485,535,50,50,50,50,3250,1500,4,2,1000,1000,0,0,20,20,52,200,52,200,1305,0,0,100,100,100,77,0,0,1275,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,0,0,0,0,1,0,30,0,0,2,2,1
810003192,물렁한 허수아비,3,1,0,9808562683900.0,100000000,1,1,1,1,0,95,105,95,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-300,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,81005348,81005348,0,0,0,1,1,0,0,1,1,30,0,0,1,1,1
810003193,허수아비,3,150,0,9808562683900.0,100000000,1,1,1,1,0,95,105,95,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,-300,0,0,30,0,30,0,10000,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1600,30,81005348,81005348,0,0,0,1,1,0,0,1,1,30,0,0,1,1,1
810003194,튼튼한 허수아비,3,240,0,585000000000.0,100000000,3419,2419,3419,27629,80,250,300,250,300,0,0,2164,0,200000,60,60,576,2204,2578,50,50,50,0,1560,720,2,3,169,169,-300,-300,20,20,100,200,100,200,200000,0,0,100,100,0,200000,0,0,200000,0,0,0,0,400,1000,1000,1000,0,1600,30,81005348,81005348,0,0,0,1,1,0,0,1,1,30,0,0,1,1,1
810003195,랜턴투척 스킬 소환몹,8,12,0,10000.0,393,1,1,1,1,0,95,105,95,105,156,-800,1,0,5,0,0,17,1,1,50,50,50,50,0,300,3,2,30,30,0,0,20,20,30,200,30,200,210,0,0,100,100,0,4,0,0,180,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810003196,죽음의 그림자 피격 소환몹,8,12,0,10000.0,393,1,1,1,1,0,95,105,95,105,156,-800,1,0,5,0,0,17,1,1,50,50,50,50,0,300,3,2,30,30,0,0,20,20,30,200,30,200,210,0,0,100,100,0,4,0,0,180,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810003197,경직의 그림자 피격 소환몹,8,12,0,10000.0,393,1,1,1,1,0,95,105,95,105,156,-800,1,0,5,0,0,17,1,1,50,50,50,50,0,300,3,2,30,30,0,0,20,20,30,200,30,200,210,0,0,100,100,0,4,0,0,180,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810003198,그림자 무사 소환,8,8,0,200.0,50,1,1,1,1,1,0,95,105,95,105,250,-800,1,90000000,0,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,1000,1000,1000,0,1600,30,30,60000239,60000238,60000240,0,1,1,100,100,2,0,30,0,0,1,0,0
810003199,돌연변이 GM쿠키,3,1,0,111111111.0,545529600,1,1,1,1,0,95,105,95,105,270,-800,1,0,0,0,0,5,6,9,50,50,50,50,1,1,1,1,1000,1000,0,0,20,20,100,200,100,1,0,0,0,100,100,0,1,0,0,1,0,0,0,0,0,1000,1000,1000,0,1600,30,0,0,0,0,10487,1,1,0,0,1,0,30,0,0,2,1,1
810003200,그림자 무사 소환,8,12,0,200.0,50,1,1,1,1,0,95,105,95,105,200,-800,1,0,5,0,0,17,1,1,50,50,50,50,0,300,3,2,30,30,0,0,20,20,30,200,30,200,210,0,0,100,100,0,4,0,0,180,0,0,0,0,0,0,0,0,0,1600,30,25900633,60000237,60000239,0,0,1,1,30,30,2,0,30,0,0,1,0,0
