ID,箱子名稱,獎勵名稱,效果名稱
13201,寵物雙倍機率驚喜箱IV,閃耀黑月的可頌寶石 X1,收費機會箱子(50 ~ 150)
13202,寵物雙倍機率驚喜箱IV,經驗香油配方 X1,收費機會箱子(50 ~ 150)
13203,寵物雙倍機率驚喜箱IV,神妙的第1個徽章(30日)兌換券 X1,收費機會箱子(50 ~ 150)
13204,寵物雙倍機率驚喜箱IV,劇情角色服裝兌換券 X1,收費機會箱子(50 ~ 150)
13205,寵物雙倍機率驚喜箱IV,寵物用靈芝草(30日) X1,收費機會箱子(50 ~ 150)
13206,寵物雙倍機率驚喜箱IV,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
13207,寵物雙倍機率驚喜箱IV,復活精髓 X15,收費機會箱子(50 ~ 150)
13208,寵物雙倍機率驚喜箱IV,經驗值秘藥500% X2,收費機會箱子(50 ~ 150)
13209,寵物雙倍機率驚喜箱IV,皇家姜太公的祝福 X3,收費機會箱子(50 ~ 150)
13210,寵物雙倍機率驚喜箱IV,超級萬能木錘兌換券 X2,收費機會箱子(50 ~ 150)
13211,寵物雙倍機率驚喜箱IV,高級暢快可樂 X50,收費機會箱子(50 ~ 150)
13212,寵物雙倍機率驚喜箱IV,發亮的暴風藥水 X30,收費機會箱子(50 ~ 150)
13213,寵物雙倍機率驚喜箱IV,糖漿組合兌換券 X2,收費機會箱子(50 ~ 150)
13214,寵物雙倍機率驚喜箱IV,"噗波領養券[永久制] X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13215,寵物雙倍機率驚喜箱IV,"白虎領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13216,寵物雙倍機率驚喜箱IV,"女妖奇娜領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13217,寵物雙倍機率驚喜箱IV,"阿卡修拉的噩夢寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13218,寵物雙倍機率驚喜箱IV,"閃亮4欄寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13219,寵物雙倍機率驚喜箱IV,"發光的穆亞杏仁寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13220,寵物雙倍機率驚喜箱IV,"發光的愛麗絲火龍果寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13221,寵物雙倍機率驚喜箱IV,"閃耀黑月的可頌寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13222,寵物雙倍機率驚喜箱IV,"經驗香油配方 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13223,寵物雙倍機率驚喜箱IV,"神妙的第1個徽章(30日)兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13224,寵物雙倍機率驚喜箱IV,"劇情角色服裝兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13225,寵物雙倍機率驚喜箱IV,"寵物用靈芝草(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13226,寵物雙倍機率驚喜箱IV,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13227,寵物雙倍機率驚喜箱IV,"復活精髓 X15
皇家福袋 X1",收費機會箱子(50 ~ 150)
13228,寵物雙倍機率驚喜箱IV,"經驗值秘藥500% X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13229,寵物雙倍機率驚喜箱IV,"皇家姜太公的祝福 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13230,寵物雙倍機率驚喜箱IV,"超級萬能木錘兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13231,寵物雙倍機率驚喜箱IV,"高級暢快可樂 X50
皇家福袋 X1",收費機會箱子(50 ~ 150)
13232,寵物雙倍機率驚喜箱IV,"發亮的暴風藥水 X30
皇家福袋 X1",收費機會箱子(50 ~ 150)
13233,寵物雙倍機率驚喜箱IV,"糖漿組合兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13234,彩虹島物語皇家箱子XⅧ,阿斯蒙蒂斯領養券 X1,收費機會箱子(50 ~ 150)
13235,彩虹島物語皇家箱子XⅧ,布迪奇娜領養券 X1,收費機會箱子(50 ~ 150)
13236,彩虹島物語皇家箱子XⅧ,匠人的手藝學習書 X1,收費機會箱子(50 ~ 150)
13237,彩虹島物語皇家箱子XⅧ,閃亮4欄寶石箱子 X1,收費機會箱子(50 ~ 150)
13238,彩虹島物語皇家箱子XⅧ,殘像兌換券 X1,收費機會箱子(50 ~ 150)
13239,彩虹島物語皇家箱子XⅧ,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
13240,彩虹島物語皇家箱子XⅧ,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
13241,彩虹島物語皇家箱子XⅧ,莉莉的第3個藍色寶石 X1,收費機會箱子(50 ~ 150)
13242,彩虹島物語皇家箱子XⅧ,麥德斯的手藝學習書(30日) X1,收費機會箱子(50 ~ 150)
13243,彩虹島物語皇家箱子XⅧ,劇情角色服裝兌換券 X1,收費機會箱子(50 ~ 150)
13244,彩虹島物語皇家箱子XⅧ,古代之書 -《調和》學習書(30日) X1,收費機會箱子(50 ~ 150)
13245,彩虹島物語皇家箱子XⅧ,速度精通技能學習書 X2,收費機會箱子(50 ~ 150)
13246,彩虹島物語皇家箱子XⅧ,皇家暴風藥水 X1,收費機會箱子(50 ~ 150)
13247,彩虹島物語皇家箱子XⅧ,鑲嵌神藥 X3,收費機會箱子(50 ~ 150)
13248,彩虹島物語皇家箱子XⅧ,鑲嵌妙藥 X3,收費機會箱子(50 ~ 150)
13249,彩虹島物語皇家箱子XⅧ,[活動] USHA USHA！靈藥禮物組合 X3,收費機會箱子(50 ~ 150)
13250,彩虹島物語皇家箱子XⅧ,那勒斯的妙藥 X10,收費機會箱子(50 ~ 150)
13251,彩虹島物語皇家箱子XⅧ,普雷伊奧斯碰碰飲料 X10,收費機會箱子(50 ~ 150)
13252,彩虹島物語皇家箱子XⅧ,復活精髓 X13,收費機會箱子(50 ~ 150)
13253,彩虹島物語皇家箱子XⅧ,發亮的暴風藥水 X30,收費機會箱子(50 ~ 150)
13254,彩虹島物語皇家箱子XⅧ,王者防禦秘藥 X4,收費機會箱子(50 ~ 150)
13255,彩虹島物語皇家箱子XⅧ,糖漿組合兌換券 X2,收費機會箱子(50 ~ 150)
13256,彩虹島物語皇家箱子XⅧ,"阿斯蒙蒂斯領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13257,彩虹島物語皇家箱子XⅧ,"布迪奇娜領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13258,彩虹島物語皇家箱子XⅧ,"匠人的手藝學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13259,彩虹島物語皇家箱子XⅧ,"閃亮4欄寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13260,彩虹島物語皇家箱子XⅧ,"殘像兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13261,彩虹島物語皇家箱子XⅧ,"喬安潘的第3個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13262,彩虹島物語皇家箱子XⅧ,"卡茲諾的第3個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13263,彩虹島物語皇家箱子XⅧ,"莉莉的第3個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13264,彩虹島物語皇家箱子XⅧ,"麥德斯的手藝學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13265,彩虹島物語皇家箱子XⅧ,"劇情角色服裝兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13266,彩虹島物語皇家箱子XⅧ,"古代之書 -《調和》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13267,彩虹島物語皇家箱子XⅧ,"速度精通技能學習書 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13268,彩虹島物語皇家箱子XⅧ,"皇家暴風藥水 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13269,彩虹島物語皇家箱子XⅧ,"鑲嵌神藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13270,彩虹島物語皇家箱子XⅧ,"鑲嵌妙藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13271,彩虹島物語皇家箱子XⅧ,"[活動] USHA USHA！靈藥禮物組合 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13272,彩虹島物語皇家箱子XⅧ,"那勒斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13273,彩虹島物語皇家箱子XⅧ,"普雷伊奧斯碰碰飲料 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13274,彩虹島物語皇家箱子XⅧ,"復活精髓 X13
皇家福袋 X1",收費機會箱子(50 ~ 150)
13275,彩虹島物語皇家箱子XⅧ,"發亮的暴風藥水 X30
皇家福袋 X1",收費機會箱子(50 ~ 150)
13276,彩虹島物語皇家箱子XⅧ,"王者防禦秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13277,彩虹島物語皇家箱子XⅧ,"糖漿組合兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13278,阿斯蒙蒂斯領養券,阿斯蒙蒂斯 X1,
13279,VIP服裝兌換券（男）- 6個月,"VIP專屬藍鉈機械上衣 X1
VIP專屬藍鉈機械下褲 X1
VIP專屬藍鉈機械鞋子 X1
VIP專屬藍鉈機械披風 X1
VIP專屬藍鉈機械裝飾 X1",
13280,VIP服裝兌換券（女）- 6個月,"VIP專屬紅銫機械上衣 X1
VIP專屬紅銫機械下褲 X1
VIP專屬紅銫機械鞋子 X1
VIP專屬紅銫機械披風 X1
VIP專屬紅銫機械裝飾 X1",
13281,護目鏡貓咪套裝箱子(30日),"護目鏡貓咪帽子(30日) X1
護目鏡貓咪上衣(30日) X1
護目鏡貓咪褲子(30日) X1
護目鏡貓咪手套(30日) X1
護目鏡貓咪靴子(30日) X1",
13282,彩虹島物語皇家箱子XIX,河馬領養券 X1,收費機會箱子(50 ~ 150)
13283,彩虹島物語皇家箱子XIX,海賊猴領養券 X1,收費機會箱子(50 ~ 150)
13284,彩虹島物語皇家箱子XIX,銀河領養券 X1,收費機會箱子(50 ~ 150)
13285,彩虹島物語皇家箱子XIX,閃亮4欄寶石箱子 X1,收費機會箱子(50 ~ 150)
13286,彩虹島物語皇家箱子XIX,殘像兌換券 X1,收費機會箱子(50 ~ 150)
13287,彩虹島物語皇家箱子XIX,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
13288,彩虹島物語皇家箱子XIX,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
13289,彩虹島物語皇家箱子XIX,莉莉的第3個藍色寶石 X1,收費機會箱子(50 ~ 150)
13290,彩虹島物語皇家箱子XIX,麥德斯的手藝學習書(30日) X1,收費機會箱子(50 ~ 150)
13291,彩虹島物語皇家箱子XIX,新學期服裝箱子 X1,收費機會箱子(50 ~ 150)
13292,彩虹島物語皇家箱子XIX,古代之書 -《調和》學習書(30日) X1,收費機會箱子(50 ~ 150)
13293,彩虹島物語皇家箱子XIX,能力值重置卷軸 X1,收費機會箱子(50 ~ 150)
13294,彩虹島物語皇家箱子XIX,其他背包 X1,收費機會箱子(50 ~ 150)
13295,彩虹島物語皇家箱子XIX,皇家姜太公的祝福 X4,收費機會箱子(50 ~ 150)
13296,彩虹島物語皇家箱子XIX,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
13297,彩虹島物語皇家箱子XIX,經驗值秘藥500% X2,收費機會箱子(50 ~ 150)
13298,彩虹島物語皇家箱子XIX,巴斯巴斯的妙藥 X10,收費機會箱子(50 ~ 150)
13299,彩虹島物語皇家箱子XIX,普雷伊奧斯碰碰飲料 X10,收費機會箱子(50 ~ 150)
13300,彩虹島物語皇家箱子XIX,王者攻擊力秘藥 X4,收費機會箱子(50 ~ 150)
13301,彩虹島物語皇家箱子XIX,王者攻擊力秘藥2 X4,收費機會箱子(50 ~ 150)
13302,彩虹島物語皇家箱子XIX,那勒斯的妙藥 X10,收費機會箱子(50 ~ 150)
13303,彩虹島物語皇家箱子XIX,糖漿組合兌換券 X2,收費機會箱子(50 ~ 150)
13304,彩虹島物語皇家箱子XIX,"河馬領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13305,彩虹島物語皇家箱子XIX,"海賊猴領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13306,彩虹島物語皇家箱子XIX,"銀河領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13307,彩虹島物語皇家箱子XIX,"閃亮4欄寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13308,彩虹島物語皇家箱子XIX,"殘像兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13309,彩虹島物語皇家箱子XIX,"喬安潘的第3個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13310,彩虹島物語皇家箱子XIX,"卡茲諾的第3個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13311,彩虹島物語皇家箱子XIX,"莉莉的第3個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13312,彩虹島物語皇家箱子XIX,"麥德斯的手藝學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13313,彩虹島物語皇家箱子XIX,"新學期服裝箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13314,彩虹島物語皇家箱子XIX,"古代之書 -《調和》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13315,彩虹島物語皇家箱子XIX,"能力值重置卷軸 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13316,彩虹島物語皇家箱子XIX,"其他背包 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13317,彩虹島物語皇家箱子XIX,"皇家姜太公的祝福 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13318,彩虹島物語皇家箱子XIX,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13319,彩虹島物語皇家箱子XIX,"經驗值秘藥500% X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13320,彩虹島物語皇家箱子XIX,"巴斯巴斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13321,彩虹島物語皇家箱子XIX,"普雷伊奧斯碰碰飲料 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13322,彩虹島物語皇家箱子XIX,"王者攻擊力秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13323,彩虹島物語皇家箱子XIX,"王者攻擊力秘藥2 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13324,彩虹島物語皇家箱子XIX,"那勒斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13325,彩虹島物語皇家箱子XIX,"糖漿組合兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13326,火神降臨禮盒,鐵金剛領養券 X1,
13327,火神降臨禮盒,馬戲團小丑領養券 X1,
13328,火神降臨禮盒,文字戒指寶箱 X1,
13329,火神降臨禮盒,經驗值秘藥888% X1,
13330,火神降臨禮盒,道具掉落率100%神藥 X1,
13331,火神降臨禮盒,道具封印鎖 X3,
13332,火神降臨禮盒,夏奴伊的24K釣魚桶 X1,
13333,火神降臨禮盒,月球漫步學習書 X1,
13334,火神降臨禮盒,[活動] 噢！好口愛！學習書 X1,
13335,火神降臨禮盒,高級超級鑲嵌拼圖兌換券 X1,
13336,火神降臨禮盒,鬼步舞學習書 X1,
13337,火神降臨禮盒,經驗值秘藥300% X1,
13338,火神降臨禮盒,降級鑲嵌金錘 X2,
13339,火神降臨禮盒,植物催化劑 X4,
13340,火神降臨禮盒,復活精髓 X5,
13341,火神降臨禮盒,我是大隻佬學習書 X20,
13342,火神降臨禮盒,我是攻擊手學習書 X20,
13343,火神降臨禮盒,我是財閥學習書 X20,
13344,火神降臨禮盒,我是潛力股學習書 X20,
13345,火神降臨禮盒,紅心伺服器麥克風 X3,
13346,新年禮盒,冰女領養券 X1,
13347,新年禮盒,九尾狐領養券 X1,
13348,新年禮盒,特別覺醒劑 X1,
13349,新年禮盒,經驗值秘藥1000% X1,
13350,新年禮盒,屬性重置妙藥 X1,
13351,新年禮盒,高級特別道具兌換券 X1,
13352,新年禮盒,咳嗽學習書 X1,
13353,新年禮盒,耍賴學習書 X1,
13354,新年禮盒,狐狸變身學習書 X1,
13355,新年禮盒,可愛應援學習書 X1,
13356,新年禮盒,怪物巧克力 X10,
13357,新年禮盒,復活精髓 X4,
13358,新年禮盒,委託魚桶 X3,
13359,新年禮盒,無線通訊器IR X5,
13360,新年禮盒,衝鋒陷陣高手學習書 X20,
13361,新年禮盒,只是運氣好學到的學習書 X20,
13362,新年禮盒,衝鋒陷陣達人學習書 X30,
13363,新年禮盒,我就愛衝鋒陷陣學習書 X30,
13364,新年禮盒,紅心伺服器麥克風 X4,
13365,寵物雙倍機率驚喜箱V,藍寶怪領養券 X1,收費機會箱子(50 ~ 150)
13366,寵物雙倍機率驚喜箱V,胖悟空領養券 X1,收費機會箱子(50 ~ 150)
13367,寵物雙倍機率驚喜箱V,銀河領養券 X1,收費機會箱子(50 ~ 150)
13368,寵物雙倍機率驚喜箱V,殘像兌換券 X1,收費機會箱子(50 ~ 150)
13369,寵物雙倍機率驚喜箱V,閃亮4欄寶石箱子 X1,收費機會箱子(50 ~ 150)
13370,寵物雙倍機率驚喜箱V,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
13371,寵物雙倍機率驚喜箱V,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
13372,寵物雙倍機率驚喜箱V,莉莉的第3個藍色寶石 X1,收費機會箱子(50 ~ 150)
13373,寵物雙倍機率驚喜箱V,古代之書 -《破滅》學習書(30日) X1,收費機會箱子(50 ~ 150)
13374,寵物雙倍機率驚喜箱V,神妙的第2個徽章(30日)兌換券 X1,收費機會箱子(50 ~ 150)
13375,寵物雙倍機率驚喜箱V,劇情角色服裝兌換券 X1,收費機會箱子(50 ~ 150)
13376,寵物雙倍機率驚喜箱V,鑲嵌妙藥 X3,收費機會箱子(50 ~ 150)
13377,寵物雙倍機率驚喜箱V,皇家暴風藥水 X2,收費機會箱子(50 ~ 150)
13378,寵物雙倍機率驚喜箱V,復活精髓 X15,收費機會箱子(50 ~ 150)
13379,寵物雙倍機率驚喜箱V,經驗值秘藥500% X2,收費機會箱子(50 ~ 150)
13380,寵物雙倍機率驚喜箱V,皇家姜太公的祝福 X3,收費機會箱子(50 ~ 150)
13381,寵物雙倍機率驚喜箱V,超級萬能木錘兌換券 X2,收費機會箱子(50 ~ 150)
13382,寵物雙倍機率驚喜箱V,高級暢快可樂 X50,收費機會箱子(50 ~ 150)
13383,寵物雙倍機率驚喜箱V,發亮的暴風藥水 X30,收費機會箱子(50 ~ 150)
13384,寵物雙倍機率驚喜箱V,糖漿組合兌換券 X2,收費機會箱子(50 ~ 150)
13385,寵物雙倍機率驚喜箱V,"藍寶怪領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13386,寵物雙倍機率驚喜箱V,"胖悟空領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13387,寵物雙倍機率驚喜箱V,"銀河領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13388,寵物雙倍機率驚喜箱V,"殘像兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13389,寵物雙倍機率驚喜箱V,"閃亮4欄寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13390,寵物雙倍機率驚喜箱V,"喬安潘的第3個紅寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13391,寵物雙倍機率驚喜箱V,"卡茲諾的第3個黃寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13392,寵物雙倍機率驚喜箱V,"莉莉的第3個藍色寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13393,寵物雙倍機率驚喜箱V,"古代之書 -《破滅》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13394,寵物雙倍機率驚喜箱V,"神妙的第2個徽章(30日)兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13395,寵物雙倍機率驚喜箱V,"劇情角色服裝兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13396,寵物雙倍機率驚喜箱V,"鑲嵌妙藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13397,寵物雙倍機率驚喜箱V,"皇家暴風藥水 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13398,寵物雙倍機率驚喜箱V,"復活精髓 X15
皇家福袋 X1",收費機會箱子(50 ~ 150)
13399,寵物雙倍機率驚喜箱V,"經驗值秘藥500% X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13400,寵物雙倍機率驚喜箱V,"皇家姜太公的祝福 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13401,寵物雙倍機率驚喜箱V,"超級萬能木錘兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13402,寵物雙倍機率驚喜箱V,"高級暢快可樂 X50
皇家福袋 X1",收費機會箱子(50 ~ 150)
13403,寵物雙倍機率驚喜箱V,"發亮的暴風藥水 X30
皇家福袋 X1",收費機會箱子(50 ~ 150)
13404,寵物雙倍機率驚喜箱V,"糖漿組合兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13405,彩虹島物語皇家箱子XX,堤米領養券 X1,收費機會箱子(50 ~ 150)
13406,彩虹島物語皇家箱子XX,熊貓超人領養券 X1,收費機會箱子(50 ~ 150)
13407,彩虹島物語皇家箱子XX,匠人的手藝學習書 X1,收費機會箱子(50 ~ 150)
13408,彩虹島物語皇家箱子XX,閃亮4欄寶石箱子 X1,收費機會箱子(50 ~ 150)
13409,彩虹島物語皇家箱子XX,殘像兌換券 X1,收費機會箱子(50 ~ 150)
13410,彩虹島物語皇家箱子XX,發光的穆亞杏仁寶石 X1,收費機會箱子(50 ~ 150)
13411,彩虹島物語皇家箱子XX,發光的愛麗絲火龍果寶石 X1,收費機會箱子(50 ~ 150)
13412,彩虹島物語皇家箱子XX,閃耀黑月的可頌寶石 X1,收費機會箱子(50 ~ 150)
13413,彩虹島物語皇家箱子XX,麥德斯的手藝學習書(30日) X1,收費機會箱子(50 ~ 150)
13414,彩虹島物語皇家箱子XX,古代之書 -《暴走》學習書(30日) X1,收費機會箱子(50 ~ 150)
13415,彩虹島物語皇家箱子XX,古代之書 -《調和》學習書(30日) X1,收費機會箱子(50 ~ 150)
13416,彩虹島物語皇家箱子XX,加油吧技能學習書 X1,收費機會箱子(50 ~ 150)
13417,彩虹島物語皇家箱子XX,皇家暴風藥水 X1,收費機會箱子(50 ~ 150)
13418,彩虹島物語皇家箱子XX,鑲嵌神藥 X3,收費機會箱子(50 ~ 150)
13419,彩虹島物語皇家箱子XX,鑲嵌妙藥 X3,收費機會箱子(50 ~ 150)
13420,彩虹島物語皇家箱子XX,經驗值秘藥300% X2,收費機會箱子(50 ~ 150)
13421,彩虹島物語皇家箱子XX,那勒斯的妙藥 X10,收費機會箱子(50 ~ 150)
13422,彩虹島物語皇家箱子XX,巴斯巴斯的妙藥 X10,收費機會箱子(50 ~ 150)
13423,彩虹島物語皇家箱子XX,王者攻擊力秘藥 X4,收費機會箱子(50 ~ 150)
13424,彩虹島物語皇家箱子XX,王者攻擊力秘藥2 X4,收費機會箱子(50 ~ 150)
13425,彩虹島物語皇家箱子XX,王者防禦秘藥 X4,收費機會箱子(50 ~ 150)
13426,彩虹島物語皇家箱子XX,糖漿組合兌換券 X2,收費機會箱子(50 ~ 150)
13427,彩虹島物語皇家箱子XX,"堤米領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13428,彩虹島物語皇家箱子XX,"熊貓超人領養券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13429,彩虹島物語皇家箱子XX,"匠人的手藝學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13430,彩虹島物語皇家箱子XX,"閃亮4欄寶石箱子 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13431,彩虹島物語皇家箱子XX,"殘像兌換券 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13432,彩虹島物語皇家箱子XX,"發光的穆亞杏仁寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13433,彩虹島物語皇家箱子XX,"發光的愛麗絲火龍果寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13434,彩虹島物語皇家箱子XX,"閃耀黑月的可頌寶石 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13435,彩虹島物語皇家箱子XX,"麥德斯的手藝學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13436,彩虹島物語皇家箱子XX,"古代之書 -《暴走》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13437,彩虹島物語皇家箱子XX,"古代之書 -《調和》學習書(30日) X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13438,彩虹島物語皇家箱子XX,"加油吧技能學習書 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13439,彩虹島物語皇家箱子XX,"皇家暴風藥水 X1
皇家福袋 X1",收費機會箱子(50 ~ 150)
13440,彩虹島物語皇家箱子XX,"鑲嵌神藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13441,彩虹島物語皇家箱子XX,"鑲嵌妙藥 X3
皇家福袋 X1",收費機會箱子(50 ~ 150)
13442,彩虹島物語皇家箱子XX,"經驗值秘藥300% X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13443,彩虹島物語皇家箱子XX,"那勒斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13444,彩虹島物語皇家箱子XX,"巴斯巴斯的妙藥 X10
皇家福袋 X1",收費機會箱子(50 ~ 150)
13445,彩虹島物語皇家箱子XX,"王者攻擊力秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13446,彩虹島物語皇家箱子XX,"王者攻擊力秘藥2 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13447,彩虹島物語皇家箱子XX,"王者防禦秘藥 X4
皇家福袋 X1",收費機會箱子(50 ~ 150)
13448,彩虹島物語皇家箱子XX,"糖漿組合兌換券 X2
皇家福袋 X1",收費機會箱子(50 ~ 150)
13449,彩虹島物語皇家箱子XXI,阿斯蒙蒂斯領養券 X1,收費機會箱子(50 ~ 150)
13450,彩虹島物語皇家箱子XXI,影波克領養券 X1,收費機會箱子(50 ~ 150)
13451,彩虹島物語皇家箱子XXI,咕咕雞領養券 X1,收費機會箱子(50 ~ 150)
13452,彩虹島物語皇家箱子XXI,阿卡修拉的噩夢寶石箱子 X1,收費機會箱子(50 ~ 150)
13453,彩虹島物語皇家箱子XXI,殘像兌換券 X1,收費機會箱子(50 ~ 150)
13454,彩虹島物語皇家箱子XXI,喬安潘的第3個紅寶石 X1,收費機會箱子(50 ~ 150)
13455,彩虹島物語皇家箱子XXI,卡茲諾的第3個黃寶石 X1,收費機會箱子(50 ~ 150)
13456,彩虹島物語皇家箱子XXI,莉莉的第3個藍色寶石 X1,收費機會箱子(50 ~ 150)
13457,彩虹島物語皇家箱子XXI,古代之書 -《暴走》學習書(30日) X1,收費機會箱子(50 ~ 150)
13458,彩虹島物語皇家箱子XXI,古代之書 -《激怒》學習書(30日) X1,收費機會箱子(50 ~ 150)
13459,彩虹島物語皇家箱子XXI,古代之書 -《破滅》學習書(30日) X1,收費機會箱子(50 ~ 150)
