ID,强化前,强化后,强化描述,强化材料,成功率(%),是否吃镶嵌加成,手續費
165300310,烏龜胸針 +9,烏龜胸針 +10,強化後材料會消失,烏龜胸針 X1,100,是,0
165300311,烏龜胸針 +10,烏龜胸針 +11,強化後材料會消失,烏龜胸針 X1,100,是,0
165300312,烏龜胸針 +11,烏龜胸針 +12,強化後材料會消失,烏龜胸針 X1,100,是,0
165300313,烏龜胸針 +12,烏龜胸針 +13,強化後材料會消失,烏龜胸針 X1,100,是,0
165300314,烏龜胸針 +13,烏龜胸針 +14,強化後材料會消失,烏龜胸針 X1,100,是,0
165300315,烏龜胸針 +14,烏龜胸針 +15,強化後材料會消失,烏龜胸針 X1,100,是,0
165300316,烏龜胸針 +15,烏龜胸針 +16,強化後材料會消失,烏龜胸針 X1,100,是,0
165300317,烏龜胸針 +16,烏龜胸針 +17,強化後材料會消失,烏龜胸針 X1,100,是,0
165300318,烏龜胸針 +17,烏龜胸針 +18,強化後材料會消失,烏龜胸針 X1,100,是,0
165300319,烏龜胸針 +18,烏龜胸針 +19,強化後材料會消失,烏龜胸針 X1,100,是,0
165300320,烏龜胸針 +19,烏龜胸針 +20,強化後材料會消失,烏龜胸針 X1,100,是,0
165300321,烏龜胸針 +20,烏龜胸針 +21,強化後材料會消失,烏龜胸針 X1,100,是,0
165300322,烏龜胸針 +21,烏龜胸針 +22,強化後材料會消失,烏龜胸針 X1,100,是,0
165300323,烏龜胸針 +22,烏龜胸針 +23,強化後材料會消失,烏龜胸針 X1,100,是,0
165300324,烏龜胸針 +23,烏龜胸針 +24,強化後材料會消失,烏龜胸針 X1,100,是,0
165300325,烏龜胸針 +24,烏龜胸針 +25,強化後材料會消失,烏龜胸針 X1,100,是,0
165300326,烏龜胸針 +25,烏龜胸針 +26,強化後材料會消失,烏龜胸針 X1,100,是,0
165300327,烏龜胸針 +26,烏龜胸針 +27,強化後材料會消失,烏龜胸針 X1,100,是,0
165300328,烏龜胸針 +27,烏龜胸針 +28,強化後材料會消失,烏龜胸針 X1,100,是,0
165300329,烏龜胸針 +28,烏龜胸針 +29,強化後材料會消失,烏龜胸針 X1,100,是,0
165300330,烏龜胸針 +29,烏龜胸針 +30,強化後材料會消失,烏龜胸針 X1,100,是,0
164500601,深淵徽章,深淵徽章 +1,強化後材料會消失,深淵徽章 X1,100,是,0
164500602,深淵徽章 +1,深淵徽章 +2,強化後材料會消失,深淵徽章 X1,100,是,0
164500603,深淵徽章 +2,深淵徽章 +3,強化後材料會消失,深淵徽章 X1,100,是,0
164500604,深淵徽章 +3,深淵徽章 +4,強化後材料會消失,深淵徽章 X1,100,是,0
164500605,深淵徽章 +4,深淵徽章 +5,強化後材料會消失,深淵徽章 X1,100,是,0
164500606,深淵徽章 +5,深淵徽章 +6,強化後材料會消失,深淵徽章 X1,100,是,0
164500607,深淵徽章 +6,深淵徽章 +7,強化後材料會消失,深淵徽章 X1,100,是,0
164500608,深淵徽章 +7,深淵徽章 +8,強化後材料會消失,深淵徽章 X1,100,是,0
164500609,深淵徽章 +8,深淵徽章 +9,強化後材料會消失,深淵徽章 X1,100,是,0
164700601,海洋徽章,海洋徽章 +1,強化後材料會消失,海洋徽章 X1,100,是,0
164700602,海洋徽章 +1,海洋徽章 +2,強化後材料會消失,海洋徽章 X1,100,是,0
164700603,海洋徽章 +2,海洋徽章 +3,強化後材料會消失,海洋徽章 X1,100,是,0
164700604,海洋徽章 +3,海洋徽章 +4,強化後材料會消失,海洋徽章 X1,100,是,0
164700605,海洋徽章 +4,海洋徽章 +5,強化後材料會消失,海洋徽章 X1,100,是,0
164700606,海洋徽章 +5,海洋徽章 +6,強化後材料會消失,海洋徽章 X1,100,是,0
164700607,海洋徽章 +6,海洋徽章 +7,強化後材料會消失,海洋徽章 X1,100,是,0
164700608,海洋徽章 +7,海洋徽章 +8,強化後材料會消失,海洋徽章 X1,100,是,0
164700609,海洋徽章 +8,海洋徽章 +9,強化後材料會消失,海洋徽章 X1,100,是,0
164900410,翡翠四角徽章 +9,深淵香蕉徽章,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900501,深淵香蕉徽章,深淵香蕉徽章 +1,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900502,深淵香蕉徽章 +1,深淵香蕉徽章 +2,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900503,深淵香蕉徽章 +2,深淵香蕉徽章 +3,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900504,深淵香蕉徽章 +3,深淵香蕉徽章 +4,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900505,深淵香蕉徽章 +4,深淵香蕉徽章 +5,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900506,深淵香蕉徽章 +5,深淵香蕉徽章 +6,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900507,深淵香蕉徽章 +6,深淵香蕉徽章 +7,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900508,深淵香蕉徽章 +7,深淵香蕉徽章 +8,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
164900509,深淵香蕉徽章 +8,深淵香蕉徽章 +9,強化後材料會消失,"奧賽里諾的鋼鐵披風碎片 X10
奧賽里諾被詛咒的寶石 X10
奧賽里諾的神秘頭髮 X10",100,是,0
81297321,[活動] 小章魚淨化棒,[活動] 小章魚淨化棒☆,強化後材料會消失,[活動] 小章魚碎片 X30,100,否,0
81297331,[活動] 小章魚淨化棒☆,[活動] 小章魚淨化棒★,強化後材料會消失,[活動] 小章魚碎片 X30,100,否,0
165602501,,,強化後材料會消失,[活動]凱伊絲搜尋的奇怪的石頭 X1,100,是,0
165602502,,,強化後材料會消失,[活動]凱伊絲搜尋的奇怪的石頭 X1,100,是,0
165500251,特莉妮婭的狸貓圖騰 +50,暴走的愛麗絲圖騰,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500301,暴走的愛麗絲圖騰,暴走的愛麗絲圖騰 +1,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500302,暴走的愛麗絲圖騰 +1,暴走的愛麗絲圖騰 +2,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500303,暴走的愛麗絲圖騰 +2,暴走的愛麗絲圖騰 +3,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500304,暴走的愛麗絲圖騰 +3,暴走的愛麗絲圖騰 +4,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500305,暴走的愛麗絲圖騰 +4,暴走的愛麗絲圖騰 +5,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500306,暴走的愛麗絲圖騰 +5,暴走的愛麗絲圖騰 +6,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500307,暴走的愛麗絲圖騰 +6,暴走的愛麗絲圖騰 +7,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500308,暴走的愛麗絲圖騰 +7,暴走的愛麗絲圖騰 +8,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500309,暴走的愛麗絲圖騰 +8,暴走的愛麗絲圖騰 +9,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500310,暴走的愛麗絲圖騰 +9,暴走的愛麗絲圖騰 +10,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500311,暴走的愛麗絲圖騰 +10,暴走的愛麗絲圖騰 +11,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500312,暴走的愛麗絲圖騰 +11,暴走的愛麗絲圖騰 +12,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500313,暴走的愛麗絲圖騰 +12,暴走的愛麗絲圖騰 +13,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500314,暴走的愛麗絲圖騰 +13,暴走的愛麗絲圖騰 +14,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500315,暴走的愛麗絲圖騰 +14,暴走的愛麗絲圖騰 +15,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500316,暴走的愛麗絲圖騰 +15,暴走的愛麗絲圖騰 +16,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500317,暴走的愛麗絲圖騰 +16,暴走的愛麗絲圖騰 +17,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500318,暴走的愛麗絲圖騰 +17,暴走的愛麗絲圖騰 +18,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500319,暴走的愛麗絲圖騰 +18,暴走的愛麗絲圖騰 +19,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500320,暴走的愛麗絲圖騰 +19,暴走的愛麗絲圖騰 +20,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500321,暴走的愛麗絲圖騰 +20,暴走的愛麗絲圖騰 +21,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500322,暴走的愛麗絲圖騰 +21,暴走的愛麗絲圖騰 +22,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500323,暴走的愛麗絲圖騰 +22,暴走的愛麗絲圖騰 +23,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500324,暴走的愛麗絲圖騰 +23,暴走的愛麗絲圖騰 +24,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500325,暴走的愛麗絲圖騰 +24,暴走的愛麗絲圖騰 +25,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500326,暴走的愛麗絲圖騰 +25,暴走的愛麗絲圖騰 +26,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500327,暴走的愛麗絲圖騰 +26,暴走的愛麗絲圖騰 +27,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500328,暴走的愛麗絲圖騰 +27,暴走的愛麗絲圖騰 +28,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500329,暴走的愛麗絲圖騰 +28,暴走的愛麗絲圖騰 +29,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500330,暴走的愛麗絲圖騰 +29,暴走的愛麗絲圖騰 +30,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500331,暴走的愛麗絲圖騰 +30,暴走的愛麗絲圖騰 +31,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500332,暴走的愛麗絲圖騰 +31,暴走的愛麗絲圖騰 +32,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500333,暴走的愛麗絲圖騰 +32,暴走的愛麗絲圖騰 +33,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500334,暴走的愛麗絲圖騰 +33,暴走的愛麗絲圖騰 +34,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500335,暴走的愛麗絲圖騰 +34,暴走的愛麗絲圖騰 +35,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500336,暴走的愛麗絲圖騰 +35,暴走的愛麗絲圖騰 +36,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500337,暴走的愛麗絲圖騰 +36,暴走的愛麗絲圖騰 +37,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500338,暴走的愛麗絲圖騰 +37,暴走的愛麗絲圖騰 +38,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500339,暴走的愛麗絲圖騰 +38,暴走的愛麗絲圖騰 +39,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500340,暴走的愛麗絲圖騰 +39,暴走的愛麗絲圖騰 +40,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500341,暴走的愛麗絲圖騰 +40,暴走的愛麗絲圖騰 +41,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500342,暴走的愛麗絲圖騰 +41,暴走的愛麗絲圖騰 +42,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500343,暴走的愛麗絲圖騰 +42,暴走的愛麗絲圖騰 +43,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500344,暴走的愛麗絲圖騰 +43,暴走的愛麗絲圖騰 +44,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500345,暴走的愛麗絲圖騰 +44,暴走的愛麗絲圖騰 +45,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500346,暴走的愛麗絲圖騰 +45,暴走的愛麗絲圖騰 +46,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500347,暴走的愛麗絲圖騰 +46,暴走的愛麗絲圖騰 +47,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500348,暴走的愛麗絲圖騰 +47,暴走的愛麗絲圖騰 +48,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500349,暴走的愛麗絲圖騰 +48,暴走的愛麗絲圖騰 +49,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
165500350,暴走的愛麗絲圖騰 +49,暴走的愛麗絲圖騰 +50,強化後材料會消失,"滅絕的槍破片 X10
墮落的女神翅羽 X10
黑玫瑰裝飾 X10",100,是,10000000
164200701,幻影教本,幻影教本 +1,強化後材料會消失,幻影教本 X1,100,是,0
164200702,幻影教本 +1,幻影教本 +2,強化後材料會消失,幻影教本 X1,100,是,0
164200703,幻影教本 +2,幻影教本 +3,強化後材料會消失,幻影教本 X1,100,是,0
164200704,幻影教本 +3,幻影教本 +4,強化後材料會消失,幻影教本 X1,100,是,0
164200705,幻影教本 +4,幻影教本 +5,強化後材料會消失,幻影教本 X1,100,是,0
164200706,幻影教本 +5,幻影教本 +6,強化後材料會消失,幻影教本 X1,100,是,0
164200707,幻影教本 +6,幻影教本 +7,強化後材料會消失,幻影教本 X1,100,是,0
164200708,幻影教本 +7,幻影教本 +8,強化後材料會消失,幻影教本 X1,100,是,0
164200709,幻影教本 +8,幻影教本 +9,強化後材料會消失,幻影教本 X1,100,是,0
10214212,厄運的手套,厄運的手套☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214212,厄運的護甲,厄運的護甲☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114212,厄運的褲裙,厄運的褲裙☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214212,厄運的靴子,厄運的靴子☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514212,厄運的頭盔,厄運的頭盔☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
10214222,厄運的手套☆,厄運的手套★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214222,厄運的護甲☆,厄運的護甲★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114222,厄運的褲裙☆,厄運的褲裙★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214222,厄運的靴子☆,厄運的靴子★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514222,厄運的頭盔☆,厄運的頭盔★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
10214232,厄運的手套★,厄運的手套★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214232,厄運的護甲★,厄運的護甲★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114232,厄運的褲裙★,厄運的褲裙★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214232,厄運的靴子★,厄運的靴子★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514232,厄運的頭盔★,厄運的頭盔★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
10214242,厄運的手套★☆,厄運的手套★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214242,厄運的護甲★☆,厄運的護甲★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114242,厄運的褲裙★☆,厄運的褲裙★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214242,厄運的靴子★☆,厄運的靴子★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514242,厄運的頭盔★☆,厄運的頭盔★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
10214252,厄運的手套★★,厄運的手套★★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214252,厄運的護甲★★,厄運的護甲★★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114252,厄運的褲裙★★,厄運的褲裙★★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214252,厄運的靴子★★,厄運的靴子★★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514252,厄運的頭盔★★,厄運的頭盔★★☆,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
10214262,厄運的手套★★☆,厄運的手套★★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
20214262,厄運的護甲★★☆,厄運的護甲★★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
30114262,厄運的褲裙★★☆,厄運的褲裙★★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
70214262,厄運的靴子★★☆,厄運的靴子★★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
90514262,厄運的頭盔★★☆,厄運的頭盔★★★,強化後材料會消失,"邪惡的女神萬惡結晶 X10
邪惡的女神護膝 X10
邪惡的女神胸針 X10",100,是,0
160600501,阿卡修拉的噩夢寶石,阿卡修拉的噩夢寶石 +1,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600701,阿卡修拉的噩夢寶石 +1,阿卡修拉的噩夢寶石 +2,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600702,阿卡修拉的噩夢寶石 +2,阿卡修拉的噩夢寶石 +3,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600703,阿卡修拉的噩夢寶石 +3,阿卡修拉的噩夢寶石 +4,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600704,阿卡修拉的噩夢寶石 +4,阿卡修拉的噩夢寶石 +5,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600705,阿卡修拉的噩夢寶石 +5,阿卡修拉的噩夢寶石 +6,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600706,阿卡修拉的噩夢寶石 +6,阿卡修拉的噩夢寶石 +7,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600707,阿卡修拉的噩夢寶石 +7,阿卡修拉的噩夢寶石 +8,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160600708,阿卡修拉的噩夢寶石 +8,阿卡修拉的噩夢寶石 +9,強化後材料會消失,阿卡修拉的噩夢寶石 X1,100,是,0
160300701,法老紅色結晶,法老紅色結晶 +1,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300702,法老紅色結晶 +1,法老紅色結晶 +2,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300703,法老紅色結晶 +2,法老紅色結晶 +3,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300704,法老紅色結晶 +3,法老紅色結晶 +4,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300705,法老紅色結晶 +4,法老紅色結晶 +5,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300706,法老紅色結晶 +5,法老紅色結晶 +6,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300707,法老紅色結晶 +6,法老紅色結晶 +7,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300708,法老紅色結晶 +7,法老紅色結晶 +8,強化後材料會消失,法老紅色結晶 X1,100,是,0
160300709,法老紅色結晶 +8,法老紅色結晶 +9,強化後材料會消失,法老紅色結晶 X1,100,是,0
160400701,法老黃色結晶,法老黃色結晶 +1,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400702,法老黃色結晶 +1,法老黃色結晶 +2,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400703,法老黃色結晶 +2,法老黃色結晶 +3,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400704,法老黃色結晶 +3,法老黃色結晶 +4,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400705,法老黃色結晶 +4,法老黃色結晶 +5,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400706,法老黃色結晶 +5,法老黃色結晶 +6,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400707,法老黃色結晶 +6,法老黃色結晶 +7,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400708,法老黃色結晶 +7,法老黃色結晶 +8,強化後材料會消失,法老黃色結晶 X1,100,是,0
160400709,法老黃色結晶 +8,法老黃色結晶 +9,強化後材料會消失,法老黃色結晶 X1,100,是,0
160500701,法老藍色結晶,法老藍色結晶 +1,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500702,法老藍色結晶 +1,法老藍色結晶 +2,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500703,法老藍色結晶 +2,法老藍色結晶 +3,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500704,法老藍色結晶 +3,法老藍色結晶 +4,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500705,法老藍色結晶 +4,法老藍色結晶 +5,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500706,法老藍色結晶 +5,法老藍色結晶 +6,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500707,法老藍色結晶 +6,法老藍色結晶 +7,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500708,法老藍色結晶 +7,法老藍色結晶 +8,強化後材料會消失,法老藍色結晶 X1,100,是,0
160500709,法老藍色結晶 +8,法老藍色結晶 +9,強化後材料會消失,法老藍色結晶 X1,100,是,0
165100601,古代大象貼紙,古代大象貼紙 +1,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100602,古代大象貼紙 +1,古代大象貼紙 +2,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100603,古代大象貼紙 +2,古代大象貼紙 +3,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100604,古代大象貼紙 +3,古代大象貼紙 +4,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100605,古代大象貼紙 +4,古代大象貼紙 +5,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100606,古代大象貼紙 +5,古代大象貼紙 +6,強化後材料會消失,古代大象貼紙 X1,100,是,0
165100607,古代大象貼紙 +6,古代大象貼紙 +7,強化後材料會消失,古代大象貼紙 X1,100,是,0
