ID,稱號名稱,稱號説明,稱號屬性,稱號效果,效果説明
9977,??? ???_?????,??? ???_?????,"所有能力值 +150000
物理/魔法爆擊傷害 +1850%
物理/魔法最小傷害 +4000%",99001156,80? HP
9978,??? ???_20,??? ???_20,"所有能力值 +85000
物理/魔法爆擊傷害 +1700%
物理/魔法最小傷害 +650%",71000275,80? HP
9979,??? ???_19,??? ???_19,"所有能力值 +85000
物理/魔法爆擊傷害 +1700%
物理/魔法最小傷害 +650%",81001751,???? ?? 20%
9980,??? ???_18,??? ???_18,"所有能力值 +75000
物理/魔法爆擊傷害 +1200%
物理/魔法最小傷害 +650%",81001751,爆擊率 20%
9981,??? ???_17,??? ???_17,"所有能力值 +64000
物理/魔法爆擊傷害 +1000%
物理/魔法最小傷害 +650%",81001751,爆擊率 20%
9982,??? ???_16,??? ???_16,"所有能力值 +64000
物理/魔法爆擊傷害 +800%
物理/魔法最小傷害 +250%",81001751,爆擊率 20%
9983,??? ???_15,??? ???_15,"所有能力值 +54000
物理/魔法爆擊傷害 +700%
物理/魔法最小傷害 +250%",81001751,爆擊率 20%
9984,??? ???_14,??? ???_14,"所有能力值 +24000
物理/魔法爆擊傷害 +700%
物理/魔法最小傷害 +250%",81001751,爆擊率 20%
9985,??? ???_13,??? ???_13,"所有能力值 +18000
物理/魔法爆擊傷害 +700%
物理/魔法最小傷害 +250%",81001751,爆擊率 20%
9986,??? ???_12,??? ???_12,"所有能力值 +18000
物理/魔法爆擊傷害 +600%
物理/魔法最小傷害 +200%",81001751,爆擊率 20%
9987,稱號測試_11,??? ???_11,"所有能力值 +18000
物理/魔法爆擊傷害 +500%
物理/魔法最小傷害 +150%",81001751,爆擊率 20%
9988,稱號測試_10,??? ???_10,"所有能力值 +15000
物理/魔法爆擊傷害 +450%
物理/魔法最小傷害 +150%",99001137,爆擊率 20%
9989,稱號測試_9,??? ???_9,"所有能力值 +11000
物理/魔法爆擊傷害 +400%
物理/魔法最小傷害 +150%",99001137,爆擊率 20%
9990,稱號測試?,??? ????,"最大HP +2000000
最大SP+1000000
減少傷害+99%",99001153,????+?? 600
9991,稱號測試_8,??? ???_8,"所有能力值 +7000
物理/魔法爆擊傷害 +400%
物理/魔法最小傷害 +150%",99001137,爆擊率 20%
9992,稱號測試_7,??? ???_7,"所有能力值 +2500
物理/魔法爆擊傷害 +400%
物理/魔法最小傷害 +150%",99001137,爆擊率 20%
9993,稱號測試_7 (魔法用),??? ???_7 (???),"所有能力值 +2500
魔法爆擊傷害+250%
魔法最小傷害+125%",0,魔法爆擊率 16%
9994,稱號測試_6,??? ???_6,"所有能力值 +2500
物理/魔法爆擊傷害 +250%
物理/魔法最小傷害 +125%",99001133,爆擊率 16%
9995,稱號測試_5,??? ???_5,"所有能力值 +2500
物理/魔法爆擊傷害 +200%
物理/魔法最小傷害 +100%",99001133,爆擊率 16%
9996,稱號測試_4,??? ???_4,"所有能力值 +700
魔法爆擊傷害+100%
魔法最小傷害+40%",0,
9997,稱號測試_3,??? ???_3,"所有能力值 +2000
物理/魔法爆擊傷害 +140%
物理/魔法最小傷害 +60%",0,
9998,稱號測試_1,??? ???_1,"所有能力值 +300
物理/魔法爆擊傷害 +50%
物理/魔法最小傷害 +20%",0,
9999,稱號測試_2,??? ???_2,"所有能力值 +1000000
物理/魔法爆擊傷害 +1000%
物理/魔法最小傷害 +30000%",99001151,"??, ?? ??? +1000, ??/?? ??? (??? ???)"
1332,JEWEL STAR(30日),\n閃閃發光的JEWEL STAR!!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1333,沙漠冒險家,\n猶忒王國也很有名的冒險家,"所有能力值 +150
物理/魔法爆擊率 +1%
移動速度+5%",0,
1334,拉的城堡征服者,\n賦予征服拉的城堡之英雄的稱號,"所有能力值 +150
物理/魔法爆擊率 +2%
移動速度+5%",0,
1335,安息之地挑戰者,\n為不斷挑戰安息之地的冒險家加油,"所有能力值 +150
物理/魔法爆擊率 +2%
移動速度+10%",0,
1336,塔爾達洛斯的黑暗,\n知道塔爾達洛斯的黑暗真相者,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +1%
物理/魔法最大傷害 +1%",0,
1337,地下工地冒險家,\n塔爾達洛斯也很有名的冒險家,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +1%
物理/魔法最大傷害 +5%",0,
1338,超人紀念館征服者,\n賦予征服超人紀念館之英雄的稱號,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +2%
物理/魔法最大傷害 +5%",0,
1339,地獄房間挑戰者,\n為不斷挑戰地獄房間的冒險家加油,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +2%
物理/魔法最大傷害 +15%",0,
1340,JEWEL STAR,\n閃閃發光的JEWEL STAR!!,,0,
1341,寶石之星,\n4轉職業王者!! 我是彩虹島物語的寶石之星!,,0,
1342,考古學家,\n我現在也是正式的考古學家了!,"力量+200
魔力+200",0,
1343,我是偶像明星!,,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得經驗值+100%",0,
1344,今年我四歲!,,物理/魔法爆擊傷害 +13%,0,
1345,成為我的支柱,,物理/魔法命中率 +13%,0,
1346,彩虹島物語四周年紀念,,物理/魔法最大傷害 +13%,0,
1347,愛麗絲陣營,\n彩虹島物語的起源─愛麗絲陣營,,0,
1348,愛麗絲陣營(30日),\n彩虹島物語的起源─愛麗絲陣營,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1349,女神的劊子手,\n為了英雄，塔爾達洛斯的麥爾比克所提出的稱號,"物理/魔法爆擊率 +1%
物理/魔法最大傷害 +1%
物理/魔法命中率 +10%",0,
1350,攀越怪物樹山林,\n給攀越怪物樹山林的你。,"物理/魔法爆擊率 +1%
物理/魔法最大傷害 +5%
物理/魔法命中率 +10%",0,
1351,山谷探險,\n探險新地方的心情,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +5%
物理/魔法命中率 +10%",0,
1352,為了戰士的祈禱,\n願逝者歸於塵土。,"物理/魔法爆擊率 +2%
物理/魔法最大傷害 +15%
物理/魔法命中率 +10%",0,
1353,龍之信任,\n給具有馴服召喚獸卡勒迪安資格之人的稱號,"所有能力值 +150
物理/魔法爆擊率 +3%",0,
1354,完美掌握人工智慧!,\n給具有馴服召喚獸依萊佳資格之人的稱號,"所有能力值 +150
物理/魔法爆擊率 +3%",0,
1355,嘮叨鬼寶物的朋友,\n給具有馴服召喚獸星願羽翼資格之人的稱號,"所有能力值 +150
物理/魔法爆擊率 +3%",0,
1356,高傲惡魔的信賴,\n給具有馴服召喚獸貝雅蒂彩資格之人的稱號,"所有能力值 +150
物理/魔法爆擊率 +3%",0,
1357,金錢就是一切，耶比!,\n給具有馴服召喚獸富翁耶比資格之人的稱號,"所有能力值 +150
獲得錢+5%",0,
1358,交流的證據,\n給具有馴服召喚獸悠尼亞資格之人的稱號,"所有能力值 +150
物理/魔法爆擊率 +3%",0,
1359,彩虹島物語人氣王(30日),"\n2019年玩家募集展獲選稱號!\n""用點心""玩家的設計!\n你就是真正的彩虹島物語人氣王!","物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1360,彩虹島物語人氣王,\n2019年玩家募集展獲選稱號! 恭喜你!,,0,
1361,菜鳥獵人,\n只是努力地狩獵而已。,"武器攻擊力/屬性力 +5
物理/魔法傷害 +100",0,
1362,初級獵人,\n只是努力地狩獵而已。,"武器攻擊力/屬性力 +10
物理/魔法傷害 +200",0,
1363,中級獵人,\n只是努力地狩獵而已。,"武器攻擊力/屬性力 +15
物理/魔法傷害 +300",0,
1364,高級獵人,\n只是努力地狩獵而已。,"武器攻擊力/屬性力 +20
物理/魔法傷害 +400",0,
1365,Cute Heart(30日),\n可愛的愛心砰砰砰,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1366,Cute Heart,\n可愛的愛心砰砰砰,,0,
1367,與蓋亞的約定,\n約定好總有一天與女神再次相見,"物理/魔法最大傷害 +1%
物理/魔法命中率 +5%
物理/魔法爆擊傷害 +5%",0,
1368,愛麗絲的不安,\n現在愛麗絲害怕的是什麼?,"物理/魔法最大傷害 +2%
物理/魔法命中率 +5%
物理/魔法爆擊傷害 +5%",0,
1369,亞德利卡的噩夢,\n了解到遺留在幻影大地的痛苦。,"物理/魔法最大傷害 +5%
物理/魔法命中率 +10%
物理/魔法爆擊傷害 +5%",0,
1370,完走龍峽谷,\n努力在幻影大地亞德利卡和龍峽谷中奔走。,"物理/魔法最大傷害 +5%
物理/魔法命中率 +10%
物理/魔法爆擊傷害 +10%",0,
1371,來自神的處所,\n為了珍惜神之樹拉法爾的神的使者。,"物理/魔法最大傷害 +15%
物理/魔法命中率 +10%
物理/魔法爆擊傷害 +10%",0,
1372,Merry Christmas!(30日),\n彩虹島物語聖誕節快樂!!! 幸福的聖誕節就和彩虹島物語一起度過~,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1373,Merry Christmas!,\n彩虹島物語聖誕節快樂!!! 幸福的聖誕節就和彩虹島物語一起度過~,,0,
1374,有一位朋友的,\n去到哪裡可能都不會聽見人家問說有沒有朋友。,物理回擊傷害+10%,0,
1375,真有福氣,\n要去哪裡喝杯茶聊聊天嗎?,道具掉落率+7%,0,
1376,推銷王,\n好像找到了我擅長的事情。,"移動速度+10%
獲得錢+15%",0,
1377,2020 HAPPY NEW YEAR(30日),\n2020年庚子年是充滿幸運的一年~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1378,2020 HAPPY NEW YEAR,\n2020年庚子年是充滿幸運的一年~!,,0,
1379,YOMI(30日),\n只要看著小松鼠的YOMI就很幸福~,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1380,YOMI,\n只要看著小松鼠的YOMI就很幸福~,,0,
1381,房內混沌的旅行者,\n恭喜征★★★服彩虹島大陸 !,"獲得經驗值+100%
所有能力值 +50",15003914,物理爆擊效果: 物理爆擊傷害增加100%
1382,又一個線索,\n也許這不是結束。,"物理/魔法爆擊傷害 +5%
所有能力值 +100
移動速度+5%",0,
1383,渴望力量之人,\n希望不是壞的選擇…,"物理/魔法爆擊傷害 +5%
所有能力值 +130
移動速度+5%",0,
1384,偉大的魔法痕跡,\n感受到了大法師傑芮尼斯留下的氣息。,"物理/魔法爆擊傷害 +5%
所有能力值 +130
移動速度+10%",0,
1385,清掃魔法修練館,\n完美地清掃了魔法修練館!,"物理/魔法爆擊傷害 +10%
所有能力值 +150
移動速度+10%",0,
1386,學院祭小幫手,\n協助魔法學院傑芮尼斯學院祭的收尾工作。,"物理/魔法爆擊傷害 +10%
所有能力值 +150
移動速度+15%",0,
1387,WEDDING(30日),\n因為在一起而更幸福的結婚,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1388,WEDDING,\n因為在一起而更幸福的結婚,,0,
1389,傑芮尼斯魔法學院(30日),\n你是傑芮尼斯魔法學院的驕傲,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1390,傑芮尼斯魔法學院,\n你是傑芮尼斯魔法學院的驕傲,,0,
1391,撲克獅稱號(30日),\n撲克獅是這個世界上最帥氣最可怕的! 呀吼!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1392,撲克獅稱號,\n撲克獅是這個世界上最帥氣最可怕的! 呀吼!,,0,
1393,迪特向日葵,\n承認你是真正的迪特向日葵。,,0,
1394,破滅大地的救援者,\n在新的大地上走另一條命運之路。,"所有能力值 +150
物理/魔法爆擊率 +3%
物理/魔法命中率 +5%",0,
1395,煞尼克的記憶,\n跟隨煞尼克的記憶。,"所有能力值 +150
物理/魔法爆擊率 +5%
物理/魔法命中率 +5%",0,
1396,為了這個世界的美好結局,\n為了不讓這個世界以悲劇收尾而努力,"所有能力值 +200
物理/魔法爆擊率 +5%
物理/魔法命中率 +10%",0,
1397,慾望遏止者,\n給打倒諾克斯王子的冒險家的稱號,"所有能力值 +200
物理/魔法爆擊率 +5%
物理/魔法命中率 +10%",0,
1398,夢境森林拜訪者,\n向森林守護者獲得認可。,"所有能力值 +300
物理/魔法爆擊率 +5%
物理/魔法命中率 +10%",0,
1399,野餐(30日),\n有美食就更棒的美好野餐!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1400,野餐,\n有美食就更棒的美好野餐!,,0,
1401,暗影行者,\n4轉職業王者!! 我是彩虹島物語的暗影行者!,,0,
1402,蓓菈(30日),\n穿著婚紗的魔界精靈蓓菈!!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1403,蓓菈,\n穿著婚紗的魔界精靈蓓菈!!,,0,
1404,劍神的信賴,\n解決吉斯克領地的事情後，獲得了劍神吉斯卡德的信賴。,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +5%",0,
1405,戰勝忘卻,\n戰勝了忘卻的她所帶來的考驗。,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +5%",0,
1406,看星星,\n盡情飽覽了虛無之星!,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +5%",0,
1407,湖畔散步,\n散步在充滿孤寂的湖畔。,"物理/魔法爆擊傷害 +15%
物理/魔法爆擊率 +5%",0,
1408,神經病,\n哈哈，誰會學這個啊? 該不會…該不會…,,0,
1409,蛀牙惡棍,\n只有滿口蛀牙的惡棍才有資格配戴的稱號,"獲得經驗值+70%
物理/魔法最大傷害 +10%
物理/魔法爆擊率 +2%",0,
1410,Good night(30日),\n珍貴的彩虹島玩家們? 晚安?,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1411,Good night,\n珍貴的彩虹島玩家們? 晚安?,,0,
1412,阿德奇納的決心,\n阿德奇納為了未來下定了決心。,"防禦力+300
物理/魔法最大傷害 +1%",0,
1413,超人聯歡會,\n東方大陸的超人舉辦了不定期的聚會。除了拜斯…,"防禦力+300
物理/魔法最大傷害 +5%",0,
1414,靈魂的缺陷,\n打破了因缺陷而痛苦的夢魔之夢境。,"防禦力+350
物理/魔法最大傷害 +5%",0,
1415,搖籃清潔工,\n認真打掃了帶給某人慰藉的場所。,"防禦力+350
物理/魔法最大傷害 +10%",0,
1416,1級園丁,\n無數次拜訪玫瑰園的結果，已經習慣了玫瑰香，不會醉了!,"防禦力+400
物理/魔法最大傷害 +10%",0,
1417,9999,\n對達成超越等級9999的你表示尊敬之意…,,0,
1418,Master,Master,,0,
1419,Diamond,Diamond,,0,
1420,Platinum,Platinum,,0,
1421,Gold,Gold,,0,
1422,Silver,Silver,,0,
1423,Bronze,Bronze,,0,
1424,MERRY X-MAS(30日),\n幸福的聖誕節!!!聖誕節就和彩虹島物語一起度過~~,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1425,MERRY X-MAS,\n幸福的聖誕節!!!聖誕節就和彩虹島物語一起度過~~,,0,
1426,中立,\n展現出公會傾向中立的稱號,,0,
1427,秩序,\n展現出公會傾向秩序的稱號,,0,
1428,混沌,\n展現出公會傾向混沌的稱號,,0,
1429,2021 HAPPY NEW YEAR(30日),\n祝福2021年新的一年也充滿幸運~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1430,2021 HAPPY NEW YEAR,\n祝福2021年新的一年也充滿幸運~!,,0,
1431,公會任務王,\n適合公會任務之王的稱號,"物理/魔法最大傷害 +1%
物理/魔法爆擊率 +1%
力量+100",0,
1432,公會商品王,\n適合公會商品之王的稱號,"物理/魔法最大傷害 +5%
物理/魔法爆擊率 +1%
力量+150",0,
1433,公會簽到王,\n適合公會簽到之王的稱號,"物理/魔法最大傷害 +5%
物理/魔法爆擊率 +2%
力量+150",0,
1434,公會幸運王,\n適合公會幸運之王的稱號,"物理/魔法最大傷害 +10%
物理/魔法爆擊率 +2%
力量+200",0,
1435,逃亡者,\n我沒有良心~,物理/魔法背後攻擊傷害 +5%,0,
1436,忠誠的公會成員,\n給奉獻於公會的你,所有能力值 +3%,0,
1437,ROSE(30日),\n在玫瑰盛開的那個地方…,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1438,ROSE,\n在玫瑰盛開的那個地方…,,0,
1439,彩虹島創作者 1期,\n我就是彩虹島創作者1期!,,0,
1440,隱藏力量的,\n不是做不到而是不做。,獲得經驗值+10%,0,
1441,最強者,\n你就是..?!,物理/魔法爆擊率 +1%,0,
1442,獲得大地祝福的,\n獲得大地女神蓋亞的庇護。,"所有能力值 +100
物理/魔法最大傷害 +1%
物理/魔法爆擊率 +1%",0,
1443,愛麗絲的冒險家,\n不是女神，而是專屬愛麗絲的冒險家,"所有能力值 +100
物理/魔法最大傷害 +2%
物理/魔法爆擊率 +1%",0,
1444,戰勝絕望,\n戰勝持續的絕望，眺望著聖域的天空。,"所有能力值 +150
物理/魔法最大傷害 +5%
物理/魔法爆擊率 +2%",0,
1445,天使的祝福,\n得到戰鬥天使米卡艾拉的問候，獲得了出入聖地的資格。,"所有能力值 +150
物理/魔法最大傷害 +10%
物理/魔法爆擊率 +2%",0,
1446,粉碎聖域,\n想破壞聖域的魔族痕跡,"所有能力值 +200
物理/魔法最大傷害 +10%
物理/魔法爆擊率 +2%",0,
1447,櫻花探測器,\n來找櫻花了嗎?,"獲得經驗值+100%
移動速度+5%",0,
1448,蜜絲汪稱號(30日),\n收下鈕扣狗的愛心吧,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1449,蜜絲汪稱號,\n收下鈕扣狗的愛心吧,,0,
1450,那時的,\n記得嗎…?那時候…,"獲得經驗值+100%
所有能力值 +5%",15003899,物理爆擊效果: 物理爆擊傷害增加100%
1451,充電中,\n需要稍微休息片刻。,"最大HP+5%
防禦力+1500",0,
1452,LABOOM,\n★15週年更新紀念★,,0,
1453,新手,\n給彩虹島物語新手的稱號,"最大HP+10%
所有能力值 +10%
移動速度+50%",0,
1454,長腿叔叔,\n給讓新手們口袋鼓鼓的人之稱號,最大HP+3%,0,
1455,(舊),\n證明長時間與我們同在的稱號,,0,
1456,LABOOM(30日),\n★15週年更新紀念★,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1457,霧狀花海,\n雖然揭露了過去停留在格爾答的束縛，但是遇到了如花朵般盛開的濃霧。,"物理/魔法爆擊傷害 +5%
移動速度+5%",0,
1458,虛假的回音,\n打倒連存在本身都用謊言來包裝的精靈。,"物理/魔法爆擊傷害 +10%
移動速度+10%",0,
1459,冰柱尖之心,\n拔掉插在內心深處的冰柱。,"物理/魔法爆擊傷害 +10%
移動速度+15%",0,
1460,淨化達人,\n將被汙染的泉水淨化乾淨。,"物理/魔法爆擊傷害 +15%
移動速度+15%",0,
1461,覺醒的冒險家,\n戰勝珀耳塞的考驗，依照蓋亞的意志覺醒。,"所有能力值 +200
物理/魔法爆擊率 +3%
物理/魔法爆擊傷害 +5%",0,
1462,銜尾蛇的誘餌,\n感覺會成為銜尾蛇誘餌的少女出現了。,"所有能力值 +200
物理/魔法命中率 +5%
物理/魔法背後攻擊傷害 +5%",0,
1463,[活動] 慶典終結者,\n給認真參與所有慶典內容的玩家之稱號,物理/魔法背後攻擊傷害 +15%,0,
1464,[活動] 慶典守護者,\n給鼓勵尤菲並守護慶典的玩家之稱號,所有能力值 +150,0,
1465,[活動] 慶典協助者,\n給為了迎接15週年，一起幫忙彩虹島Festival的玩家之稱號,移動速度+15%,0,
1466,我們所有人,我選擇的願望主語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1467,胖胖耶比,我選擇的願望主語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1468,幸福,我選擇的願望賓語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1469,超值,我選擇的願望賓語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1470,獎勵,我選擇的願望賓語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1471,20週年,我選擇的願望賓語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1472,希望,我選擇的願望謂語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1473,喜歡,我選擇的願望謂語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1474,拒絕,我選擇的願望謂語! \n\n預計在2021年9月29日進行定期維護時刪除,,0,
1475,彩虹島創作者2期,\n我就是彩虹島創作者2期!\n\n※參考※\n2021年12月31日活動期間結束時該稱號也會消失。\n但! 若中途未退出並在期間結束前完成活動，就會發放永久制!,,0,
1476,混沌的路口,\n過了很久，站在混沌的路口前。,"物理/魔法最大傷害 +1%
物理/魔法背後攻擊傷害 +5%",0,
1477,噹啷噹啷,\n經常聽到帕西淮的鈴鐺聲。,"物理/魔法最大傷害 +5%
物理/魔法背後攻擊傷害 +10%",0,
1478,反覆試驗,\n為了得到某人的信任，必須努力。,"物理/魔法最大傷害 +5%
物理/魔法背後攻擊傷害 +10%
物理/魔法命中率 +1%",0,
1479,暴風雨前的寧靜,\n在準備某一天之前，等待不祥的夜晚。,"物理/魔法最大傷害 +10%
物理/魔法背後攻擊傷害 +15%
物理/魔法命中率 +3%",0,
1480,發洩憤怒,與憤怒的君主長期戰鬥後獲得了信任。,"物理/魔法最大傷害 +10%
物理/魔法背後攻擊傷害 +15%
物理/魔法命中率 +5%",0,
1481,Autumn(30日),\n楓葉染紅的季節，秋天來了!,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1482,Autumn,\n楓葉染紅的季節，秋天來了!,,0,
1483,彩虹島守護者,\n給拯救彩虹島的你!\n在2021年萬聖節活動詛咒森林活動中給予的稱號。,防禦力+1000,0,
1484,撒旦也甘拜下風,\n啊，這有點;;\n在2021年萬聖節活動詛咒森林活動中給予的稱號。,,0,
1485,第2季 Master,第2季 Master,,0,
1486,第2季 Diamond,第2季 Diamond,,0,
1487,第2季 Platinum,第2季 Platinum,,0,
1488,第2季 Gold,第2季 Gold,,0,
1489,第2季 Silver,第2季 Silver,,0,
1490,第2季 Bronze,第2季 Bronze,,0,
1491,蜜蜂嗡嗡~ (30日),看來我是花吧~ 一直有蜜蜂跟著我☆,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1492,蜜蜂嗡嗡~,看來我是花吧~ 一直有蜜蜂跟著我☆,,0,
1493,東方大陸的救援者,和超人們合力將罪人逐出東方大陸。,"物理/魔法爆擊傷害 +3%
物理/魔法爆擊率 +1%
移動速度+5%",0,
1494,真理的圖書館,找到了所有蘊含一部分世界真理的圖書館之路了。,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +2%
移動速度+5%",0,
1495,也許是天堂,記住對某人而言是地獄，但對某人來說也許是天堂的那種場所。,"物理/魔法爆擊傷害 +5%
物理/魔法爆擊率 +2%
移動速度+8%",0,
1496,審判者,在與罪人反覆不斷的戰鬥中打贏了。,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +3%
移動速度+10%",0,
1497,???? ?? ?,\n??? ???? ? '????'? ???? ?? ??.,"物理/魔法爆擊傷害 +10%
物理/魔法爆擊率 +2%
移動速度+10%",0,
1498,WINDIA(30日),可以感受到柔風的WINDIA,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1499,WINDIA,可以感受到柔風的WINDIA,,0,
1500,御風引者,\n副職業王者!! 我是彩虹島物語的御風引者!,,0,
1501,ICE CRYSTAL(30日),\n冰冷但美麗的冰晶,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1502,ICE CRYSTAL,\n冰冷但美麗的冰晶,,0,
1503,放羊的少年,\n騙子!!,,0,
1504,放羊的少女,\n騙子!!,,0,
1505,2022 HAPPY NEW YEAR(30日),\n希望2022年也是充滿幸運的一年~!,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1506,2022 HAPPY NEW YEAR,\n希望2022年也是充滿幸運的一年~!,,0,
1507,RAINIA(30日),\n可以感受到涼爽雨之氣息的RAINIA,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",0,
1508,RAINIA,\n可以感受到涼爽雨之氣息的RAINIA,,0,
1509,朗菲(30日),\n撐著雨傘在雨中散步的朗菲,"物理/魔法爆擊率 +4%
物理/魔法爆擊傷害 +10%
所有能力值 +2%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1510,朗菲,\n撐著雨傘在雨中散步的朗菲,,0,
1511,喚雨淨使,\n副職業王者!! 我是彩虹島物語的喚雨淨使!,,0,
1512,愛的鵲橋,\n?你是情侶的守護者?,,0,
1513,情侶拆散者,\n愛? 那是什麼!,,0,
1514,半銀月,\n這世界上唯一的半銀月,,0,
1515,你想怎樣,\n不然想怎樣~,,0,
1516,CHOCOLATE(30日),\n甜蜜的甜點巧克力,"物理/魔法爆擊率 +5%
物理/魔法爆擊傷害 +10%
獲得錢+50%",15003885,物理爆擊效果: 物理爆擊傷害增加200%
1517,CHOCOLATE,\n甜蜜的甜點巧克力,,0,
1518,R.O.K.A,\n這世界唯一的R.O.K.A,,0,
1519,??,\n?????\n\n2022愚人節活動紀念稱號,,0,
1520,走在時間分界的,\n解開有關普紐瑪的故事回來了。,"防禦力+300
物理/魔法爆擊傷害 +5%
最大HP+1%",0,
1521,滴答滴答,\n學會了守時的方法。滴答滴答。,"防禦力+300
物理/魔法爆擊傷害 +10%
最大HP+1%",0,
1522,夢境居民,\n向卡伊洛斯學會了好好睡覺的方法。想睡覺…，好困…,"防禦力+350
物理/魔法爆擊傷害 +10%
最大HP+2%",0,
1523,貓手治百病,\n得到了時間精靈卡伊洛斯的認可。,"防禦力+350
物理/魔法爆擊傷害 +15%
最大HP+3%",0,
1524,新捉迷藏鬼,\n許多人參與的遊戲再次開始了。,"防禦力+350
物理/魔法爆擊傷害 +15%
最大HP+2%",0,
1525,CLEAR,\n呵，小菜一疊,,0,
1526,彩虹島創作者(90日),\n彩虹島創作者!,,0,
1527,最高級獵人,\n只是認真地狩獵而已。,"武器攻擊力/屬性力 +25
物理/魔法傷害 +500",0,
1528,特級獵人,\n只是認真地狩獵而已。,"武器攻擊力/屬性力 +30
物理/魔法傷害 +600",0,
1529,精通獵人,\n只是認真地狩獵而已。,"武器攻擊力/屬性力 +35
物理/魔法傷害 +700",0,
1530,活動麥德斯的手藝_1日,\n活動麥德斯的手藝也是最棒的~ 就說玩家真的是最棒的啊?,"鑲嵌成功率+3%
製作成功率 +5%
屬性重新分配成功率+30%",0,
