任務ID,任務名稱,EXP獎勵,ELY獎勵,道具獎勵
233000001,赫蓮娜與卡依納,18214500000.0,3504000,
233000002,不該發生的事情,18214500000.0,3504000,
233000003,雙面的基準,18214500000.0,3504000,
233000004,一分為二的世界,36429000000.0,7008000,
233000005,另一面的維格利德,36429000000.0,7008000,
233000006,等待你之人,36429000000.0,7008000,
233000007,死亡車站,60715000000.0,11680000,"[活動] 暴風藥水 X3
暢快可樂 X30
特殊副本恢復藥水 X30"
233000008,戰勝熱氣的方法,18214500000.0,3504000,
233000009,即將到來的命運流動,60715000000.0,11680000,"公會金幣(第2季) X40
增幅劑箱子II X3
[活動] 王者攻擊力秘藥 X1"
233000010,遠去的命運,18214500000.0,3504000,
233000011,在被掩蓋的時間之中,121430000000.0,23360000,"白金錘 X1
[活動] 經驗值秘藥1000% X1
[活動] 任務獎勵UP！靈藥 X1
在被掩蓋的時間之中稱號學習書 X1"
234000000,於正面的時間之中,18214500000.0,3504000,
234000001,園丁想要的答案,36429000000.0,7008000,
234000002,真理留下的線索,18214500000.0,3504000,
234000003,為了獲得信任,18214500000.0,3504000,
234000004,窺探神之領域者,18214500000.0,3504000,
234000005,通向魂之島之路,18214500000.0,3504000,
234000006,獅鷲的嚎叫,36429000000.0,7008000,
234000007,魔族羅邁利烏斯,36429000000.0,7008000,
234000008,沒有可疑傳聞嗎？,18214500000.0,3504000,
234000009,不祥的情況,18214500000.0,3504000,
234000010,風停留之地,18214500000.0,3504000,
234000011,貓的主人,60715000000.0,11680000,"神秘爆擊傷害增幅劑 X3
特殊副本恢復藥水 X50
[活動] 復活精髓 X3"
234000012,叫聲指向的場所,18214500000.0,3504000,
234000013,昨日、今日與明日,60715000000.0,11680000,"[活動] 暴風藥水(30分鐘) X1
姜太公的祝福 X1
[活動] 經驗值秘藥1000% X2"
234000014,希望能成為幸福的時光,18214500000.0,3504000,
234000015,前往普紐瑪與艾莉希婭,18214500000.0,3504000,
234000016,時間的裂痕,121430000000.0,23360000,"白金錘 X1
[活動] 復活精髓 X5
[活動] 道具掉落率100%靈藥 X2
時間的裂痕稱號學習書 X1"
