ID,怪物名稱,怪物類型(?),怪物名稱顯示,HP血條顯示,影子顯示,BOSS血條數
810003400,未知的悲傷克利魯斯,1,1,1,0,1
810003401,未知的科學怪人,6,1,1,1,50
810003402,未知的蝙蝠,1,1,1,0,1
810003403,未知的貝爾法管理員,6,1,1,1,1
810003404,未知的古典的無瞳氣球鬼,6,1,1,1,1
810003405,未知的憤怒克利魯斯,1,1,1,0,1
810003406,未知的突變大眼劍,6,1,1,1,50
810003407,未知的大眼劍,1,1,1,1,1
810003408,未知的白幽靈君,6,1,1,1,1
810003409,未知的赤眼軍官改,6,1,1,1,1
810003410,未知的裝甲霏霏,6,1,1,1,1
810003411,未知的突變機器耶比,6,1,1,1,50
810003412,未知的機器耶比,1,1,1,1,1
810003413,未知的翡翠機器人,6,1,1,1,1
810003414,未知的霏霏,6,1,1,1,1
810003415,未知的卡特,6,1,1,1,1
810003416,未知的白巾盜賊,6,1,1,1,50
810003417,未知的貝特,6,1,1,1,1
810003418,未知的機甲戰士梅依登,6,1,1,1,1
810003419,未知的卡片術士,6,1,1,1,1
810003420,未知的綠龍,1,1,1,1,1
810003421,未知的雪爾奇,6,1,1,1,50
810003422,未知的奧利佛空軍,1,1,1,0,1
810003423,未知的超級飛艇兵團,6,1,1,0,1
810003424,未知的南瓜怪,1,1,1,0,1
810003425,未知的槍蜂怪,1,1,1,0,1
810003426,未知的人面獅身,6,1,1,1,50
810003427,未知的愉快克利魯斯,1,1,1,0,1
810003428,未知的弓蜂怪,1,1,1,0,1
810003429,未知的棕樹伯伯,1,1,1,1,1
810003430,未知的地下蝙蝠,1,1,1,0,1
810003431,未知的西爾戈斯,6,1,1,1,50
810003432,未知的蜂鳥,1,1,1,0,1
810003433,未知的棕樹爺爺,1,1,1,1,1
810003434,未知的帝國軍魔導機器人,6,1,1,1,1
810003435,未知的機甲戰士高特斯,6,1,1,1,1
810003436,未知的艾爾梅,6,0,0,0,50
810003437,未知的機甲戰士,6,1,1,1,1
810003438,未知的紅寶石機器人,6,1,1,1,1
810003439,-,6,0,0,0,1
810003440,-,6,0,0,0,1
810003441,未知的箱子,1,0,1,1,1
810003442,未知的箱子,1,0,1,1,1
810003443,未知的箱子,1,0,1,1,1
810003444,未知的箱子,1,0,1,1,1
810003445,未知的箱子,1,0,1,1,1
810003446,未知的箱子,1,0,1,1,1
810003447,未知的箱子,1,0,1,1,1
810003448,未知的箱子,1,0,1,1,1
810003449,未知的箱子,1,0,1,1,1
810003450,未知的箱子,1,0,1,1,1
810003451,未知的箱子,1,0,1,1,1
810003452,未知的箱子,1,0,1,1,1
810003453,未知的箱子,1,0,1,1,1
810003454,未知的箱子,1,0,1,1,1
810003455,未知的箱子,1,0,1,1,1
810003456,未知的箱子,1,0,1,1,1
810003457,未知的箱子,1,0,1,1,1
810003458,未知的箱子,1,0,1,1,1
810003459,未知的箱子,1,0,1,1,1
810003460,未知的箱子,1,0,1,1,1
810003461,未知的箱子,1,0,1,1,1
810003462,未知的箱子,1,0,1,1,1
810003463,未知的箱子,1,0,1,1,1
810003464,未知的箱子,1,0,1,1,1
810003465,未知的箱子,1,0,1,1,1
810003466,未知的箱子,1,0,1,1,1
810003467,未知的箱子,1,0,1,1,1
810003468,未知的箱子,1,0,1,1,1
810003469,未知的箱子,1,0,1,1,1
810003470,未知的箱子,1,0,1,1,1
810003471,未知的箱子,1,0,1,1,1
810003472,未知的箱子,1,0,1,1,1
810003473,未知的箱子,1,0,1,1,1
810003474,未知的箱子,1,0,1,1,1
810003475,未知的箱子,1,0,1,1,1
810003476,未知的箱子,1,0,1,1,1
810003477,未知的箱子,1,0,1,1,1
810003478,未知的箱子,1,0,1,1,1
810003479,未知的箱子,1,0,1,1,1
810003480,未知的箱子,1,0,1,1,1
810003481,未知的箱子,1,0,1,1,1
810003482,未知的箱子,1,0,1,1,1
810003483,未知的箱子,1,0,1,1,1
810003484,未知的箱子,1,0,1,1,1
810003485,未知的箱子,1,0,1,1,1
810003486,未知的箱子,1,0,1,1,1
810003487,未知的箱子,1,0,1,1,1
810003488,未知的箱子,1,0,1,1,1
810003489,未知的箱子,1,0,1,1,1
810003490,未知的箱子,1,0,1,1,1
810003493,龍京軍劍兵,6,1,1,1,1
810003497,龍京軍弓兵,6,1,1,1,1
810003494,精銳劍兵,6,1,1,1,1
810003523,精銳弓兵,6,1,1,1,1
810003500,獵戰兵,6,1,1,1,1
810003505,龍京軍武將,6,1,1,1,1
810003501,龍京軍矛槍兵,6,1,1,1,1
810003509,龍京文官,6,1,1,1,1
810003502,精銳矛槍兵,6,1,1,1,1
810003514,隨行侍女,6,1,1,1,1
810003517,月華院士兵殭屍,6,1,1,1,1
810003518,月華院侍女殭屍,6,1,1,1,1
810003519,月華院文官殭屍,6,1,1,1,1
810003515,月華院親衛侍女,6,1,1,1,1
810003510,月華院高級文官,6,1,1,1,1
810003506,月華院精銳武將,6,1,1,1,1
810003513,月華院靈喚道士,6,1,1,1,1
810003516,月華院主,6,1,1,1,50
810003491,龍皇城的弓箭兵,6,1,1,1,1
810003492,-,6,0,0,1,1
810003495,龍皇城的親衛劍兵,6,1,1,1,1
810003496,龍皇城的黑龍劍兵,6,1,1,1,1
810003498,龍皇城的親衛弓兵,6,1,1,1,1
810003499,龍皇城的黑龍弓兵,6,1,1,1,1
810003503,龍皇城的親衛矛槍兵,6,1,1,1,1
810003504,龍皇城的黑龍矛槍兵,6,1,1,1,1
810003507,龍皇城的親衛武將,6,1,1,1,1
810003508,龍皇城的黑龍武將,6,1,1,1,1
810003511,被控制的皇室文官,6,1,1,1,1
810003512,龍皇城的黑龍軍文官,6,1,1,1,1
810003520,奇毅,6,1,1,1,50
810003521,奇毅,6,1,1,1,50
810003522,泰姆,6,1,1,1,99
810003524,時間怪物,6,1,1,1,1
810003525,鐵突刺,1,0,0,0,1
810003526,鐵突刺,1,0,0,0,1
810003527,鐵突刺,1,0,0,0,1
810003528,鐵突刺,1,0,0,0,1
810003529,鐵突刺,1,0,0,0,1
810003530,龍皇城的士兵殭屍,6,1,1,1,1
810003531,龍皇城的侍女殭屍,6,1,1,1,1
810003532,龍皇城的文官殭屍,6,1,1,1,1
810003533,消滅比佛羅斯特怪物,1,0,0,0,1
810003534,龍皇城的龍京文官,6,1,1,1,1
810003535,龍皇城的高級文官,6,1,1,1,1
810003536,龍皇城的侍女,6,1,1,1,1
810003537,龍皇城的守護黑龍武將,6,1,1,1,1
810003538,龍皇城的守護文官,6,1,1,1,1
812010456,-,2,1,1,1,1
812010457,-,2,1,1,1,1
812010458,-,2,1,1,1,1
812010459,-,2,1,1,1,1
812010460,-,2,1,1,1,1
815000588,-,4,1,0,0,1
810003539,-,6,0,1,1,1
810003540,消滅比佛羅斯特怪物,1,0,0,0,1
810003541,-,6,0,0,0,1
810003542,-,6,0,0,0,1
810003543,-,6,0,0,0,1
810003544,尼奧爾德攻擊陷阱大漩渦,6,0,0,0,1
810003545,奇毅影子刀刃,6,0,0,0,1
810003546,瘋狂之影技能召喚怪物,6,0,0,0,1
810003547,破壞的影子被擊召喚怪物,6,0,0,0,1
810003548,影子刀刃透明怪物,6,0,0,0,1
810003549,影子武士,6,0,0,0,1
810003550,劍兵,6,1,1,1,1
810003551,武將,6,1,1,1,1
810003552,矛槍兵,6,1,1,1,1
810003553,影波克EX,6,1,1,0,1
810003554,靈喚道士的士兵殭屍,6,1,1,1,1
810003555,靈喚道士的侍女殭屍,6,1,1,1,1
810003556,靈喚道士的文官殭屍,6,1,1,1,1
810003557,月華院主隨行侍女,6,1,1,1,1
810003558,月華院主親衛侍女,6,1,1,1,1
810003559,消滅比佛羅斯特怪物,1,0,0,0,1
810003560,消滅比佛羅斯特怪物,1,0,0,0,1
810003561,消滅比佛羅斯特怪物,1,0,0,0,1
810003562,消滅比佛羅斯特怪物,1,0,0,0,1
810003563,消滅比佛羅斯特怪物,1,0,0,0,1
810003564,鐵突刺,1,0,0,0,1
810003565,泰姆,6,1,1,1,1
810003566,-,6,0,0,0,1
812010461,-,2,0,0,1,1
812010462,宜靜,2,1,0,1,1
812010463,愛思泰,2,1,0,1,1
810003567,獵戰兵,6,1,1,1,1
810003568,月華院靈喚道士,6,1,1,1,1
810003569,奇毅影子刀刃,6,0,0,0,1
810003570,龍皇城的機動矛槍兵隊,6,1,1,1,1
810003571,水晶礦場計時器,1,0,0,0,1
810003572,被控制的文官殭屍,6,1,1,1,1
810003573,被控制的士兵殭屍,6,1,1,1,1
810003574,龍皇城的機動獵戰兵,6,1,1,1,1
810003575,被控制的文官殭屍,6,1,1,1,1
810003576,被控制的靈喚道士,6,1,1,1,1
810003577,水晶礦場計時器,1,0,0,0,1
812010464,嘻哈鴿,2,1,0,1,1
810003578,-,6,0,0,1,1
810003579,未知的書矮靈,6,1,1,1,1
810003580,未知的書妖,6,1,1,1,1
810003581,未知的精靈,6,1,1,1,1
810003582,未知的奧利佛空軍,1,1,1,0,1
810003583,未知的奧列佛雜技團,6,1,1,1,1
810003584,-,6,1,1,1,1
810003585,突變鬼武士,6,1,1,1,99
815000589,-,4,1,0,0,1
810003586,-,6,1,1,1,1
815000590,-,4,1,0,0,1
810003587,神秘的禮物箱子,6,1,1,1,1
810003588,-,1,0,0,0,1
810003589,道具,1,0,0,1,1
810003590,道具,1,0,0,1,1
810003591,道具,1,0,0,1,1
810003592,道具,1,0,0,1,1
810003593,道具,1,0,0,1,1
810003594,道具,1,0,0,1,1
810003595,道具,1,0,0,1,1
810003596,道具,1,0,0,1,1
810003597,道具,1,0,0,1,1
810003598,道具,1,0,0,1,1
815100046,-,4,1,0,0,1
815000602,-,4,1,0,0,1
810003599,地雷,6,0,0,0,1
810003600,庭園看守人玄武,6,1,1,1,1
810003601,庭園看守人冰魔卡妙,6,1,1,1,1
810003602,庭園看守人奧勒昆,6,1,1,1,1
810003603,庭園看守人塔嵐鬥斯,6,1,1,1,1
810003604,庭園看守人雪麗絲搭,6,1,1,1,1
810003605,寶箱,6,1,0,1,1
810003606,寶箱,6,1,0,1,1
810003607,寶箱,6,1,0,1,1
810003608,寶箱,6,1,0,1,1
810003609,寶箱,6,1,0,1,1
810003610,陷阱,1,0,0,0,1
810003611,陷阱,1,0,0,0,1
810003612,奧勒昆,6,1,1,1,50
810003613,塔嵐鬥斯,6,1,1,1,50
810003614,雪麗絲搭,6,1,1,1,50
810003615,-,1,0,0,0,1
810003616,-,1,0,0,0,1
812010465,-,2,1,0,1,1
812010466,-,2,1,0,1,1
812010467,-,2,1,0,1,1
812010468,-,2,1,0,1,1
812010469,-,2,1,0,1,1
812010470,-,2,1,0,1,1
812010471,-,2,1,0,1,1
812010472,-,2,1,1,1,1
812010473,-,2,1,1,1,1
810003617,楓葉龍龍,1,1,1,1,1
810003618,綠葉龍龍,1,1,1,1,1
810003619,多帕茲卡麥隆,6,1,1,1,1
810003620,點凍凍,1,1,1,1,1
810003621,闇黑精靈戰士,6,1,1,1,1
810003622,闇黑精靈弓箭手,6,1,1,1,1
810003623,奈潘斯,6,1,1,1,50
810003624,洞窟蝙蝠,1,1,1,1,1
810003625,被封印魔力的骷髏戰士,6,1,1,1,1
810003626,被封印魔力的骷髏弓箭手,6,1,1,1,1
810003627,被封印魔力的骷髏親衛隊,6,1,1,1,1
810003628,尖角哥布林弓箭手,6,1,1,1,1
810003629,尖角哥布林盜賊,6,1,1,1,1
810003630,凱米努茲,6,1,1,1,99
810003631,雙頭翼龍,6,1,1,1,50
810003632,瑟洛斯,6,1,1,1,50
810003633,毀壞之城食人巨妖,6,1,1,1,1
810003634,毀壞之城食人巨妖工人,6,1,1,1,1
810003635,毀壞之城食人巨妖戰士,6,1,1,1,1
810003636,毀壞之城食人巨妖法師,6,1,1,1,1
810003637,毀壞之城尖角哥布林戰士,6,1,1,1,1
810003638,毀壞之城尖角哥布林暗殺者,6,1,1,1,1
810003639,毀壞之城尖角哥布林工人,6,1,1,1,1
810003640,毀壞之城半獸人工人,6,1,1,1,1
810003641,毀壞之城半獸人戰士,6,1,1,1,1
810003642,毀壞之城半獸人咒術師,6,1,1,1,1
810003643,毀壞之城半獸人司令官,6,1,1,1,1
810003644,毀壞之城闇黑精靈刺客,6,1,1,1,1
810003645,毀壞之城白色蝙蝠,1,1,1,1,1
810003646,忍者面具貓咪,6,1,1,1,1
810003647,青苔貓,6,1,1,1,1
810003648,藍色海螺殼小章魚,1,1,1,1,1
810003649,綠色海螺殼小章魚,1,1,1,1,1
810003650,褐色腳印貓,1,1,1,1,1
810003651,灰色腳印貓,1,1,1,1,1
810003652,破碎的自由小章魚神像,1,1,1,1,1
810003653,佈滿青苔的自由小章魚神像,1,1,1,1,1
810003654,佈滿青苔的流氓貓,1,1,1,1,1
810003655,黑色流氓貓,1,1,1,1,1
810003656,寶箱,6,1,0,1,1
810003657,寶箱,6,1,0,1,1
810003658,艾爾梅,6,0,0,0,1
810003659,-,6,0,0,0,1
810003660,-,6,0,0,0,1
810003661,召喚拋散彈,6,0,0,0,1
810003662,被封印魔力的闇黑精靈戰士,6,1,1,1,1
810003663,被封印魔力的闇黑精靈弓箭手,6,1,1,1,1
810003664,-,1,1,1,1,1
810003665,寶箱,6,1,0,1,1
810003666,正在逃出洞窟的楓葉龍龍,1,1,1,1,1
810003667,正在逃出洞窟的綠葉龍龍,1,1,1,1,1
810003668,毀壞之城闇黑精靈戰士,6,1,1,1,1
810003669,毀壞之城闇黑精靈弓箭手,6,1,1,1,1
810003670,毀壞之城蝙蝠,1,1,1,1,1
810003671,-,6,0,0,0,1
810003672,-,6,0,0,0,1
810003673,-,6,0,0,0,1
812010474,艾瑪,2,1,0,1,1
812010475,麥考伊,2,1,0,1,1
812010476,魯道夫,2,1,0,1,1
812010477,歐瑟,2,1,0,1,1
810003674,-,6,0,0,0,1
810003675,-,6,0,0,0,1
810003676,水晶礦場計時器,1,0,0,0,1
810003677,水晶礦場計時器,1,0,0,0,1
810003678,-,1,0,0,0,1
810003679,瑟洛斯,6,1,1,1,1
810003680,奇幻的多帕茲卡麥隆,6,1,1,1,1
810003681,奇幻的綠葉龍龍,1,1,1,1,1
810003682,奇幻的食人巨妖,6,1,1,1,1
810003683,奇幻的點凍凍,1,1,1,1,1
810003684,召喚拋散彈,6,0,0,0,1
810003685,召喚拋散彈,6,0,0,0,1
810003686,-,6,0,0,0,1
810003687,-,6,0,0,0,1
810003688,-,6,0,0,0,1
810003689,-,6,0,0,0,1
810003690,奇毅影子刀刃,6,0,0,0,1
810003691,奇毅影子刀刃,6,0,0,0,1
810003692,奇毅影子刀刃,6,0,0,0,1
810003693,影子刀刃透明怪物,6,0,0,0,1
810003694,影子刀刃透明怪物,6,0,0,0,1
810003695,影子刀刃透明怪物,6,0,0,0,1
810003696,影子刀刃透明怪物,6,0,0,0,1
815000591,-,4,1,0,0,1
810003697,-,1,0,0,0,1
810003698,-,6,0,1,0,1
810003699,瑟洛斯,6,1,1,1,1
810006700,被封印魔力的礦物,6,1,1,1,1
810006701,-,6,0,0,0,1
810006702,-,6,0,0,0,1
810006703,木突刺,6,0,0,0,1
810006704,木突刺,6,0,0,0,1
810006705,木突刺,6,0,0,0,1
810006706,木突刺,6,0,0,0,1
810006707,水晶礦場計時器,1,0,0,0,1
810006708,奇幻半獸人司令官,6,1,1,1,1
810006709,被封印魔力的礦物,1,1,0,1,1
810006710,被封印魔力的礦物,6,1,0,1,1
810006711,被封印魔力的礦物,6,1,0,1,1
810006712,-,6,0,0,0,1
810006713,-,1,0,0,0,1
810006714,-,6,0,0,0,1
810006715,尼奧爾德攻擊陷阱大漩渦,6,0,0,0,1
810006716,-,6,0,0,0,1
815000592,-,4,1,0,0,1
815000593,-,4,1,0,0,1
810006717,-,6,1,0,1,1
810006718,-,6,1,0,1,1
810006719,-,6,1,0,1,1
810006720,-,6,1,0,1,1
810006721,園丁老大,6,1,1,1,1
810006722,花草叢怪,6,1,1,1,1
810006723,歐若拉守護者,6,1,1,1,1
810006724,方塊A,6,1,1,1,1
810006725,梅花A,6,1,1,1,1
810006726,鋼鐵園丁老大,6,1,1,1,1
810006727,紅心A,6,1,1,1,1
810006728,黑桃A,6,1,1,1,1
810006729,歐若拉飛馬,6,1,1,1,1
810006730,歐若拉蜜蜂弓箭手,6,1,1,1,1
810006731,黃金歐若拉蜜蜂弓箭手,6,1,1,1,1
810006732,啵啵玲,6,1,1,1,1
810006733,骷髏玲,6,1,1,1,1
810006734,歐若拉,6,1,1,1,50
810006735,-,6,0,0,0,1
810006736,-,6,0,0,0,1
810006737,-,6,0,0,0,1
810006738,-,6,0,0,0,1
812010478,-,2,1,1,1,1
810006739,寶箱,6,1,0,1,1
810006740,飛馬,6,1,1,1,1
810006741,突變靈魂收割者,6,1,1,0,99
810006742,-,6,1,1,1,1
815000594,-,4,1,0,0,1
810006743,庭園看守人園丁老大,6,1,1,1,1
810006744,庭園看守人花草叢怪,6,1,1,1,1
810006745,庭園看守人方塊A,6,1,1,1,1
810006746,庭園看守人梅花A,6,1,1,1,1
810006747,庭園看守人歐若拉守護者,6,1,1,1,1
810006748,蝸牛泡泡怪,1,1,1,1,1
810006749,龍龍希野巴,6,1,1,1,1
810006750,歐若拉的寵物螞蟻,6,1,1,1,1
810006751,哈瓦,6,0,0,0,1
810006752,獵戰兵,6,0,0,0,1
810006753,-,1,0,0,0,1
810006754,-,1,0,0,0,1
810006755,-,1,0,0,0,1
810006756,-,1,0,0,0,1
810006757,-,1,0,0,0,1
810006758,-,1,0,0,0,1
810006759,-,1,0,0,0,1
810006760,-,1,0,0,0,1
810006761,-,1,0,0,0,1
810006762,蘊含魔力的花蕾,6,1,1,1,1
810006763,-,1,0,0,0,1
810006764,破壞春天園丁,6,1,1,1,1
810006765,破壞春天守護者,6,1,1,1,1
810006766,破壞春天花球怪,6,1,1,1,1
810006767,土堆,1,0,0,0,1
810006768,-,6,1,1,1,1
810006769,-,6,1,1,1,1
810006770,-,6,1,1,1,1
810006771,-,6,1,1,1,1
810006772,-,6,1,1,1,1
810006773,-,6,1,1,1,1
810006774,-,6,1,1,1,1
810006775,-,6,1,1,1,1
810006776,-,6,1,1,1,1
810006777,-,6,1,1,1,1
810006778,-,6,1,1,1,1
810006779,-,6,1,1,1,1
810006780,-,6,1,1,1,1
810006781,-,6,1,1,1,1
810006782,-,6,1,1,1,1
810006783,-,6,1,1,1,1
810006784,-,6,1,1,1,1
810006785,-,6,1,1,1,1
810006786,Guardian,6,1,1,1,1
810006787,DS-SL1,6,1,1,1,1
810006788,DS-SL1,6,1,1,1,1
810006789,DS-SL1,6,1,1,1,1
810006790,DS-SL1,6,1,1,1,1
810006791,DS-SL1,6,1,1,1,1
810006792,DS-SL1,6,1,1,1,1
810006793,DS-SL1,6,1,1,1,1
810006794,DS-SL1,6,1,1,1,1
810006795,DS-SL1,6,1,1,1,1
810006796,DS-SL1,6,1,1,1,1
810006797,DS-SL1,6,1,1,1,1
810006798,Lv.2 耶比妹妹,6,1,1,1,1
810006799,光影武士召喚怪物,6,0,0,0,1
810006800,艾爾梅,6,0,0,0,1
815000595,-,4,1,0,0,1
815000596,-,4,1,0,0,1
810006801,生鐵背殼偵察隊,6,1,1,1,1
810006802,生鐵背殼敢死隊,6,1,1,1,1
810006803,生鐵背殼襲擊隊,6,1,1,1,1
810006804,紅色兔子突擊隊,6,1,1,1,1
810006805,紅色兔子精銳隊,6,1,1,1,1
810006806,紅色兔子打擊隊,6,1,1,1,1
810006807,致命毒蛛劍術士,6,1,1,1,1
810006808,致命毒蛛矛槍術士,6,1,1,1,1
810006809,致命毒蛛毒術士,6,1,1,1,1
810006810,火薩拉曼德,6,1,1,1,1
810006811,毒薩拉曼德,6,1,1,1,1
810006812,詛咒薩拉曼德,6,1,1,1,1
810006813,蛙人戰士,6,1,1,1,1
810006814,蛙人鬥士,6,1,1,1,1
810006815,蛙人法師,6,1,1,1,1
810006816,變種鯊,6,1,1,1,1
810006817,奧莉安,6,1,1,1,99
810006818,-,6,0,0,0,1
810006819,-,6,0,0,0,1
810006820,-,6,1,1,1,1
810006821,寶箱,6,1,0,1,1
810006822,薩拉曼德,6,1,1,1,1
810006823,BOSS房怪物1,6,1,1,1,1
810006824,BOSS房怪物2,6,1,1,1,1
810006825,BOSS房怪物3,6,1,1,1,1
810006826,毒薩拉曼德,6,1,1,1,1
810006827,詛咒薩拉曼德,6,1,1,1,1
810006828,立佩拉劍兵,6,1,1,1,1
810006829,立佩拉盾兵,6,1,1,1,1
810006830,立佩拉槍兵,6,1,1,1,1
810006831,立佩拉特戰隊劍士,6,1,1,1,1
810006832,立佩拉特戰隊暗殺者,6,1,1,1,1
810006833,立佩拉特戰隊法師,6,1,1,1,1
810006834,迪特,6,1,1,1,1
810006835,傑凱,6,1,1,1,50
810006836,寶箱,6,1,1,1,1
810006837,?? ????1,1,0,0,0,1
810006838,?? ????2,1,0,0,0,1
812010479,娜莉亞祭司,2,1,0,1,1
812010480,摩莉絲祭司,2,1,0,1,1
812010481,西斯蒂娜祭司,2,1,0,1,1
812010482,愛蓮祭司,2,1,0,1,1
812010483,亞瑟絲,2,1,0,1,1
812010484,艾薩克祭司,2,1,0,1,1
810006839,立佩拉市政府 - 底特召喚惡魔,6,0,0,1,1
810006840,Lv.2 耶比妹妹,1,0,0,1,1
810006841,Lv.2 耶比妹妹,1,0,0,1,1
810006842,Lv.2 耶比妹妹,1,0,0,1,1
810006843,魔石研究所 - 清除召喚鯊魚,6,0,0,1,1
812010485,[立佩拉] 雷比,2,1,0,1,1
812010486,[立佩拉] 羅希雅,2,1,0,1,1
812010487,[立佩拉] 艾皮斯,2,1,0,1,1
812010488,[立佩拉] 馬勒泰利,2,1,0,1,1
812010489,[立佩拉] 伊娃,2,1,0,1,1
812010490,[立佩拉] 傑凱,2,1,0,1,1
815000597,熊貓超人,4,1,0,0,1
815000598,蜂蜜熊,4,1,0,0,1
815000599,比比,4,1,0,0,1
810006844,變異的兔子突擊隊,6,1,1,1,1
810006845,變異的兔子精銳隊,6,1,1,1,1
810006846,生鐵背殼襲擊隊,6,1,1,1,1
810006847,生鐵背殼偵察隊,6,1,1,1,1
810006848,洛克斯的追隨騎士,6,1,1,1,1
810006849,洛克斯的低階魔女,1,1,1,1,1
810006850,洛克斯的低階祭司,6,1,1,1,1
810006851,洛克斯的高階祭司,6,1,1,1,1
810006852,洛克斯的低階法師,1,1,1,1,1
810006853,洛克斯的高階法師,1,1,1,1,1
810006854,活人幽靈普拉蒂娜,1,1,1,1,1
810006855,-,6,0,0,0,1
810006856,-,6,0,0,0,1
810006857,-,6,0,0,0,1
810006858,-,6,0,0,0,1
810006859,-,6,0,0,0,1
810006860,-,6,0,0,0,1
810006861,-,6,0,0,0,1
810006862,-,6,0,0,0,1
812010491,加油隊長愛麗絲,2,1,0,1,1
812010492,加油隊長雷比,2,1,0,1,1
812010493,加油隊長卡茲諾,2,1,0,1,1
812010494,加油隊長奇毅,2,1,0,1,1
810006863,道具,1,0,0,0,1
810006864,洛克斯的高階祭司,6,0,0,0,1
810006865,洛克斯的高階祭司,6,0,0,0,1
810006866,搗亂者,6,0,0,0,1
810006867,搗亂者,6,0,0,0,1
810006868,搗亂者,6,0,0,0,1
810006869,搗亂者,6,0,0,0,1
810006870,搗亂者,6,0,0,0,1
810006871,搗亂者,6,0,0,0,1
810006872,-,6,0,0,0,1
810006873,寶箱,1,1,0,0,1
810006874,搗亂者,6,0,0,0,1
810006875,搗亂者,6,0,0,0,1
810006876,特別的寶箱,1,0,1,1,1
810006877,[活動] 蘑菇君,1,1,0,0,1
810006878,[活動] 刺蝟君,1,1,0,0,1
810006879,[活動] 大炮炮彈,1,1,0,0,1
810006880,[活動] 戰隊,6,0,0,0,1
810006881,[活動] 戰隊,6,0,0,0,1
810006882,[活動] 戰隊,6,0,0,0,1
810006883,[活動] 戰隊,6,0,0,0,1
810006884,[活動] 戰隊,6,0,0,0,1
810006885,[活動] 守護神,6,0,0,0,1
810006886,[活動] 慶典的幽靈,6,0,0,0,1
810006887,[活動] 模範生幽靈,6,0,0,0,1
810006888,[活動] 老師幽靈,6,0,0,0,1
810006889,閃亮的箱子,1,1,0,0,1
810006890,閃亮的箱子,1,1,0,0,1
810006891,閃亮的箱子,1,1,0,0,1
810006892,特別的寶箱,1,0,1,1,1
810006893,特別的寶箱,1,0,1,1,1
810006894,道具,1,0,0,1,1
810006895,道具,1,0,0,1,1
810006896,道具,1,0,0,1,1
810006897,道具,1,0,0,1,1
810006898,道具,1,0,0,1,1
810006899,道具,1,0,0,1,1
810006900,閃亮的箱子,1,1,0,0,1
810006901,道具,1,0,0,1,1
810006902,閃亮的箱子,1,1,0,0,1
810006903,閃亮的箱子,1,1,0,0,1
810006904,閃亮的箱子,1,1,0,0,1
810006905,道具,6,0,0,1,1
810006906,紅豆魚餅,1,1,1,0,1
810006907,-,1,0,0,0,1
810006908,-,1,0,0,0,1
810006909,-,1,0,0,0,1
810006910,-,1,0,0,0,1
810006911,-,6,0,0,0,1
810006912,-,1,0,0,0,1
810006913,-,1,0,0,1,1
812010495,傑凱,2,1,0,1,1
812010496,凡恩,2,1,0,1,1
812010497,瑪拉,2,1,0,1,1
810006914,-,1,0,0,0,1
810006915,-,1,0,0,0,1
810006916,-,1,0,0,0,1
810006917,-,1,0,0,0,1
810006918,[活動] 刺蝟君,1,1,0,0,1
810006919,迪特,6,1,0,0,1
810006920,突變靈魂收割者,6,1,1,0,1
810006921,-,6,0,0,0,1
810006922,-,6,0,0,0,1
810006923,-,6,0,0,0,1
810006924,-,6,0,0,0,1
810006925,-,6,0,0,0,1
810006926,-,1,0,0,0,1
810006927,墜落傳送門,1,0,0,0,1
810006928,[活動] 戰隊,6,0,0,0,1
810006929,[活動] 戰隊,6,0,0,0,1
810006930,[活動] 戰隊,6,0,0,0,1
810006931,水晶礦場計時器,1,0,0,0,1
810006932,水晶礦場計時器,1,0,0,0,1
810006933,水晶礦場計時器,1,0,0,0,1
810006934,水晶礦場計時器,1,0,0,0,1
810006935,水晶礦場計時器,1,0,0,0,1
810006936,水晶礦場計時器,1,0,0,0,1
810006937,水晶礦場計時器,1,0,0,0,1
810006938,水晶礦場計時器,1,0,0,0,1
810006939,水晶礦場計時器,1,0,0,0,1
810006940,-,1,0,0,1,1
810006941,-,1,0,0,1,1
810006942,-,1,0,0,1,1
810006943,-,1,0,0,1,1
810006944,-,6,0,0,0,1
810006945,水晶礦場計時器,1,0,0,0,1
810006946,水晶礦場計時器,1,0,0,0,1
810006947,-,6,0,0,0,1
810006948,水晶礦場計時器,1,0,0,0,1
810006949,水晶礦場計時器,1,0,0,0,1
810006950,-,6,0,0,0,1
810006951,-,6,0,0,0,1
810006952,-,6,0,0,0,1
810006953,-,6,0,0,0,1
810006954,-,6,0,0,0,1
810006955,-,6,0,0,0,1
810006956,-,6,0,0,0,1
810006957,-,6,0,0,0,1
810006958,寶石耶比,6,1,0,0,1
810006959,彩球耶比,6,1,0,0,1
810006960,-,6,0,0,0,1
810006961,-,6,0,0,0,1
810006962,-,6,0,0,0,1
810006963,-,6,0,0,0,1
810006964,-,1,0,0,0,1
810006965,魔石的兔子打擊隊,6,1,1,1,1
810006966,魔石的生鐵背殼襲擊隊,6,1,1,1,1
810006967,變種鯊,6,1,1,1,1
815000600,藍寶怪,4,1,0,0,1
810006968,闇黑華爾基莉,6,1,1,1,1
810006969,冰凍古蜥蜴人,6,1,1,1,1
810006970,冰凍綠龍,6,1,1,1,1
810006971,闇黑巨人,6,1,1,1,1
810006972,墮落的貝爾德波尼爾,6,1,1,1,1
810006973,特穆拉,6,1,1,1,1
810006974,黑之守護者,6,1,1,1,1
810006975,冰之守護者,6,1,1,1,1
810006976,地獄守護者,6,1,1,1,1
810006977,凱魯斯,6,1,1,1,50
