ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
15298,73,Lv1 最大 HP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15299,73,Lv2 最大 HP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15300,73,Lv3 最大 HP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15301,73,Lv4 最大 HP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15302,73,Lv5 最大 HP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15303,73,Lv6 最大 HP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15304,73,Lv7 最大 HP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15305,73,Lv8 最大 HP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15306,73,Lv9 最大 HP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15307,73,Lv10 最大 HP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15308,74,Lv1 幸運 %+d,3,6,3,6,超級萬能木錘 X1,0,0,-80,80,0
15309,74,Lv2 幸運 %+d,12,18,9,12,超級萬能木錘 X1,0,0,-80,80,0
15310,74,Lv3 幸運 %+d,27,36,15,18,超級萬能木錘 X1,0,0,-80,80,0
15311,74,Lv4 幸運 %+d,48,63,21,27,超級萬能木錘 X1,0,0,-80,80,0
15312,74,Lv5 幸運 %+d,75,99,27,36,超級萬能木錘 X1,0,0,-80,80,0
15313,74,Lv6 幸運 %+d,105,141,30,42,超級萬能木錘 X1,0,0,-80,80,0
15314,74,Lv7 幸運 %+d,144,198,39,57,超級萬能木錘 X1,0,0,-80,80,0
15315,74,Lv8 幸運 %+d,189,264,45,66,超級萬能木錘 X1,0,0,-80,80,0
15316,74,Lv9 幸運 %+d,240,348,51,84,超級萬能木錘 X1,0,0,-80,80,0
15317,74,Lv10 幸運 %+d,297,450,57,102,超級萬能木錘 X1,0,0,-80,80,0
15318,74,Lv1 體力 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15319,74,Lv2 體力 %+d,6,6,4,4,超級萬能木錘 X1,0,0,-80,80,0
15320,74,Lv3 體力 %+d,10,10,4,4,超級萬能木錘 X1,0,0,-80,80,0
15321,74,Lv4 體力 %+d,16,18,6,8,超級萬能木錘 X1,0,0,-80,80,0
15322,74,Lv5 體力 %+d,22,26,6,8,超級萬能木錘 X1,0,0,-80,80,0
15323,74,Lv6 體力 %+d,28,34,6,8,超級萬能木錘 X1,0,0,-80,80,0
15324,74,Lv7 體力 %+d,36,46,8,12,超級萬能木錘 X1,0,0,-80,80,0
15325,74,Lv8 體力 %+d,44,58,8,12,超級萬能木錘 X1,0,0,-80,80,0
15326,74,Lv9 體力 %+d,54,76,10,18,超級萬能木錘 X1,0,0,-80,80,0
15327,74,Lv10 體力 %+d,66,98,12,22,超級萬能木錘 X1,0,0,-80,80,0
15328,74,Lv1 防禦力 %+d,20,22,20,22,超級萬能木錘 X1,0,0,-80,80,0
15329,74,Lv2 防禦力 %+d,40,45,20,23,超級萬能木錘 X1,0,0,-80,80,0
15330,74,Lv3 防禦力 %+d,60,69,20,24,超級萬能木錘 X1,0,0,-80,80,0
15331,74,Lv4 防禦力 %+d,90,105,30,36,超級萬能木錘 X1,0,0,-80,80,0
15332,74,Lv5 防禦力 %+d,120,144,30,39,超級萬能木錘 X1,0,0,-80,80,0
15333,74,Lv6 防禦力 %+d,150,186,30,42,超級萬能木錘 X1,0,0,-80,80,0
15334,74,Lv7 防禦力 %+d,190,245,40,59,超級萬能木錘 X1,0,0,-80,80,0
15335,74,Lv8 防禦力 %+d,230,310,40,65,超級萬能木錘 X1,0,0,-80,80,0
15336,74,Lv9 防禦力 %+d,270,387,40,77,超級萬能木錘 X1,0,0,-80,80,0
15337,74,Lv10 防禦力 %+d,330,497,60,110,超級萬能木錘 X1,0,0,-80,80,0
15338,74,Lv1 物理傷害減少 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15339,74,Lv2 物理傷害減少 %+d,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15340,74,Lv3 物理傷害減少 %+d,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15341,74,Lv4 物理傷害減少 %+d,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15342,74,Lv5 物理傷害減少 %+d,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15343,74,Lv6 物理傷害減少 %+d,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15344,74,Lv7 物理傷害減少 %+d,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15345,74,Lv8 物理傷害減少 %+d,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15346,74,Lv9 物理傷害減少 %+d,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15347,74,Lv10 物理傷害減少 %+d,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15348,74,Lv1 最大 HP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15349,74,Lv2 最大 HP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15350,74,Lv3 最大 HP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15351,74,Lv4 最大 HP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15352,74,Lv5 最大 HP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15353,74,Lv6 最大 HP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15354,74,Lv7 最大 HP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15355,74,Lv8 最大 HP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15356,74,Lv9 最大 HP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15357,74,Lv10 最大 HP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15358,75,Lv1 魔力 %+d,3,6,3,6,超級萬能木錘 X1,0,0,-80,80,0
15359,75,Lv2 魔力 %+d,12,18,9,12,超級萬能木錘 X1,0,0,-80,80,0
15360,75,Lv3 魔力 %+d,27,36,15,18,超級萬能木錘 X1,0,0,-80,80,0
15361,75,Lv4 魔力 %+d,48,63,21,27,超級萬能木錘 X1,0,0,-80,80,0
15362,75,Lv5 魔力 %+d,75,99,27,36,超級萬能木錘 X1,0,0,-80,80,0
15363,75,Lv6 魔力 %+d,105,141,30,42,超級萬能木錘 X1,0,0,-80,80,0
15364,75,Lv7 魔力 %+d,144,198,39,57,超級萬能木錘 X1,0,0,-80,80,0
15365,75,Lv8 魔力 %+d,189,264,45,66,超級萬能木錘 X1,0,0,-80,80,0
15366,75,Lv9 魔力 %+d,240,348,51,84,超級萬能木錘 X1,0,0,-80,80,0
15367,75,Lv10 魔力 %+d,297,450,57,102,超級萬能木錘 X1,0,0,-80,80,0
15368,75,Lv1 體力 %+d,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15369,75,Lv2 體力 %+d,6,6,4,4,超級萬能木錘 X1,0,0,-80,80,0
15370,75,Lv3 體力 %+d,10,10,4,4,超級萬能木錘 X1,0,0,-80,80,0
15371,75,Lv4 體力 %+d,16,18,6,8,超級萬能木錘 X1,0,0,-80,80,0
15372,75,Lv5 體力 %+d,22,26,6,8,超級萬能木錘 X1,0,0,-80,80,0
15373,75,Lv6 體力 %+d,28,34,6,8,超級萬能木錘 X1,0,0,-80,80,0
15374,75,Lv7 體力 %+d,36,46,8,12,超級萬能木錘 X1,0,0,-80,80,0
15375,75,Lv8 體力 %+d,44,58,8,12,超級萬能木錘 X1,0,0,-80,80,0
15376,75,Lv9 體力 %+d,54,76,10,18,超級萬能木錘 X1,0,0,-80,80,0
15377,75,Lv10 體力 %+d,66,98,12,22,超級萬能木錘 X1,0,0,-80,80,0
15378,75,Lv1 魔法抗力 %+d,63,69,63,69,超級萬能木錘 X1,0,0,-80,80,0
15379,75,Lv2 魔法抗力 %+d,126,138,63,69,超級萬能木錘 X1,0,0,-80,80,0
15380,75,Lv3 魔法抗力 %+d,198,222,72,84,超級萬能木錘 X1,0,0,-80,80,0
15381,75,Lv4 魔法抗力 %+d,270,309,72,87,超級萬能木錘 X1,0,0,-80,80,0
15382,75,Lv5 魔法抗力 %+d,348,408,78,99,超級萬能木錘 X1,0,0,-80,80,0
15383,75,Lv6 魔法抗力 %+d,426,516,78,108,超級萬能木錘 X1,0,0,-80,80,0
15384,75,Lv7 魔法抗力 %+d,510,645,84,129,超級萬能木錘 X1,0,0,-80,80,0
15385,75,Lv8 魔法抗力 %+d,594,789,84,144,超級萬能木錘 X1,0,0,-80,80,0
15386,75,Lv9 魔法抗力 %+d,693,978,99,189,超級萬能木錘 X1,0,0,-80,80,0
15387,75,Lv10 魔法抗力 %+d,792,1197,99,219,超級萬能木錘 X1,0,0,-80,80,0
15388,75,Lv1 物理傷害減少 %+d,2,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15389,75,Lv2 物理傷害減少 %+d,4,4,1,2,超級萬能木錘 X1,0,0,-80,80,0
15390,75,Lv3 物理傷害減少 %+d,6,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15391,75,Lv4 物理傷害減少 %+d,8,8,1,2,超級萬能木錘 X1,0,0,-80,80,0
15392,75,Lv5 物理傷害減少 %+d,10,10,1,2,超級萬能木錘 X1,0,0,-80,80,0
15393,75,Lv6 物理傷害減少 %+d,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15394,75,Lv7 物理傷害減少 %+d,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15395,75,Lv8 物理傷害減少 %+d,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15396,75,Lv9 物理傷害減少 %+d,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15397,75,Lv10 物理傷害減少 %+d,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15398,75,Lv1 魔法攻擊迴避率 %+d％,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15399,75,Lv2 魔法攻擊迴避率 %+d％,2,4,1,2,超級萬能木錘 X1,0,0,-80,80,0
15400,75,Lv3 魔法攻擊迴避率 %+d％,3,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15401,75,Lv4 魔法攻擊迴避率 %+d％,4,8,1,2,超級萬能木錘 X1,0,0,-80,80,0
15402,75,Lv5 魔法攻擊迴避率 %+d％,5,10,1,2,超級萬能木錘 X1,0,0,-80,80,0
15403,75,Lv6 魔法攻擊迴避率 %+d％,6,12,1,2,超級萬能木錘 X1,0,0,-80,80,0
15404,75,Lv7 魔法攻擊迴避率 %+d％,7,14,1,2,超級萬能木錘 X1,0,0,-80,80,0
15405,75,Lv8 魔法攻擊迴避率 %+d％,8,16,1,2,超級萬能木錘 X1,0,0,-80,80,0
15406,75,Lv9 魔法攻擊迴避率 %+d％,9,18,1,2,超級萬能木錘 X1,0,0,-80,80,0
15407,75,Lv10 魔法攻擊迴避率 %+d％,10,20,1,2,超級萬能木錘 X1,0,0,-80,80,0
15408,75,Lv1 物理攻擊迴避率 %+d％,1,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15409,75,Lv2 物理攻擊迴避率 %+d％,2,4,1,2,超級萬能木錘 X1,0,0,-80,80,0
15410,75,Lv3 物理攻擊迴避率 %+d％,3,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15411,75,Lv4 物理攻擊迴避率 %+d％,4,8,1,2,超級萬能木錘 X1,0,0,-80,80,0
15412,75,Lv5 物理攻擊迴避率 %+d％,5,10,1,2,超級萬能木錘 X1,0,0,-80,80,0
15413,75,Lv6 物理攻擊迴避率 %+d％,6,12,1,2,超級萬能木錘 X1,0,0,-80,80,0
15414,75,Lv7 物理攻擊迴避率 %+d％,7,14,1,2,超級萬能木錘 X1,0,0,-80,80,0
15415,75,Lv8 物理攻擊迴避率 %+d％,8,16,1,2,超級萬能木錘 X1,0,0,-80,80,0
15416,75,Lv9 物理攻擊迴避率 %+d％,9,18,1,2,超級萬能木錘 X1,0,0,-80,80,0
15417,75,Lv10 物理攻擊迴避率 %+d％,10,20,1,2,超級萬能木錘 X1,0,0,-80,80,0
15418,75,Lv1 魔法傷害減少 %+d,2,2,1,2,超級萬能木錘 X1,0,0,-80,80,0
15419,75,Lv2 魔法傷害減少 %+d,4,4,1,2,超級萬能木錘 X1,0,0,-80,80,0
15420,75,Lv3 魔法傷害減少 %+d,6,6,1,2,超級萬能木錘 X1,0,0,-80,80,0
15421,75,Lv4 魔法傷害減少 %+d,8,8,1,2,超級萬能木錘 X1,0,0,-80,80,0
15422,75,Lv5 魔法傷害減少 %+d,10,10,1,2,超級萬能木錘 X1,0,0,-80,80,0
15423,75,Lv6 魔法傷害減少 %+d,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15424,75,Lv7 魔法傷害減少 %+d,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15425,75,Lv8 魔法傷害減少 %+d,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15426,75,Lv9 魔法傷害減少 %+d,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15427,75,Lv10 魔法傷害減少 %+d,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15428,75,Lv1 物理/魔法背後攻擊傷害 %+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15429,75,Lv2 物理/魔法背後攻擊傷害 %+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15430,75,Lv3 物理/魔法背後攻擊傷害 %+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15431,75,Lv4 物理/魔法背後攻擊傷害 %+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15432,75,Lv5 物理/魔法背後攻擊傷害 %+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15433,75,Lv6 物理/魔法背後攻擊傷害 %+d％,12,12,2,2,超級萬能木錘 X1,0,0,-80,80,0
15434,75,Lv7 物理/魔法背後攻擊傷害 %+d％,14,14,2,2,超級萬能木錘 X1,0,0,-80,80,0
15435,75,Lv8 物理/魔法背後攻擊傷害 %+d％,16,18,2,2,超級萬能木錘 X1,0,0,-80,80,0
15436,75,Lv9 物理/魔法背後攻擊傷害 %+d％,18,22,2,2,超級萬能木錘 X1,0,0,-80,80,0
15437,75,Lv10 物理/魔法背後攻擊傷害 %+d％,20,26,2,2,超級萬能木錘 X1,0,0,-80,80,0
15438,75,Lv1 最大 SP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15439,75,Lv2 最大 SP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15440,75,Lv3 最大 SP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15441,75,Lv4 最大 SP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15442,75,Lv5 最大 SP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15443,75,Lv6 最大 SP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15444,75,Lv7 最大 SP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15445,75,Lv8 最大 SP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15446,75,Lv9 最大 SP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15447,75,Lv10 最大 SP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15448,76,Lv1 力量 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15449,76,Lv2 力量 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15450,76,Lv3 力量 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15451,76,Lv4 力量 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15452,76,Lv5 力量 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15453,76,Lv6 力量 %+d％,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15454,76,Lv7 力量 %+d％,7,9,1,2,超級萬能木錘 X1,0,0,-80,80,0
15455,76,Lv8 力量 %+d％,8,11,1,2,超級萬能木錘 X1,0,0,-80,80,0
15456,76,Lv9 力量 %+d％,9,13,1,2,超級萬能木錘 X1,0,0,-80,80,0
15457,76,Lv10 力量 %+d％,10,15,1,2,超級萬能木錘 X1,0,0,-80,80,0
15458,76,Lv1 體力 %+d,20,20,20,20,超級萬能木錘 X1,0,0,-80,80,0
15459,76,Lv2 體力 %+d,40,40,20,20,超級萬能木錘 X1,0,0,-80,80,0
15460,76,Lv3 體力 %+d,60,60,20,20,超級萬能木錘 X1,0,0,-80,80,0
15461,76,Lv4 體力 %+d,80,80,20,20,超級萬能木錘 X1,0,0,-80,80,0
15462,76,Lv5 體力 %+d,100,100,20,20,超級萬能木錘 X1,0,0,-80,80,0
15463,76,Lv6 體力 %+d,120,120,20,20,超級萬能木錘 X1,0,0,-80,80,0
15464,76,Lv7 體力 %+d,140,140,20,20,超級萬能木錘 X1,0,0,-80,80,0
15465,76,Lv8 體力 %+d,160,180,20,40,超級萬能木錘 X1,0,0,-80,80,0
15466,76,Lv9 體力 %+d,180,220,20,40,超級萬能木錘 X1,0,0,-80,80,0
15467,76,Lv10 體力 %+d,200,260,20,40,超級萬能木錘 X1,0,0,-80,80,0
15468,76,Lv1 最大 HP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15469,76,Lv2 最大 HP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15470,76,Lv3 最大 HP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15471,76,Lv4 最大 HP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15472,76,Lv5 最大 HP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15473,76,Lv6 最大 HP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15474,76,Lv7 最大 HP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15475,76,Lv8 最大 HP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15476,76,Lv9 最大 HP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15477,76,Lv10 最大 HP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15478,77,Lv1 幸運 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15479,77,Lv2 幸運 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15480,77,Lv3 幸運 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15481,77,Lv4 幸運 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15482,77,Lv5 幸運 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15483,77,Lv6 幸運 %+d％,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15484,77,Lv7 幸運 %+d％,7,9,1,2,超級萬能木錘 X1,0,0,-80,80,0
15485,77,Lv8 幸運 %+d％,8,11,1,2,超級萬能木錘 X1,0,0,-80,80,0
15486,77,Lv9 幸運 %+d％,9,13,1,2,超級萬能木錘 X1,0,0,-80,80,0
15487,77,Lv10 幸運 %+d％,10,15,1,2,超級萬能木錘 X1,0,0,-80,80,0
15488,77,Lv1 體力 %+d,20,20,20,20,超級萬能木錘 X1,0,0,-80,80,0
15489,77,Lv2 體力 %+d,40,40,20,20,超級萬能木錘 X1,0,0,-80,80,0
15490,77,Lv3 體力 %+d,60,60,20,20,超級萬能木錘 X1,0,0,-80,80,0
15491,77,Lv4 體力 %+d,80,80,20,20,超級萬能木錘 X1,0,0,-80,80,0
15492,77,Lv5 體力 %+d,100,100,20,20,超級萬能木錘 X1,0,0,-80,80,0
15493,77,Lv6 體力 %+d,120,120,20,20,超級萬能木錘 X1,0,0,-80,80,0
15494,77,Lv7 體力 %+d,140,140,20,20,超級萬能木錘 X1,0,0,-80,80,0
15495,77,Lv8 體力 %+d,160,180,20,40,超級萬能木錘 X1,0,0,-80,80,0
15496,77,Lv9 體力 %+d,180,220,20,40,超級萬能木錘 X1,0,0,-80,80,0
15497,77,Lv10 體力 %+d,200,260,20,40,超級萬能木錘 X1,0,0,-80,80,0
15498,77,Lv1 最大 HP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15499,77,Lv2 最大 HP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15500,77,Lv3 最大 HP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15501,77,Lv4 最大 HP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15502,77,Lv5 最大 HP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15503,77,Lv6 最大 HP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15504,77,Lv7 最大 HP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15505,77,Lv8 最大 HP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15506,77,Lv9 最大 HP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15507,77,Lv10 最大 HP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15508,78,Lv1 魔力 %+d％,1,1,1,1,超級萬能木錘 X1,0,0,-80,80,0
15509,78,Lv2 魔力 %+d％,2,2,1,1,超級萬能木錘 X1,0,0,-80,80,0
15510,78,Lv3 魔力 %+d％,3,3,1,1,超級萬能木錘 X1,0,0,-80,80,0
15511,78,Lv4 魔力 %+d％,4,4,1,1,超級萬能木錘 X1,0,0,-80,80,0
15512,78,Lv5 魔力 %+d％,5,5,1,1,超級萬能木錘 X1,0,0,-80,80,0
15513,78,Lv6 魔力 %+d％,6,7,1,2,超級萬能木錘 X1,0,0,-80,80,0
15514,78,Lv7 魔力 %+d％,7,9,1,2,超級萬能木錘 X1,0,0,-80,80,0
15515,78,Lv8 魔力 %+d％,8,11,1,2,超級萬能木錘 X1,0,0,-80,80,0
15516,78,Lv9 魔力 %+d％,9,13,1,2,超級萬能木錘 X1,0,0,-80,80,0
15517,78,Lv10 魔力 %+d％,10,15,1,2,超級萬能木錘 X1,0,0,-80,80,0
15518,78,Lv1 體力 %+d,20,20,20,20,超級萬能木錘 X1,0,0,-80,80,0
15519,78,Lv2 體力 %+d,40,40,20,20,超級萬能木錘 X1,0,0,-80,80,0
15520,78,Lv3 體力 %+d,60,60,20,20,超級萬能木錘 X1,0,0,-80,80,0
15521,78,Lv4 體力 %+d,80,80,20,20,超級萬能木錘 X1,0,0,-80,80,0
15522,78,Lv5 體力 %+d,100,100,20,20,超級萬能木錘 X1,0,0,-80,80,0
15523,78,Lv6 體力 %+d,120,120,20,20,超級萬能木錘 X1,0,0,-80,80,0
15524,78,Lv7 體力 %+d,140,140,20,20,超級萬能木錘 X1,0,0,-80,80,0
15525,78,Lv8 體力 %+d,160,180,20,40,超級萬能木錘 X1,0,0,-80,80,0
15526,78,Lv9 體力 %+d,180,220,20,40,超級萬能木錘 X1,0,0,-80,80,0
15527,78,Lv10 體力 %+d,200,260,20,40,超級萬能木錘 X1,0,0,-80,80,0
15528,78,Lv1 最大 SP %+d,40,44,40,44,超級萬能木錘 X1,0,0,-80,80,0
15529,78,Lv2 最大 SP %+d,80,90,40,46,超級萬能木錘 X1,0,0,-80,80,0
15530,78,Lv3 最大 SP %+d,120,138,40,48,超級萬能木錘 X1,0,0,-80,80,0
15531,78,Lv4 最大 SP %+d,180,210,60,72,超級萬能木錘 X1,0,0,-80,80,0
15532,78,Lv5 最大 SP %+d,240,288,60,78,超級萬能木錘 X1,0,0,-80,80,0
15533,78,Lv6 最大 SP %+d,300,372,60,84,超級萬能木錘 X1,0,0,-80,80,0
15534,78,Lv7 最大 SP %+d,380,490,80,118,超級萬能木錘 X1,0,0,-80,80,0
15535,78,Lv8 最大 SP %+d,460,620,80,130,超級萬能木錘 X1,0,0,-80,80,0
15536,78,Lv9 最大 SP %+d,540,774,80,154,超級萬能木錘 X1,0,0,-80,80,0
15537,78,Lv10 最大 SP %+d,660,994,120,220,超級萬能木錘 X1,0,0,-80,80,0
15538,79,Lv1 物理最小傷害 %+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15539,79,Lv2 物理最小傷害 %+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15540,79,Lv3 物理最小傷害 %+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15541,79,Lv4 物理最小傷害 %+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15542,79,Lv5 物理最小傷害 %+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15543,79,Lv6 物理最小傷害 %+d％,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15544,79,Lv7 物理最小傷害 %+d％,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15545,79,Lv8 物理最小傷害 %+d％,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15546,79,Lv9 物理最小傷害 %+d％,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15547,79,Lv10 物理最小傷害 %+d％,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
15548,79,Lv1 物理最大傷害%+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15549,79,Lv2 物理最大傷害%+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15550,79,Lv3 物理最大傷害%+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15551,79,Lv4 物理最大傷害%+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15552,79,Lv5 物理最大傷害%+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15553,79,Lv6 物理最大傷害%+d％,12,12,2,2,超級萬能木錘 X1,0,0,-80,80,0
15554,79,Lv7 物理最大傷害%+d％,14,16,2,4,超級萬能木錘 X1,0,0,-80,80,0
15555,79,Lv8 物理最大傷害%+d％,16,20,2,4,超級萬能木錘 X1,0,0,-80,80,0
15556,79,Lv9 物理最大傷害%+d％,18,24,2,4,超級萬能木錘 X1,0,0,-80,80,0
15557,79,Lv10 物理最大傷害%+d％,20,30,2,6,超級萬能木錘 X1,0,0,-80,80,0
15558,79,Lv1 魔法最小傷害%+d％,2,2,2,2,超級萬能木錘 X1,0,0,-80,80,0
15559,79,Lv2 魔法最小傷害%+d％,4,4,2,2,超級萬能木錘 X1,0,0,-80,80,0
15560,79,Lv3 魔法最小傷害%+d％,6,6,2,2,超級萬能木錘 X1,0,0,-80,80,0
15561,79,Lv4 魔法最小傷害%+d％,8,8,2,2,超級萬能木錘 X1,0,0,-80,80,0
15562,79,Lv5 魔法最小傷害%+d％,10,10,2,2,超級萬能木錘 X1,0,0,-80,80,0
15563,79,Lv6 魔法最小傷害%+d％,12,14,2,4,超級萬能木錘 X1,0,0,-80,80,0
15564,79,Lv7 魔法最小傷害%+d％,14,18,2,4,超級萬能木錘 X1,0,0,-80,80,0
15565,79,Lv8 魔法最小傷害%+d％,18,24,4,6,超級萬能木錘 X1,0,0,-80,80,0
15566,79,Lv9 魔法最小傷害%+d％,22,32,4,8,超級萬能木錘 X1,0,0,-80,80,0
15567,79,Lv10 魔法最小傷害%+d％,26,40,4,8,超級萬能木錘 X1,0,0,-80,80,0
