ID,_Name,_Skill_ID,_Multi_Icon,_Multi_IconIndex,_Awaken_Order,_Awaken_skill,_Order,_EffectRequire_ID,_EffectRequire_Value,_MotionInfo1,_SoundEffect1,_Fx1,_MotionInfo2,_SoundEffect2,_Fx2,_Require1_Type,_Require1_ID,_Require1_Value1,_Require1_ValueSlv1,_Require1_Value2,_Require1_ValueSlv2,_Require2_Type,_Require2_ID,_Require2_Value1,_Require2_ValueSlv1,_Require2_Value2,_Require2_ValueSlv2,_Require3_Type,_Require3_ID,_Require3_Value1,_Require3_ValueSlv1,_Require3_Value2,_Require3_ValueSlv2,_Require4_Type,_Require4_ID,_Require4_Value1,_Require4_ValueSlv1,_Require4_Value2,_Require4_ValueSlv2,_RequireEquipType,_RequireItemKind,_MotionStatusCheck,_StandCheck,_Buff_Check,_ComboCheck,_Skill_ComboID,_ComboTimeDelay,_ComboTime,_ComboApplyID,_Skill_CoolTimeID,_CoolTime1,_CoolTimeSLv1,_CoolTimeApplyID1,_CoolTime2,_CoolTimeSLv2,_CoolTimeApplyID2,_ConsumptionTerm,_ConsumptionStat1,_ConsumptionStatValue1,_ConsumptionStatValueSlv1,_ConsumptionStat2,_ConsumptionStatValue2,_ConsumptionStatValueSlv2,_ConsumptionStat3,_ConsumptionStatValue3,_ConsumptionStatValueSlv3,_ConsumptionItemID1,_ConsumptionItemID2,_ConditionCheckTime,_Speed_Delay,_Speed_X,_Speed_Time,_Speed_Y,_TargetType,_TargetMaxCount,_TargetMaxCountSlv,_Effect_Delay1,_Effect_Self1,_Effect_Target1,_Effect_Delay2,_Effect_Self2,_Effect_Target2,_Effect_Delay3,_Effect_Self3,_Effect_Target3,_Effect_Delay4,_Effect_Self4,_Effect_Target4,_Effect_Delay5,_Effect_Self5,_Effect_Target5,_Effect_Delay6,_Effect_Self6,_Effect_Target6,_Loop_Effect_Start_Delay1,_Loop_Effect_Delay1,_Loop_Effect_Self1,_Loop_Effect_Target1,_Loop_Effect_Finish_Time1,_Loop_Effect_Start_Delay2,_Loop_Effect_Delay2,_Loop_Effect_Self2,_Loop_Effect_Target2,_Loop_Effect_Finish_Time2,_StatusType1,_StatusValue1,_StatusValueSlv1,_StatusType2,_StatusValue2,_StatusValueSlv2,_StatusType3,_StatusValue3,_StatusValueSlv3,_StatusType4,_StatusValue4,_StatusValueSlv4,_Dec_Cool,_View_Shake_Delay,_View_Shake_Time,_View_Shake_power,_View_Shake_speed
2929,??? ??,1801105,0,0,0,0,0,0,0,18001316,4571,18605,18001316,4571,18605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,32,40,10001,3305,34,0,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,30,0,4,7,0,2,30000526,30000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2930,??? ??,1801106,0,0,0,0,0,0,0,18001319,4582,18608,18001319,4582,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,40,50,10001,3306,34,0,3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,30,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2931,??? ??,1801201,0,0,0,0,0,0,0,18001301,4556,18502,18001301,4556,18502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,140,160,10001,3301,25,0,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,30001201,10,0,30000201,11,0,30000201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2932,??? ???,1801202,0,0,0,0,0,0,0,18001302,4557,18503,18001302,4557,18503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,110,130,10001,3302,29,0,3302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,0,30000202,7,0,30000202,8,0,30000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2933,??? ?????,1801203,0,0,0,0,0,0,0,18001303,4558,18504,18001303,4558,18504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,120,150,10001,3303,31,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,250,48,0,4,7,0,4,0,30000203,8,0,30001203,9,0,30001203,10,0,30001203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2934,??? ???,1801204,0,0,0,0,0,0,0,18001304,4559,18505,18001304,4559,18505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,85,90,10001,3304,34,0,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,150,40,0,4,7,0,6,0,30000204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2935,??? ?????,1801205,0,0,0,0,0,0,0,18001305,4560,18506,18001305,4560,18506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,65,70,10001,3305,36,0,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,140,23,0,4,7,0,1,0,30000206,3,0,30000206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2936,??? ?,1801206,0,0,0,0,0,0,0,18001306,4561,18507,18001306,4561,18507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,120,130,10001,3306,38,0,3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,200,13,0,4,7,0,5,0,30000207,6,0,30000207,7,0,30000207,8,0,30000207,9,0,30000207,10,0,30000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2937,??? ???,1801207,0,0,0,0,0,0,0,18001307,4562,18508,18001307,4562,18508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,115,120,10001,3307,39,0,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,2,0,30001208,3,0,30001208,9,0,30000208,10,0,30000208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2938,??? ??,1801208,0,0,0,0,1,1,30000526,18001316,4571,18605,18001316,4571,18605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,32,50,10001,3338,51,0,3338,51,0,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,30,0,4,7,0,2,30000527,30000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2939,??? ??,1801208,0,0,0,0,0,0,0,18001316,4571,18605,18001316,4571,18605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,32,50,10001,3308,34,0,3308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,30,0,4,7,0,2,30000526,30000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2940,??? ??,1801209,0,0,0,0,0,0,0,18001319,4582,18608,18001319,4582,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,40,50,10001,3309,34,0,3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,30,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2941,??? ??,1801317,0,0,0,0,1,1,21533125,18001319,7564,18608,18001319,7564,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,30,50,10001,3318,40,0,3318,40,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,0,4,7,0,0,21020656,0,0,21533126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2942,??? ??,1801317,0,0,0,0,0,0,0,18001319,4582,18608,18001319,4582,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,30,50,10001,3317,40,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,0,4,7,0,0,21020656,0,4,21533125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2943,??? ??,1801317,0,0,1,64255,2,1,81006228,18001319,7564,18608,18001319,7564,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,30,50,10001,3319,30,0,3319,30,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,0,4,7,0,0,21020656,0,0,21533126,0,0,81006229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2944,??? ??,1801317,0,0,1,64255,1,1,21533125,18001319,7564,18608,18001319,7564,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,30,50,10001,3318,30,0,3318,30,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,0,4,7,0,0,21020656,0,0,21533126,0,0,81006228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2945,??? ??,1801317,0,0,1,64255,0,0,0,18001319,4582,18608,18001319,4582,18608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079475324,1,0,0,10001,30,50,10001,3317,30,0,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,50,0,4,7,0,0,21020656,0,4,21533125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2946,[??] ???,5000942,0,0,0,0,0,0,0,30000123,7601,15897,30000123,7601,15897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,14412,1,0,0,0,0,0,0,2901,10260,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71603012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,[??] ???,5000942,0,0,1,64238,0,0,0,30000123,7601,15897,30000123,7601,15897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,14412,1,0,0,0,0,0,0,2901,13338,0,2901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71603012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,【 ??? ?? 】,3806401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2949,【 ??? ? 】,3806402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2950,【 ?? ???? 】,3806403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2951,【 ?? 】,3806404,0,0,0,0,0,0,0,38006407,4574,18559,38006407,4574,18559,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,150,170,10001,7508,180,0,7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,13025358,0,4,0,30001401,5,0,30001401,6,0,30001401,8,0,30001401,0,0,0,9,1,0,30000401,6,10,1,0,30000401,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952,【 ?? 】,3806404,0,0,1,64237,0,0,0,38006407,4574,18559,38006407,4574,18559,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,150,170,10001,7508,180,0,7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,81007174,0,4,0,30001401,5,0,30001401,6,0,30001401,8,0,30001401,0,0,0,3,1,0,30000401,13,3,1,0,30000401,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2953,【 ??? ?? 】,3806405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2954,【 ???? 】,3806406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2955,【 ??? 】,3806407,0,0,0,0,0,0,0,38006404,4573,18513,38006404,4573,18513,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,0,0,0,0,7509,400,0,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,24064011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,30000402,31,29,1,0,30001402,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,70,30
2956,【 ??? 】,3806407,0,0,1,64001,0,0,0,80006401,6953,20745,80006401,6953,20745,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,0,0,0,0,7509,1200,0,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,81006046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,81006065,33,33,1,0,81006065,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,25,30
2957,【 ?? ?? 】,3816401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2958,【 ??? ?? 】,3816402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2959,【 ?? ?? 】,3816403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2960,【 ?? II 】,3816404,0,0,0,0,0,0,0,38106407,4576,18560,38106407,4576,18560,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,180,220,10001,7507,260,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,13025361,0,2,0,30000403,4,0,30000403,14,0,30000403,16,0,30000403,0,0,0,6,1,0,30000403,6,13,1,0,30001403,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961,【 ?? II 】,3816404,0,0,1,64246,0,0,0,38106407,4576,18560,38106407,4576,18560,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,10001,180,220,10001,7507,180,0,7507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,13025361,0,2,0,30000403,4,0,30000403,14,13025124,30000403,16,0,30000403,0,0,0,1,1,0,30000403,18,7,1,0,30001403,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2962,【 ??? ? 】,3816405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2963,【 ???? 】,3816406,0,0,0,0,0,0,0,30000123,7601,3172,30000123,7601,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,48,14412,1,0,0,0,0,0,0,7506,10260,0,7506,10260,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,【 ???? 】,3816406,0,0,1,64247,0,0,0,30000123,7601,3172,30000123,7601,3172,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,13,48,14412,1,0,0,0,0,0,0,7506,13338,0,7506,13338,0,9993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,【 ??? II 】,3816407,0,0,0,0,0,0,0,38106404,4575,18514,38106404,4575,18514,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,24064021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,30000404,27,28,1,0,30001404,12,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,50,30
2966,【 ??? II 】,3816407,0,0,1,64242,0,0,0,38106404,4575,18514,38106404,4575,18514,6,2,32,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,13,48,103079278716,1,0,0,0,0,0,0,7505,600,0,7505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,24064021,0,0,81007191,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,30000404,27,28,1,0,30001404,12,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,70,30
2967,?? ??,3606101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2968,???,3606102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2969,???,3606103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2970,??? ?,3606104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2971,??? ?,3606105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2972,???,3606106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2973,??? ??,3606107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2974,??? ??,3606108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2975,????(?),3606109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2976,????(?),3606110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000504,0,0,23000505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2977,?? ?? II,3606202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,200,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2978,??? II,3606203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,150,0,0,0,0,0,0,0,0,0,1,0,0,0,0
