ID,_Subject,_Question,_Ex_1,_Ex_2,_Ex_3,_Ex_4,_Ex_5
488,7,以西班牙塞維亞為背景，講述吉普賽姑娘與唐·荷塞的愛情悲劇的歌劇是？,卡門,巴黎聖母院,王子與貧兒,魔笛,KARA演唱會
489,7,從尼羅河的水色衍生的顏色是？,尼羅藍,尼羅綠,尼羅深藍,尼羅灰,尼羅拿坡里
490,7,形容傾盡全身力量直至身軀粉碎的四字成語是？,粉身碎骨,粉骨破身,碎骨粉身,碎骨破身,粉骨不身
491,7,比喻「非常要好或情投意合的朋友」的四字成語是？,莫逆之交,馬擊之交,莫擊之交,莫驛之交,沒有正確答案
492,7,比喻「榮華富貴如夢般短暫而虛幻，且終歸泡影」的四字成語是？,黃粱一夢,兔死狗烹,馬耳東風,對牛彈琴,烏飛梨落
493,7,與美人無關的四字成語是？,虎頭蛇尾,沉魚落雁,傾國傾城,花容月貌,明眸皓齒
494,7,留下「我走得很慢，但我永遠不會後退」這句名言的人是？,鋼彈,米開朗基羅,林肯,愛迪生,忍者龜
495,7,正確搭配四個方位與四方神的是？,東 - 青龍,東 - 玄武,南 - 玄武,南 - 白虎,西 - 朱雀
496,7,德國首都是？,柏林,披索,曼谷,沙那,斯德哥爾摩
497,7,瑞士的首都。始建於1421年，花費150多年才完成的哥德式教堂——伯爾尼大教堂就位於這裡。請問這裡是哪裡？,巴爾尼,伯爾尼,貝爾尼,東京,首爾
498,7,非洲大陸第二大的國家阿爾及利亞的首都是？,阿納,阿爾俄,阿爾及爾,安達,阿爾金
499,7,位於非洲東北部，首都為喀土穆的國家是？,蘇丹,方法,伽利吉,瑪爾高,派汀
500,7,成為美國與拉丁美洲的文化邊界的是？,漢江,巴拉那河,鴨綠江,格蘭河,金江
501,7,歐洲重心從南歐轉移到西歐的契機是？,文藝復興,工業革命,太陽從西邊出來了,奧特曼出現,第一次世界大戰
502,7,將歐洲人的資本和熱帶氣候、土著民的廉價勞動力結合起來的勞動形態是？,通貨膨脹,種植園,勞動部,重勞動,民主主義
503,7,中國三國時代蜀國的武將，字子龍，來自常山郡真定縣的將軍是？,關羽,張飛,黃忠,馬超,趙雲
504,7,中國東漢末年，農民們反抗豪族勢力的剝削而揭竿而起的事件是？,紅巾之亂,黃巾之亂,赤巾之亂,白巾之亂,黑巾之亂
505,7,中國的秦始皇建造的世界最長的城牆是？,萬里長城,千里長線,百萬長城,千萬長城,億萬長城
506,7,中非共和國的首都是？,龐古,班貴,班基,布翁,布昂
507,7,吉里巴斯的首都是？,達拉瓦,塔拉瓦,巴厘瓦,安奧納,奧拉尼格
508,7,土耳其的首都是？,安坎城,安哥拉,安幹納,卡拉,安卡拉
509,7,法國的首都是？,蚊子,拿巴黎,巴黎,東巴黎,巴黎寨
510,7,赫爾辛基是哪個國家的首都？,芬蘭,荷蘭,捷克,馬來西亞,德國
511,7,義大利的首都是？,羅馬,華盛頓,巴黎,雅典,東京
512,7,下面幾項中，不規定比賽時間的運動是？,籃球,足球,排球,冰上曲棍球,水球
513,7,世界上最大的沙漠叫什麼名字？,撒哈拉,吳哈拉,具荷拉,維多利亞大沙漠,戈壁
514,7,並聯3塊1.5v電池時，整個電壓是？,0 V,1.5v,3v,4.5v,6v
515,7,1年有幾天？,364天,295天,384天,365天,367天
516,7,位於大雪與小寒之間，一年中夜晚最長的節氣是？,冬至,立冬,大寒,立春,寒食
517,7,利用虛假網站盜取銀行資訊或個人資訊的網路用語是？,垂釣,詐騙,盜用帳號,入侵,釣魚
518,7,在牽牛織女的童話裡，把兩位主角分開的河是？,銀河,解慕漱,尿壺,洛東江,約旦河
519,7,說過「認識你自己」這句名言的古希臘哲學家是？,蘇格拉底,斯賓諾莎,亞里斯多德,柏拉圖,畢達哥拉斯
520,7,金氏世界紀錄是調查「什麼」的過程中構思出來的呢？,格溫妮斯·派特洛,最快的動物,最快的鳥,最大的動物,最小的動物
521,7,國家與貨幣單位配對錯誤的是？,巴西 - 盾,菲律賓 - 披索,印度 - 盧比,日本 - 日圓,美國 - 美元
522,7,國名與首都名稱相同的國家是？,摩納哥,墨西哥,蘇丹,蘇利南,菲律賓
523,7,出現落葉現象的原因是什麼呢？,因為重量,因為搖晃,防止水分損失,由於樹幹部分,怕折斷
524,7,駱駝的駝峰裡有什麼呢？,血,水,軟骨,骨頭,脂肪
525,7,空調設備排放熱氣、車輛廢氣等原因造成大城市溫度上升的現象是？,溫室效應,熱島效應,冰室效應,煙霧現象,熱帶夜現象
526,7,長翅膀的鳥類中飛得最快的是？,麻雀,蜂鳥,隼,禿鷲,貓頭鷹
527,7,舉行諾貝爾和平獎頒獎儀式的地方是？,丹麥 哥本哈根,瑞典 斯德哥爾摩,挪威 奧斯陸,芬蘭 赫爾辛基,澳大利亞 坎培拉
528,7,讓使用者在其他通信公司的服務地區使用無線通訊的服務是？,集線器,對講機,載入,漫遊,讀取
529,7,創作出《大衛像》、《最後的審判》等作品的義大利藝術家是？,李奧納多·達芬奇,米開朗基羅,拉斐爾,多那太羅,大衛哥
530,7,以下古典成語裡皆有登場的動物是？狐假虎威、兔死狐悲,狐狸,老虎,牛,馬,雞
531,7,下面哪一項沒有正確連接國家與首都？,韓國 - 首爾,北韓 - 平壤,日本 - 東京,中國 - 北京,美國 - 紐約
532,7,登場選手最少的是？,籃球,棒球,排球,足球,冰上曲棍球
533,7,下面不屬於現代五項運動的項目是？,馬術,擊劍,划艇,游泳,射擊
534,7,羅馬與希臘神祗連接錯誤的是？,阿波羅 - 普路托,阿芙蘿黛蒂 - 維納斯,阿瑞斯 - 瑪爾斯,荷米斯 - 墨丘利,雅典娜 - 米娜瓦
535,7,下面不屬於四君子的是？,松樹,梅花,蘭花,菊花,竹子
536,7,下面哪位神祗不是女神？,赫菲斯托斯,阿芙蘿黛蒂,赫拉,蓋亞,雅典娜
537,7,下面哪個不屬於熱帶水果？,香瓜,鳳梨,芒果,木瓜,椰子
538,7,以下幾項中，體內吸收最好的補鈣食品是？,牛奶及乳製品,蝦皮,銀魚幹,鳳尾魚,豆腐
539,7,不屬於草食動物的是？,豬,河馬,兔子,袋鼠,牛
540,7,由於果膠和酸較少，不容易製作果醬的水果是？,蘋果,柳丁,梨,葡萄,草莓
541,7,只有一名演員登臺的劇是？,單人戲,多角色劇,多重人格劇,獨角戲,融合劇
542,7,有史以來第一個登上月球的人是尼爾·阿姆斯壯。那麼第一個在月球著陸的飛行器是？,阿波羅11號,阿波羅12號,阿波羅13號,阿波羅14號,阿波羅15號
543,7,吸煙對身體有害，會引發肺癌等各種疾病，但是香煙中的成分可以讓吸煙者上癮。請問這個成分叫什麼名字？,咖啡因,尼古丁,胰島素,抗組胺劑,壓力
544,7,大氣淨化效果最出色的樹種是？,櫸樹,銀杏樹,法國梧桐,楓樹,桑樹
545,7,讓道路積雪融化時撒的東西是？,氯化鈣,二氧化碳,粗鹽,白糖,味精
546,7,不屬於冬季奧運會正式比賽專案的是？,短雪橇,鋼架雪車,冰壺,花樣滑冰,冰上曲棍球
547,7,吃年糕的節日是？,中秋節,春節,寒食節,端午節,愚人節
548,7,俄羅斯首都是？,柏林,曼賈斯特,莫斯科,托特納姆熱刺隊,切爾西
549,7,羅馬神話中主宰大地的豐饒，被奉為葡萄酒之神，在希臘神話中被稱為戴歐尼修斯的神祗是？,巴克斯,黑帝斯,阿芙蘿黛蒂,阿波羅,赫拉
550,7,馬拉松比賽的規定距離是？,43.195km,39.195km,42.195km,40.195km,44.195km
551,7,馬睡覺的姿勢是？,站著,坐著,跪著,躺著,趴著
552,7,墨西哥民謠《La Cucaracha》的歌名意味什麼？,蟑螂,金龜子,水蠅,米蟲,幼蟲
553,7,莫斯科科學家帕基特諾夫根據古羅馬智力遊戲開發的遊戲是？,俄羅斯方塊,瘋狂坦克,花圖,打磚塊,阿爾法諾德
554,7,米開朗基羅的雕像《大衛》現收藏在哪個城市的美術學院？,佛羅倫斯,米蘭,羅馬,威尼斯,那不勒斯
555,7,蛇為什麼會吐信？,收集氣味,消化,維持體溫,習慣,嘲弄
556,7,表示倒楣的事情一個接一個的定律是？,瑪芬定律,莫非斯定律,古菲定律,莫非定律,倒楣蛋
557,7,為提高產量強化品質而改變基因的農畜產品稱作什麼？,基因改造食品,突然變異,有機食品,保健食品,垃圾食品
558,7,不屬於世界三大電影節的是？,米蘭,柏林,威尼斯,坎城,沒有正確答案
559,7,世界上最長的河流是？,尼羅河,亞馬遜河,長江,密西西比河,漢江
560,7,世界上面積最大的國家是？,澳大利亞,美國,印度,中國,俄羅斯
561,7,世界上最高的山峰是？,勃朗峰,白頭山,喜馬拉雅山,珠穆朗瑪峰,富士山
562,7,傳說中酒神巴克斯用葡萄酒製造的寶石是？,紫水晶,黃水晶,鑽石,紅寶石,海藍寶石
563,7,雪梨歌劇院的設計創意來源於哪個水果？,柳丁,蘋果,橘子,金橘,葡萄
564,7,實際存在的螞蟻種類是？,黑褐蟻,獅蟻,貓蟻,狗蟻,蛭蟻
565,7,藥袋上寫的「內服藥」是什麼意思？,吃的藥,穿的藥,外塗藥,注射藥,貼的藥
566,7,形容「輿論力量大，很難阻止」的四字成語是？,眾口鑠金,秋高氣爽,朝三暮四,喧賓奪主,三人成虎
567,7,歐洲的著名畫家。創作了《星夜》、《向日葵》等美麗的作品，但是曾割斷了自己的耳朵，最後精神疾病發作而自殺身亡的畫家是？,文森·梵谷,高更,畢卡索,勞特累克,沃霍爾
568,7,醫學上區分臉部與頭的基準是？,額,眉,眼,鼻,嘴
569,7,伊斯蘭教經典《古蘭經》在阿拉伯語裡的意思是？,需要閱讀的,需要遵守的,需要攜帶的,需要回避的,需要禁止的
570,7,星座通常根據這個以阿爾法、貝塔、伽馬的順序賦予名稱。這個順序的基準是？,星星的大小,發現時間,星星的亮度,個人規定,離地球的距離
571,7,日本的首都是？,安卡拉,臺北,布宜諾斯艾利斯,上海,東京
572,7,西洋棋是按照規定輪流下棋子的遊戲。「將軍」是下西洋棋時擒王之前說的話。那麼對方在擋住攻擊時會說什麼呢？,應將,將軍,回避,將死,投降
573,7,骰子有六個面，上面分別有一到六個孔。其相對兩面的數字之和是固定的某個數。請問這個數是？,7,6,8,9,10
574,7,受到周圍色彩的影響，覺得顏色與鄰近色相似的現象是？,正殘像,色彩可視度,色彩對比,同化現象,中間混色
575,7,地球、月亮、太陽處在一條直線時，太陽被月亮擋住的現象是？,月蝕,地蝕,日蝕,天狗食,夜晚
576,7,以春秋戰國時期為背景的小說是？,東周列國志,三國演藝,水滸傳,西遊記,西廂記
577,7,把大豆磨碎加熱後凝固而成的食品是？,豆腐渣,豆頁,豆腐,豆漿,豆漿面
578,7,太陽系的行星中自轉速度最快的是？,水星,金星,地球,木星,土星
579,7,太陽系的第七顆行星，而且是第一個通過望遠鏡發現的行星是？,天王星,水星,金星,木星,土星
580,7,當太陽光照射到空氣中的水滴，光線被折射及反射，在天空上形成色彩絢爛的光譜是什麼現象？,霧,彩虹,霜,極光,光合作用
581,7,颱風中心區晴空少雲的無風地帶稱作什麼？,邪王真眼,龍捲風眼,無風之眼,颶風之眼,颱風眼
582,7,發明電視機的人是？,愛因斯坦,貝爾德,愛迪生,貝爾,電視
583,7,土星最大的衛星是以希臘神話中的巨人名字命名。請問這顆衛星的名字是？,泰坦,鎧之巨人,賽亞人,大海王星,普魯托
584,7,發表了《昆蟲記》的法國昆蟲學家是？,法布羅,塔布羅,法布爾,法高,法布羅
585,7,菲律賓的首都是？,馬尼拉,坎培拉,布宜諾斯艾利斯,上海,米蘭
586,7,提出現代物理學的重要理論《相對論》的人是？,愛因斯坦,弗蘭肯斯坦,愛迪生,古迪遜,舒伯特
587,7,澳大利亞的首都是？,馬尼拉,坎培拉,布宜諾斯艾利斯,上海,米蘭
588,7,用作手機電池的原料，屬於元素週期表ⅠA族的鹼金屬是？,鋰,鈉,鉀,鈣,鎂
589,7,世界第一位太空人是？,具荷拉,尼爾·阿姆斯壯,加加林,愛麗絲,瑪戈林
590,7,以林肯的奴隸解放宣言為開端，19世紀美國南北部之間爆發的戰爭是？,南北戰爭,奴隸戰爭,獨立戰爭,海灣戰爭,林肯戰爭
591,7,奧運會徽標有幾個圈？,4個,5個,6個,7個,99999個
592,7,表示窮人夏天以螢火蟲照明讀書，冬天用雪的反光讀書的成語是？,他山之石,知己知彼,唇來舌往,映雪囊螢,塞翁之馬
593,7,不屬於奧運會游泳方法的是？,自由泳,蛙泳,蝶泳,深泳,仰泳
594,7,茉莉花的花語是？,你是我的,永恆的愛,勿忘我,珍貴的回憶,真誠的忠告
595,7,成年後無法適應成年人的社會，心理依然停留在孩童時期的心理綜合征是？,青鳥綜合症,斯德哥爾摩綜合症,彼得潘綜合症,微笑面具綜合征,錯覺綜合症
596,7,希臘神話的十二主神不包括？,宙斯,阿佛洛狄忒,戴歐尼修斯,珀爾修斯,阿瑞斯
597,7,不屬於莎士比亞四大悲劇的是？,哈姆雷特,奧賽羅,李爾王,馬克白,羅密歐與茱麗葉
598,7,15世紀英國蘭開斯特王朝和約克王朝為繼承英格蘭王位而進行的戰爭是？,克裡米亞戰爭,百合戰爭,鬱金香戰爭,玫瑰戰爭,楊貴妃戰爭
599,7,外表看起來像穿了燕尾服，被稱為「南極紳士」的動物是？,北極熊,企鵝,海獅,春植君,燕子
600,7,不屬於反芻動物的是？,豬,駱駝,鹿,長頸鹿,羊
601,7,最終與王子結婚的公主是？,平岡公主,白雪公主,黑月公主,人魚公主,艾利亞斯七公主
602,7,《阿爾卑斯山的少女》裡的海蒂患了什麼病？,夢遊症,社交恐懼症,抑鬱症,心臟病,痔瘡
603,7,在童話《拇指公主》裡，拇指公主是從什麼花裡出生的？,玫瑰,大嘴食人花,鬱金香,百合,茶花
604,7,牽牛和織女只有在七月七夕晚上才能相見。請問牽牛的職業是什麼？,牧羊人,樵夫,流氓,牧牛人,職業玩家
605,7,從1到100一共有幾個「9」？,9個,10個,15個,20個,21個
606,7,下面不屬於海洋定義的是？,死海,地中海,鄂霍次克海,加勒比海,東海
607,7,「糟糠之妻」糠是什麼食物？,土豆,穀糠,鍋巴,玉米,小米
608,7,不屬於聯合國安理會常任理事國的國家是？,美國,英國,俄羅斯,日本,中國
609,7,古代羅馬與迦太基在西元前2世紀進行的3次戰爭,滑鐵盧戰役,布匿戰爭,波斯戰爭,特洛伊戰爭,伯羅奔尼薩斯戰爭
610,7,位於阿爾卑斯山脈的西歐最高的山,厄爾布魯士峰,勃朗峰,內華達山脈,馬特洪峰,白頭山
611,7,巴甫洛夫的實驗發現的反射方式是？,敵對反應,經驗反應,過敏反應,條件反射,過敏反應
612,7,在國際金融交易中起到中心作用的基礎貨幣,關鍵貨幣,靜態貨幣,現金交易,先進貨幣,價值貨幣
613,7,被西班牙軍隊征服的文明,愛琴,美索不達米亞,瑪雅,阿茲特克,易洛魁
614,7,可以一覽企業財政狀況的是,二本賬,損益表,結帳計算表,起訴書,資產負債表
615,7,每年由政府進行估價的標準地單位面積價格,公告地價,居住地價,基準市價,綜合土地稅,綜合房地產稅
616,7,結婚後不想要孩子的夫妻,嬉皮族,尼特族,孤僻族,頂客族,喪屍族
617,7,馬基維利寫的政治理論書是？,政治論,王與我,君王論,政治學概論,我的鬥爭
618,7,成為20世紀時裝界傳奇的法國人，果斷減掉19世紀女性裙子的繁瑣，將其拉到腳腕上面的設計師是？,喬治·阿瑪尼,克裡斯汀·迪奧,可可·香奈兒,賈尼·範思哲,沒有正確答案
619,7,土豆和大蒜吃莖部，地瓜吃根部。那麼花生是植物的什麼部分呢？,根部,莖部,子房,葉子,沒有正確答案
620,7,在顛簸的公車上不小心踩到別人腳時，適合用來道歉的話是？,對不起,聽話！讓我看看,我家很大,另一隻腳也讓我踩吧,求你放過我
621,7,下列不表示僧侶死亡的詞語是？,涅槃,寂滅,入寂,禪宗,入涅槃
622,7,這是有關尊稱的問題。跟對方提自己父親時稱「嚴親」，母親稱「慈親」。對別人父親的尊稱是「令尊」，那麼對別人母親的尊稱是什麼呢？,令堂,慈母,先親,令母,先妣
623,7,暈車的原因是我們體內負責平衡感的器官無法適應旋轉的刺激所導致。請問這個器官在我們體內的什麼地方？,大腦,耳朵,心臟,支氣管,眼睛
624,7,天氣好冷啊。昨天是24節氣中最後一個節氣「大寒」。14天後到來的24節氣的第一個節氣是什麼呢？,雨水,驚蟄,立春,白露,小寒
625,7,黃牌是給犯規選手的警告。下面的運動中不使用黃牌的是？,足球,棒球,排球,曲棍球,沒有正確答案
626,7,噴霧式油漆，這種油漆桶裡裝著珠子，搖晃時會發出聲音。為什麼要在噴霧器裡裝珠子呢？,防止爆炸,使其混合均勻,測量剩餘量,聲音好聽,符合消費者喜好
627,7,查爾斯·達爾文小時候曾被父親嘲笑將來會給家族丟臉，但後來卻成為了成功的生物學家。達爾文寫的一本書使他成為進化論的創始者。請問這是什麼書？,加拉帕戈斯,人類的起源,進化還是創造,物種起源,人類的起源
628,7,現代人喜歡的食品中不少含有中毒性物質。存在於咖啡、紅茶、各種口服液裡，刺激神經組織或心臟肌肉導致疲勞的中毒性物質是什麼呢？,安非他明,酒精,咖啡因,尼古丁,β-胡蘿蔔素
629,7,17~18世紀流行於歐洲的藝術風格，在葡萄牙語意味著「不規則的珍珠」的詞是？,巴洛克風格,洛可哥風格,拜占庭風格,哥特風格,前衛風格
630,7,拿破崙登上阿爾卑斯山時說了一句名言「在我的字典裡沒有不可能」。請問拿破崙跨過阿爾卑斯山去了哪個國家？,義大利,美國,英國,法國,德國
631,7,不適合用作研究史前人類的社會和生活的資料是？,岩畫,貝丘,地基,信件,墳墓
632,7,這位國王統一了巴比倫，而且世界上第一部法典也以他的名字命名。這位國王的名字是？,漢摩拉比,奧古斯都,世宗大王,拿破崙,君士坦丁
633,7,帶著少量日用雜貨到各地市場出售的商人稱作？,行商,公人,自由商人,大商人,市井商人
634,7,新石器時代與之前時代最大的區別是？,階級分化,開始耕作,製作物品,出現原始宗教,祭政分離
635,7,證明新石器時代已經開始穿衣服的遺物是？,石鐮,石磨盤,模具,紡錘車,半月形石刀
636,7,擁有法老們的墓地所在的帝王谷、門農巨像、圖坦卡門墓地的城市是？,盧克索,吉薩,阿拜多斯,薩卡拉,努比亞
637,7,被稱為鋼琴詩人的波蘭作曲家及鋼琴家是？,蕭邦,巴赫,德布西,舒伯特,貝多芬
638,7,木管樂器中發出最低音的樂器是？,巴松管,雙簧管,長笛,單簧管,薩克斯風
639,7,比喻接連遭受不幸的四字成語是？,雪上加霜,雪中送炭,錦上添花,風花雪月,報仇雪恨
640,7,發現「萬有引力定律」的人是？,牛頓,金博士,李博士,紐倫,愛迪生
641,7,秘魯、厄瓜多等太平洋東部海面溫度異常偏冷的現象是？,反聖嬰現象,聖嬰現象,城市蔓延現象,都卜勒效應,自然現象
642,7,旨在保護文學和藝術作品的國際公約是？,伯恩公約,倫敦條約,維也納協定,巴黎公約,巴黎條約
643,7,太陽系的行星中自轉週期只有10小時的行星是？,木星,天王星,水星,海王星,地球
644,7,乾冰、溫室效應、消化劑、碳酸飲料裡面共有的氣體是？,二氧化碳,甲烷,臭氧,三氧化硫,煤氣
645,7,五大洋中最大的海洋是？,太平洋,大西洋,印度洋,南極洋,南海
646,7,爆米花砰砰爆裂是玉米裡的什麼成分造成的呢？,水分,碳水化合物,蛋白質,脂肪,空氣
647,7,製作照明彈的原料，製作豆腐的鹵水裡添加的原子序號12的元素是？,鎂,鋰,鈉,鈣,鉀
648,7,月亮從哪邊天空升起？,東邊,西邊,南邊,北邊,那邊
649,7,玄武表示黑色的烏龜。那麼代表南方的朱雀是什麼呢？,紅鳳凰,紅鹿,紅牛,紅猴子,紅色白虎
650,7,在肚子裡孵蛋的蛇是？,蝮蛇,眼鏡蛇,蚺蛇,花蛇,蚯蚓
651,7,印尼的中文縮寫是？,印尼,印迪,印西,印度,印亞
652,7,血紅蛋白呈紅色的原因是裡面含有哪種金屬元素？,鐵,銅,鎂,鈣,鉀
653,7,從青黴裡發現的第一個抗生素是？,盤尼西林,阿司匹林,嗎啡,乙醇,酒精
654,7,象徵傲然風骨的四君子之一，也可以用來泡酒的花是？,菊花,玫瑰,康乃馨,滿天星,春花
655,7,在Windows系統裡刪除檔時，被刪除的檔會去哪裡？,資源回收桶,垃圾箱,垃圾桶,郵箱,儲物箱
656,7,這是20世紀最常見的疾病，一戰剛結束後一年時間裡有2千萬人被這個病奪走了生命。請問這是什麼病？,感冒,艾滋,癌,中風,水痘
657,7,慢慢破壞脊髓神經或間腦的運動細胞使肌肉萎縮的不治之症是？,肌肉萎縮症,帕金森病,阿爾茨海默病,疼痛病,有機水銀中毒症
658,7,結婚進行曲是孟德爾頌哪個作品中的旋律？,仲夏夜之夢,威風凜凜進行曲,自新大陸交響曲,詼諧曲,小夜曲
659,7,與烏合之眾有關的動物是？,烏鴉,鴨子,狐狸,老鼠,兔子
660,7,這是屬於四君子之一，一開花就會枯死的植物。請問這是什麼植物？,竹子,松樹,銀杏樹,檀香樹,桂花樹
661,7,AA制的英文是「Dutch pay」或者「Dutch treat」。這裡的「Dutch」指的是哪個國家？,荷蘭,馬來西亞,美國,瑞典,比利時
662,7,中醫會把這種樹的根皮用作解熱劑或者利尿劑。請問這是什麼樹？,桑樹,橡樹,銀杏樹,松樹,竹子
663,7,木管五重奏使用長笛、雙簧管、單簧管、巴松管以及這個樂器。請問這是什麼樂器？,法國號,小號,長號,大號,短笛
664,7,住在北極的冰屋裡，「這個」名稱有「吃生肉的人」的意思，經常稱自己是「因努伊特人」。請問「這個」名稱是？,愛斯基摩人,毛利人,俾格米人,布西曼人,百事超人
665,7,植物細胞壁含有的成分，身體缺乏這個可能導致心臟病、糖尿病、便秘等現代疾病。請問這是什麼成分？,膳食纖維,維他命,低聚糖,鹽分,蛋白質
666,7,該團體是1971年成立的國際環境組織，以反對核子試驗和保護自然而聞名。請問這是什麼組織？,綠色和平組織,國際特赦組織,羅馬俱樂部,綠化地帶,消耗資源
667,7,這種魚類的雌性把卵產在雄性的育兒袋內進行孵化，而且外形跟其他魚類相比，頭部與體呈直角。請問這種魚類的名稱是？,海馬,鰻魚,鯊魚,蝦虎魚,明太魚
668,7,光年是光在真空中行走一年的距離。比光年小的單位有AU。1AU指太陽到該行星的平均距離。請問這是什麼行星？,地球,水星,木星,冥王星,火星
669,7,據說這種鳥的叫聲可以帶來豐收和幸運，通常被認為是一種吉鳥。請問這是什麼鳥？,喜鵲,麻雀,鸚鵡,烏鴉,鴿子
670,7,臭氧層遭到破壞增加了人類直接暴露在這種光線下的危險。據說這種光線可以誘發皮膚癌等疾病。請問這是什麼宇宙射線？,紫外線,紅外線,可視光,伽馬射線,細線
671,7,太陽活動進入活躍期時，北極和南極附近地區高空出現絢麗光輝的現象更為明顯。請問這是什麼現象？,極光,日冕,黑點,磁暴,彩虹
672,7,相撲選手在登場時會往沙地撒這種東西。請問這是什麼？,鹽,水星,米,炭,白糖
673,7,政府正式發表的重要文件或報告書稱作白皮書。為什麼要把這種文件稱作白皮書呢？,白色封面,白字,編寫了100天,編寫了100頁,一共有100字
674,7,下列動物中，腿的數量最多的是？,螃蟹,烏賊,章魚,蜘蛛,狗
675,7,管弦樂中音域最低的樂器是低音提琴。那麼在管弦樂中演奏最高音域的樂器是什麼呢？,短笛,小提琴,長笛,大提琴,圓號
676,7,這種花屬於茶樹家族的闊葉樹，主要生長在島上，長出光潤的葉子和紅花。請問這是什麼花？,山茶花,映山紅,春花,木蓮,金達萊
677,7,新加坡的首都是？,新加坡,巴黎,悉尼,北京,溫哥華
678,7,可以聞到氣味的是？,嗅覺,味覺,聽覺,觸覺,視覺
679,7,地球上最大的大陸位於？,亞洲,歐洲,大洋洲,非洲,北美
680,7,全世界最先播放電視節目的國家是？,英國,法國,義大利,瑞士,韓國
681,7,下面不屬於肉食動物的是？,河馬,花豹,獵豹,老虎,鱷魚
682,7,站著睡覺的動物是？,馬,雞,狗,象,狼
683,7,菲律賓的首都是？,馬尼拉,巴尼拉,艾伊拉,西伊拉,紮伊拉
684,7,披薩是哪個國家的食物？,義大利,韓國,日本,中國,美國
685,7,世界上最普遍使用的語言是？,英語,義大利語,韓語,西班牙語,漢語
686,7,丹麥的首都是？,哥本哈根,丹麥克,嗶裡叭叭,聯城,溫哥華
687,7,學生經常要攜帶的物品是？,書包,癢癢撓,棒球棍,筆記型電腦,拳擊手套
688,7,去哪兒才能坐飛機？,機場,學校,碼頭,地鐵站,公交站
689,7,鎖頭必須搭配的東西是？,鑰匙,鉛筆,番茄醬,公交卡,鐵絲
690,7,世界上最大的蜘蛛是？,狼蛛,塵蛛,盲蜘蛛,管巢蛛,金蟬蛛
691,7,歷史上最長的戰爭是？,十字軍東征,6.25戰爭,韓戰,赤壁大戰,歐戰
692,7,早晨去學校的行為稱作？,上學,出動,上班,開始,走吧
693,7,為保證國家運轉而從市民那裡收取的錢是？,稅金,國家運營費,罰金,會費,學費
694,7,轎車有幾個車輪？,4個,1個,2個,3個,8個
695,7,下面平均壽命最長的生物是？,烏龜,蜉蝣,小雞,倉鼠,螳螂
696,7,游泳之前必須做的事情是？,準備運動,學習英文,攀岩,看電影,聽音樂
697,7,蟻后的平均壽命是？,5年以上,1個月,1天,6個月,1年
698,7,亮起什麼燈才能通過人行穿越道？,綠燈,黃燈,鬼火,紅燈,油燈
699,7,電影裡的主角稱作什麼？,主角,替身,配角,編劇,導演
700,7,牙疼的時候應該去的地方是？,牙科,眼科,婦產科,兒科,整形外科
701,7,盧森堡的首都是？,盧森堡,首爾,倫敦,巴黎,安哥拉
702,7,最常用的實驗動物是？,小白鼠,小狗,豬,貓,倉鼠
703,7,跑得最快的動物是？,獵豹,烏龜,兔子,獅子,駱駝
704,7,哪一項球類運動使用的球最小？,桌球,高爾夫,撞球,棒球,躲避球
705,7,法國的首都是？,巴黎,紐約,悉尼,首爾,柏林
706,7,西班牙的首都是？,馬德里,柏林,北京,溫哥華,亞特蘭大
707,7,以色列的首都是？,耶路撒冷,葉門,埃及,印度蘭卡,艾拉斯
708,7,下面的昆蟲中，腿的數量最多的是？,蜈蚣,貓,鴨子,蜘蛛,獨角仙
709,7,義大利的首都是？,羅馬,普馬,法馬,倫敦,媽媽
710,7,眼睛疼的時候去的地方是？,眼科,兒科,耳鼻咽喉科,整形外科,整容外科
711,7,新年做什麼可以得到壓歲錢？,拜年,律動,歌曲,民俗遊戲,攀岩
712,7,體型最大的動物是？,藍鯨,長頸鹿,河馬,倉鼠,大象
713,7,全世界島嶼最多的國家是？,印尼,韓國,日本,中國,美國
714,7,英國的首都是？,倫敦,羅馬,紐約,巴黎,金字塔
715,7,到銀行用存摺領錢時需要的是？,印章,收據,號碼牌,手續費,鎖頭
716,7,風車是用什麼動力轉動的呢？,風,太陽,電,原子能,水
717,7,領導印度民族運動的偉人是？,甘地,歐巴馬,泰戈爾,布希曼,尼赫魯
718,7,加拿大的首都是？,渥太華,倫敦,威斯特丹,馬德里,溫哥華
719,7,烈日炎炎，天氣開始變熱的季節是？,夏天,冬天,春天,秋天,換季時期
720,7,長頸鹿用什麼姿勢睡覺？,站著,坐著,趴著,躺著,側著
721,7,遇到緊急情況時，行動電話可以撥打？,112,114,113,119,911
722,7,希臘的首都是？,雅典,宙斯,赫拉???,維納斯,哈迪斯
723,7,美國總統居住的地方是？,白宮,紐約,洛杉磯,拉斯維加斯,地鐵站
724,7,世界上最大的島是？,格陵蘭島,濟州島,拉巴杜伊,度魯巴英,獨島
725,7,世界盃幾年舉行一次？,4年,1年,3年,5年,10年
726,7,耶誕節是幾月幾號？,12月25日,1月1日,10月10日,2月14日,4月1日
727,7,練書法時不需要的是？,橡皮擦,硯臺,毛筆,宣紙,墨水
728,7,PC畫面顯示異常時需要檢查的零件是？,顯示卡,電源,主機板,記憶體,硬碟
