ID,_Name,_Atk,_Def,_Ele,_Luk,_Element,_All_Mix_Dam,_Cri_Dam,_Cri_PRO,_PENETRATION,_Element_Mix_Dam,_Weapon_Dam,_Damage_Absolute,_Hit_Rate,_Character_Lv_Sync,_Mob_Dam,_Boss_Dam,_Elite_Mob,_Elite_Boss
18038,?? 138%,100,0,100,100,100,138,100,100,100,100,100,100,100,1,100,100,100,100
18039,?? 139%,100,0,100,100,100,139,100,100,100,100,100,100,100,1,100,100,100,100
18040,?? 140%,100,0,100,100,100,140,100,100,100,100,100,100,100,1,100,100,100,100
18041,?? 141%,100,0,100,100,100,141,100,100,100,100,100,100,100,1,100,100,100,100
18042,?? 142%,100,0,100,100,100,142,100,100,100,100,100,100,100,1,100,100,100,100
18043,?? 143%,100,0,100,100,100,143,100,100,100,100,100,100,100,1,100,100,100,100
18044,?? 144%,100,0,100,100,100,144,100,100,100,100,100,100,100,1,100,100,100,100
18045,?? 145%,100,0,100,100,100,145,100,100,100,100,100,100,100,1,100,100,100,100
18046,?? 146%,100,0,100,100,100,146,100,100,100,100,100,100,100,1,100,100,100,100
18047,?? 147%,100,0,100,100,100,147,100,100,100,100,100,100,100,1,100,100,100,100
18048,?? 148%,100,0,100,100,100,148,100,100,100,100,100,100,100,1,100,100,100,100
18049,?? 149%,100,0,100,100,100,149,100,100,100,100,100,100,100,1,100,100,100,100
18050,?? 150%,100,0,100,100,100,150,100,100,100,100,100,100,100,1,100,100,100,100
18051,?? 151%,100,0,100,100,100,151,100,100,100,100,100,100,100,1,100,100,100,100
18052,?? 152%,100,0,100,100,100,152,100,100,100,100,100,100,100,1,100,100,100,100
18053,?? 153%,100,0,100,100,100,153,100,100,100,100,100,100,100,1,100,100,100,100
18054,?? 154%,100,0,100,100,100,154,100,100,100,100,100,100,100,1,100,100,100,100
18055,?? 155%,100,0,100,100,100,155,100,100,100,100,100,100,100,1,100,100,100,100
18056,?? 156%,100,0,100,100,100,156,100,100,100,100,100,100,100,1,100,100,100,100
18057,?? 157%,100,0,100,100,100,157,100,100,100,100,100,100,100,1,100,100,100,100
18058,?? 158%,100,0,100,100,100,158,100,100,100,100,100,100,100,1,100,100,100,100
18059,?? 159%,100,0,100,100,100,159,100,100,100,100,100,100,100,1,100,100,100,100
18060,?? 160%,100,0,100,100,100,160,100,100,100,100,100,100,100,1,100,100,100,100
18061,?? 161%,100,0,100,100,100,161,100,100,100,100,100,100,100,1,100,100,100,100
18062,?? 162%,100,0,100,100,100,162,100,100,100,100,100,100,100,1,100,100,100,100
18063,?? 163%,100,0,100,100,100,163,100,100,100,100,100,100,100,1,100,100,100,100
18064,?? 164%,100,0,100,100,100,164,100,100,100,100,100,100,100,1,100,100,100,100
18065,?? 165%,100,0,100,100,100,165,100,100,100,100,100,100,100,1,100,100,100,100
18066,?? 166%,100,0,100,100,100,166,100,100,100,100,100,100,100,1,100,100,100,100
18067,?? 167%,100,0,100,100,100,167,100,100,100,100,100,100,100,1,100,100,100,100
18068,?? 168%,100,0,100,100,100,168,100,100,100,100,100,100,100,1,100,100,100,100
18069,?? 169%,100,0,100,100,100,169,100,100,100,100,100,100,100,1,100,100,100,100
18070,?? 170%,100,0,100,100,100,170,100,100,100,100,100,100,100,1,100,100,100,100
18071,?? 171%,100,0,100,100,100,171,100,100,100,100,100,100,100,1,100,100,100,100
18072,?? 172%,100,0,100,100,100,172,100,100,100,100,100,100,100,1,100,100,100,100
18073,?? 173%,100,0,100,100,100,173,100,100,100,100,100,100,100,1,100,100,100,100
18074,?? 174%,100,0,100,100,100,174,100,100,100,100,100,100,100,1,100,100,100,100
18075,?? 175%,100,0,100,100,100,175,100,100,100,100,100,100,100,1,100,100,100,100
18076,?? 176%,100,0,100,100,100,176,100,100,100,100,100,100,100,1,100,100,100,100
18077,?? 177%,100,0,100,100,100,177,100,100,100,100,100,100,100,1,100,100,100,100
18078,?? 178%,100,0,100,100,100,178,100,100,100,100,100,100,100,1,100,100,100,100
18079,?? 179%,100,0,100,100,100,179,100,100,100,100,100,100,100,1,100,100,100,100
18080,?? 180%,100,0,100,100,100,180,100,100,100,100,100,100,100,1,100,100,100,100
18081,?? 181%,100,0,100,100,100,181,100,100,100,100,100,100,100,1,100,100,100,100
18082,?? 182%,100,0,100,100,100,182,100,100,100,100,100,100,100,1,100,100,100,100
18083,?? 183%,100,0,100,100,100,183,100,100,100,100,100,100,100,1,100,100,100,100
18084,?? 184%,100,0,100,100,100,184,100,100,100,100,100,100,100,1,100,100,100,100
18085,?? 185%,100,0,100,100,100,185,100,100,100,100,100,100,100,1,100,100,100,100
18086,?? 186%,100,0,100,100,100,186,100,100,100,100,100,100,100,1,100,100,100,100
18087,?? 187%,100,0,100,100,100,187,100,100,100,100,100,100,100,1,100,100,100,100
18088,?? 188%,100,0,100,100,100,188,100,100,100,100,100,100,100,1,100,100,100,100
18089,?? 189%,100,0,100,100,100,189,100,100,100,100,100,100,100,1,100,100,100,100
18090,?? 190%,100,0,100,100,100,190,100,100,100,100,100,100,100,1,100,100,100,100
18091,?? 191%,100,0,100,100,100,191,100,100,100,100,100,100,100,1,100,100,100,100
18092,?? 192%,100,0,100,100,100,192,100,100,100,100,100,100,100,1,100,100,100,100
18093,?? 193%,100,0,100,100,100,193,100,100,100,100,100,100,100,1,100,100,100,100
18094,?? 194%,100,0,100,100,100,194,100,100,100,100,100,100,100,1,100,100,100,100
18095,?? 195%,100,0,100,100,100,195,100,100,100,100,100,100,100,1,100,100,100,100
18096,?? 196%,100,0,100,100,100,196,100,100,100,100,100,100,100,1,100,100,100,100
18097,?? 197%,100,0,100,100,100,197,100,100,100,100,100,100,100,1,100,100,100,100
18098,?? 198%,100,0,100,100,100,198,100,100,100,100,100,100,100,1,100,100,100,100
18099,?? 199%,100,0,100,100,100,199,100,100,100,100,100,100,100,1,100,100,100,100
18100,?? 200%,100,0,100,100,100,200,100,100,100,100,100,100,100,1,100,100,100,100
18101,?? 201%,100,0,100,100,100,201,100,100,100,100,100,100,100,1,100,100,100,100
18102,?? 202%,100,0,100,100,100,202,100,100,100,100,100,100,100,1,100,100,100,100
18103,?? 203%,100,0,100,100,100,203,100,100,100,100,100,100,100,1,100,100,100,100
18104,?? 204%,100,0,100,100,100,204,100,100,100,100,100,100,100,1,100,100,100,100
18105,?? 205%,100,0,100,100,100,205,100,100,100,100,100,100,100,1,100,100,100,100
18106,?? 206%,100,0,100,100,100,206,100,100,100,100,100,100,100,1,100,100,100,100
18107,?? 207%,100,0,100,100,100,207,100,100,100,100,100,100,100,1,100,100,100,100
18108,?? 208%,100,0,100,100,100,208,100,100,100,100,100,100,100,1,100,100,100,100
18109,?? 209%,100,0,100,100,100,209,100,100,100,100,100,100,100,1,100,100,100,100
18110,?? 210%,100,0,100,100,100,210,100,100,100,100,100,100,100,1,100,100,100,100
18111,?? 211%,100,0,100,100,100,211,100,100,100,100,100,100,100,1,100,100,100,100
18112,?? 212%,100,0,100,100,100,212,100,100,100,100,100,100,100,1,100,100,100,100
18113,?? 213%,100,0,100,100,100,213,100,100,100,100,100,100,100,1,100,100,100,100
18114,?? 214%,100,0,100,100,100,214,100,100,100,100,100,100,100,1,100,100,100,100
18115,?? 215%,100,0,100,100,100,215,100,100,100,100,100,100,100,1,100,100,100,100
18116,?? 216%,100,0,100,100,100,216,100,100,100,100,100,100,100,1,100,100,100,100
18117,?? 217%,100,0,100,100,100,217,100,100,100,100,100,100,100,1,100,100,100,100
18118,?? 218%,100,0,100,100,100,218,100,100,100,100,100,100,100,1,100,100,100,100
18119,?? 219%,100,0,100,100,100,219,100,100,100,100,100,100,100,1,100,100,100,100
18120,?? 220%,100,0,100,100,100,220,100,100,100,100,100,100,100,1,100,100,100,100
18121,?? 221%,100,0,100,100,100,221,100,100,100,100,100,100,100,1,100,100,100,100
18122,?? 222%,100,0,100,100,100,222,100,100,100,100,100,100,100,1,100,100,100,100
18123,?? 223%,100,0,100,100,100,223,100,100,100,100,100,100,100,1,100,100,100,100
18124,?? 224%,100,0,100,100,100,224,100,100,100,100,100,100,100,1,100,100,100,100
18125,?? 225%,100,0,100,100,100,225,100,100,100,100,100,100,100,1,100,100,100,100
18126,?? 226%,100,0,100,100,100,226,100,100,100,100,100,100,100,1,100,100,100,100
18127,?? 227%,100,0,100,100,100,227,100,100,100,100,100,100,100,1,100,100,100,100
18128,?? 228%,100,0,100,100,100,228,100,100,100,100,100,100,100,1,100,100,100,100
18129,?? 229%,100,0,100,100,100,229,100,100,100,100,100,100,100,1,100,100,100,100
18130,?? 230%,100,0,100,100,100,230,100,100,100,100,100,100,100,1,100,100,100,100
18131,?? 231%,100,0,100,100,100,231,100,100,100,100,100,100,100,1,100,100,100,100
18132,?? 232%,100,0,100,100,100,232,100,100,100,100,100,100,100,1,100,100,100,100
18133,?? 233%,100,0,100,100,100,233,100,100,100,100,100,100,100,1,100,100,100,100
18134,?? 234%,100,0,100,100,100,234,100,100,100,100,100,100,100,1,100,100,100,100
18135,?? 235%,100,0,100,100,100,235,100,100,100,100,100,100,100,1,100,100,100,100
18136,?? 236%,100,0,100,100,100,236,100,100,100,100,100,100,100,1,100,100,100,100
18137,?? 237%,100,0,100,100,100,237,100,100,100,100,100,100,100,1,100,100,100,100
18138,?? 238%,100,0,100,100,100,238,100,100,100,100,100,100,100,1,100,100,100,100
18139,?? 239%,100,0,100,100,100,239,100,100,100,100,100,100,100,1,100,100,100,100
18140,?? 240%,100,0,100,100,100,240,100,100,100,100,100,100,100,1,100,100,100,100
18141,?? 241%,100,0,100,100,100,241,100,100,100,100,100,100,100,1,100,100,100,100
18142,?? 242%,100,0,100,100,100,242,100,100,100,100,100,100,100,1,100,100,100,100
18143,?? 243%,100,0,100,100,100,243,100,100,100,100,100,100,100,1,100,100,100,100
18144,?? 244%,100,0,100,100,100,244,100,100,100,100,100,100,100,1,100,100,100,100
18145,?? 245%,100,0,100,100,100,245,100,100,100,100,100,100,100,1,100,100,100,100
18146,?? 246%,100,0,100,100,100,246,100,100,100,100,100,100,100,1,100,100,100,100
18147,?? 247%,100,0,100,100,100,247,100,100,100,100,100,100,100,1,100,100,100,100
18148,?? 248%,100,0,100,100,100,248,100,100,100,100,100,100,100,1,100,100,100,100
18149,?? 249%,100,0,100,100,100,249,100,100,100,100,100,100,100,1,100,100,100,100
18150,?? 250%,100,0,100,100,100,250,100,100,100,100,100,100,100,1,100,100,100,100
18151,?? 251%,100,0,100,100,100,251,100,100,100,100,100,100,100,1,100,100,100,100
18152,?? 252%,100,0,100,100,100,252,100,100,100,100,100,100,100,1,100,100,100,100
18153,?? 253%,100,0,100,100,100,253,100,100,100,100,100,100,100,1,100,100,100,100
18154,?? 254%,100,0,100,100,100,254,100,100,100,100,100,100,100,1,100,100,100,100
18155,?? 255%,100,0,100,100,100,255,100,100,100,100,100,100,100,1,100,100,100,100
18156,?? 256%,100,0,100,100,100,256,100,100,100,100,100,100,100,1,100,100,100,100
18157,?? 257%,100,0,100,100,100,257,100,100,100,100,100,100,100,1,100,100,100,100
18158,?? 258%,100,0,100,100,100,258,100,100,100,100,100,100,100,1,100,100,100,100
18159,?? 259%,100,0,100,100,100,259,100,100,100,100,100,100,100,1,100,100,100,100
18160,?? 260%,100,0,100,100,100,260,100,100,100,100,100,100,100,1,100,100,100,100
18161,?? 261%,100,0,100,100,100,261,100,100,100,100,100,100,100,1,100,100,100,100
18162,?? 262%,100,0,100,100,100,262,100,100,100,100,100,100,100,1,100,100,100,100
18163,?? 263%,100,0,100,100,100,263,100,100,100,100,100,100,100,1,100,100,100,100
18164,?? 264%,100,0,100,100,100,264,100,100,100,100,100,100,100,1,100,100,100,100
18165,?? 265%,100,0,100,100,100,265,100,100,100,100,100,100,100,1,100,100,100,100
18166,?? 266%,100,0,100,100,100,266,100,100,100,100,100,100,100,1,100,100,100,100
18167,?? 267%,100,0,100,100,100,267,100,100,100,100,100,100,100,1,100,100,100,100
18168,?? 268%,100,0,100,100,100,268,100,100,100,100,100,100,100,1,100,100,100,100
18169,?? 269%,100,0,100,100,100,269,100,100,100,100,100,100,100,1,100,100,100,100
18170,?? 270%,100,0,100,100,100,270,100,100,100,100,100,100,100,1,100,100,100,100
18171,?? 271%,100,0,100,100,100,271,100,100,100,100,100,100,100,1,100,100,100,100
18172,?? 272%,100,0,100,100,100,272,100,100,100,100,100,100,100,1,100,100,100,100
18173,?? 273%,100,0,100,100,100,273,100,100,100,100,100,100,100,1,100,100,100,100
18174,?? 274%,100,0,100,100,100,274,100,100,100,100,100,100,100,1,100,100,100,100
18175,?? 275%,100,0,100,100,100,275,100,100,100,100,100,100,100,1,100,100,100,100
18176,?? 276%,100,0,100,100,100,276,100,100,100,100,100,100,100,1,100,100,100,100
18177,?? 277%,100,0,100,100,100,277,100,100,100,100,100,100,100,1,100,100,100,100
18178,?? 278%,100,0,100,100,100,278,100,100,100,100,100,100,100,1,100,100,100,100
18179,?? 279%,100,0,100,100,100,279,100,100,100,100,100,100,100,1,100,100,100,100
18180,?? 280%,100,0,100,100,100,280,100,100,100,100,100,100,100,1,100,100,100,100
18181,?? 281%,100,0,100,100,100,281,100,100,100,100,100,100,100,1,100,100,100,100
18182,?? 282%,100,0,100,100,100,282,100,100,100,100,100,100,100,1,100,100,100,100
18183,?? 283%,100,0,100,100,100,283,100,100,100,100,100,100,100,1,100,100,100,100
18184,?? 284%,100,0,100,100,100,284,100,100,100,100,100,100,100,1,100,100,100,100
18185,?? 285%,100,0,100,100,100,285,100,100,100,100,100,100,100,1,100,100,100,100
18186,?? 286%,100,0,100,100,100,286,100,100,100,100,100,100,100,1,100,100,100,100
18187,?? 287%,100,0,100,100,100,287,100,100,100,100,100,100,100,1,100,100,100,100
18188,?? 288%,100,0,100,100,100,288,100,100,100,100,100,100,100,1,100,100,100,100
18189,?? 289%,100,0,100,100,100,289,100,100,100,100,100,100,100,1,100,100,100,100
18190,?? 290%,100,0,100,100,100,290,100,100,100,100,100,100,100,1,100,100,100,100
18191,?? 291%,100,0,100,100,100,291,100,100,100,100,100,100,100,1,100,100,100,100
18192,?? 292%,100,0,100,100,100,292,100,100,100,100,100,100,100,1,100,100,100,100
18193,?? 293%,100,0,100,100,100,293,100,100,100,100,100,100,100,1,100,100,100,100
18194,?? 294%,100,0,100,100,100,294,100,100,100,100,100,100,100,1,100,100,100,100
18195,?? 295%,100,0,100,100,100,295,100,100,100,100,100,100,100,1,100,100,100,100
18196,?? 296%,100,0,100,100,100,296,100,100,100,100,100,100,100,1,100,100,100,100
18197,?? 297%,100,0,100,100,100,297,100,100,100,100,100,100,100,1,100,100,100,100
18198,?? 298%,100,0,100,100,100,298,100,100,100,100,100,100,100,1,100,100,100,100
18199,?? 299%,100,0,100,100,100,299,100,100,100,100,100,100,100,1,100,100,100,100
18200,?? 300%,100,0,100,100,100,300,100,100,100,100,100,100,100,1,100,100,100,100
