ID,_Type,_Name,_Image,_Disable_Left,_Disable_Top,_Disable_Right,_Disable_Bottom,_Enable_Left,_Enable_Top,_Enable_Right,_Enable_Bottom,_MouseOver_Left,_MouseOver_Top,_MouseOver_Right,_MouseOver_Bottom,_Click_Left,_Click_Top,_Click_Right,_Click_Bottom,_Select_Left,_Select_Top,_Select_Right,_Select_Bottom,_PullDown_Enable_Left,_PullDown_Enable_Top,_PullDown_Enable_Right,_PullDown_Enable_Bottom,_PullDown_MouseOver_Left,_PullDown_MouseOver_Top,_PullDown_MouseOver_Right,_PullDown_MouseOver_Bottom,_PullDown_Click_Left,_PullDown_Click_Top,_PullDown_Click_Right,_PullDown_Click_Bottom,_PullDown_Select_Left,_PullDown_Select_Top,_PullDown_Select_Right,_PullDown_Select_Bottom,_Disable_Red,_Disable_Green,_Disable_Blue,_Enable_Red,_Enable_Green,_Enable_Blue,_MouseOver_Red,_MouseOver_Green,_MouseOver_Blue,_Click_Red,_Click_Green,_Click_Blue,_Select_Red,_Select_Green,_Select_Blue,_PullDown_Enable_Red,_PullDown_Enable_Green,_PullDown_Enable_Blue,_PullDown_MouseOver_Red,_PullDown_MouseOver_Green,_PullDown_MouseOver_Blue,_PullDown_Click_Red,_PullDown_Click_Green,_PullDown_Click_Blue,_PullDown_Select_Red,_PullDown_Select_Green,_PullDown_Select_Blue,_Bold,_Horizontal_Align,_Vertical_Align,_Left_Margin
2970,2,醴デ 輿曖餌ホ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3000,1,望萄,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3010,2,望萄璽婁 嶸И,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3020,2,望萄璽撲婁 ボ羹,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3030,2,望萄 蟾渠ビ晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3040,2,望萄璽,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3050,2,望萄瑛,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3060,2,望萄濛僭,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3070,2,望萄 撩ユ滲唳,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3080,2,望萄 輿曖餌ホ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3090,2,望萄 掏フ 濠翕 檜歜,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3100,1,議葛攪 紱嘐晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3110,2,彐暮憧,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3120,2,箔ⅷ憧,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3200,1,襪鍔,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3210,2,襪鍔,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3220,2,퀴즈 아이템 교환,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3300,1,紫馬,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3310,2,跨蝶攪紫馬,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3320,2,嬴檜蠱紫馬,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3400,1,が匸,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3410,2,が匸螃テ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3420,2,평판포인트 획득,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3430,2,평판아이템 교환,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3500,1,閉衛,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3510,2,閉衛,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3520,2,낚시아이템 교환,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3600,1,嬴檜蠱 瑰檣,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3610,2,嬴檜蠱 瑰檣,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3620,2,嬴檜蠱 瑰檣 ボ薯,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3630,2,輿曖餌ホ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3700,1,滌擊 詳朝 釭鼠,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3710,2,滌擊 詳朝 釭鼠,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3720,2,滌 賅戲晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3730,2,撩濰衛酈晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3740,2,爾鼻嫡晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3800,1,僥曄,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3810,2,僥曄璽,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3820,2,僥曄 霞ヤ 寞衝,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3830,2,僥曄 輿曖 餌ホ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3900,1,機瞳,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
3910,2,機瞳,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3920,2,啪檜雖諦 楨觼,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
3930,2,爾鼻,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4000,1,詭褐盪,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
4010,2,詭褐盪 儅撩ビ晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4020,2,詭褐盪 瓣冂璽,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4100,1,錚檜け檣⑷,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
4110,2,錚檜け檣⑷,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4120,2,웨이포인트 활성화,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4130,2,葆檜け檣⑷,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4200,1,碟ボ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
4210,2,碟ボ 幗⑹,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
4220,2,碟ボ,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9900,1,啪歜亅,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,320,259,338,87,282,259,300,87,282,259,300,87,301,259,319,87,301,259,319,87,301,259,319,87,301,259,319,87,282,259,300,87,282,259,300,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,1,1,2,23
9910,2,巍爾衛蝶蠱,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9920,2,爾僭鼻濠,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9930,2,換傘掘葬 螞繭,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9940,2,嬴綠螃 贗毀,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9950,2,"부활의 정수,불굴의 정신",DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9960,2,소환,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9970,2,諼纂晦,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9980,2,蝶觼萼憐,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
9990,2,褐堅辨 蝶觼萼憐,DATA/INTERFACE/CONCEPT/UI_Object_004.png,87,358,259,376,87,339,259,357,87,377,259,395,87,396,259,414,87,396,259,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,31,50,75,77,144,189,31,50,75,31,50,75,31,50,75,77,144,189,31,50,75,31,50,75,0,1,2,23
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
