ID,_SealedItemID,_Name,_SealItem,_SealItemCnt,_EventSealItem,_EventSealItemCnt,_Sealprice
952,110115307,????? ??? ★★★,190171178,5,190171180,5,0
953,40115401,??? ??,190171178,5,190171180,5,0
954,40115402,??? ?? ☆,190171178,5,190171180,5,0
955,40115403,??? ?? ★,190171178,5,190171180,5,0
956,40115404,??? ?? ★☆,190171178,5,190171180,5,0
957,40115405,??? ?? ★★,190171178,5,190171180,5,0
958,40115406,??? ?? ★★☆,190171178,5,190171180,5,0
959,40115407,??? ?? ★★★,190171178,5,190171180,5,0
960,160203801,??? ??,190171178,5,190171180,5,0
961,160203802,??? ?? ☆,190171178,5,190171180,5,0
962,160203803,??? ?? ★,190171178,5,190171180,5,0
963,160203804,??? ?? ★☆,190171178,5,190171180,5,0
964,160203805,??? ?? ★★,190171178,5,190171180,5,0
965,160203806,??? ?? ★★☆,190171178,5,190171180,5,0
966,160203807,??? ?? ★★★,190171178,5,190171180,5,0
967,110115401,??? ???,190171178,5,190171180,5,0
968,110115402,??? ??? ☆,190171178,5,190171180,5,0
969,110115403,??? ??? ★,190171178,5,190171180,5,0
970,110115404,??? ??? ★☆,190171178,5,190171180,5,0
971,110115405,??? ??? ★★,190171178,5,190171180,5,0
972,110115406,??? ??? ★★☆,190171178,5,190171180,5,0
973,110115407,??? ??? ★★★,190171178,5,190171180,5,0
974,164601501,????? ??? ??,190171178,5,190171180,5,0
975,164601502,????? ??? ?? ☆,190171178,5,190171180,5,0
976,164601503,????? ??? ?? ★,190171178,5,190171180,5,0
977,164601504,????? ??? ?? ★☆,190171178,5,190171180,5,0
978,164601505,????? ??? ?? ★★,190171178,5,190171180,5,0
979,164601506,????? ??? ?? ★★☆,190171178,5,190171180,5,0
980,164601507,????? ??? ?? ★★★,190171178,5,190171180,5,0
981,164801601,????? ??? ??,190171178,5,190171180,5,0
982,164801602,????? ??? ?? ☆,190171178,5,190171180,5,0
983,164801603,????? ??? ?? ★,190171178,5,190171180,5,0
984,164801604,????? ??? ?? ★☆,190171178,5,190171180,5,0
985,164801605,????? ??? ?? ★★,190171178,5,190171180,5,0
986,164801606,????? ??? ?? ★★☆,190171178,5,190171180,5,0
987,164801607,????? ??? ?? ★★★,190171178,5,190171180,5,0
988,165300801,??? ???,190171178,5,190171180,5,0
989,165300802,??? ??? +1,190171178,5,190171180,5,0
990,165300803,??? ??? +2,190171178,5,190171180,5,0
991,165300804,??? ??? +3,190171178,5,190171180,5,0
992,165300805,??? ??? +4,190171178,5,190171180,5,0
993,165300806,??? ??? +5,190171178,5,190171180,5,0
994,165300807,??? ??? +6,190171178,5,190171180,5,0
995,165300808,??? ??? +7,190171178,5,190171180,5,0
996,165300809,??? ??? +8,190171178,5,190171180,5,0
997,165300810,??? ??? +9,190171178,5,190171180,5,0
998,165300811,??? ??? +10,190171178,5,190171180,5,0
999,165300812,??? ??? +11,190171178,5,190171180,5,0
1000,165300813,??? ??? +12,190171178,5,190171180,5,0
1001,165300814,??? ??? +13,190171178,5,190171180,5,0
1002,165300815,??? ??? +14,190171178,5,190171180,5,0
1003,165300816,??? ??? +15,190171178,5,190171180,5,0
1004,165300817,??? ??? +16,190171178,5,190171180,5,0
1005,165300818,??? ??? +17,190171178,5,190171180,5,0
1006,165300819,??? ??? +18,190171178,5,190171180,5,0
1007,165300820,??? ??? +19,190171178,5,190171180,5,0
1008,165300821,??? ??? +20,190171178,5,190171180,5,0
1009,165300822,??? ??? +21,190171178,5,190171180,5,0
1010,165300823,??? ??? +22,190171178,5,190171180,5,0
1011,165300824,??? ??? +23,190171178,5,190171180,5,0
1012,165300825,??? ??? +24,190171178,5,190171180,5,0
1013,165300826,??? ??? +25,190171178,5,190171180,5,0
1014,165300827,??? ??? +26,190171178,5,190171180,5,0
1015,165300828,??? ??? +27,190171178,5,190171180,5,0
1016,165300829,??? ??? +28,190171178,5,190171180,5,0
1017,165300830,??? ??? +29,190171178,5,190171180,5,0
1018,165300831,??? ??? +30,190171178,5,190171180,5,0
