ID,_Option_Group,_Option_Probability,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Unique_Check,_Probability_Txt,_Option_Txt,_Option_Order
402,20005,50,[2] 抗力 %+d%%,1,71,2,7,0,5%,[2] 抗力 %+d%%∼%+d%%,12
403,20005,17,[3] 抗力 %+d%%,1,71,3,13,0,1.7%,[3] 抗力 %+d%%∼%+d%%,13
404,20005,100,[1] 力量/魔力 %+d%%,1,595,1,3,0,10%,[1] 力量/魔力 %+d%%∼%+d%%,14
405,20005,50,[2] 力量/魔力 %+d%%,1,595,2,6,0,5%,[2] 力量/魔力 %+d%%∼%+d%%,15
406,20005,17,[3] 力量/魔力 %+d%%,1,595,3,9,0,1.7%,[3] 力量/魔力 %+d%%∼%+d%%,16
407,20005,100,[1] 所有能力值 %+d%%,1,456,1,1,0,10%,[1] 所有能力值 %+d%%∼%+d%%,17
408,20005,40,[2] 所有能力值 %+d%%,1,456,1,4,0,4%,[2] 所有能力值 %+d%%∼%+d%%,18
409,20005,10,[3] 所有能力值 %+d%%,1,456,2,7,0,1%,[3] 所有能力值 %+d%%∼%+d%%,19
410,20006,0,[1] 固定傷害 %+d%%,1,588,1,1,2,-,[替代] 固定傷害 %+d%%∼%+d%%,1
411,20006,50,[1] 固定傷害 %+d%%,1,588,1,1,0,5.13%,[1] 固定傷害 %+d%%∼%+d%%,2
412,20006,25,[2] 固定傷害 %+d%%,1,588,2,6,0,2.57%,[2] 固定傷害 %+d%%∼%+d%%,3
413,20006,8,[3] 固定傷害 %+d%%,1,588,3,12,0,0.82%,[3] 固定傷害 %+d%%∼%+d%%,4
414,20006,50,[1] 武器攻擊力/屬性力 %+d%%,1,587,1,1,0,5.13%,[1] 武器攻擊力/屬性力 %+d%%∼%+d%%,5
415,20006,25,[2] 武器攻擊力/屬性力 %+d%%,1,587,1,4,0,2.57%,[2] 武器攻擊力/屬性力 %+d%%∼%+d%%,6
416,20006,8,[3] 武器攻擊力/屬性力 %+d%%,1,587,2,9,0,0.82%,[3] 武器攻擊力/屬性力 %+d%%∼%+d%%,7
417,20006,50,[1] 最終最小傷害 %+d%%,1,590,1,1,0,5.13%,[1] 最終最小傷害 %+d%%∼%+d%%,8
418,20006,25,[2] 最終最小傷害 %+d%%,1,590,1,3,0,2.57%,[2] 最終最小傷害 %+d%%∼%+d%%,9
419,20006,8,[3] 最終最小傷害 %+d%%,1,590,1,4,0,0.82%,[3] 最終最小傷害 %+d%%∼%+d%%,10
420,20006,50,[1] 最終最大傷害 %+d%%,1,591,1,1,0,5.13%,[1] 最終最大傷害 %+d%%∼%+d%%,11
421,20006,25,[2] 最終最大傷害 %+d%%,1,591,1,3,0,2.57%,[2] 最終最大傷害 %+d%%∼%+d%%,12
422,20006,8,[3] 最終最大傷害 %+d%%,1,591,1,4,0,0.82%,[3] 最終最大傷害 %+d%%∼%+d%%,13
423,20006,50,[1] 最終爆擊傷害 %+d%%,1,592,1,1,0,5.13%,[1] 最終爆擊傷害 %+d%%∼%+d%%,14
424,20006,20,[2] 最終爆擊傷害 %+d%%,1,592,1,3,0,2.05%,[2] 最終爆擊傷害 %+d%%∼%+d%%,15
425,20006,6,[3] 最終爆擊傷害 %+d%%,1,592,1,4,0,0.62%,[3] 最終爆擊傷害 %+d%%∼%+d%%,16
426,20006,50,[1] 爆擊率 %+d%%,1,465,1,1,0,5.13%,[1] 爆擊率 %+d%%∼%+d%%,17
427,20006,25,[2] 爆擊率 %+d%%,1,465,1,3,0,2.57%,[2] 爆擊率 %+d%%∼%+d%%,18
428,20006,8,[3] 爆擊率 %+d%%,1,465,1,4,0,0.82%,[3] 爆擊率 %+d%%∼%+d%%,19
429,20006,25,[1] 命中率 %+d%%,1,466,2,15,0,2.57%,[1] 命中率 %+d%%∼%+d%%,20
430,20006,25,[2] 命中率 %+d%%,1,466,4,30,0,2.57%,[2] 命中率 %+d%%∼%+d%%,21
431,20006,25,[3] 命中率 %+d%%,1,466,8,45,0,2.57%,[3] 命中率 %+d%%∼%+d%%,22
432,20006,50,[1] 固定傷害 %+d,1,496,100,1500,0,5.13%,[1] 固定傷害 %+d∼%+d,23
433,20006,25,[2] 固定傷害 %+d,1,496,500,3000,0,2.57%,[2] 固定傷害 %+d∼%+d,24
434,20006,8,[3] 固定傷害 %+d,1,496,1000,9000,0,0.82%,[3] 固定傷害 %+d∼%+d,25
435,20006,50,[1] 武器攻擊力/屬性力 %+d,1,586,2,22,0,5.13%,[1] 武器攻擊力/屬性力 %+d∼%+d,26
436,20006,25,[2] 武器攻擊力/屬性力 %+d,1,586,5,45,0,2.57%,[2] 武器攻擊力/屬性力 %+d∼%+d,27
437,20006,8,[3] 武器攻擊力/屬性力 %+d,1,586,15,120,0,0.82%,[3] 武器攻擊力/屬性力 %+d∼%+d,28
438,20006,50,[1] 最小傷害 %+d%%,1,462,1,7,0,5.13%,[1] 最小傷害 %+d%%∼%+d%%,29
439,20006,25,[2] 最小傷害 %+d%%,1,462,3,22,0,2.57%,[2] 最小傷害 %+d%%∼%+d%%,30
440,20006,8,[3] 最小傷害 %+d%%,1,462,5,45,0,0.82%,[3] 最小傷害 %+d%%∼%+d%%,31
441,20006,50,[1] 最大傷害 %+d%%,1,461,1,7,0,5.13%,[1] 最大傷害 %+d%%∼%+d%%,32
442,20006,25,[2] 最大傷害 %+d%%,1,461,3,22,0,2.57%,[2] 最大傷害 %+d%%∼%+d%%,33
443,20006,8,[3] 最大傷害 %+d%%,1,461,8,45,0,0.82%,[3] 最大傷害 %+d%%∼%+d%%,34
444,20006,50,[1] 爆擊傷害 %+d%%,1,464,1,7,0,5.13%,[1] 爆擊傷害 %+d%%∼%+d%%,35
445,20006,20,[2] 爆擊傷害 %+d%%,1,464,3,22,0,2.05%,[2] 爆擊傷害 %+d%%∼%+d%%,36
446,20006,6,[3] 爆擊傷害 %+d%%,1,464,8,45,0,0.62%,[3] 爆擊傷害 %+d%%∼%+d%%,37
447,20007,0,[1] 技能冷卻時間減少 +%0.1F%%,1,440,1,5,2,-,[替代] 技能冷卻時間減少 +%0.1F%%∼+%0.1F%%,1
448,20007,10,[1] 最小/最大傷害 %+d%%,1,585,1,37,1,1.49%,[1] 最小/最大傷害 %+d%%∼%+d%%,2
449,20007,10,[1] 最小/最大傷害 %+d%%,1,585,1,37,1,1.49%,[1] 最小/最大傷害 %+d%%∼%+d%%,3
450,20007,10,[1] 最小/最大傷害 %+d%%,1,585,1,37,1,1.49%,[1] 最小/最大傷害 %+d%%∼%+d%%,4
451,20007,10,[1] 技能冷卻時間減少 +%0.1F%%,1,440,1,5,0,1.49%,[1] 技能冷卻時間減少 +%0.1F%%∼+%0.1F%%,5
452,20007,10,[2] 技能冷卻時間減少 +%0.1F%%,1,440,2,12,0,1.49%,[2] 技能冷卻時間減少 +%0.1F%%∼+%0.1F%%,6
453,20007,10,[3] 技能冷卻時間減少 +%0.1F%%,1,440,3,30,0,1.49%,[3] 技能冷卻時間減少 +%0.1F%%∼+%0.1F%%,7
454,20007,10,[S] 魂之勇者【傳奇】%+dLv.,3,3802407,1,20,1,1.49%,[S] 魂之勇者【傳奇】%+dLv.∼%+dLv.,8
455,20007,10,[S] 劍刃舞者【傳奇】%+dLv.,3,3802507,1,20,1,1.49%,[S] 劍刃舞者【傳奇】%+dLv.∼%+dLv.,9
456,20007,10,[S] 恐懼騎士【傳奇】%+dLv.,3,3802607,1,20,1,1.49%,[S] 恐懼騎士【傳奇】%+dLv.∼%+dLv.,10
457,20007,10,[S] 鬥神【傳奇】%+dLv.,3,3802707,1,20,1,1.49%,[S] 鬥神【傳奇】%+dLv.∼%+dLv.,12
458,20007,10,[S] 幻術師【傳奇】%+dLv.,3,3802807,1,20,1,1.49%,[S] 幻術師【傳奇】%+dLv.∼%+dLv.,13
459,20007,10,[S] 音樂大師【傳奇】%+dLv.,3,3802907,1,20,1,1.49%,[S] 音樂大師【傳奇】%+dLv.∼%+dLv.,14
460,20007,10,[S] 忍者大師【傳奇】%+dLv.,3,3803007,1,20,1,1.49%,[S] 忍者大師【傳奇】%+dLv.∼%+dLv.,15
461,20007,10,[S] 審判者【傳奇】%+dLv.,3,3803107,1,20,1,1.49%,[S] 審判者【傳奇】%+dLv.∼%+dLv.,16
462,20007,10,[S] 改造大師【傳奇】%+dLv.,3,3803207,1,20,1,1.49%,[S] 改造大師【傳奇】%+dLv.∼%+dLv.,17
463,20007,10,[S] 天之王者【傳奇】%+dLv.,3,3803607,1,20,1,1.49%,[S] 天之王者【傳奇】%+dLv.∼%+dLv.,18
464,20007,10,[S] 幻武劍豪【傳奇】%+dLv.,3,3803707,1,20,1,1.49%,[S] 幻武劍豪【傳奇】%+dLv.∼%+dLv.,19
465,20007,10,[S] 創世主【傳奇】%+dLv.,3,3803807,1,20,1,1.49%,[S] 創世主【傳奇】%+dLv.∼%+dLv.,20
466,20007,10,[S] 諸神使者【傳奇】%+dLv.,3,3803907,1,20,1,1.49%,[S] 諸神使者【傳奇】%+dLv.∼%+dLv.,21
467,20007,10,[S] 大毀滅者【傳奇】%+dLv.,3,3804007,1,20,1,1.49%,[S] 大毀滅者【傳奇】%+dLv.∼%+dLv.,22
468,20007,10,[S] 流行天王【傳奇】%+dLv.,3,3804107,1,20,1,1.49%,[S] 流行天王【傳奇】%+dLv.∼%+dLv.,23
469,20007,10,[S] 風之潛行者【傳奇】%+dLv.,3,3804207,1,20,1,1.49%,[S] 風之潛行者【傳奇】%+dLv.∼%+dLv.,24
470,20007,10,[S] 裁決射手【傳奇】%+dLv.,3,3804307,1,20,1,1.49%,[S] 裁決射手【傳奇】%+dLv.∼%+dLv.,25
471,20007,10,[S] 究極兵甲【傳奇】%+dLv.,3,3804407,1,20,1,1.49%,[S] 究極兵甲【傳奇】%+dLv.∼%+dLv.,26
472,20007,10,[S] 弒魂者【傳奇】%+dLv.,3,3804507,1,20,1,1.49%,[S] 弒魂者【傳奇】%+dLv.∼%+dLv.,27
473,20007,10,[S] 弧形大師【傳奇】%+dLv.,3,3804907,1,20,1,1.49%,[S] 弧形大師【傳奇】%+dLv.∼%+dLv.,28
474,20007,10,[S] 暴力大師【傳奇】%+dLv.,3,3805207,1,20,1,1.49%,[S] 暴力大師【傳奇】%+dLv.∼%+dLv.,29
475,20007,10,[S] 闇影武士【傳奇】%+dLv.,3,3805607,1,20,1,1.49%,[S] 闇影武士【傳奇】%+dLv.∼%+dLv.,30
476,20007,10,[S] 混血天神【傳奇】%+dLv.,3,3806007,1,20,1,1.49%,[S] 混血天神【傳奇】%+dLv.∼%+dLv.,31
477,20007,10,[S] 炙焰天【傳奇】%+dLv.,3,3806407,1,20,1,1.49%,[S] 炙焰天【傳奇】%+dLv.∼%+dLv.,32
478,20007,10,[S] 黑暗追擊者【傳奇】%+dLv.,3,3806807,1,20,1,1.49%,[S] 黑暗追擊者【傳奇】%+dLv.∼%+dLv.,33
479,20007,10,[S] 寶石之星【傳奇】%+dLv.,3,3806907,1,20,1,1.49%,[S] 寶石之星【傳奇】%+dLv.∼%+dLv.,34
480,20007,10,[S] 暗影行者【傳奇】%+dLv.,3,3807307,1,20,1,1.49%,[S] 暗影行者【傳奇】%+dLv.∼%+dLv.,35
481,20007,10,[S] 魂之勇者【傳奇II】%+dLv.,3,3812407,1,20,1,1.49%,[S] 魂之勇者【傳奇II】%+dLv.∼%+dLv.,36
482,20007,10,[S] 劍刃舞者【傳奇II】%+dLv.,3,3812507,1,20,1,1.49%,[S] 劍刃舞者【傳奇II】%+dLv.∼%+dLv.,37
483,20007,10,[S] 恐懼騎士【傳奇II】%+dLv.,3,3812607,1,20,1,1.49%,[S] 恐懼騎士【傳奇II】%+dLv.∼%+dLv.,38
484,20007,10,[S] 鬥神【傳奇II】%+dLv.,3,3812707,1,20,1,1.49%,[S] 鬥神【傳奇II】%+dLv.∼%+dLv.,39
485,20007,10,[S] 幻術師【傳奇II】%+dLv.,3,3812807,1,20,1,1.49%,[S] 幻術師【傳奇II】%+dLv.∼%+dLv.,40
486,20007,10,[S] 音樂大師【傳奇II】%+dLv.,3,3812907,1,20,1,1.49%,[S] 音樂大師【傳奇II】%+dLv.∼%+dLv.,41
487,20007,10,[S] 忍者大師【傳奇II】%+dLv.,3,3813007,1,20,1,1.49%,[S] 忍者大師【傳奇II】%+dLv.∼%+dLv.,42
488,20007,10,[S] 審判者【傳奇II】%+dLv.,3,3813107,1,20,1,1.49%,[S] 審判者【傳奇II】%+dLv.∼%+dLv.,43
489,20007,10,[S] 改造大師【傳奇II】%+dLv.,3,3813207,1,20,1,1.49%,[S] 改造大師【傳奇II】%+dLv.∼%+dLv.,44
490,20007,10,[S] 天之王者【傳奇II】%+dLv.,3,3813607,1,20,1,1.49%,[S] 天之王者【傳奇II】%+dLv.∼%+dLv.,45
491,20007,10,[S] 幻武劍豪【傳奇II】%+dLv.,3,3813707,1,20,1,1.49%,[S] 幻武劍豪【傳奇II】%+dLv.∼%+dLv.,46
492,20007,10,[S] 創世主【傳奇II】%+dLv.,3,3813807,1,20,1,1.49%,[S] 創世主【傳奇II】%+dLv.∼%+dLv.,47
493,20007,10,[S] 諸神使者【傳奇II】%+dLv.,3,3813907,1,20,1,1.49%,[S] 諸神使者【傳奇II】%+dLv.∼%+dLv.,48
494,20007,10,[S] 大毀滅者【傳奇II】%+dLv.,3,3814007,1,20,1,1.49%,[S] 大毀滅者【傳奇II】%+dLv.∼%+dLv.,49
495,20007,10,[S] 流行天王【傳奇II】%+dLv.,3,3814107,1,20,1,1.49%,[S] 流行天王【傳奇II】%+dLv.∼%+dLv.,50
496,20007,10,[S] 風之潛行者【傳奇II】%+dLv.,3,3814207,1,20,1,1.49%,[S] 風之潛行者【傳奇II】%+dLv.∼%+dLv.,51
497,20007,10,[S] 裁決射手【傳奇II】%+dLv.,3,3814307,1,20,1,1.49%,[S] 裁決射手【傳奇II】%+dLv.∼%+dLv.,52
498,20007,10,[S] 究極兵甲【傳奇II】%+dLv.,3,3814407,1,20,1,1.49%,[S] 究極兵甲【傳奇II】%+dLv.∼%+dLv.,53
499,20007,10,[S] 弒魂者【傳奇II】%+dLv.,3,3814507,1,20,1,1.49%,[S] 弒魂者【傳奇II】%+dLv.∼%+dLv.,54
500,20007,10,[S] 弧形大師【傳奇II】%+dLv.,3,3814907,1,20,1,1.49%,[S] 弧形大師【傳奇II】%+dLv.∼%+dLv.,55
501,20007,10,[S] 暴力大師【傳奇II】%+dLv.,3,3815207,1,20,1,1.49%,[S] 暴力大師【傳奇II】%+dLv.∼%+dLv.,56
502,20007,10,[S] 闇影武士【傳奇II】%+dLv.,3,3815607,1,20,1,1.49%,[S] 闇影武士【傳奇II】%+dLv.∼%+dLv.,57
503,20007,10,[S] 混血天神【傳奇II】%+dLv.,3,3816007,1,20,1,1.49%,[S] 混血天神【傳奇II】%+dLv.∼%+dLv.,58
504,20007,10,[S] 炙焰天【傳奇II】%+dLv.,3,3816407,1,20,1,1.49%,[S] 炙焰天【傳奇II】%+dLv.∼%+dLv.,59
505,20007,10,[S] 黑暗追擊者【傳奇II】%+dLv.,3,3816807,1,20,1,1.49%,[S] 黑暗追擊者【傳奇II】%+dLv.∼%+dLv.,60
506,20007,10,[S] 寶石之星【傳奇II】%+dLv.,3,3816907,1,20,1,1.49%,[S] 寶石之星【傳奇II】%+dLv.∼%+dLv.,61
507,20007,10,[S] 暗影行者【傳奇II】%+dLv.,3,3817307,1,20,1,1.49%,[S] 暗影行者【傳奇II】%+dLv.∼%+dLv.,62
508,20008,0,[1] 最小/最大傷害 %+d%%,1,585,1,7,2,-,[替代] 最小/最大傷害 %+d%%∼%+d,1
509,20008,100,[1] 最小/最大傷害 %+d%%,1,585,1,7,0,19.84%,[1] 最小/最大傷害 %+d%%∼%+d%%,2
510,20008,50,[2] 最小/最大傷害 %+d%%,1,585,3,22,0,9.92%,[2] 最小/最大傷害 %+d%%∼%+d%%,3
511,20008,16,[3] 最小/最大傷害 %+d%%,1,585,8,45,0,3.17%,[3] 最小/最大傷害 %+d%%∼%+d%%,4
512,20008,100,[1] 普通怪物支配力 +%0.1F%%,1,573,1,5,0,19.84%,[1] 普通怪物支配力 +%0.1F%%∼+%0.1F%%,5
513,20008,50,[2] 普通怪物支配力 +%0.1F%%,1,573,2,12,0,9.92%,[2] 普通怪物支配力 +%0.1F%%∼+%0.1F%%,6
514,20008,16,[3] 普通怪物支配力 +%0.1F%%,1,573,3,30,0,3.17%,[3] 普通怪物支配力 +%0.1F%%∼+%0.1F%%,7
515,20008,100,[1] BOSS怪物支配力 +%0.1F%%,1,574,1,5,0,19.84%,[1] BOSS怪物支配力 +%0.1F%%∼+%0.1F%%,8
516,20008,50,[2] BOSS怪物支配力 +%0.1F%%,1,574,2,12,0,9.92%,[2] BOSS怪物支配力 +%0.1F%%∼+%0.1F%%,9
517,20008,16,[3] BOSS怪物支配力 +%0.1F%%,1,574,3,30,0,3.17%,[3] BOSS怪物支配力 +%0.1F%%∼+%0.1F%%,10
518,20008,2,[S] 受到攻擊後，以0.%d%%的機率於7秒內套用不死效果,2,28000801,1,5,1,0.4%,[S] 受到攻擊後，以0.%d∼0.%d%%的機率於7秒內套用不死效果,11
519,20008,1,[S] 受到攻擊後，以0.%d%%的機率於3秒內套用免疫效果,2,28000901,1,5,1,0.2%,[S] 受到攻擊後，以0.%d∼0.%d%%的機率於3秒內套用免疫效果,12
520,20008,3,[S] 受到攻擊後，以0.5%%的機率於%d秒內套用傷害減少20%%效果,2,28001001,2,9,1,0.6%,[S] 受到攻擊後，以0.5%%的機率於%d∼%d秒內套用傷害減少20%%效果,13
521,10009,1,[1] 移動速度 %+d%%,1,106,1,5,0,0.26%,[1] 移動速度 %+d%%∼%+d%%,2
522,20009,100,[1] 移動速度 %+d%%,1,106,1,5,0,12.35%,[1] 移動速度 %+d%%∼%+d%%,16
523,20009,10,[5] 最小傷害 %+d%%,1,462,4,25,0,1.23%,[5] 最小傷害 %+d%%∼%+d%%,5
524,10007,1,[1] 移動速度 %+d%%,1,106,1,7,0,0.17%,[1] 移動速度 %+d%%∼%+d%%,2
525,20007,10,[1] 最小/最大傷害 %+d%%,1,585,1,37,1,1.49%,[1] 最小/最大傷害 %+d%%∼%+d%%,63
526,10010,5,[S] 強風 %+dLv.,3,1803506,1,5,1,1.28%,[御風引者] 強風 %+dLv.∼%+dLv.,76
527,10011,5,[S] 狂風暴 %+dLv.,3,1803505,1,5,1,1.28%,[御風引者] 狂風暴 %+dLv.∼%+dLv.,77
528,10010,5,[S] 旋風 %+dLv.,3,1803504,1,5,1,1.28%,[御風引者] 旋風 %+dLv.∼%+dLv.,77
529,10012,5,[S] 暴風狂擊 %+dLv.,3,1803502,1,5,1,1.3%,[御風引者] 暴風狂擊 %+dLv.∼%+dLv.,75
530,10007,10,[S] 御風引者【覺醒】%+dLv.,3,3807404,1,20,1,1.66%,[S] 御風引者【覺醒】%+dLv.∼%+dLv.,59
531,10007,10,[S] 御風引者【覺醒II】%+dLv.,3,3817404,1,20,1,1.66%,[S] 御風引者【覺醒II】%+dLv.∼%+dLv.,60
532,20007,10,[S] 御風引者【傳奇】%+dLv.,3,3807407,1,20,1,1.49%,[S] 御風引者【傳奇】%+dLv.∼%+dLv.,64
533,20007,10,[S] 御風引者【傳奇II】%+dLv.,3,3817407,1,20,1,1.49%,[S] 御風引者【傳奇II】%+dLv.∼%+dLv.,65
534,10011,5,[S] 水炸彈 %+dLv.,3,1803704,1,5,1,1.28%,[喚雨淨使] 水炸彈 %+dLv.∼%+dLv.,78
535,10010,5,[S] 巨浪 %+dLv.,3,1803705,1,5,1,1.28%,[喚雨淨使] 巨浪 %+dLv.∼%+dLv.,78
536,10009,5,[S] 強力漩渦 %+dLv.,3,1803702,1,5,1,1.28%,[喚雨淨使] 強力漩渦 %+dLv.∼%+dLv.,79
537,10012,5,[S] 水力防護 %+dLv.,3,1803703,1,5,1,1.3%,[喚雨淨使] 水力防護 %+dLv.∼%+dLv.,77
538,10007,10,[S] 喚雨淨使【覺醒】%+dLv.,3,3807504,1,20,1,1.66%,[S] 喚雨淨使【覺醒】%+dLv.∼%+dLv.,61
539,10007,10,[S] 喚雨淨使【覺醒II】%+dLv.,3,3817504,1,20,1,1.66%,[S] 喚雨淨使【覺醒II】%+dLv.∼%+dLv.,62
540,20007,10,[S] 喚雨淨使【傳奇】%+dLv.,3,3807507,1,20,1,1.49%,[S] 喚雨淨使【傳奇】%+dLv.∼%+dLv.,66
541,20007,10,[S] 喚雨淨使【傳奇II】%+dLv.,3,3817507,1,20,1,1.49%,[S] 喚雨淨使【傳奇II】%+dLv.∼%+dLv.,67
542,10011,5,[S] 飛騰刃斬 %+dLv.,3,1803802,1,5,1,1.28%,[命運守護者] 飛騰刃斬 %+dLv.∼%+dLv.,55
543,10010,5,[S] 旋轉環刃 %+dLv.,3,1803805,1,5,1,1.28%,[命運守護者] 旋轉環刃 %+dLv.∼%+dLv.,57
544,10011,5,[S] 奧術之門 %+dLv.,3,1803804,1,5,1,1.28%,[命運守護者] 奧術之門 %+dLv.∼%+dLv.,56
545,10012,5,[S] [無限] 殘酷飛刃 %+dLv.,3,1802425,1,5,1,1.3%,[命運守護者] 殘酷飛刃【無限】%+dLv.∼%+dLv.,53
546,10007,10,[S] 命運守護者【覺醒】%+dLv.,3,3807804,1,20,1,1.66%,[S] 命運守護者【覺醒】%+dLv.∼%+dLv.,39
547,10007,10,[S] 命運守護者【覺醒II】%+dLv.,3,3817804,1,20,1,1.66%,[S] 命運守護者【覺醒II】%+dLv.∼%+dLv.,40
548,20007,10,[S] 命運守護者【傳奇】%+dLv.,3,3807807,1,20,1,1.49%,[S] 命運守護者【傳奇】%+dLv.∼%+dLv.,68
549,20007,10,[S] 命運守護者【傳奇II】%+dLv.,3,3817807,1,20,1,1.49%,[S] 命運守護者【傳奇II】%+dLv.∼%+dLv.,69
550,10003,0,[1] HP上限 %+d,1,30,100,1000,2,-,[替代] HP上限 %+d∼%+d,1
551,10003,60,[1] HP上限 %+d,1,30,100,1000,0,35.93%,[1] HP上限 %+d∼%+d,2
552,10003,50,[2] HP上限 %+d,1,30,500,2000,0,29.94%,[2] HP上限 %+d∼%+d,3
553,10003,35,[3] HP上限 %+d,1,30,1000,4000,0,20.96%,[3] HP上限 %+d∼%+d,4
554,10003,15,[4] HP上限 %+d,1,30,1500,7000,0,8.98%,[4] HP上限 %+d∼%+d,5
555,10003,7,[5] HP上限 %+d,1,30,2000,10000,0,4.19%,[5] HP上限 %+d∼%+d,6
556,20003,0,[1] HP上限 %+d%%,1,31,1,1,2,-,[替代] HP上限 %+d%%∼%+d%%,1
557,20003,30,[1] HP上限 %+d%%,1,31,1,1,0,5.12%,[1] HP上限 %+d%%∼%+d%%,2
558,20003,25,[2] HP上限 %+d%%,1,31,1,2,0,4.26%,[2] HP上限 %+d%%∼%+d%%,3
559,20003,17,[3] HP上限 %+d%%,1,31,1,3,0,2.98%,[3] HP上限 %+d%%∼%+d%%,4
560,20003,7,[4] HP上限 %+d%%,1,31,1,4,0,1.28%,[4] HP上限 %+d%%∼%+d%%,5
561,20003,4,[5] HP上限 %+d%%,1,31,2,5,0,0.6%,[5] HP上限 %+d%%∼%+d%%,6
562,20003,30,[1] 召喚獸經驗值獲得量 %+d%%,1,632,1,1,0,5.12%,[1] 召喚獸經驗值獲得量 %+d%%∼%+d%%,7
563,20003,25,[2] 召喚獸經驗值獲得量 %+d%%,1,632,1,2,0,4.26%,[2] 召喚獸經驗值獲得量 %+d%%∼%+d%%,8
564,20003,17,[3] 召喚獸經驗值獲得量 %+d%%,1,632,1,3,0,2.98%,[3] 召喚獸經驗值獲得量 %+d%%∼%+d%%,9
565,20003,7,[4] 召喚獸經驗值獲得量 %+d%%,1,632,1,4,0,1.28%,[4] 召喚獸經驗值獲得量 %+d%%∼%+d%%,10
566,20003,4,[5] 召喚獸經驗值獲得量 %+d%%,1,632,2,5,0,0.6%,[5] 召喚獸經驗值獲得量 %+d%%∼%+d%%,11
567,20003,30,[1] 超人任務獲得點數 %+d%%,1,584,1,1,0,5.12%,[1] 超人任務獲得點數 %+d%%∼%+d%%,12
568,20003,25,[2] 超人任務獲得點數 %+d%%,1,584,1,2,0,4.26%,[2] 超人任務獲得點數 %+d%%∼%+d%%,13
569,20003,17,[3] 超人任務獲得點數 %+d%%,1,584,1,3,0,2.98%,[3] 超人任務獲得點數 %+d%%∼%+d%%,14
570,20003,7,[4] 超人任務獲得點數 %+d%%,1,584,1,4,0,1.28%,[4] 超人任務獲得點數 %+d%%∼%+d%%,15
571,20003,4,[5] 超人任務獲得點數 %+d%%,1,584,2,5,0,0.6%,[5] 超人任務獲得點數 %+d%%∼%+d%%,16
572,20003,30,[1] 兌換聖物點數 %+d%%,1,637,1,1,0,5.12%,[1] 兌換聖物點數 %+d%%∼%+d%%,17
573,20003,25,[2] 兌換聖物點數 %+d%%,1,637,1,2,0,4.26%,[2] 兌換聖物點數 %+d%%∼%+d%%,18
574,20003,17,[3] 兌換聖物點數 %+d%%,1,637,1,3,0,2.98%,[3] 兌換聖物點數 %+d%%∼%+d%%,19
575,20003,7,[4] 兌換聖物點數 %+d%%,1,637,1,4,0,1.28%,[4] 兌換聖物點數 %+d%%∼%+d%%,20
576,20003,4,[5] 兌換聖物點數 %+d%%,1,637,2,5,0,0.6%,[5] 兌換聖物點數 %+d%%∼%+d%%,21
577,20003,30,[1] 星座點數 %+d%%,1,630,1,1,0,5.12%,[1] 星座點數 %+d%%∼%+d%%,22
578,20003,25,[2] 星座點數 %+d%%,1,630,1,2,0,4.26%,[2] 星座點數 %+d%%∼%+d%%,23
579,20003,17,[3] 星座點數 %+d%%,1,630,1,3,0,2.98%,[3] 星座點數 %+d%%∼%+d%%,24
580,20003,7,[4] 星座點數 %+d%%,1,630,1,4,0,1.28%,[4] 星座點數 %+d%%∼%+d%%,25
581,20003,4,[5] 星座點數 %+d%%,1,630,2,5,0,0.6%,[5] 星座點數 %+d%%∼%+d%%,26
582,20003,30,[1] 組合成功率 %+d%%,1,384,1,1,0,5.12%,[1] 組合成功率 %+d%%∼%+d%%,27
583,20003,25,[2] 組合成功率 %+d%%,1,384,1,2,0,4.26%,[2] 組合成功率 %+d%%∼%+d%%,28
584,20003,17,[3] 組合成功率 %+d%%,1,384,1,3,0,2.98%,[3] 組合成功率 %+d%%∼%+d%%,29
585,20003,7,[4] 組合成功率 %+d%%,1,384,1,4,0,1.28%,[4] 組合成功率 %+d%%∼%+d%%,30
586,20003,4,[5] 組合成功率 %+d%%,1,384,2,5,0,0.6%,[5] 組合成功率 %+d%%∼%+d%%,31
587,20003,30,[1] 屬性重置成功率 %+d%%,1,411,1,1,0,5.12%,[1] 屬性重置成功率 %+d%%∼%+d%%,32
588,20003,25,[2] 屬性重置成功率 %+d%%,1,411,1,2,0,4.26%,[2] 屬性重置成功率 %+d%%∼%+d%%,33
589,20003,17,[3] 屬性重置成功率 %+d%%,1,411,1,3,0,2.98%,[3] 屬性重置成功率 %+d%%∼%+d%%,34
590,20003,7,[4] 屬性重置成功率 %+d%%,1,411,1,4,0,1.28%,[4] 屬性重置成功率 %+d%%∼%+d%%,35
591,20003,4,[5] 屬性重置成功率 %+d%%,1,411,2,5,0,0.6%,[5] 屬性重置成功率 %+d%%∼%+d%%,36
592,20003,4,[S] 傷害減少 %+d%%,1,86,1,1,1,0.34%,[S] 傷害減少 %+d%%∼%+d%%,37
593,10009,5,[S] 螺旋增加 %+dLv.,3,1000023,1,5,1,1.28%,[魂之勇者] 螺旋增加 %+dLv.∼%+dLv.,59
594,10009,5,[S] 滅天飛劍術 %+dLv.,3,1000024,1,5,1,1.28%,[劍刃舞者] 滅天飛劍術 %+dLv.∼%+dLv.,60
