ID,_Name,_Description,_Application_Type,_OptionGroup,_OptionLevel,_Effect,_Effect_Type,_Option_Min,_Option_Max,_Enchant_Min,_Enchant_Max
26602,經驗值獲得量 %+d％,經驗值獲得量 %+d％∼%+d％,0,5500,1,1,124,0,0,1,1
26603,經驗值獲得量 %+d％,經驗值獲得量 %+d％∼%+d％,0,5500,1,1,124,0,0,1,1
26604,經驗值獲得量 %+d％,經驗值獲得量 %+d％∼%+d％,0,5500,1,1,124,0,0,1,1
26801,Lv.1 物理/魔法背後攻擊傷害 %+d％,Lv.1 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,1,1,494,1,1,1,1
26802,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,1,2,1,1
26803,Lv.3 物理/魔法背後攻擊傷害 %+d％,Lv.3 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,3,1,494,2,3,1,1
26804,Lv.4 物理/魔法背後攻擊傷害 %+d％,Lv.4 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,4,1,494,3,4,1,1
26805,Lv.5 物理/魔法背後攻擊傷害 %+d％,Lv.5 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,5,1,494,4,5,1,1
26806,Lv.6 物理/魔法背後攻擊傷害 %+d％,Lv.6 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,6,1,494,5,6,1,1
26807,Lv.7 物理/魔法背後攻擊傷害 %+d％,Lv.7 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,7,1,494,6,7,1,1
26808,Lv.8 物理/魔法背後攻擊傷害 %+d％,Lv.8 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,8,1,494,7,8,2,2
26809,Lv.9 物理/魔法背後攻擊傷害 %+d％,Lv.9 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,9,1,494,8,9,2,2
26810,Lv.10 物理/魔法背後攻擊傷害 %+d％,Lv.10 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,10,1,494,9,10,2,2
26831,Lv.11 物理/魔法背後攻擊傷害 %+d％,Lv.11 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,11,1,494,9,10,2,2
26832,Lv.12 物理/魔法背後攻擊傷害 %+d％,Lv.12 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,12,1,494,9,10,2,2
26833,Lv.13 物理/魔法背後攻擊傷害 %+d％,Lv.13 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,13,1,494,9,10,2,2
26834,Lv.14 物理/魔法背後攻擊傷害 %+d％,Lv.14 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,14,1,494,9,10,2,2
26835,Lv.15 物理/魔法背後攻擊傷害 %+d％,Lv.15 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,15,1,494,9,10,2,2
26811,Lv.1 物理/魔法背後攻擊傷害 %+d％,Lv.1 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,1,1,494,2,2,2,2
26812,Lv.2 物理/魔法背後攻擊傷害 %+d％,Lv.2 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,2,1,494,4,4,2,2
26813,Lv.3 物理/魔法背後攻擊傷害 %+d％,Lv.3 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,3,1,494,6,6,2,2
26814,Lv.4 物理/魔法背後攻擊傷害 %+d％,Lv.4 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,4,1,494,8,8,2,2
26815,Lv.5 物理/魔法背後攻擊傷害 %+d％,Lv.5 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,5,1,494,10,10,2,2
26816,Lv.6 物理/魔法背後攻擊傷害 %+d％,Lv.6 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,6,1,494,12,12,2,2
26817,Lv.7 物理/魔法背後攻擊傷害 %+d％,Lv.7 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,7,1,494,14,14,2,2
26818,Lv.8 物理/魔法背後攻擊傷害 %+d％,Lv.8 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,8,1,494,16,18,2,2
26819,Lv.9 物理/魔法背後攻擊傷害 %+d％,Lv.9 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,9,1,494,18,22,2,2
26820,Lv.10 物理/魔法背後攻擊傷害 %+d％,Lv.10 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,10,1,494,20,26,2,2
26821,Lv.11 物理/魔法背後攻擊傷害 %+d％,Lv.11 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,11,1,494,20,26,2,2
26822,Lv.12 物理/魔法背後攻擊傷害 %+d％,Lv.12 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,12,1,494,20,26,2,2
26823,Lv.13 物理/魔法背後攻擊傷害 %+d％,Lv.13 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,13,1,494,20,26,2,2
26824,Lv.14 物理/魔法背後攻擊傷害 %+d％,Lv.14 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,14,1,494,20,26,2,2
26825,Lv.15 物理/魔法背後攻擊傷害 %+d％,Lv.15 物理/魔法背後攻擊傷害 %+d％∼%+d％,0,16800,15,1,494,20,26,2,2
27101,Lv.1 物理爆擊傷害 %+d％,Lv.1 物理爆擊傷害 %+d％∼%+d％,0,7100,1,1,156,1,1,1,1
27102,Lv.2 物理爆擊傷害 %+d％,Lv.2 物理爆擊傷害 %+d％∼%+d％,0,7100,2,1,156,1,2,1,1
27103,Lv.3 物理爆擊傷害 %+d％,Lv.3 物理爆擊傷害 %+d％∼%+d％,0,7100,3,1,156,2,3,1,1
27104,Lv.4 物理爆擊傷害 %+d％,Lv.4 物理爆擊傷害 %+d％∼%+d％,0,7100,4,1,156,3,4,1,1
27105,Lv.5 物理爆擊傷害 %+d％,Lv.5 物理爆擊傷害 %+d％∼%+d％,0,7100,5,1,156,4,5,1,1
27106,Lv.6 物理爆擊傷害 %+d％,Lv.6 物理爆擊傷害 %+d％∼%+d％,0,7100,6,1,156,5,6,1,2
27107,Lv.7 物理爆擊傷害 %+d％,Lv.7 物理爆擊傷害 %+d％∼%+d％,0,7100,7,1,156,6,7,1,2
27108,Lv.8 物理爆擊傷害 %+d％,Lv.8 物理爆擊傷害 %+d％∼%+d％,0,7100,8,1,156,7,10,2,3
27109,Lv.9 物理爆擊傷害 %+d％,Lv.9 物理爆擊傷害 %+d％∼%+d％,0,7100,9,1,156,9,13,2,4
27110,Lv.10 物理爆擊傷害 %+d％,Lv.10 物理爆擊傷害 %+d％∼%+d％,0,7100,10,1,156,10,16,2,4
27141,Lv.11 物理爆擊傷害 %+d％,Lv.11 物理爆擊傷害 %+d％∼%+d％,0,7100,11,1,156,10,16,2,4
27142,Lv.12 物理爆擊傷害 %+d％,Lv.12 物理爆擊傷害 %+d％∼%+d％,0,7100,12,1,156,10,16,2,4
27143,Lv.13 物理爆擊傷害 %+d％,Lv.13 物理爆擊傷害 %+d％∼%+d％,0,7100,13,1,156,10,16,2,4
27144,Lv.14 物理爆擊傷害 %+d％,Lv.14 物理爆擊傷害 %+d％∼%+d％,0,7100,14,1,156,10,16,2,4
27145,Lv.15 物理爆擊傷害 %+d％,Lv.15 物理爆擊傷害 %+d％∼%+d％,0,7100,15,1,156,10,16,2,4
27111,Lv.1 物理爆擊傷害 %+d％,Lv.1 物理爆擊傷害 %+d％∼%+d％,0,7100,1,1,156,1,10,0,0
27112,Lv.2 物理爆擊傷害 %+d％,Lv.2 物理爆擊傷害 %+d％∼%+d％,0,7100,2,1,156,1,23,0,0
27113,Lv.3 物理爆擊傷害 %+d％,Lv.3 物理爆擊傷害 %+d％∼%+d％,0,7100,3,1,156,10,36,0,0
27114,Lv.4 物理爆擊傷害 %+d％,Lv.4 物理爆擊傷害 %+d％∼%+d％,0,7100,4,1,156,23,66,0,0
27115,Lv.5 物理爆擊傷害 %+d％,Lv.5 物理爆擊傷害 %+d％∼%+d％,0,7100,5,1,156,36,80,0,0
27116,Lv.6 物理爆擊傷害 %+d％,Lv.6 物理爆擊傷害 %+d％∼%+d％,0,7100,6,1,156,66,96,0,0
27121,Lv.1 物理爆擊傷害 %+d％,Lv.1 物理爆擊傷害 %+d％∼%+d％,0,7100,1,1,156,2,2,2,2
27122,Lv.2 物理爆擊傷害 %+d％,Lv.2 物理爆擊傷害 %+d％∼%+d％,0,7100,2,1,156,4,4,2,2
27123,Lv.3 物理爆擊傷害 %+d％,Lv.3 物理爆擊傷害 %+d％∼%+d％,0,7100,3,1,156,6,6,2,2
27124,Lv.4 物理爆擊傷害 %+d％,Lv.4 物理爆擊傷害 %+d％∼%+d％,0,7100,4,1,156,8,8,2,2
27125,Lv.5 物理爆擊傷害 %+d％,Lv.5 物理爆擊傷害 %+d％∼%+d％,0,7100,5,1,156,10,10,2,2
27126,Lv.6 物理爆擊傷害 %+d％,Lv.6 物理爆擊傷害 %+d％∼%+d％,0,7100,6,1,156,12,14,2,4
27127,Lv.7 物理爆擊傷害 %+d％,Lv.7 物理爆擊傷害 %+d％∼%+d％,0,7100,7,1,156,14,18,2,4
27128,Lv.8 物理爆擊傷害 %+d％,Lv.8 物理爆擊傷害 %+d％∼%+d％,0,7100,8,1,156,18,24,4,6
27129,Lv.9 物理爆擊傷害 %+d％,Lv.9 物理爆擊傷害 %+d％∼%+d％,0,7100,9,1,156,22,32,4,8
27130,Lv.10 物理爆擊傷害 %+d％,Lv.10 物理爆擊傷害 %+d％∼%+d％,0,7100,10,1,156,26,40,4,8
27131,Lv.11 物理爆擊傷害 %+d％,Lv.11 物理爆擊傷害 %+d％∼%+d％,0,7100,11,1,156,26,40,4,8
27132,Lv.12 物理爆擊傷害 %+d％,Lv.12 物理爆擊傷害 %+d％∼%+d％,0,7100,12,1,156,26,40,4,8
27133,Lv.13 物理爆擊傷害 %+d％,Lv.13 物理爆擊傷害 %+d％∼%+d％,0,7100,13,1,156,26,40,4,8
27134,Lv.14 物理爆擊傷害 %+d％,Lv.14 物理爆擊傷害 %+d％∼%+d％,0,7100,14,1,156,26,40,4,8
27135,Lv.15 物理爆擊傷害 %+d％,Lv.15 物理爆擊傷害 %+d％∼%+d％,0,7100,15,1,156,26,40,4,8
27501,Lv.1 魔法爆擊傷害 %+d％,Lv.1 魔法爆擊傷害 %+d％∼%+d％,0,7500,1,1,162,1,1,1,1
27502,Lv.2 魔法爆擊傷害 %+d％,Lv.2 魔法爆擊傷害 %+d％∼%+d％,0,7500,2,1,162,1,2,1,1
27503,Lv.3 魔法爆擊傷害 %+d％,Lv.3 魔法爆擊傷害 %+d％∼%+d％,0,7500,3,1,162,2,3,1,1
27504,Lv.4 魔法爆擊傷害 %+d％,Lv.4 魔法爆擊傷害 %+d％∼%+d％,0,7500,4,1,162,3,4,1,1
27505,Lv.5 魔法爆擊傷害 %+d％,Lv.5 魔法爆擊傷害 %+d％∼%+d％,0,7500,5,1,162,4,5,1,1
27506,Lv.6 魔法爆擊傷害 %+d％,Lv.6 魔法爆擊傷害 %+d％∼%+d％,0,7500,6,1,162,5,6,1,2
27507,Lv.7 魔法爆擊傷害 %+d％,Lv.7 魔法爆擊傷害 %+d％∼%+d％,0,7500,7,1,162,6,7,1,2
27508,Lv.8 魔法爆擊傷害 %+d％,Lv.8 魔法爆擊傷害 %+d％∼%+d％,0,7500,8,1,162,7,10,2,3
27509,Lv.9 魔法爆擊傷害 %+d％,Lv.9 魔法爆擊傷害 %+d％∼%+d％,0,7500,9,1,162,9,13,2,4
27510,Lv.10 魔法爆擊傷害 %+d％,Lv.10 魔法爆擊傷害 %+d％∼%+d％,0,7500,10,1,162,10,16,2,4
27541,Lv.11 魔法爆擊傷害 %+d％,Lv.11 魔法爆擊傷害 %+d％∼%+d％,0,7500,11,1,162,10,16,2,4
27542,Lv.12 魔法爆擊傷害 %+d％,Lv.12 魔法爆擊傷害 %+d％∼%+d％,0,7500,12,1,162,10,16,2,4
27543,Lv.13 魔法爆擊傷害 %+d％,Lv.13 魔法爆擊傷害 %+d％∼%+d％,0,7500,13,1,162,10,16,2,4
27544,Lv.14 魔法爆擊傷害 %+d％,Lv.14 魔法爆擊傷害 %+d％∼%+d％,0,7500,14,1,162,10,16,2,4
27545,Lv.15 魔法爆擊傷害 %+d％,Lv.15 魔法爆擊傷害 %+d％∼%+d％,0,7500,15,1,162,10,16,2,4
27511,Lv.1 魔法爆擊傷害 %+d％,Lv.1 魔法爆擊傷害 %+d％∼%+d％,0,7500,1,1,162,1,10,0,0
27512,Lv.2 魔法爆擊傷害 %+d％,Lv.2 魔法爆擊傷害 %+d％∼%+d％,0,7500,2,1,162,1,23,0,0
27513,Lv.3 魔法爆擊傷害 %+d％,Lv.3 魔法爆擊傷害 %+d％∼%+d％,0,7500,3,1,162,10,36,0,0
27514,Lv.4 魔法爆擊傷害 %+d％,Lv.4 魔法爆擊傷害 %+d％∼%+d％,0,7500,4,1,162,23,66,0,0
27515,Lv.5 魔法爆擊傷害 %+d％,Lv.5 魔法爆擊傷害 %+d％∼%+d％,0,7500,5,1,162,36,80,0,0
27516,Lv.6 魔法爆擊傷害 %+d％,Lv.6 魔法爆擊傷害 %+d％∼%+d％,0,7500,6,1,162,66,96,0,0
27521,Lv.1 魔法爆擊傷害 %+d％,Lv.1 魔法爆擊傷害 %+d％∼%+d％,0,7500,1,1,162,2,2,2,2
27522,Lv.2 魔法爆擊傷害 %+d％,Lv.2 魔法爆擊傷害 %+d％∼%+d％,0,7500,2,1,162,4,4,2,2
27523,Lv.3 魔法爆擊傷害 %+d％,Lv.3 魔法爆擊傷害 %+d％∼%+d％,0,7500,3,1,162,6,6,2,2
27524,Lv.4 魔法爆擊傷害 %+d％,Lv.4 魔法爆擊傷害 %+d％∼%+d％,0,7500,4,1,162,8,8,2,2
27525,Lv.5 魔法爆擊傷害 %+d％,Lv.5 魔法爆擊傷害 %+d％∼%+d％,0,7500,5,1,162,10,10,2,2
27526,Lv.6 魔法爆擊傷害 %+d％,Lv.6 魔法爆擊傷害 %+d％∼%+d％,0,7500,6,1,162,12,14,2,4
27527,Lv.7 魔法爆擊傷害 %+d％,Lv.7 魔法爆擊傷害 %+d％∼%+d％,0,7500,7,1,162,14,18,2,4
27528,Lv.8 魔法爆擊傷害 %+d％,Lv.8 魔法爆擊傷害 %+d％∼%+d％,0,7500,8,1,162,18,24,4,6
27529,Lv.9 魔法爆擊傷害 %+d％,Lv.9 魔法爆擊傷害 %+d％∼%+d％,0,7500,9,1,162,22,32,4,8
27530,Lv.10 魔法爆擊傷害 %+d％,Lv.10 魔法爆擊傷害 %+d％∼%+d％,0,7500,10,1,162,26,40,4,8
27531,Lv.11 魔法爆擊傷害 %+d％,Lv.11 魔法爆擊傷害 %+d％∼%+d％,0,7500,11,1,162,26,40,4,8
27532,Lv.12 魔法爆擊傷害 %+d％,Lv.12 魔法爆擊傷害 %+d％∼%+d％,0,7500,12,1,162,26,40,4,8
27533,Lv.13 魔法爆擊傷害 %+d％,Lv.13 魔法爆擊傷害 %+d％∼%+d％,0,7500,13,1,162,26,40,4,8
27534,Lv.14 魔法爆擊傷害 %+d％,Lv.14 魔法爆擊傷害 %+d％∼%+d％,0,7500,14,1,162,26,40,4,8
27535,Lv.15 魔法爆擊傷害 %+d％,Lv.15 魔法爆擊傷害 %+d％∼%+d％,0,7500,15,1,162,26,40,4,8
28311,Lv.1 物理攻擊命中率 %+d％,Lv.1 物理攻擊命中率 %+d％∼%+d％,0,8300,1,1,176,1,2,0,0
28312,Lv.2 物理攻擊命中率 %+d％,Lv.2 物理攻擊命中率 %+d％∼%+d％,0,8300,2,1,176,1,6,0,0
28313,Lv.3 物理攻擊命中率 %+d％,Lv.3 物理攻擊命中率 %+d％∼%+d％,0,8300,3,1,176,2,9,0,0
28314,Lv.4 物理攻擊命中率 %+d％,Lv.4 物理攻擊命中率 %+d％∼%+d％,0,8300,4,1,176,6,16,0,0
28315,Lv.5 物理攻擊命中率 %+d％,Lv.5 物理攻擊命中率 %+d％∼%+d％,0,8300,5,1,176,9,20,0,0
28316,Lv.6 物理攻擊命中率 %+d％,Lv.6 物理攻擊命中率 %+d％∼%+d％,0,8300,6,1,176,16,24,0,0
28531,Lv.1 魔法攻擊命中率 %+d％,Lv.1 魔法攻擊命中率 %+d％∼%+d％,0,8500,1,1,180,1,2,0,0
28532,Lv.2 魔法攻擊命中率 %+d％,Lv.2 魔法攻擊命中率 %+d％∼%+d％,0,8500,2,1,180,1,6,0,0
28533,Lv.3 魔法攻擊命中率 %+d％,Lv.3 魔法攻擊命中率 %+d％∼%+d％,0,8500,3,1,180,2,9,0,0
28534,Lv.4 魔法攻擊命中率 %+d％,Lv.4 魔法攻擊命中率 %+d％∼%+d％,0,8500,4,1,180,6,16,0,0
28535,Lv.5 魔法攻擊命中率 %+d％,Lv.5 魔法攻擊命中率 %+d％∼%+d％,0,8500,5,1,180,9,20,0,0
28536,Lv.6 魔法攻擊命中率 %+d％,Lv.6 魔法攻擊命中率 %+d％∼%+d％,0,8500,6,1,180,16,24,0,0
28711,Lv.1 物理攻擊迴避率 %+d％,Lv.1 物理攻擊迴避率 %+d％∼%+d％,0,8700,1,1,184,1,2,0,0
28712,Lv.2 物理攻擊迴避率 %+d％,Lv.2 物理攻擊迴避率 %+d％∼%+d％,0,8700,2,1,184,1,6,0,0
28713,Lv.3 物理攻擊迴避率 %+d％,Lv.3 物理攻擊迴避率 %+d％∼%+d％,0,8700,3,1,184,2,9,0,0
28714,Lv.4 物理攻擊迴避率 %+d％,Lv.4 物理攻擊迴避率 %+d％∼%+d％,0,8700,4,1,184,6,16,0,0
28715,Lv.5 物理攻擊迴避率 %+d％,Lv.5 物理攻擊迴避率 %+d％∼%+d％,0,8700,5,1,184,9,20,0,0
28716,Lv.6 物理攻擊迴避率 %+d％,Lv.6 物理攻擊迴避率 %+d％∼%+d％,0,8700,6,1,184,16,24,0,0
28911,Lv.1 魔法攻擊迴避率 %+d％,Lv.1 魔法攻擊迴避率 %+d％∼%+d％,0,8900,1,1,188,1,2,0,0
28912,Lv.2 魔法攻擊迴避率 %+d％,Lv.2 魔法攻擊迴避率 %+d％∼%+d％,0,8900,2,1,188,1,6,0,0
28913,Lv.3 魔法攻擊迴避率 %+d％,Lv.3 魔法攻擊迴避率 %+d％∼%+d％,0,8900,3,1,188,2,9,0,0
28914,Lv.4 魔法攻擊迴避率 %+d％,Lv.4 魔法攻擊迴避率 %+d％∼%+d％,0,8900,4,1,188,6,16,0,0
28915,Lv.5 魔法攻擊迴避率 %+d％,Lv.5 魔法攻擊迴避率 %+d％∼%+d％,0,8900,5,1,188,9,20,0,0
28916,Lv.6 魔法攻擊迴避率 %+d％,Lv.6 魔法攻擊迴避率 %+d％∼%+d％,0,8900,6,1,188,16,24,0,0
29101,Lv.1 力量 %+d,Lv.1 力量 %+d∼%+d,0,100,1,1,14,1,1,1,1
29102,Lv.2 力量 %+d,Lv.2 力量 %+d∼%+d,0,100,2,1,14,2,2,1,2
29103,Lv.3 力量 %+d,Lv.3 力量 %+d∼%+d,0,100,3,1,14,3,4,1,2
29104,Lv.4 力量 %+d,Lv.4 力量 %+d∼%+d,0,100,4,1,14,4,5,1,2
29105,Lv.5 力量 %+d,Lv.5 力量 %+d∼%+d,0,100,5,1,14,5,6,1,2
29106,Lv.6 力量 %+d,Lv.6 力量 %+d∼%+d,0,100,6,1,14,6,8,1,3
29107,Lv.7 力量 %+d,Lv.7 力量 %+d∼%+d,0,100,7,1,14,7,9,1,3
29108,Lv.8 力量 %+d,Lv.8 力量 %+d∼%+d,0,100,8,1,14,8,10,1,3
29109,Lv.9 力量 %+d,Lv.9 力量 %+d∼%+d,0,100,9,1,14,9,12,1,3
29110,Lv.10 力量 %+d,Lv.10 力量 %+d∼%+d,0,100,10,1,14,10,13,1,3
29111,Lv.11 力量 %+d,Lv.11 力量 %+d∼%+d,0,100,11,1,14,11,14,2,3
29112,Lv.12 力量 %+d,Lv.12 力量 %+d∼%+d,0,100,12,1,14,12,16,2,4
29113,Lv.13 力量 %+d,Lv.13 力量 %+d∼%+d,0,100,13,1,14,13,18,2,4
29114,Lv.14 力量 %+d,Lv.14 力量 %+d∼%+d,0,100,14,1,14,14,19,2,5
29115,Lv.15 力量 %+d,Lv.15 力量 %+d∼%+d,0,100,15,1,14,15,21,2,6
29116,Lv.16 力量 %+d,Lv.16 力量 %+d∼%+d,0,100,16,1,14,16,23,3,7
29117,Lv.17 力量 %+d,Lv.17 力量 %+d∼%+d,0,100,17,1,14,17,24,3,8
29118,Lv.18 力量 %+d,Lv.18 力量 %+d∼%+d,0,100,18,1,14,18,26,8,11
29119,Lv.19 力量 %+d,Lv.19 力量 %+d∼%+d,0,100,19,1,14,19,28,8,13
29120,Lv.20 力量 %+d,Lv.20 力量 %+d∼%+d,0,100,20,1,14,20,29,8,15
29201,Lv.1 經驗值獲得量 %+d％,Lv.1 經驗值獲得量 %+d％∼%+d％,0,5500,1,1,124,1,1,1,1
29202,Lv.2 經驗值獲得量 %+d％,Lv.2 經驗值獲得量 %+d％∼%+d％,0,5500,2,1,124,1,1,1,1
29203,Lv.3 經驗值獲得量 %+d％,Lv.3 經驗值獲得量 %+d％∼%+d％,0,5500,3,1,124,2,2,1,1
29204,Lv.4 經驗值獲得量 %+d％,Lv.4 經驗值獲得量 %+d％∼%+d％,0,5500,4,1,124,3,3,1,1
29205,Lv.5 經驗值獲得量 %+d％,Lv.5 經驗值獲得量 %+d％∼%+d％,0,5500,5,1,124,4,4,1,1
29206,Lv.6 經驗值獲得量 %+d％,Lv.6 經驗值獲得量 %+d％∼%+d％,0,5500,6,1,124,4,4,1,1
29207,Lv.7 經驗值獲得量 %+d％,Lv.7 經驗值獲得量 %+d％∼%+d％,0,5500,7,1,124,5,5,1,1
29208,Lv.8 經驗值獲得量 %+d％,Lv.8 經驗值獲得量 %+d％∼%+d％,0,5500,8,1,124,6,6,1,1
29209,Lv.9 經驗值獲得量 %+d％,Lv.9 經驗值獲得量 %+d％∼%+d％,0,5500,9,1,124,7,7,1,1
29210,Lv.10 經驗值獲得量 %+d％,Lv.10 經驗值獲得量 %+d％∼%+d％,0,5500,10,1,124,8,8,1,1
29211,Lv.11 經驗值獲得量 %+d％,Lv.11 經驗值獲得量 %+d％∼%+d％,0,5500,11,1,124,8,8,1,1
29212,Lv.12 經驗值獲得量 %+d％,Lv.12 經驗值獲得量 %+d％∼%+d％,0,5500,12,1,124,9,9,1,1
29213,Lv.13 經驗值獲得量 %+d％,Lv.13 經驗值獲得量 %+d％∼%+d％,0,5500,13,1,124,10,10,1,1
29214,Lv.14 經驗值獲得量 %+d％,Lv.14 經驗值獲得量 %+d％∼%+d％,0,5500,14,1,124,11,11,1,1
29215,Lv.15 經驗值獲得量 %+d％,Lv.15 經驗值獲得量 %+d％∼%+d％,0,5500,15,1,124,12,12,1,1
29216,Lv.16 經驗值獲得量 %+d％,Lv.16 經驗值獲得量 %+d％∼%+d％,0,5500,16,1,124,12,12,1,1
29217,Lv.17 經驗值獲得量 %+d％,Lv.17 經驗值獲得量 %+d％∼%+d％,0,5500,17,1,124,13,13,1,1
29218,Lv.18 經驗值獲得量 %+d％,Lv.18 經驗值獲得量 %+d％∼%+d％,0,5500,18,1,124,14,14,1,1
29219,Lv.19 經驗值獲得量 %+d％,Lv.19 經驗值獲得量 %+d％∼%+d％,0,5500,19,1,124,15,15,1,1
29220,Lv.20 經驗值獲得量 %+d％,Lv.20 經驗值獲得量 %+d％∼%+d％,0,5500,20,1,124,16,16,1,1
29301,Lv.1 幸運 %+d,Lv.1 幸運 %+d∼%+d,0,300,1,1,18,1,1,1,1
29302,Lv.2 幸運 %+d,Lv.2 幸運 %+d∼%+d,0,300,2,1,18,2,2,1,2
29303,Lv.3 幸運 %+d,Lv.3 幸運 %+d∼%+d,0,300,3,1,18,3,4,1,2
29304,Lv.4 幸運 %+d,Lv.4 幸運 %+d∼%+d,0,300,4,1,18,4,5,1,2
29305,Lv.5 幸運 %+d,Lv.5 幸運 %+d∼%+d,0,300,5,1,18,5,6,1,2
29306,Lv.6 幸運 %+d,Lv.6 幸運 %+d∼%+d,0,300,6,1,18,6,8,1,3
29307,Lv.7 幸運 %+d,Lv.7 幸運 %+d∼%+d,0,300,7,1,18,7,9,1,3
29308,Lv.8 幸運 %+d,Lv.8 幸運 %+d∼%+d,0,300,8,1,18,8,10,1,3
29309,Lv.9 幸運 %+d,Lv.9 幸運 %+d∼%+d,0,300,9,1,18,9,12,1,3
29310,Lv.10 幸運 %+d,Lv.10 幸運 %+d∼%+d,0,300,10,1,18,10,13,1,3
29311,Lv.11 幸運 %+d,Lv.11 幸運 %+d∼%+d,0,300,11,1,18,11,14,2,3
29312,Lv.12 幸運 %+d,Lv.12 幸運 %+d∼%+d,0,300,12,1,18,12,16,2,4
29313,Lv.13 幸運 %+d,Lv.13 幸運 %+d∼%+d,0,300,13,1,18,13,18,2,4
29314,Lv.14 幸運 %+d,Lv.14 幸運 %+d∼%+d,0,300,14,1,18,14,19,2,5
29315,Lv.15 幸運 %+d,Lv.15 幸運 %+d∼%+d,0,300,15,1,18,15,21,2,6
29316,Lv.16 幸運 %+d,Lv.16 幸運 %+d∼%+d,0,300,16,1,18,16,23,3,7
29317,Lv.17 幸運 %+d,Lv.17 幸運 %+d∼%+d,0,300,17,1,18,17,24,3,8
29318,Lv.18 幸運 %+d,Lv.18 幸運 %+d∼%+d,0,300,18,1,18,18,26,8,11
29319,Lv.19 幸運 %+d,Lv.19 幸運 %+d∼%+d,0,300,19,1,18,19,28,8,13
29320,Lv.20 幸運 %+d,Lv.20 幸運 %+d∼%+d,0,300,20,1,18,20,29,8,15
29501,Lv.1 魔力 %+d,Lv.1 魔力 %+d∼%+d,0,500,1,1,22,1,1,1,1
29502,Lv.2 魔力 %+d,Lv.2 魔力 %+d∼%+d,0,500,2,1,22,2,2,1,2
29503,Lv.3 魔力 %+d,Lv.3 魔力 %+d∼%+d,0,500,3,1,22,3,4,1,2
29504,Lv.4 魔力 %+d,Lv.4 魔力 %+d∼%+d,0,500,4,1,22,4,5,1,2
29505,Lv.5 魔力 %+d,Lv.5 魔力 %+d∼%+d,0,500,5,1,22,5,6,1,2
29506,Lv.6 魔力 %+d,Lv.6 魔力 %+d∼%+d,0,500,6,1,22,6,8,1,3
29507,Lv.7 魔力 %+d,Lv.7 魔力 %+d∼%+d,0,500,7,1,22,7,9,1,3
29508,Lv.8 魔力 %+d,Lv.8 魔力 %+d∼%+d,0,500,8,1,22,8,10,1,3
29509,Lv.9 魔力 %+d,Lv.9 魔力 %+d∼%+d,0,500,9,1,22,9,12,1,3
29510,Lv.10 魔力 %+d,Lv.10 魔力 %+d∼%+d,0,500,10,1,22,10,13,1,3
29511,Lv.11 魔力 %+d,Lv.11 魔力 %+d∼%+d,0,500,11,1,22,11,14,2,3
29512,Lv.12 魔力 %+d,Lv.12 魔力 %+d∼%+d,0,500,12,1,22,12,16,2,4
29513,Lv.13 魔力 %+d,Lv.13 魔力 %+d∼%+d,0,500,13,1,22,13,18,2,4
29514,Lv.14 魔力 %+d,Lv.14 魔力 %+d∼%+d,0,500,14,1,22,14,19,2,5
29515,Lv.15 魔力 %+d,Lv.15 魔力 %+d∼%+d,0,500,15,1,22,15,21,2,6
29516,Lv.16 魔力 %+d,Lv.16 魔力 %+d∼%+d,0,500,16,1,22,16,23,3,7
29517,Lv.17 魔力 %+d,Lv.17 魔力 %+d∼%+d,0,500,17,1,22,17,24,3,8
29518,Lv.18 魔力 %+d,Lv.18 魔力 %+d∼%+d,0,500,18,1,22,18,26,8,11
