ID,_Option_Group,_Option_Probability,_Name_Preview,_Name,_Option_Type,_Option_ID,_Option_Min,_Option_Max,_Option_Check
487,30004,6,[3] 體力 %+d∼%+d,體力 %+d,1,26,150,1200,1
488,30004,6,[3] 幸運 %+d∼%+d,幸運 %+d,1,18,150,1200,1
489,30004,6,[3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,1200,1
490,30004,6,[3] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,1200,1
491,30004,6,[3] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,1200,1
492,30004,6,[3] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,1200,1
493,30004,6,[3] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,5000,1
494,30004,6,[3] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,800,1
495,30004,6,[3] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,800,1
496,30004,6,[3] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,6,1
497,30004,6,[3] 傷害減少 %+d%%∼%+d%%,傷害減少 %+d%%,1,86,1,1,1
498,30004,6,[S] 天破俠亂 Lv.%d∼Lv.%d,天破俠亂 Lv.%d,3,1211005,1,1,1
499,30004,6,[S] 威力穿刺 Lv.%d∼Lv.%d,威力穿刺 Lv.%d,3,1210007,1,1,1
500,30004,6,[S] 嗜魂刃 Lv.%d∼Lv.%d,嗜魂刃 Lv.%d,3,1210021,1,1,1
501,30004,6,[S] 迴旋斬 Lv.%d∼Lv.%d,迴旋斬 Lv.%d,3,1107014,1,1,1
502,30004,6,[S] 威力爆擊 Lv.%d∼Lv.%d,威力爆擊 Lv.%d,3,1211104,1,1,1
503,30004,6,[S] 虎烈腳 Lv.%d∼Lv.%d,虎烈腳 Lv.%d,3,1104001,1,1,1
504,30004,6,[S] 火焰地獄 Lv.%d∼Lv.%d,火焰地獄 Lv.%d,3,2211103,1,1,1
505,30004,6,[S] 惡魔之聲 Lv.%d∼Lv.%d,惡魔之聲 Lv.%d,3,3001019,1,1,1
506,30004,6,[S] 閃光刃 Lv.%d∼Lv.%d,閃光刃 Lv.%d,3,1106013,1,1,1
507,30004,6,[S] 爆炸箭 Lv.%d∼Lv.%d,爆炸箭 Lv.%d,3,1109908,1,1,1
508,30004,6,[S] 浴火鳳凰 Lv.%d∼Lv.%d,浴火鳳凰 Lv.%d,3,1109009,1,1,1
509,30004,6,[S] 機關掃射 Lv.%d∼Lv.%d,機關掃射 Lv.%d,3,1105020,1,1,1
510,30004,6,[S] 冷光砲彈 Lv.%d∼Lv.%d,冷光砲彈 Lv.%d,3,1210022,1,1,1
511,30004,6,[S] 靈魂大師I Lv.%d∼Lv.%d,靈魂大師I Lv.%d,3,1101033,1,1,1
512,30004,6,[S] 自由光影 Lv.%d∼Lv.%d,自由光影 Lv.%d,3,1311147,1,1,1
513,30004,6,[S] [梅花] 暗黑卡牌 Lv.%d∼Lv.%d,[梅花] 暗黑卡牌 Lv.%d,3,1310053,1,1,1
514,30004,6,[S] 僵直的影子 Lv.%d∼Lv.%d,僵直的影子 Lv.%d,3,1413055,1,1,1
515,30004,6,[S] 影子之舞 Lv.%d∼Lv.%d,影子之舞 Lv.%d,3,1417055,1,1,1
516,30004,6,[S] 聖憤魄擊 Lv.%d∼Lv.%d,聖憤魄擊 Lv.%d,3,1759107,1,1,1
517,30004,6,[S] 岩漿爆焱 Lv.%d∼Lv.%d,岩漿爆焱 Lv.%d,3,1801309,1,1,1
518,30004,6,[S] 三擊拳 Lv.%d∼Lv.%d,三擊拳 Lv.%d,3,1802318,1,1,1
519,30004,6,[S] 暗影猛擊 Lv.%d∼Lv.%d,暗影猛擊 Lv.%d,3,1803321,1,1,1
520,30004,6,[S] 螺旋加壓 Lv.%d∼Lv.%d,螺旋加壓 Lv.%d,3,1002023,1,1,1
521,30004,6,[S] 滅天飛劍術 Lv.%d∼Lv.%d,滅天飛劍術 Lv.%d,3,1000024,1,1,1
522,30004,6,[S] 猛烈一擊 Lv.%d∼Lv.%d,猛烈一擊 Lv.%d,3,2402603,1,1,1
523,30004,6,[S] [近身短打] 左右直拳 Lv.%d∼Lv.%d,[近身短打] 左右直拳 Lv.%d,3,2402706,1,1,1
524,30004,6,[S] 魔王血統[攻擊] Lv.%d∼Lv.%d,魔王血統[攻擊] Lv.%d,3,1000027,1,1,1
525,30004,6,[S] 漸次加強Lv.%d∼Lv.%d,漸次加強Lv.%d,3,1005028,1,1,1
526,30004,6,[S] 忍法_幻 Lv.%d∼Lv.%d,忍法_幻 Lv.%d,3,2403003,1,1,1
527,30004,6,[S] 旋風斬 Lv.%d∼Lv.%d,旋風斬 Lv.%d,3,2403101,1,1,1
528,30004,6,[S] DM-GR Lv.%d∼Lv.%d,DM-GR Lv.%d,3,1007031,1,1,1
529,30004,6,[S] 石榴石[紅] Lv.%d∼Lv.%d,石榴石[紅] Lv.%d,3,2406902,1,1,1
530,30004,6,[S] 狂風暴：釋放 Lv.%d∼Lv.%d,狂風暴：釋放 Lv.%d,3,1803505,1,1,1
531,30004,6,[S] 水炸彈 Lv.%d∼Lv.%d,水炸彈 Lv.%d,3,1803704,1,1,1
532,30004,6,[S] 旋轉環刃 Lv.%d∼Lv.%d,旋轉環刃 Lv.%d,3,1803805,1,1,1
533,30005,0,[替代屬性1] 體力 %+d∼%+d,體力 %+d,1,26,400,700,2
534,30005,0,[替代屬性2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,400,700,3
535,30005,0,[替代屬性3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,400,700,4
536,30005,10,[1] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,70,300,1
537,30005,10,[1] 體力 %+d∼%+d,體力 %+d,1,26,70,300,1
538,30005,10,[1] 幸運 %+d∼%+d,幸運 %+d,1,18,70,300,1
539,30005,10,[1] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,70,300,1
540,30005,10,[1] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,70,300,1
541,30005,10,[1] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,70,300,1
542,30005,10,[1] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,70,300,1
543,30005,10,[1] HP上限 %+d∼%+d,HP上限 %+d,1,30,300,1000,1
544,30005,10,[1] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,50,200,1
545,30005,10,[1] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,50,200,1
546,30005,10,[1] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,1,2,1
547,30005,10,[2] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,600,1
548,30005,10,[2] 體力 %+d∼%+d,體力 %+d,1,26,150,600,1
549,30005,10,[2] 幸運 %+d∼%+d,幸運 %+d,1,18,150,600,1
550,30005,10,[2] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,600,1
551,30005,10,[2] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,600,1
552,30005,10,[2] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,600,1
553,30005,10,[2] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,600,1
554,30005,10,[2] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,2500,1
555,30005,10,[2] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,400,1
556,30005,10,[2] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,400,1
557,30005,10,[2] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,4,1
558,30005,10,[3] 力量/魔力 %+d∼%+d,力量/魔力 %+d,1,594,150,1200,1
559,30005,10,[3] 體力 %+d∼%+d,體力 %+d,1,26,150,1200,1
560,30005,10,[3] 幸運 %+d∼%+d,幸運 %+d,1,18,150,1200,1
561,30005,10,[3] 所有能力值 %+d∼%+d,所有能力值 %+d,1,455,150,1200,1
562,30005,10,[3] 物理/魔法固定傷害 %+d∼%+d,物理/魔法固定傷害 %+d,1,496,150,1200,1
563,30005,10,[3] BOSS怪物額外傷害 %+d∼%+d,BOSS怪物額外傷害 %+d,1,570,150,1200,1
564,30005,10,[3] 普通怪物額外傷害 %+d∼%+d,普通怪物額外傷害 %+d,1,566,150,1200,1
565,30005,10,[3] HP上限 %+d∼%+d,HP上限 %+d,1,30,500,5000,1
566,30005,10,[3] 魔法傷害減少 %+d∼%+d,魔法傷害減少 %+d,1,244,100,800,1
567,30005,10,[3] 物理傷害減少 %+d∼%+d,物理傷害減少 %+d,1,144,100,800,1
568,30005,10,[3] HP上限 %+d%%∼%+d%%,HP上限 %+d%%,1,31,2,6,1
569,30005,10,[3] 傷害減少 %+d%%∼%+d%%,傷害減少 %+d%%,1,86,1,1,1
570,30005,6,[S] 魂之勇者【覺醒】 Lv.%d∼Lv.%d,魂之勇者【覺醒】 Lv.%d,3,3802404,10,20,1
571,30005,6,[S] 劍刃舞者【覺醒】 Lv.%d∼Lv.%d,劍刃舞者【覺醒】 Lv.%d,3,3802504,10,20,1
572,30005,6,[S] 恐懼騎士【覺醒】 Lv.%d∼Lv.%d,恐懼騎士【覺醒】 Lv.%d,3,3802604,10,20,1
573,30005,6,[S] 鬥神【覺醒】 Lv.%d∼Lv.%d,鬥神【覺醒】 Lv.%d,3,3802704,10,20,1
574,30005,6,[S] 幻術師【覺醒】 Lv.%d∼Lv.%d,幻術師【覺醒】 Lv.%d,3,3802804,10,20,1
575,30005,6,[S] 音樂大師【覺醒】 Lv.%d∼Lv.%d,音樂大師【覺醒】 Lv.%d,3,3802904,10,20,1
576,30005,6,[S] 忍者大師【覺醒】 Lv.%d∼Lv.%d,忍者大師【覺醒】 Lv.%d,3,3803004,10,20,1
577,30005,6,[S] 審判者【覺醒】 Lv.%d∼Lv.%d,審判者【覺醒】 Lv.%d,3,3803104,10,20,1
578,30005,6,[S] 改造大師【覺醒】 Lv.%d∼Lv.%d,改造大師【覺醒】 Lv.%d,3,3803204,10,20,1
579,30005,6,[S] 天之王者【覺醒】 Lv.%d∼Lv.%d,天之王者【覺醒】 Lv.%d,3,3803604,10,20,1
580,30005,6,[S] 幻武劍豪【覺醒】 Lv.%d∼Lv.%d,幻武劍豪【覺醒】 Lv.%d,3,3803704,10,20,1
581,30005,6,[S] 創世主【覺醒】 Lv.%d∼Lv.%d,創世主【覺醒】 Lv.%d,3,3803804,10,20,1
582,30005,6,[S] 諸神使者【覺醒】 Lv.%d∼Lv.%d,諸神使者【覺醒】 Lv.%d,3,3803904,10,20,1
583,30005,6,[S] 大毀滅者【覺醒】 Lv.%d∼Lv.%d,大毀滅者【覺醒】 Lv.%d,3,3804004,10,20,1
584,30005,6,[S] 流行天王【覺醒】 Lv.%d∼Lv.%d,流行天王【覺醒】 Lv.%d,3,3804104,10,20,1
585,30005,6,[S] 風之潛行者【覺醒】 Lv.%d∼Lv.%d,風之潛行者【覺醒】 Lv.%d,3,3804204,10,20,1
586,30005,6,[S] 裁決射手【覺醒】 Lv.%d∼Lv.%d,裁決射手【覺醒】 Lv.%d,3,3804304,10,20,1
587,30005,6,[S] 究極兵甲【覺醒】 Lv.%d∼Lv.%d,究極兵甲【覺醒】 Lv.%d,3,3804404,10,20,1
588,30005,6,[S] 弒魂者【覺醒】 Lv.%d∼Lv.%d,弒魂者【覺醒】 Lv.%d,3,3804504,10,20,1
589,30005,6,[S] 弧形大師【覺醒】 Lv.%d∼Lv.%d,弧形大師【覺醒】 Lv.%d,3,3804904,10,20,1
590,30005,6,[S] 暴力大師【覺醒】 Lv.%d∼Lv.%d,暴力大師【覺醒】 Lv.%d,3,3805204,10,20,1
591,30005,6,[S] 闇影武士【覺醒】 Lv.%d∼Lv.%d,闇影武士【覺醒】 Lv.%d,3,3805604,10,20,1
592,30005,6,[S] 混血天神【覺醒】 Lv.%d∼Lv.%d,混血天神【覺醒】 Lv.%d,3,3806004,10,20,1
593,30005,6,[S] 炙焰天【覺醒】 Lv.%d∼Lv.%d,炙焰天【覺醒】 Lv.%d,3,3806404,10,20,1
594,30005,6,[S] 黑暗追擊者【覺醒】 Lv.%d∼Lv.%d,黑暗追擊者【覺醒】 Lv.%d,3,3806804,10,20,1
595,30005,6,[S] 寶石之星【覺醒】 Lv.%d∼Lv.%d,寶石之星【覺醒】 Lv.%d,3,3806904,10,20,1
596,30005,6,[S] 暗影行者【覺醒】 Lv.%d∼Lv.%d,暗影行者【覺醒】 Lv.%d,3,3807304,10,20,1
597,30005,6,[S] 魂之勇者【覺醒II】 Lv.%d∼Lv.%d,魂之勇者【覺醒II】 Lv.%d,3,3812404,10,20,1
598,30005,6,[S] 劍刃舞者【覺醒II】 Lv.%d∼Lv.%d,劍刃舞者【覺醒II】 Lv.%d,3,3812504,10,20,1
599,30005,6,[S] 恐懼騎士【覺醒II】 Lv.%d∼Lv.%d,恐懼騎士【覺醒II】 Lv.%d,3,3812604,10,20,1
600,30005,6,[S] 鬥神【覺醒II】 Lv.%d∼Lv.%d,鬥神【覺醒II】 Lv.%d,3,3812704,10,20,1
601,30005,6,[S] 幻術師【覺醒II】 Lv.%d∼Lv.%d,幻術師【覺醒II】 Lv.%d,3,3812804,10,20,1
602,30005,6,[S] 音樂大師【覺醒II】 Lv.%d∼Lv.%d,音樂大師【覺醒II】 Lv.%d,3,3812904,10,20,1
603,30005,6,[S] 忍者大師【覺醒II】 Lv.%d∼Lv.%d,忍者大師【覺醒II】 Lv.%d,3,3813004,10,20,1
604,30005,6,[S] 審判者【覺醒II】 Lv.%d∼Lv.%d,審判者【覺醒II】 Lv.%d,3,3813104,10,20,1
605,30005,6,[S] 改造大師【覺醒II】 Lv.%d∼Lv.%d,改造大師【覺醒II】 Lv.%d,3,3813204,10,20,1
606,30005,6,[S] 天之王者【覺醒II】 Lv.%d∼Lv.%d,天之王者【覺醒II】 Lv.%d,3,3813604,10,20,1
607,30005,6,[S] 幻武劍豪【覺醒II】 Lv.%d∼Lv.%d,幻武劍豪【覺醒II】 Lv.%d,3,3813704,10,20,1
608,30005,6,[S] 創世主【覺醒II】 Lv.%d∼Lv.%d,創世主【覺醒II】 Lv.%d,3,3813804,10,20,1
609,30005,6,[S] 諸神使者【覺醒II】 Lv.%d∼Lv.%d,諸神使者【覺醒II】 Lv.%d,3,3813904,10,20,1
610,30005,6,[S] 大毀滅者【覺醒II】 Lv.%d∼Lv.%d,大毀滅者【覺醒II】 Lv.%d,3,3814004,10,20,1
611,30005,6,[S] 流行天王【覺醒II】 Lv.%d∼Lv.%d,流行天王【覺醒II】 Lv.%d,3,3814104,10,20,1
612,30005,6,[S] 風之潛行者【覺醒II】 Lv.%d∼Lv.%d,風之潛行者【覺醒II】 Lv.%d,3,3814204,10,20,1
613,30005,6,[S] 裁決射手【覺醒II】 Lv.%d∼Lv.%d,裁決射手【覺醒II】 Lv.%d,3,3814304,10,20,1
614,30005,6,[S] 究極兵甲【覺醒II】 Lv.%d∼Lv.%d,究極兵甲【覺醒II】 Lv.%d,3,3814404,10,20,1
615,30005,6,[S] 弒魂者【覺醒II】 Lv.%d∼Lv.%d,弒魂者【覺醒II】 Lv.%d,3,3814504,10,20,1
616,30005,6,[S] 弧形大師【覺醒II】 Lv.%d∼Lv.%d,弧形大師【覺醒II】 Lv.%d,3,3814904,10,20,1
617,30005,6,[S] 暴力大師【覺醒II】 Lv.%d∼Lv.%d,暴力大師【覺醒II】 Lv.%d,3,3815204,10,20,1
618,30005,6,[S] 闇影武士【覺醒II】 Lv.%d∼Lv.%d,闇影武士【覺醒II】 Lv.%d,3,3815604,10,20,1
619,30005,6,[S] 混血天神【覺醒II】 Lv.%d∼Lv.%d,混血天神【覺醒II】 Lv.%d,3,3816004,10,20,1
620,30005,6,[S] 炙焰天【覺醒II】 Lv.%d∼Lv.%d,炙焰天【覺醒II】 Lv.%d,3,3816404,10,20,1
621,30005,6,[S] 黑暗追擊者【覺醒II】 Lv.%d∼Lv.%d,黑暗追擊者【覺醒II】 Lv.%d,3,3816804,10,20,1
622,30005,6,[S] 寶石之星【覺醒II】 Lv.%d∼Lv.%d,寶石之星【覺醒II】 Lv.%d,3,3816904,10,20,1
623,30005,6,[S] 暗影行者【覺醒II】 Lv.%d∼Lv.%d,暗影行者【覺醒II】 Lv.%d,3,3817304,10,20,1
624,30005,6,[S] 御風引者【覺醒】 Lv.%d∼Lv.%d,御風引者【覺醒】 Lv.%d,3,3807404,10,20,1
625,30005,6,[S] 御風引者【覺醒II】 Lv.%d∼Lv.%d,御風引者【覺醒II】 Lv.%d,3,3817404,10,20,1
626,30005,6,[S] 喚雨淨使【覺醒】 Lv.%d∼Lv.%d,喚雨淨使【覺醒】 Lv.%d,3,3807504,10,20,1
627,30005,6,[S] 喚雨淨使【覺醒II】 Lv.%d∼Lv.%d,喚雨淨使【覺醒II】 Lv.%d,3,3817504,10,20,1
628,30005,6,[S] 命運守護者【覺醒】 Lv.%d∼Lv.%d,命運守護者【覺醒】 Lv.%d,3,3807804,10,20,1
629,30005,6,[S] 命運守護者【覺醒II】 Lv.%d∼Lv.%d,命運守護者【覺醒II】 Lv.%d,3,3817804,10,20,1
