ID,_Description,_DelayTime0,_Sound0,_Loop0,_DelayTime1,_Sound1,_Loop1,_DelayTime2,_Sound2,_Loop2,_DelayTime3,_Sound3,_Loop3,_DelayTime4,_Sound4,_Loop4,_DelayTime5,_Sound5,_Loop5,_DelayTime6,_Sound6,_Loop6,_DelayTime7,_Sound7,_Loop7,_DelayTime8,_Sound8,_Loop8,_DelayTime9,_Sound9,_Loop9,_DelayTime10,_Sound10,_Loop10
4506,,0,3_347_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4507,,0,3_347_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4508,,0,3_347_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4509,,0,3_347_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4510,,0,3_347_03_ATTACK,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4511,,0,3_347_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4512,,0,3_347_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4513,,0,3_348_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4514,,0,3_348_01_BRATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4515,,0,3_348_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4516,,0,3_348_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4517,,0,3_348_02_BRATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4518,,0,3_348_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4519,,0,3_348_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4520,,0,3_348_03_BRATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4521,,0,3_348_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4522,,0,3_348_03_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4523,,0,3_349_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4524,,0,3_349_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4525,,0,3_349_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4526,,0,3_349_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4527,,0,3_349_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4528,,0,3_349_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4529,,0,3_349_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4530,,0,3_349_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4531,,0,3_349_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4532,,0,3_349_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4533,,0,3_350_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4534,,0,3_350_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4535,,0,3_350_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4536,,0,3_350_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4537,,0,3_350_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4538,,0,3_350_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4539,,0,3_350_02_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4540,,0,3_350_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4541,,0,3_350_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4542,,0,3_350_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4543,,0,3_351_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4544,,0,3_351_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4545,,0,3_351_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4546,,0,3_351_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4547,,0,3_351_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4548,,0,3_351_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4549,,0,3_351_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4550,,0,3_351_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4551,,0,3_351_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4552,,0,3_351_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4553,,0,3_701_44.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4554,,0,3_701_46.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4555,,0,3_701_47.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4556,,0,860_05_SKILL_01.wav,0,3,VE_GIRL01_MIDDLE_FA_03.wav,0,3,VE_WOMAN01_SHORT_20.wav,0,3,VE_WOMAN02_MIDDLE_FA_03.wav,0,3,VE_BOY01_MIDDLE_FA_02.wav,0,3,VE_MAN01_MIDDLE_FA_03.wav,0,3,VE_MAN02_MIDDLE_FA_03.wav,0,0,,0,0,,0,0,,0,0,,0
4557,,0,860_05_SKILL_02.wav,0,0,VE_GIRL01_GAIN_03.wav,0,0,VE_WOMAN01_GAIN_03.wav,0,0,VE_WOMAN02_GAIN_03.wav,0,0,VE_BOY01_GAIN_06.wav,0,0,VE_MAN01_GAIN_03.wav,0,0,VE_MAN02_GAIN_06.wav,0,0,,0,0,,0,0,,0,0,,0
4558,,0,860_05_SKILL_03.wav,0,0,VE_GIRL01_MIDDLE_BA_03.wav,0,0,VE_WOMAN01_MIDDLE_BA_03.wav,0,0,VE_WOMAN02_MIDDLE_BA_03.wav,0,0,VE_BOY01_MIDDLE_BA_03.wav,0,0,VE_MAN01_MIDDLE_BA_03.wav,0,0,VE_MAN02_MIDDLE_BA_03.wav,0,0,,0,0,,0,0,,0,0,,0
4559,,0,860_05_SKILL_04.wav,0,2,VE_GIRL01_MIDDLE_BA_05.wav,0,2,VE_WOMAN01_MIDDLE_BA_05.wav,0,2,VE_WOMAN02_MIDDLE_BA_05.wav,0,2,VE_BOY01_MIDDLE_BA_05.wav,0,2,VE_MAN01_MIDDLE_BA_05.wav,0,2,VE_MAN02_MIDDLE_BA_05.wav,0,0,,0,0,,0,0,,0,0,,0
4560,,0,860_05_SKILL_05.wav,0,1,VE_GIRL01_SHORT_13.wav,0,1,VE_WOMAN01_SHORT_13.wav,0,1,VE_WOMAN02_SHORT_13.wav,0,1,VE_BOY01_SHORT_01.wav,0,1,VE_MAN01_SHORT_13.wav,0,1,VE_MAN02_SHORT_13.wav,0,0,,0,0,,0,0,,0,0,,0
4561,,0,860_05_SKILL_06.wav,0,3,VE_GIRL01_MIDDLE_FA_04.wav,0,3,VE_WOMAN01_MIDDLE_FA_04.wav,0,3,VE_WOMAN02_MIDDLE_FA_04.wav,0,3,VE_BOY01_LONG_FA_02.wav,0,3,VE_MAN01_MIDDLE_FA_04.wav,0,3,VE_MAN02_MIDDLE_FA_04.wav,0,0,,0,0,,0,0,,0,0,,0
4562,,0,860_05_SKILL_07.wav,0,0,VE_GIRL01_GAIN_05.wav,0,0,VE_WOMAN01_GAIN_05.wav,0,0,VE_WOMAN02_GAIN_05.wav,0,0,VE_BOY01_GAIN_05.wav,0,0,VE_MAN01_GAIN_05.wav,0,0,VE_MAN02_GAIN_05.wav,0,0,,0,0,,0,0,,0,0,,0
4563,,0,860_05_SKILL_08.wav,0,0,VE_GIRL01_GAIN_01.wav,0,0,VE_WOMAN01_GAIN_01.wav,0,0,VE_WOMAN02_GAIN_01.wav,0,0,VE_BOY01_GAIN_01.wav,0,0,VE_MAN01_GAIN_01.wav,0,0,VE_MAN02_GAIN_01.wav,0,0,,0,0,,0,0,,0,0,,0
4564,,0,860_05_SKILL_09.wav,0,3,VE_GIRL01_SHORT_17.wav,0,3,VE_WOMAN01_SHORT_17.wav,0,3,VE_WOMAN02_SHORT_17.wav,0,3,VE_BOY01_SHORT_17.wav,0,3,VE_MAN01_SHORT_16.wav,0,3,VE_MAN02_SHORT_17.wav,0,0,,0,0,,0,0,,0,0,,0
4565,,0,860_05_SKILL_10.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4566,,0,860_05_SKILL_11.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4567,,0,860_05_SKILL_12.wav,0,0,VE_GIRL01_MIDDLE_BA_01.wav,0,0,VE_WOMAN01_MIDDLE_BA_01.wav,0,0,VE_WOMAN02_MIDDLE_BA_01.wav,0,0,VE_BOY01_MIDDLE_BA_01.wav,0,0,VE_MAN01_MIDDLE_BA_01.wav,0,0,VE_MAN02_MIDDLE_BA_01.wav,0,0,,0,0,,0,0,,0,0,,0
4568,,0,860_05_SKILL_13.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4569,,0,860_05_SKILL_14.wav,0,0,VE_GIRL01_GAIN_02.wav,0,0,VE_WOMAN01_GAIN_02.wav,0,0,VE_WOMAN02_GAIN_02.wav,0,0,VE_BOY01_GAIN_02.wav,0,0,VE_MAN01_GAIN_02.wav,0,0,VE_MAN02_GAIN_02.wav,0,0,,0,0,,0,0,,0,0,,0
4570,,0,860_05_SKILL_15.wav,0,0,VE_GIRL01_GAIN_05.wav,0,0,VE_WOMAN01_GAIN_05.wav,0,0,VE_WOMAN02_GAIN_05.wav,0,0,VE_BOY01_GAIN_05.wav,0,0,VE_MAN01_GAIN_05.wav,0,0,VE_MAN02_GAIN_05.wav,0,0,,0,0,,0,0,,0,0,,0
4571,,0,860_05_SKILL_16.wav,0,0,VE_GIRL01_SHORT_10.wav,0,0,VE_WOMAN01_SHORT_06.wav,0,0,VE_WOMAN02_SHORT_10.wav,0,0,VE_BOY01_SHORT_10.wav,0,0,VE_MAN01_SHORT_10.wav,0,0,VE_MAN02_SHORT_10.wav,0,0,,0,0,,0,0,,0,0,,0
4572,,0,860_05_SKILL_17.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4573,,0,840_05_SKILL_11.wav,0,0,VE_GIRL01_GAIN_02.wav,0,0,VE_WOMAN01_GAIN_02.wav,0,0,VE_WOMAN02_GAIN_02.wav,0,0,VE_BOY01_GAIN_02.wav,0,0,VE_MAN01_GAIN_02.wav,0,0,VE_MAN02_GAIN_02.wav,0,0,,0,0,,0,0,,0,0,,0
4574,,0,841_05_SKILL_64.wav,0,0,VE_GIRL01_MIDDLE_BA_04.wav,0,0,VE_WOMAN01_MIDDLE_BA_04.wav,0,0,VE_WOMAN02_MIDDLE_BA_04.wav,0,0,VE_BOY01_MIDDLE_BA_04.wav,0,0,VE_MAN01_MIDDLE_BA_04.wav,0,0,VE_MAN02_MIDDLE_BA_04.wav,0,0,,0,0,,0,0,,0,0,,0
4575,,0,842_05_SKILL_10.wav,0,0,VE_GIRL01_GAIN_07.wav,0,0,VE_WOMAN01_GAIN_07.wav,0,0,VE_WOMAN02_GAIN_07.wav,0,0,VE_BOY01_GAIN_07.wav,0,0,VE_MAN01_GAIN_07.wav,0,0,VE_MAN02_GAIN_07.wav,0,0,,0,0,,0,0,,0,0,,0
4576,,0,843_05_SKILL_24.wav,0,0,VE_GIRL01_GAIN_05.wav,0,0,VE_WOMAN01_GAIN_05.wav,0,0,VE_WOMAN02_GAIN_05.wav,0,0,VE_BOY01_GAIN_05.wav,0,0,VE_MAN01_GAIN_05.wav,0,0,VE_MAN02_GAIN_05.wav,0,0,,0,0,,0,0,,0,0,,0
4577,,0,860_02_ATTACK_A_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4578,,0,860_02_ATTACK_A_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4579,,0,860_02_ATTACK_B_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4580,,0,860_02_ATTACK_C_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4581,,0,860_02_ATTACK_JUMP.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4582,,0,860_05_SKILL_19.wav,0,0,VE_GIRL01_SHORT_09.wav,0,0,VE_WOMAN01_SHORT_09.wav,0,0,VE_WOMAN02_SHORT_09.wav,0,0,VE_BOY01_SHORT_09.wav,0,0,VE_MAN01_SHORT_09.wav,0,0,VE_MAN02_SHORT_09.wav,0,0,,0,0,,0,0,,0,0,,0
4583,,0,3_339_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4584,,0,3_339_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4585,,0,3_339_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4586,,0,3_339_01_SKILL02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4587,,0,3_339_01_SKILL03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4588,,0,3_339_01_SKILL04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4589,,0,3_339_01_SKILL05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4590,,0,3_339_01_SKILL06.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4591,,0,3_339_01_SKILL07.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4592,,0,3_339_01_SKILL08.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4593,,0,3_339_01_SKILL09.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4594,,0,3_340_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4595,,0,3_340_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4596,,0,3_340_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4597,,0,3_340_01_SKILL02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4598,,0,3_340_01_SKILL03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4599,,0,3_340_01_SKILL04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4600,,0,3_340_01_SKILL05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4601,,0,3_340_01_SKILL06.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4602,,0,3_341_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4603,,0,3_341_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4604,,0,3_341_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4605,,0,3_341_01_SKILL02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4606,,0,3_341_01_SKILL03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4607,,0,3_313_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4608,,0,3_313_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4609,,0,3_313_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4610,,0,3_324_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4611,,0,3_324_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4612,,0,3_324_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4613,,0,3_324_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4614,,0,3_324_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4615,,0,3_324_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4616,,0,3_324_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4617,,0,3_324_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4618,,0,3_324_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4619,,0,3_326_01_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4620,,0,3_326_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4621,,0,3_326_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4622,,0,3_326_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4623,,0,3_326_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4624,,0,3_326_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4625,,0,3_326_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4626,,0,3_326_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4627,,0,3_326_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4628,,0,3_327_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4629,,0,3_327_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4630,,0,3_327_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4631,,0,3_327_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4632,,0,3_327_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4633,,0,3_327_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4634,,0,3_327_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4635,,0,3_327_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4636,,0,3_327_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4637,,0,3_352_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4638,,0,3_352_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4639,,0,3_352_01_SKIL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4640,,0,3_352_01_SKIL02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4641,,0,3_352_01_SKIL03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4642,,0,3_353_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4643,,0,3_353_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4644,,0,3_353_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4645,,0,3_353_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4646,,0,3_353_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4647,,0,3_353_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4648,,0,3_353_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4649,,0,3_353_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4650,,0,3_353_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4651,,0,3_353_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4652,,0,3_354_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4653,,0,3_354_01_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4654,,0,3_354_01_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4655,,0,3_354_01_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4656,,0,3_354_02_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4657,,0,3_354_02_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4658,,0,3_354_02_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4659,,0,3_354_02_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4660,,0,3_354_03_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4661,,0,3_354_03_BEATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4662,,0,3_354_03_DEAD.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4663,,0,3_354_03_SKILL01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4664,,0,3_701_48.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
4665,,0,3_363_01_ATTACK.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
