ID,_STRING,_DESC
16000405,萬能木槌,??? ???? ??
16000501,藥水 [Type 1],??? ???? ??
16000502,藥水 [Type 2],??? ???? ??
16000503,妙藥,??? ???? ??
16000504,藥油,??? ???? ??
16000505,料理[區域],??? ???? ??
16000506,料理[釣魚],??? ???? ??
16000601,武器,?? ??? ???? ??
16000602,防具,?? ??? ???? ??
16000603,飾品,?? ??? ???? ??
16000604,加工術,?? ??? ???? ??
16000605,煉金術,?? ??? ???? ??
16010001,%s (Lv.%d),?? ??? (??) ??
16010002,%d,?? ??? ??
16010003,%d,?? ?? ??
16010004,等候時間,?? ??? ??
16010005,1分鐘內,?? ???? 1 ~ 59? ? ??
16010006,%d分鐘,?? ???? 1?? ??? ?? ??
16010007,%d小時%d分鐘,?? ???? 24?? ??? ?? ??
16010008,%d天%d小時%d分鐘,?? ???? 24?? ??? ??
16010011,組合失敗，材料被破壞。,"?? ?? ???. ?? ??? ????, _When_Fails ?? 0? ??"
16010012,組合失敗，材料被破壞。,"?? ?? ???. ?? ??? ????, _When_Fails ?? 0? ?? ??"
16010013,組合成功，已獲得[%s]道具。,?? ?? ???.
16010014,道具被分發，不能繼續。\n請將道具放在一個欄位裡。,[??] ??? ??? ? ?? ?? ??
16010021,組合熟練度增加[%d]。,?? ??? ?? ???
16010031,裝備欄位空間不足。,?? ??? ????? ??? ??
16010032,消耗欄位空間不足。,?? ??? ????? ??? ??
16010033,其他欄位空間不足。,?? ??? ????? ??? ??
16010034,活動欄位空間不足。,?? ??? ????? ??? ??
16010035,寵物欄位空間不足。,?? ??? ????? ??? ??
16010036,小屋欄位空間不足。,?? ??? ????? ??? ??
16010037,搜尋道具中，請稍候。,???? ?? ??? ???? ??
16010038,您搜尋的道具不存在。,?? ??? ?? ? ?? ?? ???? ???? ?? ??
16010041,開設了個人房間。移動到待機模式。,"[????] ?? ??? ????? ?, ?? ???."
16010042,看板的句子太短。,[????] ??? ?? 1? ???? ??? ???? ?? ??
16010043,房間開設人的錢包已滿，不能再販賣道具。,"[????] ??? ????, ?? ??? ?? ?? ?? ?."
16010044,目前因為網路問題，不能開設、使用個人房間。,[????] ? ??? ???? ?? ??? ? ? ???? ???? ???? ???? ? ?.
16010045,只能在各地的自由市場開設個人房間。,[????] ????? ??? ???? ? ??? ??? ?? ?.
16010046,要在房間登記道具後才能開設個人房間。,[????] ?????? ???? ???? ?? ?
16010047,持有金不足，不能委託。,[????] ???? ???? ?? ?? ??
16010048,看板上包含不健康的詞語，開設個人房間被限制。,[????] ?? ???? ?? ??? ????? ?
16010049,非開設個人房間區域或沒有開設個人房間的道具。,"[????] ?? ?? ?? ??? ?? ?? ??, ?? ??? ? ?? ?"
16010050,非開設個人房間區域或沒有開設個人房間的道具。,[????] ?? ??? ???? ?? ?? ?? ??? ?? ?? ?? ?? ?? ???
16010051,距離太遠，不能查看對方的個人房間。,[????] ???? ????? ????? ? ? ??? ??
16010052,未輸入道具價格。,[????]
16010053,%s使用了個人房間。,[????] ??? ??? ???? ??? ????. (???)
16010054,使用了%s的個人房間。,[????] ??? ??? ???? ??? ????. (???)
16010055,在執行其他委託。,[????] ???? ??? ?? ?? ????? ????? ??? ??
16020001,強化耐久度:%d ~%d,?? ???? ?? ??? ??
16030001,武器組合,??? ???? ??
16030002,防具組合,??? ???? ??
16030003,飾品組合,??? ???? ??
16030004,加工術,??? ???? ??
16030005,煉金術,??? ???? ??
16030006,特殊組合,??? ???? ??
16040001,武器組合,??? ??. ?? ?? ??
16040002,防具組合,??? ??. ?? ?? ??
16040003,飾品組合,??? ??. ?? ?? ??
16040004,加工術,??? ??. ?? ?? ??
16040005,煉金術,??? ??. ?? ?? ??
16040100,所有組合,??? ??. ?? ?? ??
17000001,要使用[%s]道具嗎？,[??] ??? ?? ??
17010001,要使用[%s]道具和[%s]道具嗎？,[??] ??? ?? ??
17100001,已獲得[%s]道具。要在世界留言欄裡公開角色名嗎？,[??] ?? ?? ??? ??
17100002,"已獲得[%s,%s]道具，確定要在伺服器訊息裡公開角色名稱嗎?",[??] ?? ?? ??? ??
17100003,"已獲得[%s,%s,%s]道具，確定要在伺服器訊息裡公開角色名稱嗎?",[??] ?? ?? ??? ??
17100004,"已獲得[%s,%s,%s,%s]道具，確定要在伺服器訊息裡公開角色名稱嗎?",[??] ?? ?? ??? ??
17100005,"已獲得[%s,%s,%s,%s,%s]道具，確定要在伺服器訊息裡公開角色名稱嗎?",[??] ?? ?? ??? ??
17110001,已獲得%d個[%s]道具。要在世界留言欄裡公開角色名嗎？,[??] ?? ?? ??? ??
17120001,已獲得[%d]彩虹幣。要在全部留言欄裡公開角色名嗎？,[??] ?? ?? ??? ??
17200001,[%s]獲得了[%s]來自[%s]道具。,[??] ?? ?? ??? ?????
17200002,"[%s]獲得了[%s]來自[%s,%s]道具。",[??] ?? ?? ??? ?????
17200003,"[%s]獲得了[%s]來自[%s,%s%s]道具。",[??] ?? ?? ??? ?????
17200004,"[%s]獲得了[%s]來自[%s,%s%s,%s]道具。",[??] ?? ?? ??? ?????
17200005,"[%s]獲得了[%s]來自[%s,%s%s,%s,%s]道具。",[??] ?? ?? ??? ?????
17210001,[%s]獲得了[%s]來自[%d]個[%s]道具。,[??] ?? ?? ??? ?????
17220001,[%s]獲得了[%d]來自[%s]彩虹幣。,[??] ?? ?? ??? ?????
18000000,請輸入稱號,?? ??
18000001,已登記在其他組隊。,?? ??
18000002,登記在組隊配對目錄了。,?? ??
18000003,在組隊配對目錄裡消失了。,?? ??
18000004,非隊長的人不能創建組隊配對。,?? ??
18000005,不能再創建組隊配對目錄。,?? ??
18000006,已刪除的組隊目錄。,?? ??
18000007,組隊配對登記過程中不能委任。,?? ??
18000008,不能再創建組隊。請稍後再試。,?? ??
18000009,對方處於不能接受申請的狀態。,?? ??
18000010,Lv.%d %s (%s)邀請加入組隊。要接受嗎？,?? ??
18000011,%s的組隊,?? ??? ??? ??? ???? ?? ??
18000012,Lv UP 為止 !,?? ??? ?? ?? 1
18000013,侍奉有禮貌的人,?? ??? ?? ?? 2
18000014,不用愛惜藥水!,?? ??? ?? ?? 3
18000015,在這個組隊可以狂練級,?? ??? ?? ?? 4
18000016,條件不符，不能申請。,?? ?? ??? ?? ??? ??? ??? ?
18000017,不能募集比目前隊員數少的隊員,?? ?? ???? ? ?? ?? ????? ?? ? ?
18000018,不能邀請組隊配對中的角色。,??? ???? ?? ???? ??? ??? ?? ? ?
18000019,組隊配對中無法使用此功能,?? ??
18001001,禁止釣魚場所。,[??] ???? ?? ???? ??? ? ??
18001002,在當前場所不能使用的釣竿。,[??] ???? ???? ?? ??? ??? ??
18001003,請關閉釣魚獎勵介面。,[??] ???? ?? ???? ??? ??? ??
18001004,欄位已滿。,[??] ????? ???? ?? ???? ??? ??? ??
18001005,委託了代理釣魚。,[??] ?? ??? ??? ??
18001006,代理釣魚結束。,[??] ?? ??? ??? ??
18001007,扔掉漁網裡的所有道具。,[??] ?? ????? ??? ?? ?? ? ?? ??
18001008,需要[%s] 道具。,[??] ?? ?? ? ??? ??? ??? ?? ??
18001009,正在回收道具，請稍後。,[??] ?? ?? ?? ? ?? ???
18001010,已有委託。,[??] ?? ?? ? ?? ??? ?? ??
18001011,請清空漁網後再嘗試。,[??] ?? ?? ? ??? ???? ??? ??
18001012,[%d]分鐘後可以回收。,[??] ?? ?? ? ??? ??? ??? ???? ??
18001013,沒有委託。,[??] ?? ?? ? ??? ?? ??? ?? ??
18010000,戰士,?? ??? ???
18020000,騎士,?? ??? ???
18030000,法師,?? ??? ???
18040000,遊俠,?? ??? ???
18050000,督軍,?? ??? ???
18060000,劍鬥士,?? ??? ???
18070000,聖殿騎士,?? ??? ???
18080000,武術家,?? ??? ???
18090000,魔導士,?? ??? ???
18100000,吟遊詩人,?? ??? ???
18110000,寶藏獵人,?? ??? ???
18120000,神槍手,?? ??? ???
18130000,工程師,?? ??? ???
18140000,機甲師,?? ??? ???
18150000,龍騎兵,?? ??? ???
18160000,劍聖,?? ??? ???
18170000,神騎士,?? ??? ???
18180000,宗師,?? ??? ???
18190000,元素使,?? ??? ???
18200000,演奏家,?? ??? ???
18210000,神射手,?? ??? ???
18220000,狙擊手,?? ??? ???
18230000,操控師,?? ??? ???
18240000,魂之勇者,?? ??? ???
18250000,劍刃舞者,?? ??? ???
18260000,恐懼騎士,?? ??? ???
18270000,鬥神,?? ??? ???
18280000,幻術師,?? ??? ???
18290000,音樂大師,?? ??? ???
18300000,忍者,?? ??? ???
18310000,審判者,?? ??? ???
18320000,改造大師,?? ??? ???
18330000,靈魂破壞者,?? ??? ???
18340000,靈魂掠奪者,?? ??? ???
18350000,靈魂統治者,?? ??? ???
18360000,天之王者,?? ??? ???
18370000,幻武劍豪,?? ??? ???
18380000,創世主,?? ??? ???
18390000,諸神使者,?? ??? ???
18400000,大毀滅者,?? ??? ???
18410000,流行天王,?? ??? ???
18420000,風之潛行者,?? ??? ???
18430000,裁決射手,?? ??? ???
18440000,究極兵甲,?? ??? ???
18450000,弒魂者,?? ??? ???
18460000,卡片大師,?? ??? ???
18470000,高階大師,?? ??? ???
18480000,神聖大師,?? ??? ???
18490000,弧形大師,?? ??? ???
18500000,決鬥大師,?? ??? ???
18510000,黑暗大師,?? ??? ???
18520000,暴力大師,?? ??? ???
18530000,浪人劍客,?? ??? ???
18540000,狂刃武士,?? ??? ???
18550000,黑狼武士,?? ??? ???
18560000,闇影武士,?? ??? ???
18570000,修道士,?? ??? ???
18580000,對戰大師,?? ??? ???
18590000,復仇者,?? ??? ???
18600000,混血天神,?? ??? ???
18610000,傭兵,?? ??? ???
18620000,火焰大師,?? ??? ???
18630000,喚焱者,?? ??? ???
18640000,炙焰天,?? ??? ???
18650000,擊劍士,?? ??? ???
18660000,終結者,?? ??? ???
18670000,劍極大師,?? ??? ???
18680000,黑暗追擊者,?? ??? ???
18690000,寶石之星,?? ??? ???
18700000,槍兵,?? ??? ???
18710000,黑暗騎士,?? ??? ???
18720000,和平使者,?? ??? ???
18730000,暗影行者,?? ??? ???
18740000,御風引者,?? ??? ???
18750000,喚雨淨使,?? ??? ???
19000001,為變更角色名，需要 [%s] 道具。要繼續嗎？,[???????] ???? ??
19000002,如同意角色名變更政策，請選擇 [確認]。,[???????] ???? ??
19000003,正在使用的角色名。,[???????] ???? ??
19000004,不能使用的角色名。,[???????] ???? ??
19000005,角色名變更後不能撤回，在15天后可以使用。,[???????] ???? ??
19000006,角色名變更正常完成。,[???????] ???? ??
19000007,%d日後可以變更角色名。,[???????] ???? ??
19000101,變更公會名需要 [%s] 道具。要繼續嗎？,[???????] ??? ??
19000102,同意公會名變更政策請選擇 [確認]。,[???????] ??? ??
19000103,正在使用的公會名。,[???????] ??? ??
19000104,不能使用的公會名,[???????] ??? ??
19000105,公會名變更後不能撤回，15日後可以使用。,[???????] ??? ??
19000106,公會名變更正常結束了。,[???????] ??? ??
19000107,%d日後可以變更公會名。,[???????] ??? ??
19000108,只有公會會長才能變更公會名。,[???????] ??? ??
19000201,不能轉職的職業。,[???????] ?? ??
19000202,轉職變更需要 [%s] 道具。要繼續嗎？,[???????] ?? ??
19000203,同意轉職變更政策請選擇 [確認]。,[???????] ?? ??
19000204,主要職業變更 [%s] -> [%s],[???????] ?? ??
19000205,副職業變更 [%s] -> [%s],[???????] ?? ??
19000206,轉職變更後不能撤銷，15日後可以使用。,[???????] ?? ??
19000207,轉職變更正常完成。,[???????] ?? ??
19000208,%d日後可以變更轉職。,[???????] ?? ??
19100001,,
20010001,"Need to get ""FailCode"" in the sesstion when retureResult is ""failed"" in order to get more detail information. TheSPecific Error No. please see also ""The Error No. of ekey and Descriptions""",failed
20010002,"Sorry, system error, please login later.",sys_error
20010003,"Sorry, authentication is time out, please login again.",time_out
20010004,"Login directly, does not need any prompt",success
20010005,"Sorry, The SDO Passport you entered doesn't exist. Please login again after confirmed.",no_user
20010006,"Sorry, the passport you entered is wrong. Please login again after confimed.",miss_pwd
20010007,"Sorry, Their has an unknown error. Please login after a while",refuse
20010008,"After user input PT account and password confirms successfully logins directly, and does not need any prompt",no_bind_ekey
20010009,The synchronous time of the Ekey fluctuates too much. Please try again later or go to http://ekey.sdo.com to adjust the Ekey time,ekey_warp
20010010,###############################################################################################################################################################################################################################################################,need_reserve_pwd
20010011,"Sorry, The SDO Pasport you entered is existed. Please select another and try again.",user_existed
20010012,"This system comprehensiv彩虹幣 upgraded as SDO system, please upgrades your account according to the system prompt.",need_upgrade
20010013,"Sorry, Occur an exception in distributing Digital Account. Please login later or connect with our customer service telephone (021-50504729).",sdid_existed
20010014,"Your SDO Passport has already logined in another area, please use the correct SDO Passport to login the current area.",logined_otherwhere
20020001,###############################################################################################################################################################################################################################################################,1001
20020002,"The Ekey Serial Number you entered doesn't exist. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",1002
20020003,###############################################################################################################################################################################################################################################################,1003
20020004,"The User Service Number you entered is incorrect. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",1004
20020005,"Your Ekey hasn't been bound with any account yet. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",1006
20020006,"No related Ekey binding information. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",1007
20020007,###############################################################################################################################################################################################################################################################,1008
20020008,"This Ekey has already bound with an account. If there's any other questions, please make a phone call to our Service Department(021-50504729).",1009
20020009,Please check if there's any typing error and try again.,1011
20020010,###############################################################################################################################################################################################################################################################,1012
20020011,###############################################################################################################################################################################################################################################################,1013
20020012,###############################################################################################################################################################################################################################################################,1014
20020013,"The User Service Number is wrong. Please check the 16-digit number printed on your User Card and enter again. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",1015
20020014,Game type number error.,1019
20020015,Game distriction errer.,1020
20020016,Game account error.,1021
20020017,Identification card ID error.,1023
20020018,The synchronous time of the Ekey fluctuates too much. Please try again later or go to http://ekey.sdo.com to adjust the Ekey time.,1024
20020019,Reserved password error.,1025
20020020,You've changed your service number too many times to modify again because of the related regulation.,1027
20020021,Waiting for working.,1028
20020022,"Ekey status Error: Your Ekey can not be use. If there's any other questions, please make a phone call to our Service Department(021-50504729).",10
20020023,"Ekey status Error: You must startup your Ekey before you bind it. Please visit our web site http://ekey.sdo.com to startup your Ekey. If there's any other questions, please make a phone call to our Service Department(021-50504729).",20
20020024,###############################################################################################################################################################################################################################################################,40
20020025,###############################################################################################################################################################################################################################################################,50
20020026,"Ekey status Error: This Ekey is not invalid. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",60
20020027,"Ekey status Error: This Ekey is invalid. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",70
20020028,###############################################################################################################################################################################################################################################################,80
20020029,"Ekey status Error: Your Ekey has been destroyed. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",90
20020030,"Ekey status Error: Your Ekey is out of service time and cannot be used again. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",100
20020031,"Ekey status Error: Your Ekey has been replaced by a new Ekey. Please use your new Ekey to conntinue your operation. If there's any other questions, please browse http://ekey.sdo.com or connect with our customer service telephone (021-50504729).",110
27000001,不能創建公會。,[?????]. ?????
27000002,已加入公會。,[?????]. ?????
27000003,公會已解散。,[?????]. ?????
27000004,不能再接收公會員。,[?????]. ?????
27000005,彩虹幣不足。,[?????]. ?????
27000006,沒有權限。,[?????]. ?????
27000007,公會租期剩下一天。,"[?????]. ?????, ??? ???"
27000008,太長，不能使用。,[?????]. ?????
27000009,請退出全部公會員。,[?????]. ?????
27000010,公會長沒有退出權限。請委任給其他人。,[?????]. ?????
27000011,中立型,[?????]. ????
27000012,太長，不能使用。,"[?????]. ?????, ??? ??"
27000013,公會的植物等級上升了。,[?????]. ??????
27000014,公會的植物完全長成了。,[?????]. ??????
27000015,已使用的公會名。,[?????]. ?????
27000016,存在已培育的植物。,[?????]. ?????
27000017,植物與公會等級不符。,"[?????]. ?????, ?? ??? ?? ???"
27000018,秩序型,[?????]. ????
27000019,與公會特性不符，不能使用。,"[?????]. ?????, ?? ??? ?? ???"
27000020,混沌型,[?????]. ????
27000021,%s加入了公會。,[?????]. ??????
27000022,%s退出了公會。,[?????]. ??????
27000023,%s被從公會強制退出。,[?????]. ??????
27000024,公會標語變更了。,"[?????]. ????, ??? ??"
27000025,%s的職位變更了。,"[?????]. ????, ??????"
27000026,%s登錄了。,"[?????]. ????, ??????"
27000027,%s註銷了。,"[?????]. ????, ??????"
27000028,邀請加入公會的人的權限消失，不能加入公會。,[?????]. ??? ??? ???? ???? ?????
27000029,"創建公會成功，消耗了所持金 1,500,000彩虹幣.",[?????]?? ?? ?? ???
27000030,不能委任給沒有連接的角色。,[?????]. ?? ??? ??
27000031,%s公會 %s邀請您加入公會，要接受嗎？,[?????]. ?? ??
27000032,要解散公會嗎？解散 \n公會的話，公會的所有資訊都會消失。,[?????]. ?? ??
27000033,不能加入公會，頻道不同或是沒有連接的角色。,"[?????]. ?????, ???? ???? ???"
27000034,公會長,"[????],  ??? 1?? ?????"
27000035,副會長,"[????],  ??? 2??"
27000036,長老,"[????],  ??? 3??"
27000037,菁英,"[????],  ??? 4??"
27000038,高級會員,"[????],  ??? 5??"
27000039,會員,"[????],  ??? 6??"
27000040,公會長,"[????], ??? 1?? ?????"
27000041,副會長,"[????], ??? 2??"
27000042,長老,"[????], ??? 3??"
27000043,菁英,"[????], ??? 4??"
27000044,高級會員,"[????], ??? 5??"
27000045,會員,"[????], ??? 6??"
27000046,公會長,"[????], ??? 1??, ?????"
27000047,副會長,"[????], ??? 2??"
27000048,長老,"[????], ??? 3??"
27000049,菁英,"[????], ??? 4??"
27000050,高級會員,"[????], ??? 5??"
27000051,會員,"[????], ??? 6??"
27000052,需要公會水晶。,[?????]. ???? ??
27000053,需要秩序水晶。,[?????]. ???? ??
27000054,需要混沌水晶。,[?????]. ???? ??
27000055,"不喜歡被權利支配，喜歡自由的冒險。\n對於未知世界報有神奇、敬畏、疑問感到成就感，相對與力量與秩序 ,更喜歡經濟上富裕的生活。",[?????]. ???? ??
27000056,嚮往神話般的英雄和他們的冒險的冒險家。\n相對無差別的強悍，力行正當的路，相對於力量，更關心吉恩蒂亞整體和艾利亞斯王國的穩定。,[?????]. ???? ??
27000057,最為尊重力量和權力的冒險家們。\n相對道德和秩序，僅僅為了得到最強的能力而不斷修煉。反對艾利亞斯王國的中央支配。,[?????]. ???? ??
27000058,請輸入公會名。,[?????]. ??????
27000059,恭喜!!\n 公會等級升級為%d 等級。\n公會最大人數增加了。但是，從11等級開始不增加。,[?????]. ??????
27000060,因為沒有加入公會，所以不能使用。,[?????]. ??????
27000061,要強制退出%s嗎？,[?????]. ?? ???
27000062,要退出公會嗎？,[?????]. ?????
27000063,不能使用的公會名。,[?????]. ??????
27000064,沒有加入公會，不能進入。,??? ???? ?? ???? ???? ??
27000065,沒有租賃公會房間，不能進入。,??? ????
27000066,不能再創建公會房間，請稍後重試。,??? ??
27000067,公會等級和道具不一致。,[????]. ????? ??? ???
27000068,沒有加入公會，不能進入。,[?????]. NPC? ?? ??? ??
27000069,不能再加入肥料道具。,[????]. ????????
27000070,不能再加入催化劑道具。,[????]. ??? ?? ?? ??
27000071,不能使用當前等級的催化劑。請使用低等級的催化劑。,[????]. ??? ?? ?? ??
27000072,不能委任權限。頻道不同或是沒有連接的角色。,[??????]???? ?? ?? ???
27000073,公會長變更為%s了。,[??????]???? ??? ??? ????
27000074,公會植物只能種在公會房間。,[???????] ?? ??? ?? ???
27000075,植物狀態非常忙，目前不能處理。請稍後再試。,[???????]?? ?? ?? ??
27000076,%03d小時%02d分%02d秒,[???????]?? ?? ?? ??
27000077,公會房間的植物被破壞，消失了。,[???????]?? ??
27000078,從公會強制退出，關閉現金商店後自動移動到村莊。,[????]??? ??? ??
27000079,公會長不能刪除角色。請委任委任會長權限或解散公會後刪除。,[?? ???]??? ??? ??? ??
27000080,需要升級公會等級的道具。,[?? ?? ???] ?????? ???
27000081,公會點數不足，不能升級公會等級。,[?? ?? ???] ?? ???? ????
27000082,不能再升級公會等級。,[?? ?? ???] ??? ??? ???
27000083,委任公會長後，會被強制降為副公會長，還要委任嗎？,[?????] ????? ???? ?? ???
27000084,收穫公會植物後，在一定時間裡公會房間裡沒有人的話，植物就會消失。,[?? ??] ?? ??? ?? ???
27000085,收割沒有長成的植物的話，植物會被破壞，消失。還要收割嗎?,[?? ??] ?? ??? ?? ???
27000086,Lv1.新建公會,[????]
27000087,Lv2.被告知的公會,[????]
27000088,Lv3.有名的公會,[????]
27000089,Lv4.有威望的公會,[????]
27000090,Lv5.有人脈的公會,[????]
27000091,Lv6.有官祿的公會,[????]
27000092,Lv7.被矚望的公會,[????]
27000093,Lv8.有權威的公會,[????]
27000094,Lv9.偉大的公會,[????]
27000095,Lv10.最強公會,[????]
27000096,公會等級,[?????]
27000097,需要金額,[?????]
27000098,公會最多人數%d名,[????? ??]
27000099,彩虹幣,[?? ??]
27000100,公會點數,[?? ??]
27000101,當前公會點數,[????]
27000102,貢獻的公會點數,[????]
27000103,當前公會能力值,[????]
27000104,下一個公會能力值,[????]
27000105,公會等級升級(Lv.%d -> Lv.%d),[????????]
27000106,Lv.%d ~ Lv.%d,[????????]
27000107,公會名太短，不能邀請公會員。重新創建公會後，請再嘗試。,[2??? ?????]
27000108,選擇傾向,[??? ??? ???]
27000109,確認購買,[????] ??? ????
27000110,等級升級需要以下條件。要升級嗎？,[????] ??? ????
27000111,要變更公會徽章的公會等級不一致。,[?????] ??? ?? ?? ???
27000112,變更公會徽章需要的[%s]道具。,[?????] ??? ?? ?? ???
27000113,變更公會徽章的 彩虹幣不足。,[?????] ??? ?? ?? ???
27000114,公會徽章的標誌變更了。,[?????] ??? ?? ???
27000115,公會徽章的背景變更了。,[?????] ??? ?? ???
27000116,公會徽章的效果變更了。,[?????] ??? ?? ???
27000117,消耗了以下道具，可以變更公會徽章。,[?????] ??? ?? ???
27000118,條件不符，不能加入公會。,[?????] ?? ??? ??
27000121,Lv1.新建公會,[????]
27000122,Lv2.被告知的公會,[????]
27000123,Lv3.有名的公會,[????]
27000124,Lv4.有威望的公會,[????]
27000125,Lv5.有人脈的公會,[????]
27000126,Lv6.有官祿的公會,[????]
27000127,Lv7.被矚望的公會,[????]
27000128,Lv8.有權威的公會,[????]
27000129,Lv9.偉大的公會,[????]
27000130,Lv10.最強公會,[????]
27000131,Lv11. 英雄公會,[????]
27000132,Lv12. 領袖公會,[????]
27000133,Lv13. 榮耀公會,[????]
27000134,Lv14. 貴族公會,[????]
27000135,Lv15. 至尊公會,[????]
27000136,Lv16.,[????]
27000137,Lv17.,[????]
27000138,Lv18.,[????]
27000139,Lv19.,[????]
27000140,Lv20.,[????]
27000141,公會房間裡長出了公會植物。要給公會植物施肥，公會植物才能生長。,[??]
27000142,給公會植物施肥了。,[??]
27000143,給公會植物使用了催化劑。,[??]
27000144,要在這裡施肥，公會植物才能生長。,[??]
27000145,要在這裡使用催化劑，公會植物才能很快生長。,[??]
27000146,不能種植與公會特性不符的其他植物。請種植與公會特性相同的植物。,[??]
27000147,請添加肥料道具。,[??]
27000148,請添加催化劑道具。,[??]
27000149,廢棄植物的話，植物會被破壞消失。還要廢棄嗎？,[??]????? ?? ???
27000150,%s不喜歡被公會邀請。,[?????] ???? ???? ??? ??? ??
27000151,退出後%d日內不能加入或創建公會。,?? ?? ??? ??
27000152,退出後%d小時內不能加入或創建公會。,?? ?? ??? ??
27000153,退出後%d分鐘內不能加入或創建公會。,?? ?? ??? ??
27000154,退出後重新加入還剩%d日。,?? ?? ??? ??
27000155,退出後重新加入還剩%d小時。,?? ?? ??? ??
27000156,退出後重新加入還剩%d分鐘。,?? ?? ??? ??
27000157,屬於在受到公會退出懲罰的角色。,?? ?? ??? ?? (?? ??? ?????)
27000158,%d日後可以創建或加入公會。,?? ?? ??? ?? (?? ??? ?????)
27000159,%d小時後可以創建或加入公會。.,?? ?? ??? ?? (?? ??? ?????)
27000160,%d分鐘後可以創建或加入公會。.,?? ?? ??? ?? (?? ??? ?????)
27000161,解散後%d日內不能加入或創建公會。,?? ?? ??? ?? (?? ??? ?? ???)
27000162,解散後%d小時內不能加入或創建公會。,?? ?? ??? ?? (?? ??? ?? ???)
27000163,解散後%d分鐘內不能加入或創建公會。,?? ?? ??? ?? (?? ??? ?? ???)
27000164,[秩序傾向能力]\n- 物理/魔法最大傷害增加\n-道具掉落率增加\n-經驗值獲得量增加,?? ?? ?? ???
27000165,[光明傾向能力]\n- 物理/魔法命中率增加\n-道具掉落率增加\n-經驗值獲得量增加,?? ?? ?? ???
27000166,[邪惡傾向能力]\n- 物理/魔法迴避率增加\n-道具掉落率增加\n-經驗值獲得量增加,?? ?? ?? ???
27000167,,?? ?? ?? ???
27000168,,?? ?? ?? ???
27000169,,?? ?? ?? ???
27000170,,?? ?? ?? ???
27000171,"-公會長若是超過90天未上線,\n則其權限將自動委任。\n-創建公會時需要符合公會傾向的公會水晶。",?? ?? ???
27000172,不喜歡受權力支配，喜歡自由自在地冒險。\n對於未知的事物很感興趣，享受得到解答時的樂趣。比起權力或是秩序，更傾向於財務自由的生活。,?? ?? UI ?? ?? ??
27000173,對神話英雄和冒險懷有憧憬的冒險家。\n不喜歡行事莽撞，努力走在正確、正當的道路上。比起權力，更在乎吉恩蒂亞和艾利亞斯王國的安定。,?? ?? UI ?? ?? ??
27000174,將力量和權力視為至高無上的冒險家。\n為將最強的能力握在手中，便將道德或秩序拋一邊，只是不斷地鍛鍊。反對以艾利亞斯王國為中心的支配制度。,?? ?? UI ?? ?? ??
27000175,,?? ?? UI ?? ?? ??
27000176,,?? ?? UI ?? ?? ??
27000177,,?? ?? UI ?? ?? ??
27000178,,?? ?? UI ?? ?? ??
27000179,唯有持有公會傾向變更道具的公會長可變更公會傾向。,?? ?? ?? ???
27000180,公會房間內存在公會員時無法變更公會傾向。,?? ?? ?? ??
27000181,您隸屬的公會已變更傾向，請透過公會選項(G)確認。,?? ?? ?? ??
27000182,變更公會傾向需要[%s]道具。,?? ?? ?? ??
27000183,您確定要進行變更公會傾向嗎?,?? ?? ?? ???
27000184,請選擇異於目前傾向的其他傾向。,?? ?? ?? ??
27000185,已創公會作物或是公會副本的情況下無法變更傾向。,?? ?? ?? ??
27000186,,???? ??
27000187,未達1小時,??? ???? ??? 1?? ??? ??
27000188,%d小時,??? ???? ??? 24?? ??? ??
27000189,%d天%d小時,??? ???? ??? 24?? ??? ??
27000190,90天以上,??? ???? ??? 90? ??? ??
27000191,連線中,???? ???? ??
27000192,內含禁止使用的文字，請重新設定。,?? ??? ?? ? ABUSE_LIST.LDT? ?? ? ??? ?? ? ??
27000198,已變更所屬公會的名稱，請透過公會選單(G)確認。,[???? ???] ?? ?? ??
27000199,無公會,??? ? ???
30000001,此為系統不支援的解析度，請再次進行調整。,[??] ??? ?? ?? ?? ?? ???
31000001,無法登錄的道具,?? ?? ??? ?? ? ???? ???? ?? ??? (??? '0' ? ??)
31000002,無法登錄的道具,?? ?? ??? ?? ? ???? ???? ?? ??? (??? ? ??? ?? ??)
31000003,要在[%s]欄位進行刻印嗎？,??? ??? ?? ?? ????? ?? ??? ???
31000004,要刪除[%s]欄位的刻印並重新進行嗎？,??? ??? ????? ?? ??? ???
31000005,刻印效果會持續 %d天 %d小時。,?? ? ?? ?? ?? (??)
31000006,刻印效果會持續 %d小時。,?? ? ?? ?? ?? (??)
31000007,刻印所需的道具數量不足。,?? ? ?? ?? ?? (??? ??)
